# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  1.2  0.0000  5.0000  98.0851
7.5  1.2  0.0000  5.3152  98.0851
7.5  1.2  0.0000  5.6503  98.0851
7.5  1.2  0.0000  6.0065  98.0851
7.5  1.2  0.0000  6.3852  98.0851
7.5  1.2  0.0000  6.7878  98.0851
7.5  1.2  0.0000  7.2157  98.0851
7.5  1.2  0.0000  7.6706  98.0851
7.5  1.2  0.0000  8.1542  98.0851
7.5  1.2  0.0000  8.6683  98.0851
7.5  1.2  0.0000  9.2148  98.0851
7.5  1.2  0.0000  9.7958  98.0851
7.5  1.2  0.0000  10.4133  98.0851
7.5  1.2  0.0000  11.0698  98.0851
7.5  1.2  0.0000  11.7677  98.0851
7.5  1.2  0.0000  12.5096  98.0851
7.5  1.2  0.0000  13.2983  98.0851
7.5  1.2  0.0000  14.1367  98.0851
7.5  1.2  0.0000  15.0279  98.0851
7.5  1.2  0.0000  15.9754  98.0851
7.5  1.2  0.0000  16.9825  98.0851
7.5  1.2  0.0000  18.0532  98.0851
7.5  1.2  0.0000  19.1914  98.0851
7.5  1.2  0.0000  20.4013  98.0851
7.5  1.2  0.0000  21.6875  98.0851
7.5  1.2  0.0000  23.0548  98.0851
7.5  1.2  0.0000  24.5083  98.0851
7.5  1.2  0.0000  26.0534  98.0851
7.5  1.2  0.0000  27.6959  98.0851
7.5  1.2  0.0000  29.4420  98.0851
7.5  1.2  0.0000  31.2982  98.0851
7.5  1.2  0.0000  33.2714  98.0851
7.5  1.2  0.0000  35.3690  98.0851
7.5  1.2  0.0000  37.5988  98.0851
7.5  1.2  0.0000  39.9692  98.0851
7.5  1.2  0.0000  42.4891  98.0851
7.5  1.2  0.0000  45.1678  98.0851
7.5  1.2  0.0000  48.0154  98.0851
7.5  1.2  0.0000  51.0425  98.0851
7.5  1.2  0.0000  54.2605  98.0851
7.5  1.2  0.0000  57.6813  98.0851
7.5  1.2  0.0000  61.3179  98.0851
7.5  1.2  0.0000  65.1836  98.0851
7.5  1.2  0.0000  69.2931  98.0851
7.5  1.2  0.0000  73.6617  98.0851
7.5  1.2  0.0000  78.3057  98.0851
7.5  1.2  0.0000  83.2425  98.0851
7.5  1.2  0.0000  88.4905  98.0851
7.5  1.2  0.0000  94.0694  98.0851
7.5  1.2  0.0000  100.0000  98.0851
7.5  1.2  0.0400  5.0000  91.3584
7.5  1.2  0.0400  5.3152  90.2468
7.5  1.2  0.0400  5.6503  89.0320
7.5  1.2  0.0400  6.0065  87.7116
7.5  1.2  0.0400  6.3852  86.2842
7.5  1.2  0.0400  6.7878  84.7501
7.5  1.2  0.0400  7.2157  83.1109
7.5  1.2  0.0400  7.6706  81.3703
7.5  1.2  0.0400  8.1542  79.5341
7.5  1.2  0.0400  8.6683  77.6098
7.5  1.2  0.0400  9.2148  75.6072
7.5  1.2  0.0400  9.7958  73.5380
7.5  1.2  0.0400  10.4133  71.4154
7.5  1.2  0.0400  11.0698  69.2537
7.5  1.2  0.0400  11.7677  67.0682
7.5  1.2  0.0400  12.5096  64.8746
7.5  1.2  0.0400  13.2983  62.6884
7.5  1.2  0.0400  14.1367  60.5244
7.5  1.2  0.0400  15.0279  58.3967
7.5  1.2  0.0400  15.9754  56.3179
7.5  1.2  0.0400  16.9825  54.2993
7.5  1.2  0.0400  18.0532  52.3504
7.5  1.2  0.0400  19.1914  50.3579
7.5  1.2  0.0400  20.4013  48.3695
7.5  1.2  0.0400  21.6875  46.4784
7.5  1.2  0.0400  23.0548  44.6873
7.5  1.2  0.0400  24.5083  42.9973
7.5  1.2  0.0400  26.0534  41.4082
7.5  1.2  0.0400  27.6959  39.9187
7.5  1.2  0.0400  29.4420  38.5265
7.5  1.2  0.0400  31.2982  37.2286
7.5  1.2  0.0400  33.2714  36.0214
7.5  1.2  0.0400  35.3690  34.9008
7.5  1.2  0.0400  37.5988  33.8625
7.5  1.2  0.0400  39.9692  32.9020
7.5  1.2  0.0400  42.4891  32.0146
7.5  1.2  0.0400  45.1678  31.1957
7.5  1.2  0.0400  48.0154  30.4409
7.5  1.2  0.0400  51.0425  29.7456
7.5  1.2  0.0400  54.2605  29.1055
7.5  1.2  0.0400  57.6813  28.5167
7.5  1.2  0.0400  61.3179  27.9752
7.5  1.2  0.0400  65.1836  27.4774
7.5  1.2  0.0400  69.2931  27.0198
7.5  1.2  0.0400  73.6617  26.5992
7.5  1.2  0.0400  78.3057  26.2126
7.5  1.2  0.0400  83.2425  25.8573
7.5  1.2  0.0400  88.4905  25.5308
7.5  1.2  0.0400  94.0694  25.2305
7.5  1.2  0.0400  100.0000  24.9544
7.5  1.2  0.0800  5.0000  84.9864
7.5  1.2  0.0800  5.3152  83.1231
7.5  1.2  0.0800  5.6503  81.1116
7.5  1.2  0.0800  6.0065  78.9536
7.5  1.2  0.0800  6.3852  76.6532
7.5  1.2  0.0800  6.7878  74.2180
7.5  1.2  0.0800  7.2157  71.1685
7.5  1.2  0.0800  7.6706  67.9381
7.5  1.2  0.0800  8.1542  64.6188
7.5  1.2  0.0800  8.6683  61.2351
7.5  1.2  0.0800  9.2148  57.8142
7.5  1.2  0.0800  9.7958  54.3858
7.5  1.2  0.0800  10.4133  50.9810
7.5  1.2  0.0800  11.0698  47.6310
7.5  1.2  0.0800  11.7677  44.3662
7.5  1.2  0.0800  12.5096  41.2153
7.5  1.2  0.0800  13.2983  38.2040
7.5  1.2  0.0800  14.1367  35.3549
7.5  1.2  0.0800  15.0279  32.6861
7.5  1.2  0.0800  15.9754  30.0285
7.5  1.2  0.0800  16.9825  27.4887
7.5  1.2  0.0800  18.0532  25.1710
7.5  1.2  0.0800  19.1914  23.0768
7.5  1.2  0.0800  20.4013  21.1426
7.5  1.2  0.0800  21.6875  19.3710
7.5  1.2  0.0800  23.0548  17.8133
7.5  1.2  0.0800  24.5083  16.4592
7.5  1.2  0.0800  26.0534  15.2965
7.5  1.2  0.0800  27.6959  14.3118
7.5  1.2  0.0800  29.4420  13.4913
7.5  1.2  0.0800  31.2982  12.8206
7.5  1.2  0.0800  33.2714  12.2551
7.5  1.2  0.0800  35.3690  11.7721
7.5  1.2  0.0800  37.5988  11.3410
7.5  1.2  0.0800  39.9692  11.0071
7.5  1.2  0.0800  42.4891  10.7643
7.5  1.2  0.0800  45.1678  10.6009
7.5  1.2  0.0800  48.0154  10.5063
7.5  1.2  0.0800  51.0425  10.4706
7.5  1.2  0.0800  54.2605  10.4848
7.5  1.2  0.0800  57.6813  10.5410
7.5  1.2  0.0800  61.3179  10.6319
7.5  1.2  0.0800  65.1836  10.7511
7.5  1.2  0.0800  69.2931  10.8931
7.5  1.2  0.0800  73.6617  11.0528
7.5  1.2  0.0800  78.3057  11.2260
7.5  1.2  0.0800  83.2425  11.4090
7.5  1.2  0.0800  88.4905  11.5986
7.5  1.2  0.0800  94.0694  11.7920
7.5  1.2  0.0800  100.0000  11.9871
7.5  1.2  0.1200  5.0000  80.0719
7.5  1.2  0.1200  5.3152  77.0418
7.5  1.2  0.1200  5.6503  73.8540
7.5  1.2  0.1200  6.0065  70.5230
7.5  1.2  0.1200  6.3852  67.0672
7.5  1.2  0.1200  6.7878  63.5098
7.5  1.2  0.1200  7.2157  59.8789
7.5  1.2  0.1200  7.6706  56.2075
7.5  1.2  0.1200  8.1542  52.5329
7.5  1.2  0.1200  8.6683  48.8816
7.5  1.2  0.1200  9.2148  44.5247
7.5  1.2  0.1200  9.7958  40.3119
7.5  1.2  0.1200  10.4133  36.2903
7.5  1.2  0.1200  11.0698  32.5038
7.5  1.2  0.1200  11.7677  28.9925
7.5  1.2  0.1200  12.5096  25.7032
7.5  1.2  0.1200  13.2983  22.3977
7.5  1.2  0.1200  14.1367  19.4676
7.5  1.2  0.1200  15.0279  16.9261
7.5  1.2  0.1200  15.9754  14.7787
7.5  1.2  0.1200  16.9825  12.7195
7.5  1.2  0.1200  18.0532  10.9913
7.5  1.2  0.1200  19.1914  9.6514
7.5  1.2  0.1200  20.4013  8.6804
7.5  1.2  0.1200  21.6875  8.0550
7.5  1.2  0.1200  23.0548  7.6467
7.5  1.2  0.1200  24.5083  7.3580
7.5  1.2  0.1200  26.0534  7.3479
7.5  1.2  0.1200  27.6959  7.5864
7.5  1.2  0.1200  29.4420  8.0435
7.5  1.2  0.1200  31.2982  8.6904
7.5  1.2  0.1200  33.2714  9.4992
7.5  1.2  0.1200  35.3690  10.4439
7.5  1.2  0.1200  37.5988  11.4165
7.5  1.2  0.1200  39.9692  12.3942
7.5  1.2  0.1200  42.4891  13.4517
7.5  1.2  0.1200  45.1678  14.5699
7.5  1.2  0.1200  48.0154  15.7320
7.5  1.2  0.1200  51.0425  16.9229
7.5  1.2  0.1200  54.2605  18.1296
7.5  1.2  0.1200  57.6813  19.3406
7.5  1.2  0.1200  61.3179  20.5462
7.5  1.2  0.1200  65.1836  21.7382
7.5  1.2  0.1200  69.2931  22.9096
7.5  1.2  0.1200  73.6617  24.0547
7.5  1.2  0.1200  78.3057  25.1691
7.5  1.2  0.1200  83.2425  26.2490
7.5  1.2  0.1200  88.4905  27.2917
7.5  1.2  0.1200  94.0694  28.2542
7.5  1.2  0.1200  100.0000  29.1617
7.5  1.2  0.1600  5.0000  74.0799
7.5  1.2  0.1600  5.3152  70.7412
7.5  1.2  0.1600  5.6503  67.2975
7.5  1.2  0.1600  6.0065  63.7769
7.5  1.2  0.1600  6.3852  60.2127
7.5  1.2  0.1600  6.7878  55.7024
7.5  1.2  0.1600  7.2157  51.1079
7.5  1.2  0.1600  7.6706  46.6119
7.5  1.2  0.1600  8.1542  42.2732
7.5  1.2  0.1600  8.6683  38.0882
7.5  1.2  0.1600  9.2148  33.5969
7.5  1.2  0.1600  9.7958  29.4598
7.5  1.2  0.1600  10.4133  25.5707
7.5  1.2  0.1600  11.0698  21.6951
7.5  1.2  0.1600  11.7677  18.3462
7.5  1.2  0.1600  12.5096  15.4172
7.5  1.2  0.1600  13.2983  12.6531
7.5  1.2  0.1600  14.1367  10.5069
7.5  1.2  0.1600  15.0279  8.9782
7.5  1.2  0.1600  15.9754  7.6189
7.5  1.2  0.1600  16.9825  6.8144
7.5  1.2  0.1600  18.0532  6.5916
7.5  1.2  0.1600  19.1914  6.8503
7.5  1.2  0.1600  20.4013  7.3568
7.5  1.2  0.1600  21.6875  8.2606
7.5  1.2  0.1600  23.0548  9.5970
7.5  1.2  0.1600  24.5083  11.3017
7.5  1.2  0.1600  26.0534  13.1772
7.5  1.2  0.1600  27.6959  15.3481
7.5  1.2  0.1600  29.4420  17.6597
7.5  1.2  0.1600  31.2982  20.1690
7.5  1.2  0.1600  33.2714  22.8467
7.5  1.2  0.1600  35.3690  25.5928
7.5  1.2  0.1600  37.5988  28.3737
7.5  1.2  0.1600  39.9692  31.2240
7.5  1.2  0.1600  42.4891  34.0546
7.5  1.2  0.1600  45.1678  36.9025
7.5  1.2  0.1600  48.0154  39.7461
7.5  1.2  0.1600  51.0425  42.5660
7.5  1.2  0.1600  54.2605  45.3455
7.5  1.2  0.1600  57.6813  48.0705
7.5  1.2  0.1600  61.3179  50.7295
7.5  1.2  0.1600  65.1836  53.2656
7.5  1.2  0.1600  69.2931  55.6934
7.5  1.2  0.1600  73.6617  58.0381
7.5  1.2  0.1600  78.3057  60.2796
7.5  1.2  0.1600  83.2425  62.4272
7.5  1.2  0.1600  88.4905  64.4838
7.5  1.2  0.1600  94.0694  66.4484
7.5  1.2  0.1600  100.0000  68.3212
7.5  1.2  0.2000  5.0000  69.7387
7.5  1.2  0.2000  5.3152  66.4126
7.5  1.2  0.2000  5.6503  61.8967
7.5  1.2  0.2000  6.0065  57.3206
7.5  1.2  0.2000  6.3852  52.8257
7.5  1.2  0.2000  6.7878  48.4748
7.5  1.2  0.2000  7.2157  43.8645
7.5  1.2  0.2000  7.6706  39.2089
7.5  1.2  0.2000  8.1542  34.6590
7.5  1.2  0.2000  8.6683  30.0229
7.5  1.2  0.2000  9.2148  25.8519
7.5  1.2  0.2000  9.7958  21.6278
7.5  1.2  0.2000  10.4133  18.0545
7.5  1.2  0.2000  11.0698  14.7526
7.5  1.2  0.2000  11.7677  11.8903
7.5  1.2  0.2000  12.5096  9.8208
