# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  1.4  0.2000  18.0532  8.3628
7.5  1.4  0.2000  19.1914  9.8429
7.5  1.4  0.2000  20.4013  11.7148
7.5  1.4  0.2000  21.6875  13.8994
7.5  1.4  0.2000  23.0548  16.3799
7.5  1.4  0.2000  24.5083  19.1367
7.5  1.4  0.2000  26.0534  22.0653
7.5  1.4  0.2000  27.6959  25.0679
7.5  1.4  0.2000  29.4420  28.1870
7.5  1.4  0.2000  31.2982  31.3189
7.5  1.4  0.2000  33.2714  34.4881
7.5  1.4  0.2000  35.3690  37.6594
7.5  1.4  0.2000  37.5988  40.8032
7.5  1.4  0.2000  39.9692  43.8942
7.5  1.4  0.2000  42.4891  46.9123
7.5  1.4  0.2000  45.1678  49.8410
7.5  1.4  0.2000  48.0154  52.6173
7.5  1.4  0.2000  51.0425  55.2630
7.5  1.4  0.2000  54.2605  57.7960
7.5  1.4  0.2000  57.6813  60.2067
7.5  1.4  0.2000  61.3179  62.4856
7.5  1.4  0.2000  65.1836  64.6449
7.5  1.4  0.2000  69.2931  66.6850
7.5  1.4  0.2000  73.6617  68.6075
7.5  1.4  0.2000  78.3057  70.4150
7.5  1.4  0.2000  83.2425  72.1108
7.5  1.4  0.2000  88.4905  73.6989
7.5  1.4  0.2000  94.0694  75.1834
7.5  1.4  0.2000  100.0000  76.5689
7.5  1.4  0.2400  5.0000  66.8628
7.5  1.4  0.2400  5.3152  62.3220
7.5  1.4  0.2400  5.6503  57.8352
7.5  1.4  0.2400  6.0065  53.4571
7.5  1.4  0.2400  6.3852  48.8312
7.5  1.4  0.2400  6.7878  44.0008
7.5  1.4  0.2400  7.2157  39.1729
7.5  1.4  0.2400  7.6706  34.2130
7.5  1.4  0.2400  8.1542  29.5474
7.5  1.4  0.2400  8.6683  24.8821
7.5  1.4  0.2400  9.2148  20.7160
7.5  1.4  0.2400  9.7958  16.8546
7.5  1.4  0.2400  10.4133  13.5485
7.5  1.4  0.2400  11.0698  10.9078
7.5  1.4  0.2400  11.7677  8.8874
7.5  1.4  0.2400  12.5096  7.8234
7.5  1.4  0.2400  13.2983  7.2192
7.5  1.4  0.2400  14.1367  7.5696
7.5  1.4  0.2400  15.0279  8.6777
7.5  1.4  0.2400  15.9754  10.3230
7.5  1.4  0.2400  16.9825  12.7484
7.5  1.4  0.2400  18.0532  15.7607
7.5  1.4  0.2400  19.1914  19.2177
7.5  1.4  0.2400  20.4013  23.1135
7.5  1.4  0.2400  21.6875  27.4186
7.5  1.4  0.2400  23.0548  31.8892
7.5  1.4  0.2400  24.5083  36.6435
7.5  1.4  0.2400  26.0534  41.6029
7.5  1.4  0.2400  27.6959  46.6962
7.5  1.4  0.2400  29.4420  51.7969
7.5  1.4  0.2400  31.2982  56.7613
7.5  1.4  0.2400  33.2714  61.7086
7.5  1.4  0.2400  35.3690  66.5966
7.5  1.4  0.2400  37.5988  71.3902
7.5  1.4  0.2400  39.9692  76.0605
7.5  1.4  0.2400  42.4891  80.5845
7.5  1.4  0.2400  45.1678  84.9446
7.5  1.4  0.2400  48.0154  89.1276
7.5  1.4  0.2400  51.0425  93.1245
7.5  1.4  0.2400  54.2605  96.8948
7.5  1.4  0.2400  57.6813  100.4105
7.5  1.4  0.2400  61.3179  103.7393
7.5  1.4  0.2400  65.1836  106.8825
7.5  1.4  0.2400  69.2931  109.8375
7.5  1.4  0.2400  73.6617  112.5452
7.5  1.4  0.2400  78.3057  115.0861
7.5  1.4  0.2400  83.2425  117.4657
7.5  1.4  0.2400  88.4905  119.6906
7.5  1.4  0.2400  94.0694  121.7675
7.5  1.4  0.2400  100.0000  123.7034
7.5  1.4  0.2800  5.0000  62.6914
7.5  1.4  0.2800  5.3152  58.4642
7.5  1.4  0.2800  5.6503  54.0273
7.5  1.4  0.2800  6.0065  49.2790
7.5  1.4  0.2800  6.3852  44.3613
7.5  1.4  0.2800  6.7878  39.2495
7.5  1.4  0.2800  7.2157  34.1757
7.5  1.4  0.2800  7.6706  29.0408
7.5  1.4  0.2800  8.1542  24.3030
7.5  1.4  0.2800  8.6683  20.0282
7.5  1.4  0.2800  9.2148  16.1599
7.5  1.4  0.2800  9.7958  13.1363
7.5  1.4  0.2800  10.4133  10.6927
7.5  1.4  0.2800  11.0698  9.1121
7.5  1.4  0.2800  11.7677  8.5717
7.5  1.4  0.2800  12.5096  8.6674
7.5  1.4  0.2800  13.2983  9.9164
7.5  1.4  0.2800  14.1367  12.0012
7.5  1.4  0.2800  15.0279  14.9512
7.5  1.4  0.2800  15.9754  18.7541
7.5  1.4  0.2800  16.9825  23.3149
7.5  1.4  0.2800  18.0532  28.4838
7.5  1.4  0.2800  19.1914  33.8236
7.5  1.4  0.2800  20.4013  39.6743
7.5  1.4  0.2800  21.6875  45.9821
7.5  1.4  0.2800  23.0548  52.4873
7.5  1.4  0.2800  24.5083  59.2871
7.5  1.4  0.2800  26.0534  66.2841
7.5  1.4  0.2800  27.6959  73.3377
7.5  1.4  0.2800  29.4420  80.3119
7.5  1.4  0.2800  31.2982  87.2640
7.5  1.4  0.2800  33.2714  94.1355
7.5  1.4  0.2800  35.3690  100.8774
7.5  1.4  0.2800  37.5988  107.4494
7.5  1.4  0.2800  39.9692  113.7356
7.5  1.4  0.2800  42.4891  119.7768
7.5  1.4  0.2800  45.1678  125.5801
7.5  1.4  0.2800  48.0154  131.1316
7.5  1.4  0.2800  51.0425  136.4225
7.5  1.4  0.2800  54.2605  141.4481
7.5  1.4  0.2800  57.6813  146.2073
7.5  1.4  0.2800  61.3179  150.7019
7.5  1.4  0.2800  65.1836  154.9360
7.5  1.4  0.2800  69.2931  158.9159
7.5  1.4  0.2800  73.6617  162.6273
7.5  1.4  0.2800  78.3057  166.0785
7.5  1.4  0.2800  83.2425  169.3051
7.5  1.4  0.2800  88.4905  172.3170
7.5  1.4  0.2800  94.0694  175.1244
7.5  1.4  0.2800  100.0000  177.7379
7.5  1.4  0.3200  5.0000  59.7914
7.5  1.4  0.3200  5.3152  55.3586
7.5  1.4  0.3200  5.6503  50.4454
7.5  1.4  0.3200  6.0065  45.2464
7.5  1.4  0.3200  6.3852  40.1210
7.5  1.4  0.3200  6.7878  34.7688
7.5  1.4  0.3200  7.2157  29.6877
7.5  1.4  0.3200  7.6706  24.8910
7.5  1.4  0.3200  8.1542  20.5400
7.5  1.4  0.3200  8.6683  16.7357
7.5  1.4  0.3200  9.2148  13.5806
7.5  1.4  0.3200  9.7958  11.4503
7.5  1.4  0.3200  10.4133  10.1526
7.5  1.4  0.3200  11.0698  9.9682
7.5  1.4  0.3200  11.7677  10.8172
7.5  1.4  0.3200  12.5096  12.5695
7.5  1.4  0.3200  13.2983  15.0881
7.5  1.4  0.3200  14.1367  18.6995
7.5  1.4  0.3200  15.0279  23.4812
7.5  1.4  0.3200  15.9754  29.2179
7.5  1.4  0.3200  16.9825  35.9321
7.5  1.4  0.3200  18.0532  43.3158
7.5  1.4  0.3200  19.1914  51.4810
7.5  1.4  0.3200  20.4013  60.0665
7.5  1.4  0.3200  21.6875  69.0906
7.5  1.4  0.3200  23.0548  78.4873
7.5  1.4  0.3200  24.5083  87.8949
7.5  1.4  0.3200  26.0534  97.3223
7.5  1.4  0.3200  27.6959  106.6476
7.5  1.4  0.3200  29.4420  115.9266
7.5  1.4  0.3200  31.2982  125.1122
7.5  1.4  0.3200  33.2714  134.1379
7.5  1.4  0.3200  35.3690  142.9280
7.5  1.4  0.3200  37.5988  151.3490
7.5  1.4  0.3200  39.9692  159.4854
7.5  1.4  0.3200  42.4891  167.3099
7.5  1.4  0.3200  45.1678  174.8026
7.5  1.4  0.3200  48.0154  181.9505
7.5  1.4  0.3200  51.0425  188.7461
7.5  1.4  0.3200  54.2605  195.1868
7.5  1.4  0.3200  57.6813  201.2742
7.5  1.4  0.3200  61.3179  207.0130
7.5  1.4  0.3200  65.1836  212.4108
7.5  1.4  0.3200  69.2931  217.4772
7.5  1.4  0.3200  73.6617  222.2236
7.5  1.4  0.3200  78.3057  226.6624
7.5  1.4  0.3200  83.2425  230.8070
7.5  1.4  0.3200  88.4905  234.6715
7.5  1.4  0.3200  94.0694  238.2370
7.5  1.4  0.3200  100.0000  241.5233
7.5  1.4  0.3600  5.0000  57.0024
7.5  1.4  0.3600  5.3152  52.1112
7.5  1.4  0.3600  5.6503  46.8626
7.5  1.4  0.3600  6.0065  41.6243
7.5  1.4  0.3600  6.3852  36.3515
7.5  1.4  0.3600  6.7878  31.1085
7.5  1.4  0.3600  7.2157  26.2762
7.5  1.4  0.3600  7.6706  21.8239
7.5  1.4  0.3600  8.1542  17.9484
7.5  1.4  0.3600  8.6683  14.9570
7.5  1.4  0.3600  9.2148  12.7035
7.5  1.4  0.3600  9.7958  11.6126
7.5  1.4  0.3600  10.4133  10.8408
7.5  1.4  0.3600  11.0698  11.5372
7.5  1.4  0.3600  11.7677  13.7773
7.5  1.4  0.3600  12.5096  17.3442
7.5  1.4  0.3600  13.2983  22.3816
7.5  1.4  0.3600  14.1367  28.6131
7.5  1.4  0.3600  15.0279  35.8478
7.5  1.4  0.3600  15.9754  43.9932
7.5  1.4  0.3600  16.9825  53.3141
7.5  1.4  0.3600  18.0532  63.3184
7.5  1.4  0.3600  19.1914  74.1547
7.5  1.4  0.3600  20.4013  85.4824
7.5  1.4  0.3600  21.6875  97.2154
7.5  1.4  0.3600  23.0548  109.3002
7.5  1.4  0.3600  24.5083  121.3009
7.5  1.4  0.3600  26.0534  133.3139
7.5  1.4  0.3600  27.6959  145.3294
7.5  1.4  0.3600  29.4420  157.2445
7.5  1.4  0.3600  31.2982  168.9713
7.5  1.4  0.3600  33.2714  180.4366
7.5  1.4  0.3600  35.3690  191.5803
7.5  1.4  0.3600  37.5988  202.3547
7.5  1.4  0.3600  39.9692  212.7230
7.5  1.4  0.3600  42.4891  222.6586
7.5  1.4  0.3600  45.1678  232.1432
7.5  1.4  0.3600  48.0154  241.0293
7.5  1.4  0.3600  51.0425  249.4354
7.5  1.4  0.3600  54.2605  257.3735
7.5  1.4  0.3600  57.6813  264.8427
7.5  1.4  0.3600  61.3179  271.8755
7.5  1.4  0.3600  65.1836  278.4831
7.5  1.4  0.3600  69.2931  284.6787
7.5  1.4  0.3600  73.6617  290.4777
7.5  1.4  0.3600  78.3057  295.8965
7.5  1.4  0.3600  83.2425  300.9525
7.5  1.4  0.3600  88.4905  305.6634
7.5  1.4  0.3600  94.0694  310.0473
7.5  1.4  0.3600  100.0000  314.1223
7.5  1.4  0.4000  5.0000  54.2504
7.5  1.4  0.4000  5.3152  49.0560
7.5  1.4  0.4000  5.6503  43.8093
7.5  1.4  0.4000  6.0065  38.6039
7.5  1.4  0.4000  6.3852  33.3186
7.5  1.4  0.4000  6.7878  28.3107
7.5  1.4  0.4000  7.2157  23.8132
7.5  1.4  0.4000  7.6706  19.9154
7.5  1.4  0.4000  8.1542  16.3967
7.5  1.4  0.4000  8.6683  13.5503
7.5  1.4  0.4000  9.2148  11.5853
7.5  1.4  0.4000  9.7958  11.2458
7.5  1.4  0.4000  10.4133  12.6186
7.5  1.4  0.4000  11.0698  15.3506
7.5  1.4  0.4000  11.7677  19.2818
7.5  1.4  0.4000  12.5096  24.9672
7.5  1.4  0.4000  13.2983  32.3529
7.5  1.4  0.4000  14.1367  41.0902
7.5  1.4  0.4000  15.0279  51.0692
7.5  1.4  0.4000  15.9754  62.1510
7.5  1.4  0.4000  16.9825  74.4212
7.5  1.4  0.4000  18.0532  87.5506
7.5  1.4  0.4000  19.1914  101.5731
7.5  1.4  0.4000  20.4013  116.2792
7.5  1.4  0.4000  21.6875  131.1362
7.5  1.4  0.4000  23.0548  146.1754
7.5  1.4  0.4000  24.5083  161.3134
7.5  1.4  0.4000  26.0534  176.4458
7.5  1.4  0.4000  27.6959  191.4844
7.5  1.4  0.4000  29.4420  206.2817
7.5  1.4  0.4000  31.2982  220.6921
7.5  1.4  0.4000  33.2714  234.5250
7.5  1.4  0.4000  35.3690  247.8989
7.5  1.4  0.4000  37.5988  260.8039
7.5  1.4  0.4000  39.9692  273.2009
7.5  1.4  0.4000  42.4891  285.0619
7.5  1.4  0.4000  45.1678  296.3688
7.5  1.4  0.4000  48.0154  307.1121
7.5  1.4  0.4000  51.0425  317.2894
7.5  1.4  0.4000  54.2605  326.9044
7.5  1.4  0.4000  57.6813  335.9658
7.5  1.4  0.4000  61.3179  344.4864
7.5  1.4  0.4000  65.1836  352.4822
7.5  1.4  0.4000  69.2931  359.9713
7.5  1.4  0.4000  73.6617  366.9742
7.5  1.4  0.4000  78.3057  373.5120
7.5  1.4  0.4000  83.2425  379.6072
7.5  1.4  0.4000  88.4905  385.2823
7.5  1.4  0.4000  94.0694  390.5600
7.5  1.4  0.4000  100.0000  395.4628
7.5  1.4  0.4400  5.0000  51.6126
7.5  1.4  0.4400  5.3152  46.4217
7.5  1.4  0.4400  5.6503  41.2042
7.5  1.4  0.4400  6.0065  36.0093
7.5  1.4  0.4400  6.3852  30.8955
7.5  1.4  0.4400  6.7878  26.2238
7.5  1.4  0.4400  7.2157  21.6299
7.5  1.4  0.4400  7.6706  17.4662
7.5  1.4  0.4400  8.1542  14.1154
7.5  1.4  0.4400  8.6683  12.4056
7.5  1.4  0.4400  9.2148  12.3716
7.5  1.4  0.4400  9.7958  13.2736
7.5  1.4  0.4400  10.4133  16.1103
7.5  1.4  0.4400  11.0698  20.6915
7.5  1.4  0.4400  11.7677  26.9969
7.5  1.4  0.4400  12.5096  35.2689
7.5  1.4  0.4400  13.2983  45.3956
7.5  1.4  0.4400  14.1367  57.1508
7.5  1.4  0.4400  15.0279  70.4887
7.5  1.4  0.4400  15.9754  84.8698
7.5  1.4  0.4400  16.9825  100.5461
7.5  1.4  0.4400  18.0532  117.0215
7.5  1.4  0.4400  19.1914  134.3108
7.5  1.4  0.4400  20.4013  151.9066
7.5  1.4  0.4400  21.6875  170.0033
7.5  1.4  0.4400  23.0548  188.3938
7.5  1.4  0.4400  24.5083  206.8912
7.5  1.4  0.4400  26.0534  225.3304
7.5  1.4  0.4400  27.6959  243.5674
7.5  1.4  0.4400  29.4420  261.4790
7.5  1.4  0.4400  31.2982  278.7125
7.5  1.4  0.4400  33.2714  295.3069
7.5  1.4  0.4400  35.3690  311.3524
7.5  1.4  0.4400  37.5988  326.7954
7.5  1.4  0.4400  39.9692  341.5966
7.5  1.4  0.4400  42.4891  355.7292
7.5  1.4  0.4400  45.1678  369.1775
7.5  1.4  0.4400  48.0154  381.9348
7.5  1.4  0.4400  51.0425  394.0028
7.5  1.4  0.4400  54.2605  405.3894
7.5  1.4  0.4400  57.6813  416.1081
7.5  1.4  0.4400  61.3179  426.1765
7.5  1.4  0.4400  65.1836  435.6159
7.5  1.4  0.4400  69.2931  444.4498
7.5  1.4  0.4400  73.6617  452.7036
7.5  1.4  0.4400  78.3057  460.4042
7.5  1.4  0.4400  83.2425  467.5788
7.5  1.4  0.4400  88.4905  474.2550
7.5  1.4  0.4400  94.0694  480.4606
7.5  1.4  0.4400  100.0000  486.2226
7.5  1.4  0.4800  5.0000  49.4272
7.5  1.4  0.4800  5.3152  44.2841
7.5  1.4  0.4800  5.6503  39.0017
7.5  1.4  0.4800  6.0065  33.8520
7.5  1.4  0.4800  6.3852  28.9515
