# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  0.9  0.0800  83.2425  20.4409
7.5  0.9  0.0800  88.4905  21.8596
7.5  0.9  0.0800  94.0694  23.2942
7.5  0.9  0.0800  100.0000  24.7463
7.5  0.9  0.1200  5.0000  78.4908
7.5  0.9  0.1200  5.3152  75.4395
7.5  0.9  0.1200  5.6503  72.2549
7.5  0.9  0.1200  6.0065  68.9586
7.5  0.9  0.1200  6.3852  65.5771
7.5  0.9  0.1200  6.7878  62.1417
7.5  0.9  0.1200  7.2157  58.6884
7.5  0.9  0.1200  7.6706  55.1170
7.5  0.9  0.1200  8.1542  50.7018
7.5  0.9  0.1200  8.6683  46.3956
7.5  0.9  0.1200  9.2148  42.2522
7.5  0.9  0.1200  9.7958  38.3262
7.5  0.9  0.1200  10.4133  34.4761
7.5  0.9  0.1200  11.0698  30.4879
7.5  0.9  0.1200  11.7677  26.8800
7.5  0.9  0.1200  12.5096  23.3508
7.5  0.9  0.1200  13.2983  19.9907
7.5  0.9  0.1200  14.1367  17.1470
7.5  0.9  0.1200  15.0279  14.3833
7.5  0.9  0.1200  15.9754  12.0319
7.5  0.9  0.1200  16.9825  10.2791
7.5  0.9  0.1200  18.0532  8.6317
7.5  0.9  0.1200  19.1914  7.5075
7.5  0.9  0.1200  20.4013  6.8962
7.5  0.9  0.1200  21.6875  6.6210
7.5  0.9  0.1200  23.0548  6.6834
7.5  0.9  0.1200  24.5083  7.3300
7.5  0.9  0.1200  26.0534  8.2803
7.5  0.9  0.1200  27.6959  9.5888
7.5  0.9  0.1200  29.4420  11.4032
7.5  0.9  0.1200  31.2982  13.5802
7.5  0.9  0.1200  33.2714  15.9179
7.5  0.9  0.1200  35.3690  18.6627
7.5  0.9  0.1200  37.5988  21.7747
7.5  0.9  0.1200  39.9692  24.9895
7.5  0.9  0.1200  42.4891  28.4500
7.5  0.9  0.1200  45.1678  32.1242
7.5  0.9  0.1200  48.0154  35.8722
7.5  0.9  0.1200  51.0425  39.7428
7.5  0.9  0.1200  54.2605  43.7846
7.5  0.9  0.1200  57.6813  47.9656
7.5  0.9  0.1200  61.3179  52.2371
7.5  0.9  0.1200  65.1836  56.3865
7.5  0.9  0.1200  69.2931  60.5686
7.5  0.9  0.1200  73.6617  64.7963
7.5  0.9  0.1200  78.3057  69.0480
7.5  0.9  0.1200  83.2425  73.3041
7.5  0.9  0.1200  88.4905  77.5467
7.5  0.9  0.1200  94.0694  81.7194
7.5  0.9  0.1200  100.0000  85.6367
7.5  0.9  0.1600  5.0000  72.4297
7.5  0.9  0.1600  5.3152  69.1762
7.5  0.9  0.1600  5.6503  65.8770
7.5  0.9  0.1600  6.0065  62.4108
7.5  0.9  0.1600  6.3852  57.8929
7.5  0.9  0.1600  6.7878  53.4522
7.5  0.9  0.1600  7.2157  49.1546
7.5  0.9  0.1600  7.6706  45.0705
7.5  0.9  0.1600  8.1542  40.6607
7.5  0.9  0.1600  8.6683  36.4074
7.5  0.9  0.1600  9.2148  32.1353
7.5  0.9  0.1600  9.7958  28.0002
7.5  0.9  0.1600  10.4133  24.0939
7.5  0.9  0.1600  11.0698  20.2976
7.5  0.9  0.1600  11.7677  16.9278
7.5  0.9  0.1600  12.5096  13.7813
7.5  0.9  0.1600  13.2983  11.3784
7.5  0.9  0.1600  14.1367  9.2669
7.5  0.9  0.1600  15.0279  7.9595
7.5  0.9  0.1600  15.9754  7.1388
7.5  0.9  0.1600  16.9825  6.9013
7.5  0.9  0.1600  18.0532  7.4731
7.5  0.9  0.1600  19.1914  8.4874
7.5  0.9  0.1600  20.4013  10.3131
7.5  0.9  0.1600  21.6875  12.7565
7.5  0.9  0.1600  23.0548  15.8081
7.5  0.9  0.1600  24.5083  19.4054
7.5  0.9  0.1600  26.0534  23.7458
7.5  0.9  0.1600  27.6959  28.1312
7.5  0.9  0.1600  29.4420  32.8508
7.5  0.9  0.1600  31.2982  38.1336
7.5  0.9  0.1600  33.2714  43.8176
7.5  0.9  0.1600  35.3690  50.0614
7.5  0.9  0.1600  37.5988  56.5419
7.5  0.9  0.1600  39.9692  63.4267
7.5  0.9  0.1600  42.4891  70.6610
7.5  0.9  0.1600  45.1678  77.9900
7.5  0.9  0.1600  48.0154  85.5979
7.5  0.9  0.1600  51.0425  93.3012
7.5  0.9  0.1600  54.2605  100.8739
7.5  0.9  0.1600  57.6813  108.5417
7.5  0.9  0.1600  61.3179  116.1564
7.5  0.9  0.1600  65.1836  123.8448
7.5  0.9  0.1600  69.2931  131.5692
7.5  0.9  0.1600  73.6617  139.2373
7.5  0.9  0.1600  78.3057  146.7615
7.5  0.9  0.1600  83.2425  154.2379
7.5  0.9  0.1600  88.4905  161.6418
7.5  0.9  0.1600  94.0694  168.9513
7.5  0.9  0.1600  100.0000  176.1471
7.5  0.9  0.2000  5.0000  68.2307
7.5  0.9  0.2000  5.3152  63.9722
7.5  0.9  0.2000  5.6503  59.5378
7.5  0.9  0.2000  6.0065  55.2321
7.5  0.9  0.2000  6.3852  51.1217
7.5  0.9  0.2000  6.7878  46.6959
7.5  0.9  0.2000  7.2157  42.2429
7.5  0.9  0.2000  7.6706  37.7209
7.5  0.9  0.2000  8.1542  32.9426
7.5  0.9  0.2000  8.6683  28.4279
7.5  0.9  0.2000  9.2148  24.1276
7.5  0.9  0.2000  9.7958  20.1063
7.5  0.9  0.2000  10.4133  16.5602
7.5  0.9  0.2000  11.0698  13.5191
7.5  0.9  0.2000  11.7677  11.0410
7.5  0.9  0.2000  12.5096  9.1949
7.5  0.9  0.2000  13.2983  8.1760
7.5  0.9  0.2000  14.1367  7.9344
7.5  0.9  0.2000  15.0279  8.5423
7.5  0.9  0.2000  15.9754  9.9678
7.5  0.9  0.2000  16.9825  12.0843
7.5  0.9  0.2000  18.0532  14.6033
7.5  0.9  0.2000  19.1914  18.2651
7.5  0.9  0.2000  20.4013  22.8203
7.5  0.9  0.2000  21.6875  28.4242
7.5  0.9  0.2000  23.0548  34.5380
7.5  0.9  0.2000  24.5083  41.4277
7.5  0.9  0.2000  26.0534  48.9879
7.5  0.9  0.2000  27.6959  57.4957
7.5  0.9  0.2000  29.4420  66.6081
7.5  0.9  0.2000  31.2982  76.4798
7.5  0.9  0.2000  33.2714  86.7140
7.5  0.9  0.2000  35.3690  97.3928
7.5  0.9  0.2000  37.5988  108.3909
7.5  0.9  0.2000  39.9692  119.8935
7.5  0.9  0.2000  42.4891  131.8408
7.5  0.9  0.2000  45.1678  144.1500
7.5  0.9  0.2000  48.0154  156.2331
7.5  0.9  0.2000  51.0425  168.5418
7.5  0.9  0.2000  54.2605  180.8941
7.5  0.9  0.2000  57.6813  193.3574
7.5  0.9  0.2000  61.3179  205.7116
7.5  0.9  0.2000  65.1836  218.0252
7.5  0.9  0.2000  69.2931  230.0021
7.5  0.9  0.2000  73.6617  241.9116
7.5  0.9  0.2000  78.3057  253.7139
7.5  0.9  0.2000  83.2425  265.3738
7.5  0.9  0.2000  88.4905  276.8603
7.5  0.9  0.2000  94.0694  288.1466
7.5  0.9  0.2000  100.0000  299.2096
7.5  0.9  0.2400  5.0000  62.9590
7.5  0.9  0.2400  5.3152  58.7614
7.5  0.9  0.2400  5.6503  54.6488
7.5  0.9  0.2400  6.0065  50.3362
7.5  0.9  0.2400  6.3852  45.5816
7.5  0.9  0.2400  6.7878  40.7254
7.5  0.9  0.2400  7.2157  35.9136
7.5  0.9  0.2400  7.6706  31.0815
7.5  0.9  0.2400  8.1542  26.5646
7.5  0.9  0.2400  8.6683  22.1431
7.5  0.9  0.2400  9.2148  18.3199
7.5  0.9  0.2400  9.7958  15.0337
7.5  0.9  0.2400  10.4133  12.3292
7.5  0.9  0.2400  11.0698  10.5713
7.5  0.9  0.2400  11.7677  9.5162
7.5  0.9  0.2400  12.5096  9.3913
7.5  0.9  0.2400  13.2983  9.4710
7.5  0.9  0.2400  14.1367  10.7613
7.5  0.9  0.2400  15.0279  13.3731
7.5  0.9  0.2400  15.9754  16.7416
7.5  0.9  0.2400  16.9825  21.3301
7.5  0.9  0.2400  18.0532  27.3483
7.5  0.9  0.2400  19.1914  34.7737
7.5  0.9  0.2400  20.4013  43.0590
7.5  0.9  0.2400  21.6875  52.5330
7.5  0.9  0.2400  23.0548  63.2911
7.5  0.9  0.2400  24.5083  75.1764
7.5  0.9  0.2400  26.0534  87.7179
7.5  0.9  0.2400  27.6959  101.1779
7.5  0.9  0.2400  29.4420  115.3730
7.5  0.9  0.2400  31.2982  130.3840
7.5  0.9  0.2400  33.2714  145.8724
7.5  0.9  0.2400  35.3690  162.1688
7.5  0.9  0.2400  37.5988  179.1499
7.5  0.9  0.2400  39.9692  196.6980
7.5  0.9  0.2400  42.4891  213.9942
7.5  0.9  0.2400  45.1678  231.5828
7.5  0.9  0.2400  48.0154  249.4611
7.5  0.9  0.2400  51.0425  267.5357
7.5  0.9  0.2400  54.2605  285.7207
7.5  0.9  0.2400  57.6813  303.9370
7.5  0.9  0.2400  61.3179  322.1129
7.5  0.9  0.2400  65.1836  339.6233
7.5  0.9  0.2400  69.2931  356.9800
7.5  0.9  0.2400  73.6617  374.1498
7.5  0.9  0.2400  78.3057  391.0857
7.5  0.9  0.2400  83.2425  407.7465
7.5  0.9  0.2400  88.4905  424.0964
7.5  0.9  0.2400  94.0694  440.1051
7.5  0.9  0.2400  100.0000  455.7466
7.5  0.9  0.2800  5.0000  59.2214
7.5  0.9  0.2800  5.3152  55.0072
7.5  0.9  0.2800  5.6503  50.1859
7.5  0.9  0.2800  6.0065  45.4004
7.5  0.9  0.2800  6.3852  40.3714
7.5  0.9  0.2800  6.7878  35.4240
7.5  0.9  0.2800  7.2157  30.6944
7.5  0.9  0.2800  7.6706  25.9816
7.5  0.9  0.2800  8.1542  21.7530
7.5  0.9  0.2800  8.6683  18.0463
7.5  0.9  0.2800  9.2148  14.9805
7.5  0.9  0.2800  9.7958  12.6211
7.5  0.9  0.2800  10.4133  10.7952
7.5  0.9  0.2800  11.0698  9.4222
7.5  0.9  0.2800  11.7677  9.6423
7.5  0.9  0.2800  12.5096  10.4836
7.5  0.9  0.2800  13.2983  12.9084
7.5  0.9  0.2800  14.1367  17.0764
7.5  0.9  0.2800  15.0279  22.4815
7.5  0.9  0.2800  15.9754  29.5524
7.5  0.9  0.2800  16.9825  38.4199
7.5  0.9  0.2800  18.0532  48.5076
7.5  0.9  0.2800  19.1914  59.9333
7.5  0.9  0.2800  20.4013  72.8979
7.5  0.9  0.2800  21.6875  87.2644
7.5  0.9  0.2800  23.0548  103.2576
7.5  0.9  0.2800  24.5083  121.0102
7.5  0.9  0.2800  26.0534  139.1167
7.5  0.9  0.2800  27.6959  158.7121
7.5  0.9  0.2800  29.4420  179.6270
7.5  0.9  0.2800  31.2982  201.6943
7.5  0.9  0.2800  33.2714  223.7695
7.5  0.9  0.2800  35.3690  246.6500
7.5  0.9  0.2800  37.5988  270.2623
7.5  0.9  0.2800  39.9692  294.4609
7.5  0.9  0.2800  42.4891  319.1085
7.5  0.9  0.2800  45.1678  343.3351
7.5  0.9  0.2800  48.0154  367.6964
7.5  0.9  0.2800  51.0425  392.1896
7.5  0.9  0.2800  54.2605  416.7114
7.5  0.9  0.2800  57.6813  441.1676
7.5  0.9  0.2800  61.3179  465.4731
7.5  0.9  0.2800  65.1836  489.4910
7.5  0.9  0.2800  69.2931  512.6646
7.5  0.9  0.2800  73.6617  535.5150
7.5  0.9  0.2800  78.3057  557.9881
7.5  0.9  0.2800  83.2425  580.0371
7.5  0.9  0.2800  88.4905  601.6219
7.5  0.9  0.2800  94.0694  622.7086
7.5  0.9  0.2800  100.0000  643.2693
7.5  0.9  0.3200  5.0000  55.7547
7.5  0.9  0.3200  5.3152  50.9365
7.5  0.9  0.3200  5.6503  46.0655
7.5  0.9  0.3200  6.0065  41.1309
7.5  0.9  0.3200  6.3852  36.0222
7.5  0.9  0.3200  6.7878  31.1459
7.5  0.9  0.3200  7.2157  26.5527
7.5  0.9  0.3200  7.6706  22.1897
7.5  0.9  0.3200  8.1542  18.4943
7.5  0.9  0.3200  8.6683  15.6141
7.5  0.9  0.3200  9.2148  12.4190
7.5  0.9  0.3200  9.7958  10.6406
7.5  0.9  0.3200  10.4133  9.6387
7.5  0.9  0.3200  11.0698  10.1212
7.5  0.9  0.3200  11.7677  12.1561
7.5  0.9  0.3200  12.5096  15.8012
7.5  0.9  0.3200  13.2983  21.6047
7.5  0.9  0.3200  14.1367  28.7965
7.5  0.9  0.3200  15.0279  37.6633
7.5  0.9  0.3200  15.9754  48.8022
7.5  0.9  0.3200  16.9825  61.6156
7.5  0.9  0.3200  18.0532  77.0945
7.5  0.9  0.3200  19.1914  93.6150
7.5  0.9  0.3200  20.4013  112.6867
7.5  0.9  0.3200  21.6875  134.1338
7.5  0.9  0.3200  23.0548  156.2882
7.5  0.9  0.3200  24.5083  180.4822
7.5  0.9  0.3200  26.0534  206.5111
7.5  0.9  0.3200  27.6959  233.4434
7.5  0.9  0.3200  29.4420  261.2659
7.5  0.9  0.3200  31.2982  290.3692
7.5  0.9  0.3200  33.2714  320.5552
7.5  0.9  0.3200  35.3690  351.1399
7.5  0.9  0.3200  37.5988  381.8722
7.5  0.9  0.3200  39.9692  413.1984
7.5  0.9  0.3200  42.4891  444.9550
7.5  0.9  0.3200  45.1678  476.9895
7.5  0.9  0.3200  48.0154  508.9081
7.5  0.9  0.3200  51.0425  540.2440
7.5  0.9  0.3200  54.2605  571.5129
7.5  0.9  0.3200  57.6813  602.6054
7.5  0.9  0.3200  61.3179  633.4229
7.5  0.9  0.3200  65.1836  663.8777
7.5  0.9  0.3200  69.2931  693.8920
7.5  0.9  0.3200  73.6617  723.2576
7.5  0.9  0.3200  78.3057  751.5949
7.5  0.9  0.3200  83.2425  779.3460
7.5  0.9  0.3200  88.4905  806.4664
7.5  0.9  0.3200  94.0694  832.9195
7.5  0.9  0.3200  100.0000  858.6753
7.5  0.9  0.3600  5.0000  52.3040
7.5  0.9  0.3600  5.3152  47.3661
7.5  0.9  0.3600  5.6503  42.4109
7.5  0.9  0.3600  6.0065  37.4709
7.5  0.9  0.3600  6.3852  32.4851
7.5  0.9  0.3600  6.7878  27.8030
7.5  0.9  0.3600  7.2157  23.3973
7.5  0.9  0.3600  7.6706  19.6019
7.5  0.9  0.3600  8.1542  15.6427
7.5  0.9  0.3600  8.6683  12.7964
7.5  0.9  0.3600  9.2148  10.7073
7.5  0.9  0.3600  9.7958  10.1740
7.5  0.9  0.3600  10.4133  11.0157
7.5  0.9  0.3600  11.0698  13.9884
7.5  0.9  0.3600  11.7677  18.5462
7.5  0.9  0.3600  12.5096  24.9801
7.5  0.9  0.3600  13.2983  33.9366
7.5  0.9  0.3600  14.1367  45.0871
7.5  0.9  0.3600  15.0279  58.5367
7.5  0.9  0.3600  15.9754  74.5753
7.5  0.9  0.3600  16.9825  93.8521
7.5  0.9  0.3600  18.0532  114.7105
7.5  0.9  0.3600  19.1914  138.6838
7.5  0.9  0.3600  20.4013  164.8342
7.5  0.9  0.3600  21.6875  192.7104
7.5  0.9  0.3600  23.0548  223.0818
7.5  0.9  0.3600  24.5083  255.1080
7.5  0.9  0.3600  26.0534  288.2514
7.5  0.9  0.3600  27.6959  323.2156
7.5  0.9  0.3600  29.4420  359.7535
7.5  0.9  0.3600  31.2982  396.5135
7.5  0.9  0.3600  33.2714  434.2484
7.5  0.9  0.3600  35.3690  472.9283
7.5  0.9  0.3600  37.5988  512.3401
7.5  0.9  0.3600  39.9692  551.6690
7.5  0.9  0.3600  42.4891  590.9160
7.5  0.9  0.3600  45.1678  630.3881
7.5  0.9  0.3600  48.0154  669.9223
7.5  0.9  0.3600  51.0425  709.3694
7.5  0.9  0.3600  54.2605  748.5938
7.5  0.9  0.3600  57.6813  787.4731
7.5  0.9  0.3600  61.3179  825.8980
7.5  0.9  0.3600  65.1836  863.7714
7.5  0.9  0.3600  69.2931  901.0081
7.5  0.9  0.3600  73.6617  937.5342
7.5  0.9  0.3600  78.3057  973.2860
7.5  0.9  0.3600  83.2425  1008.2100
7.5  0.9  0.3600  88.4905  1042.2616
7.5  0.9  0.3600  94.0694  1075.4046
7.5  0.9  0.3600  100.0000  1107.6109
7.5  0.9  0.4000  5.0000  49.2860
7.5  0.9  0.4000  5.3152  44.3651
7.5  0.9  0.4000  5.6503  39.3650
7.5  0.9  0.4000  6.0065  34.2711
7.5  0.9  0.4000  6.3852  29.4478
7.5  0.9  0.4000  6.7878  25.0224
7.5  0.9  0.4000  7.2157  20.6444
7.5  0.9  0.4000  7.6706  16.5542
7.5  0.9  0.4000  8.1542  13.1314
7.5  0.9  0.4000  8.6683  11.1611
7.5  0.9  0.4000  9.2148  10.6488
7.5  0.9  0.4000  9.7958  12.0844
7.5  0.9  0.4000  10.4133  14.8610
7.5  0.9  0.4000  11.0698  20.2640
7.5  0.9  0.4000  11.7677  28.1138
7.5  0.9  0.4000  12.5096  38.3323
7.5  0.9  0.4000  13.2983  51.0324
7.5  0.9  0.4000  14.1367  67.6707
7.5  0.9  0.4000  15.0279  86.6155
7.5  0.9  0.4000  15.9754  109.6365
7.5  0.9  0.4000  16.9825  134.6696
7.5  0.9  0.4000  18.0532  163.2551
7.5  0.9  0.4000  19.1914  194.4402
7.5  0.9  0.4000  20.4013  227.8876
7.5  0.9  0.4000  21.6875  264.3545
7.5  0.9  0.4000  23.0548  302.3245
7.5  0.9  0.4000  24.5083  342.3252
7.5  0.9  0.4000  26.0534  384.5505
7.5  0.9  0.4000  27.6959  427.8585
7.5  0.9  0.4000  29.4420  472.2162
7.5  0.9  0.4000  31.2982  518.0194
7.5  0.9  0.4000  33.2714  564.9990
7.5  0.9  0.4000  35.3690  612.8992
7.5  0.9  0.4000  37.5988  661.4781
7.5  0.9  0.4000  39.9692  710.5089
7.5  0.9  0.4000  42.4891  759.7804
7.5  0.9  0.4000  45.1678  809.0975
7.5  0.9  0.4000  48.0154  858.2810
7.5  0.9  0.4000  51.0425  907.1677
7.5  0.9  0.4000  54.2605  955.6102
7.5  0.9  0.4000  57.6813  1003.4763
7.5  0.9  0.4000  61.3179  1050.6484
7.5  0.9  0.4000  65.1836  1097.0232
7.5  0.9  0.4000  69.2931  1142.5106
7.5  0.9  0.4000  73.6617  1187.0334
7.5  0.9  0.4000  78.3057  1230.5259
7.5  0.9  0.4000  83.2425  1272.9337
7.5  0.9  0.4000  88.4905  1314.2127
7.5  0.9  0.4000  94.0694  1354.3279
7.5  0.9  0.4000  100.0000  1393.2534
7.5  0.9  0.4400  5.0000  46.7845
7.5  0.9  0.4400  5.3152  41.7363
7.5  0.9  0.4400  5.6503  36.5614
7.5  0.9  0.4400  6.0065  31.6217
7.5  0.9  0.4400  6.3852  27.0815
7.5  0.9  0.4400  6.7878  22.2403
7.5  0.9  0.4400  7.2157  17.4001
7.5  0.9  0.4400  7.6706  14.0057
7.5  0.9  0.4400  8.1542  11.9921
7.5  0.9  0.4400  8.6683  11.4849
7.5  0.9  0.4400  9.2148  12.2185
7.5  0.9  0.4400  9.7958  15.6642
7.5  0.9  0.4400  10.4133  21.5534
7.5  0.9  0.4400  11.0698  29.7563
7.5  0.9  0.4400  11.7677  41.1417
7.5  0.9  0.4400  12.5096  56.0323
7.5  0.9  0.4400  13.2983  74.7478
7.5  0.9  0.4400  14.1367  96.9054
7.5  0.9  0.4400  15.0279  122.8952
7.5  0.9  0.4400  15.9754  152.2934
7.5  0.9  0.4400  16.9825  185.0227
7.5  0.9  0.4400  18.0532  221.3863
7.5  0.9  0.4400  19.1914  260.0752
7.5  0.9  0.4400  20.4013  302.3860
7.5  0.9  0.4400  21.6875  346.6564
7.5  0.9  0.4400  23.0548  393.4064
7.5  0.9  0.4400  24.5083  442.8607
7.5  0.9  0.4400  26.0534  494.6787
7.5  0.9  0.4400  27.6959  548.5260
7.5  0.9  0.4400  29.4420  604.0776
7.5  0.9  0.4400  31.2982  661.0207
7.5  0.9  0.4400  33.2714  719.0560
7.5  0.9  0.4400  35.3690  777.8998
7.5  0.9  0.4400  37.5988  837.2851
7.5  0.9  0.4400  39.9692  896.9623
7.5  0.9  0.4400  42.4891  956.7001
7.5  0.9  0.4400  45.1678  1016.2853
7.5  0.9  0.4400  48.0154  1075.5232
7.5  0.9  0.4400  51.0425  1134.2373
7.5  0.9  0.4400  54.2605  1192.2686
7.5  0.9  0.4400  57.6813  1249.4758
7.5  0.9  0.4400  61.3179  1305.7336
7.5  0.9  0.4400  65.1836  1360.9328
7.5  0.9  0.4400  69.2931  1414.9793
7.5  0.9  0.4400  73.6617  1467.7928
7.5  0.9  0.4400  78.3057  1519.3064
7.5  0.9  0.4400  83.2425  1569.4653
7.5  0.9  0.4400  88.4905  1618.2263
7.5  0.9  0.4400  94.0694  1665.5562
7.5  0.9  0.4400  100.0000  1711.4317
7.5  0.9  0.4800  5.0000  44.4205
7.5  0.9  0.4800  5.3152  39.1980
7.5  0.9  0.4800  5.6503  34.1874
7.5  0.9  0.4800  6.0065  29.4611
