# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  1.1  0.0000  5.0000  98.0851
7.5  1.1  0.0000  5.3152  98.0851
7.5  1.1  0.0000  5.6503  98.0851
7.5  1.1  0.0000  6.0065  98.0851
7.5  1.1  0.0000  6.3852  98.0851
7.5  1.1  0.0000  6.7878  98.0851
7.5  1.1  0.0000  7.2157  98.0851
7.5  1.1  0.0000  7.6706  98.0851
7.5  1.1  0.0000  8.1542  98.0851
7.5  1.1  0.0000  8.6683  98.0851
7.5  1.1  0.0000  9.2148  98.0851
7.5  1.1  0.0000  9.7958  98.0851
7.5  1.1  0.0000  10.4133  98.0851
7.5  1.1  0.0000  11.0698  98.0851
7.5  1.1  0.0000  11.7677  98.0851
7.5  1.1  0.0000  12.5096  98.0851
7.5  1.1  0.0000  13.2983  98.0851
7.5  1.1  0.0000  14.1367  98.0851
7.5  1.1  0.0000  15.0279  98.0851
7.5  1.1  0.0000  15.9754  98.0851
7.5  1.1  0.0000  16.9825  98.0851
7.5  1.1  0.0000  18.0532  98.0851
7.5  1.1  0.0000  19.1914  98.0851
7.5  1.1  0.0000  20.4013  98.0851
7.5  1.1  0.0000  21.6875  98.0851
7.5  1.1  0.0000  23.0548  98.0851
7.5  1.1  0.0000  24.5083  98.0851
7.5  1.1  0.0000  26.0534  98.0851
7.5  1.1  0.0000  27.6959  98.0851
7.5  1.1  0.0000  29.4420  98.0851
7.5  1.1  0.0000  31.2982  98.0851
7.5  1.1  0.0000  33.2714  98.0851
7.5  1.1  0.0000  35.3690  98.0851
7.5  1.1  0.0000  37.5988  98.0851
7.5  1.1  0.0000  39.9692  98.0851
7.5  1.1  0.0000  42.4891  98.0851
7.5  1.1  0.0000  45.1678  98.0851
7.5  1.1  0.0000  48.0154  98.0851
7.5  1.1  0.0000  51.0425  98.0851
7.5  1.1  0.0000  54.2605  98.0851
7.5  1.1  0.0000  57.6813  98.0851
7.5  1.1  0.0000  61.3179  98.0851
7.5  1.1  0.0000  65.1836  98.0851
7.5  1.1  0.0000  69.2931  98.0851
7.5  1.1  0.0000  73.6617  98.0851
7.5  1.1  0.0000  78.3057  98.0851
7.5  1.1  0.0000  83.2425  98.0851
7.5  1.1  0.0000  88.4905  98.0851
7.5  1.1  0.0000  94.0694  98.0851
7.5  1.1  0.0000  100.0000  98.0851
7.5  1.1  0.0400  5.0000  91.1922
7.5  1.1  0.0400  5.3152  90.0691
7.5  1.1  0.0400  5.6503  88.8422
7.5  1.1  0.0400  6.0065  87.5090
7.5  1.1  0.0400  6.3852  86.0684
7.5  1.1  0.0400  6.7878  84.5203
7.5  1.1  0.0400  7.2157  82.8666
7.5  1.1  0.0400  7.6706  81.1106
7.5  1.1  0.0400  8.1542  79.2577
7.5  1.1  0.0400  8.6683  77.3150
7.5  1.1  0.0400  9.2148  75.2917
7.5  1.1  0.0400  9.7958  73.1985
7.5  1.1  0.0400  10.4133  71.0478
7.5  1.1  0.0400  11.0698  68.8531
7.5  1.1  0.0400  11.7677  66.6288
7.5  1.1  0.0400  12.5096  64.3900
7.5  1.1  0.0400  13.2983  62.1515
7.5  1.1  0.0400  14.1367  59.9279
7.5  1.1  0.0400  15.0279  57.7334
7.5  1.1  0.0400  15.9754  55.5624
7.5  1.1  0.0400  16.9825  53.1960
7.5  1.1  0.0400  18.0532  50.9027
7.5  1.1  0.0400  19.1914  48.6915
7.5  1.1  0.0400  20.4013  46.5696
7.5  1.1  0.0400  21.6875  44.5426
7.5  1.1  0.0400  23.0548  42.6145
7.5  1.1  0.0400  24.5083  40.7878
7.5  1.1  0.0400  26.0534  39.0634
7.5  1.1  0.0400  27.6959  37.4412
7.5  1.1  0.0400  29.4420  35.9200
7.5  1.1  0.0400  31.2982  34.4976
7.5  1.1  0.0400  33.2714  33.1712
7.5  1.1  0.0400  35.3690  31.9373
7.5  1.1  0.0400  37.5988  30.7919
7.5  1.1  0.0400  39.9692  29.7308
7.5  1.1  0.0400  42.4891  28.7496
7.5  1.1  0.0400  45.1678  27.8437
7.5  1.1  0.0400  48.0154  27.0085
7.5  1.1  0.0400  51.0425  26.2395
7.5  1.1  0.0400  54.2605  25.5320
7.5  1.1  0.0400  57.6813  24.8819
7.5  1.1  0.0400  61.3179  24.2849
7.5  1.1  0.0400  65.1836  23.7370
7.5  1.1  0.0400  69.2931  23.2345
7.5  1.1  0.0400  73.6617  22.7737
7.5  1.1  0.0400  78.3057  22.3514
7.5  1.1  0.0400  83.2425  21.9643
7.5  1.1  0.0400  88.4905  21.6096
7.5  1.1  0.0400  94.0694  21.2845
7.5  1.1  0.0400  100.0000  20.9866
7.5  1.1  0.0800  5.0000  84.7220
7.5  1.1  0.0800  5.3152  82.8531
7.5  1.1  0.0800  5.6503  80.8390
7.5  1.1  0.0800  6.0065  78.6822
7.5  1.1  0.0800  6.3852  76.3878
7.5  1.1  0.0800  6.7878  73.7703
7.5  1.1  0.0800  7.2157  70.6313
7.5  1.1  0.0800  7.6706  67.3856
7.5  1.1  0.0800  8.1542  64.0547
7.5  1.1  0.0800  8.6683  60.6628
7.5  1.1  0.0800  9.2148  57.2370
7.5  1.1  0.0800  9.7958  53.8067
7.5  1.1  0.0800  10.4133  50.4023
7.5  1.1  0.0800  11.0698  47.0548
7.5  1.1  0.0800  11.7677  43.7944
7.5  1.1  0.0800  12.5096  40.6499
7.5  1.1  0.0800  13.2983  37.6477
7.5  1.1  0.0800  14.1367  34.7185
7.5  1.1  0.0800  15.0279  31.7330
7.5  1.1  0.0800  15.9754  28.9060
7.5  1.1  0.0800  16.9825  26.1862
7.5  1.1  0.0800  18.0532  23.7063
7.5  1.1  0.0800  19.1914  21.4698
7.5  1.1  0.0800  20.4013  19.4767
7.5  1.1  0.0800  21.6875  17.7232
7.5  1.1  0.0800  23.0548  16.2029
7.5  1.1  0.0800  24.5083  14.9066
7.5  1.1  0.0800  26.0534  13.5972
7.5  1.1  0.0800  27.6959  12.4922
7.5  1.1  0.0800  29.4420  11.5852
7.5  1.1  0.0800  31.2982  10.8613
7.5  1.1  0.0800  33.2714  10.3052
7.5  1.1  0.0800  35.3690  9.9017
7.5  1.1  0.0800  37.5988  9.6355
7.5  1.1  0.0800  39.9692  9.4919
7.5  1.1  0.0800  42.4891  9.4569
7.5  1.1  0.0800  45.1678  9.4903
7.5  1.1  0.0800  48.0154  9.4969
7.5  1.1  0.0800  51.0425  9.5823
7.5  1.1  0.0800  54.2605  9.7352
7.5  1.1  0.0800  57.6813  9.9453
7.5  1.1  0.0800  61.3179  10.2033
7.5  1.1  0.0800  65.1836  10.5006
7.5  1.1  0.0800  69.2931  10.8295
7.5  1.1  0.0800  73.6617  11.1834
7.5  1.1  0.0800  78.3057  11.5562
7.5  1.1  0.0800  83.2425  11.9424
7.5  1.1  0.0800  88.4905  12.3376
7.5  1.1  0.0800  94.0694  12.7376
7.5  1.1  0.0800  100.0000  13.1390
7.5  1.1  0.1200  5.0000  79.5791
7.5  1.1  0.1200  5.3152  76.5368
7.5  1.1  0.1200  5.6503  73.3430
7.5  1.1  0.1200  6.0065  70.0141
7.5  1.1  0.1200  6.3852  66.5709
7.5  1.1  0.1200  6.7878  63.0390
7.5  1.1  0.1200  7.2157  59.4486
7.5  1.1  0.1200  7.6706  55.8344
7.5  1.1  0.1200  8.1542  52.2352
7.5  1.1  0.1200  8.6683  48.0251
7.5  1.1  0.1200  9.2148  43.7101
7.5  1.1  0.1200  9.7958  39.5558
7.5  1.1  0.1200  10.4133  35.6100
7.5  1.1  0.1200  11.0698  31.9180
7.5  1.1  0.1200  11.7677  28.3459
7.5  1.1  0.1200  12.5096  24.7702
7.5  1.1  0.1200  13.2983  21.5713
7.5  1.1  0.1200  14.1367  18.7731
7.5  1.1  0.1200  15.0279  16.0787
7.5  1.1  0.1200  15.9754  13.6713
7.5  1.1  0.1200  16.9825  11.7104
7.5  1.1  0.1200  18.0532  10.1909
7.5  1.1  0.1200  19.1914  8.8885
7.5  1.1  0.1200  20.4013  7.8263
7.5  1.1  0.1200  21.6875  7.1750
7.5  1.1  0.1200  23.0548  6.9094
7.5  1.1  0.1200  24.5083  7.0016
7.5  1.1  0.1200  26.0534  7.2525
7.5  1.1  0.1200  27.6959  7.6651
7.5  1.1  0.1200  29.4420  8.3593
7.5  1.1  0.1200  31.2982  9.3034
7.5  1.1  0.1200  33.2714  10.4658
7.5  1.1  0.1200  35.3690  11.8165
7.5  1.1  0.1200  37.5988  13.3267
7.5  1.1  0.1200  39.9692  14.7735
7.5  1.1  0.1200  42.4891  16.3253
7.5  1.1  0.1200  45.1678  17.9647
7.5  1.1  0.1200  48.0154  19.6784
7.5  1.1  0.1200  51.0425  21.4465
7.5  1.1  0.1200  54.2605  23.2514
7.5  1.1  0.1200  57.6813  25.0771
7.5  1.1  0.1200  61.3179  26.9096
7.5  1.1  0.1200  65.1836  28.7367
7.5  1.1  0.1200  69.2931  30.5009
7.5  1.1  0.1200  73.6617  32.1840
7.5  1.1  0.1200  78.3057  33.8407
7.5  1.1  0.1200  83.2425  35.4644
7.5  1.1  0.1200  88.4905  37.0493
7.5  1.1  0.1200  94.0694  38.5911
7.5  1.1  0.1200  100.0000  40.0861
7.5  1.1  0.1600  5.0000  73.5573
7.5  1.1  0.1600  5.3152  70.2354
7.5  1.1  0.1600  5.6503  66.8243
7.5  1.1  0.1600  6.0065  63.3563
7.5  1.1  0.1600  6.3852  59.5365
7.5  1.1  0.1600  6.7878  54.9414
7.5  1.1  0.1600  7.2157  50.4167
7.5  1.1  0.1600  7.6706  46.0212
7.5  1.1  0.1600  8.1542  41.8169
7.5  1.1  0.1600  8.6683  37.3978
7.5  1.1  0.1600  9.2148  33.0683
7.5  1.1  0.1600  9.7958  29.0806
7.5  1.1  0.1600  10.4133  24.9068
7.5  1.1  0.1600  11.0698  21.2572
7.5  1.1  0.1600  11.7677  17.9043
7.5  1.1  0.1600  12.5096  14.7872
7.5  1.1  0.1600  13.2983  12.3282
7.5  1.1  0.1600  14.1367  10.1774
