# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  0.1  0.2000  37.5988  12337.5233
7.5  0.1  0.2000  39.9692  14502.3195
7.5  0.1  0.2000  42.4891  16954.4567
7.5  0.1  0.2000  45.1678  19723.2046
7.5  0.1  0.2000  48.0154  22840.2622
7.5  0.1  0.2000  51.0425  26339.9325
7.5  0.1  0.2000  54.2605  30259.3069
7.5  0.1  0.2000  57.6813  34638.4628
7.5  0.1  0.2000  61.3179  39520.6713
7.5  0.1  0.2000  65.1836  44952.6186
7.5  0.1  0.2000  69.2931  50984.6398
7.5  0.1  0.2000  73.6617  57670.9669
7.5  0.1  0.2000  78.3057  65069.9903
7.5  0.1  0.2000  83.2425  73244.5360
7.5  0.1  0.2000  88.4905  82262.1580
7.5  0.1  0.2000  94.0694  92195.4468
7.5  0.1  0.2000  100.0000  103122.3552
7.5  0.1  0.2400  5.0000  55.0389
7.5  0.1  0.2400  5.3152  51.4694
7.5  0.1  0.2400  5.6503  47.2075
7.5  0.1  0.2400  6.0065  43.2142
7.5  0.1  0.2400  6.3852  39.6683
7.5  0.1  0.2400  6.7878  35.1168
7.5  0.1  0.2400  7.2157  31.8846
7.5  0.1  0.2400  7.6706  28.2240
7.5  0.1  0.2400  8.1542  24.2571
7.5  0.1  0.2400  8.6683  19.3367
7.5  0.1  0.2400  9.2148  15.6497
7.5  0.1  0.2400  9.7958  13.5126
7.5  0.1  0.2400  10.4133  12.8821
7.5  0.1  0.2400  11.0698  19.3583
7.5  0.1  0.2400  11.7677  44.3449
7.5  0.1  0.2400  12.5096  98.6925
7.5  0.1  0.2400  13.2983  188.0472
7.5  0.1  0.2400  14.1367  318.7221
7.5  0.1  0.2400  15.0279  497.7502
7.5  0.1  0.2400  15.9754  732.9415
7.5  0.1  0.2400  16.9825  1032.9437
7.5  0.1  0.2400  18.0532  1407.3082
7.5  0.1  0.2400  19.1914  1866.5607
7.5  0.1  0.2400  20.4013  2422.2775
7.5  0.1  0.2400  21.6875  3087.1675
7.5  0.1  0.2400  23.0548  3875.1604
7.5  0.1  0.2400  24.5083  4801.5021
7.5  0.1  0.2400  26.0534  5882.8560
7.5  0.1  0.2400  27.6959  7137.4134
7.5  0.1  0.2400  29.4420  8585.0099
7.5  0.1  0.2400  31.2982  10247.2518
7.5  0.1  0.2400  33.2714  12147.6504
7.5  0.1  0.2400  35.3690  14311.7653
7.5  0.1  0.2400  37.5988  16767.3582
7.5  0.1  0.2400  39.9692  19544.5564
7.5  0.1  0.2400  42.4891  22676.0266
7.5  0.1  0.2400  45.1678  26197.1610
7.5  0.1  0.2400  48.0154  30146.2742
7.5  0.1  0.2400  51.0425  34564.8131
7.5  0.1  0.2400  54.2605  39497.5792
7.5  0.1  0.2400  57.6813  44992.9652
7.5  0.1  0.2400  61.3179  51103.2056
7.5  0.1  0.2400  65.1836  57884.6415
7.5  0.1  0.2400  69.2931  65398.0024
7.5  0.1  0.2400  73.6617  73708.7033
7.5  0.1  0.2400  78.3057  82887.1592
7.5  0.1  0.2400  83.2425  93009.1176
7.5  0.1  0.2400  88.4905  104156.0093
7.5  0.1  0.2400  94.0694  116415.3193
7.5  0.1  0.2400  100.0000  129880.9774
7.5  0.1  0.2800  5.0000  50.6429
7.5  0.1  0.2800  5.3152  46.3717
7.5  0.1  0.2800  5.6503  42.5992
7.5  0.1  0.2800  6.0065  38.5445
7.5  0.1  0.2800  6.3852  34.4534
7.5  0.1  0.2800  6.7878  31.3511
7.5  0.1  0.2800  7.2157  27.6551
7.5  0.1  0.2800  7.6706  22.8523
7.5  0.1  0.2800  8.1542  18.2449
7.5  0.1  0.2800  8.6683  15.2153
7.5  0.1  0.2800  9.2148  13.1113
7.5  0.1  0.2800  9.7958  14.6128
7.5  0.1  0.2800  10.4133  27.5849
7.5  0.1  0.2800  11.0698  65.4275
7.5  0.1  0.2800  11.7677  135.6387
7.5  0.1  0.2800  12.5096  244.3174
7.5  0.1  0.2800  13.2983  398.2787
7.5  0.1  0.2800  14.1367  605.1116
7.5  0.1  0.2800  15.0279  873.2403
7.5  0.1  0.2800  15.9754  1211.9911
7.5  0.1  0.2800  16.9825  1631.6638
7.5  0.1  0.2800  18.0532  2143.6087
7.5  0.1  0.2800  19.1914  2760.3101
7.5  0.1  0.2800  20.4013  3495.4760
7.5  0.1  0.2800  21.6875  4364.1344
7.5  0.1  0.2800  23.0548  5382.7372
7.5  0.1  0.2800  24.5083  6569.2720
7.5  0.1  0.2800  26.0534  7943.3819
7.5  0.1  0.2800  27.6959  9526.4941
7.5  0.1  0.2800  29.4420  11341.9575
7.5  0.1  0.2800  31.2982  13415.1899
7.5  0.1  0.2800  33.2714  15773.8360
7.5  0.1  0.2800  35.3690  18447.9353
7.5  0.1  0.2800  37.5988  21470.1014
7.5  0.1  0.2800  39.9692  24875.7137
7.5  0.1  0.2800  42.4891  28703.1211
7.5  0.1  0.2800  45.1678  32993.8584
7.5  0.1  0.2800  48.0154  37792.8772
7.5  0.1  0.2800  51.0425  43148.7910
7.5  0.1  0.2800  54.2605  49114.1347
7.5  0.1  0.2800  57.6813  55745.6409
7.5  0.1  0.2800  61.3179  63104.5321
7.5  0.1  0.2800  65.1836  71256.8308
7.5  0.1  0.2800  69.2931  80273.6877
7.5  0.1  0.2800  73.6617  90231.7283
7.5  0.1  0.2800  78.3057  101213.4205
7.5  0.1  0.2800  83.2425  113307.4623
7.5  0.1  0.2800  88.4905  126609.1914
7.5  0.1  0.2800  94.0694  141221.0178
7.5  0.1  0.2800  100.0000  157252.8794
7.5  0.1  0.3200  5.0000  46.2857
7.5  0.1  0.3200  5.3152  42.5929
7.5  0.1  0.3200  5.6503  38.2177
7.5  0.1  0.3200  6.0065  34.3568
7.5  0.1  0.3200  6.3852  30.8956
7.5  0.1  0.3200  6.7878  27.5803
7.5  0.1  0.3200  7.2157  22.2985
7.5  0.1  0.3200  7.6706  17.8350
7.5  0.1  0.3200  8.1542  15.0468
7.5  0.1  0.3200  8.6683  13.6695
7.5  0.1  0.3200  9.2148  16.7113
7.5  0.1  0.3200  9.7958  34.5350
7.5  0.1  0.3200  10.4133  80.2052
7.5  0.1  0.3200  11.0698  160.1943
7.5  0.1  0.3200  11.7677  280.9181
7.5  0.1  0.3200  12.5096  449.5460
7.5  0.1  0.3200  13.2983  674.0621
7.5  0.1  0.3200  14.1367  963.3308
7.5  0.1  0.3200  15.0279  1327.1677
7.5  0.1  0.3200  15.9754  1776.4157
7.5  0.1  0.3200  16.9825  2323.0274
7.5  0.1  0.3200  18.0532  2980.1541
7.5  0.1  0.3200  19.1914  3762.2413
7.5  0.1  0.3200  20.4013  4685.1324
7.5  0.1  0.3200  21.6875  5766.1793
7.5  0.1  0.3200  23.0548  7024.3620
7.5  0.1  0.3200  24.5083  8480.4172
7.5  0.1  0.3200  26.0534  10156.9758
7.5  0.1  0.3200  27.6959  12078.7103
7.5  0.1  0.3200  29.4420  14272.4931
7.5  0.1  0.3200  31.2982  16767.5655
7.5  0.1  0.3200  33.2714  19595.7179
7.5  0.1  0.3200  35.3690  22791.4828
7.5  0.1  0.3200  37.5988  26392.3405
7.5  0.1  0.3200  39.9692  30438.9377
7.5  0.1  0.3200  42.4891  34975.3212
7.5  0.1  0.3200  45.1678  40049.1854
7.5  0.1  0.3200  48.0154  45712.1366
7.5  0.1  0.3200  51.0425  52019.9728
7.5  0.1  0.3200  54.2605  59032.9814
7.5  0.1  0.3200  57.6813  66816.2542
7.5  0.1  0.3200  61.3179  75440.0224
7.5  0.1  0.3200  65.1836  84980.0104
7.5  0.1  0.3200  69.2931  95517.8112
7.5  0.1  0.3200  73.6617  107141.2832
7.5  0.1  0.3200  78.3057  119944.9695
7.5  0.1  0.3200  83.2425  134030.5418
7.5  0.1  0.3200  88.4905  149507.2684
7.5  0.1  0.3200  94.0694  166492.5081
7.5  0.1  0.3200  100.0000  185112.2323
7.5  0.1  0.3600  5.0000  42.9661
7.5  0.1  0.3600  5.3152  38.5321
7.5  0.1  0.3600  5.6503  34.7668
7.5  0.1  0.3600  6.0065  31.2040
7.5  0.1  0.3600  6.3852  27.9100
7.5  0.1  0.3600  6.7878  22.5380
7.5  0.1  0.3600  7.2157  18.0295
7.5  0.1  0.3600  7.6706  15.4057
7.5  0.1  0.3600  8.1542  13.8329
7.5  0.1  0.3600  8.6683  17.7814
7.5  0.1  0.3600  9.2148  37.8074
7.5  0.1  0.3600  9.7958  86.7739
7.5  0.1  0.3600  10.4133  171.0867
7.5  0.1  0.3600  11.0698  297.3609
7.5  0.1  0.3600  11.7677  472.9919
7.5  0.1  0.3600  12.5096  706.2195
7.5  0.1  0.3600  13.2983  1006.1967
7.5  0.1  0.3600  14.1367  1383.0635
7.5  0.1  0.3600  15.0279  1848.0269
7.5  0.1  0.3600  15.9754  2413.4476
7.5  0.1  0.3600  16.9825  3092.9326
7.5  0.1  0.3600  18.0532  3901.4366
7.5  0.1  0.3600  19.1914  4855.3697
7.5  0.1  0.3600  20.4013  5972.7146
7.5  0.1  0.3600  21.6875  7273.1522
7.5  0.1  0.3600  23.0548  8778.1967
7.5  0.1  0.3600  24.5083  10511.3405
7.5  0.1  0.3600  26.0534  12498.2099
7.5  0.1  0.3600  27.6959  14766.7315
7.5  0.1  0.3600  29.4420  17347.3107
7.5  0.1  0.3600  31.2982  20273.0219
7.5  0.1  0.3600  33.2714  23579.8125
7.5  0.1  0.3600  35.3690  27306.7197
7.5  0.1  0.3600  37.5988  31496.1023
7.5  0.1  0.3600  39.9692  36193.8874
7.5  0.1  0.3600  42.4891  41449.8331
7.5  0.1  0.3600  45.1678  47317.8076
7.5  0.1  0.3600  48.0154  53856.0862
7.5  0.1  0.3600  51.0425  61127.6670
7.5  0.1  0.3600  54.2605  69200.6050
7.5  0.1  0.3600  57.6813  78148.3678
7.5  0.1  0.3600  61.3179  88050.2116
7.5  0.1  0.3600  65.1836  98991.5797
7.5  0.1  0.3600  69.2931  111064.5253
7.5  0.1  0.3600  73.6617  124368.1573
7.5  0.1  0.3600  78.3057  139009.1128
7.5  0.1  0.3600  83.2425  155102.0558
7.5  0.1  0.3600  88.4905  172770.2043
7.5  0.1  0.3600  94.0694  192145.8864
7.5  0.1  0.3600  100.0000  213371.1262
7.5  0.1  0.4000  5.0000  39.3471
7.5  0.1  0.4000  5.3152  35.4810
7.5  0.1  0.4000  5.6503  31.9900
7.5  0.1  0.4000  6.0065  28.7297
7.5  0.1  0.4000  6.3852  23.2745
7.5  0.1  0.4000  6.7878  18.6913
7.5  0.1  0.4000  7.2157  15.8148
7.5  0.1  0.4000  7.6706  14.1225
7.5  0.1  0.4000  8.1542  17.7891
7.5  0.1  0.4000  8.6683  37.1960
7.5  0.1  0.4000  9.2148  85.5782
7.5  0.1  0.4000  9.7958  169.5452
7.5  0.1  0.4000  10.4133  295.8097
7.5  0.1  0.4000  11.0698  471.8824
7.5  0.1  0.4000  11.7677  706.1387
7.5  0.1  0.4000  12.5096  1007.8887
7.5  0.1  0.4000  13.2983  1387.4542
7.5  0.1  0.4000  14.1367  1856.2511
7.5  0.1  0.4000  15.0279  2426.8791
7.5  0.1  0.4000  15.9754  3113.2178
7.5  0.1  0.4000  16.9825  3930.5309
7.5  0.1  0.4000  18.0532  4895.5790
7.5  0.1  0.4000  19.1914  6026.7402
7.5  0.1  0.4000  20.4013  7344.1410
7.5  0.1  0.4000  21.6875  8869.7961
7.5  0.1  0.4000  23.0548  10627.7594
7.5  0.1  0.4000  24.5083  12644.2857
7.5  0.1  0.4000  26.0534  14948.0037
7.5  0.1  0.4000  27.6959  17570.1018
7.5  0.1  0.4000  29.4420  20544.5264
7.5  0.1  0.4000  31.2982  23908.1945
7.5  0.1  0.4000  33.2714  27701.2194
7.5  0.1  0.4000  35.3690  31967.1533
7.5  0.1  0.4000  37.5988  36753.2442
7.5  0.1  0.4000  39.9692  42110.7105
7.5  0.1  0.4000  42.4891  48095.0330
7.5  0.1  0.4000  45.1678  54766.2657
7.5  0.1  0.4000  48.0154  62189.3654
7.5  0.1  0.4000  51.0425  70434.5428
7.5  0.1  0.4000  54.2605  79577.6340
7.5  0.1  0.4000  57.6813  89700.4957
7.5  0.1  0.4000  61.3179  100891.4231
7.5  0.1  0.4000  65.1836  113245.5930
7.5  0.1  0.4000  69.2931  126865.5331
7.5  0.1  0.4000  73.6617  141861.6182
7.5  0.1  0.4000  78.3057  158352.5944
7.5  0.1  0.4000  83.2425  176466.1343
7.5  0.1  0.4000  88.4905  196339.4216
7.5  0.1  0.4000  94.0694  218119.7698
7.5  0.1  0.4000  100.0000  241965.2733
7.5  0.1  0.4400  5.0000  36.5386
7.5  0.1  0.4400  5.3152  33.2774
7.5  0.1  0.4400  5.6503  29.6899
7.5  0.1  0.4400  6.0065  24.4710
7.5  0.1  0.4400  6.3852  19.6563
7.5  0.1  0.4400  6.7878  16.4162
7.5  0.1  0.4400  7.2157  14.6802
7.5  0.1  0.4400  7.6706  16.9240
7.5  0.1  0.4400  8.1542  33.6275
7.5  0.1  0.4400  8.6683  78.2402
7.5  0.1  0.4400  9.2148  158.0139
7.5  0.1  0.4400  9.7958  279.6718
7.5  0.1  0.4400  10.4133  450.7457
7.5  0.1  0.4400  11.0698  679.6426
7.5  0.1  0.4400  11.7677  975.7171
7.5  0.1  0.4400  12.5096  1349.3499
7.5  0.1  0.4400  13.2983  1812.0320
7.5  0.1  0.4400  14.1367  2376.4561
7.5  0.1  0.4400  15.0279  3056.6154
7.5  0.1  0.4400  15.9754  3867.9103
7.5  0.1  0.4400  16.9825  4827.2636
7.5  0.1  0.4400  18.0532  5953.2447
7.5  0.1  0.4400  19.1914  7266.2032
7.5  0.1  0.4400  20.4013  8788.4134
7.5  0.1  0.4400  21.6875  10544.2287
7.5  0.1  0.4400  23.0548  12560.2481
7.5  0.1  0.4400  24.5083  14865.4944
7.5  0.1  0.4400  26.0534  17491.6051
7.5  0.1  0.4400  27.6959  20473.0374
7.5  0.1  0.4400  29.4420  23847.2865
7.5  0.1  0.4400  31.2982  27655.1193
7.5  0.1  0.4400  33.2714  31940.8240
7.5  0.1  0.4400  35.3690  36752.4760
7.5  0.1  0.4400  37.5988  42142.2220
7.5  0.1  0.4400  39.9692  48166.5810
7.5  0.1  0.4400  42.4891  54886.7669
7.5  0.1  0.4400  45.1678  62369.0293
7.5  0.1  0.4400  48.0154  70685.0174
7.5  0.1  0.4400  51.0425  79912.1652
7.5  0.1  0.4400  54.2605  90134.1015
7.5  0.1  0.4400  57.6813  101441.0836
7.5  0.1  0.4400  61.3179  113930.4575
