# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  0.4  0.0000  5.0000  98.0851
7.5  0.4  0.0000  5.3152  98.0851
7.5  0.4  0.0000  5.6503  98.0851
7.5  0.4  0.0000  6.0065  98.0851
7.5  0.4  0.0000  6.3852  98.0851
7.5  0.4  0.0000  6.7878  98.0851
7.5  0.4  0.0000  7.2157  98.0851
7.5  0.4  0.0000  7.6706  98.0851
7.5  0.4  0.0000  8.1542  98.0851
7.5  0.4  0.0000  8.6683  98.0851
7.5  0.4  0.0000  9.2148  98.0851
7.5  0.4  0.0000  9.7958  98.0851
7.5  0.4  0.0000  10.4133  98.0851
7.5  0.4  0.0000  11.0698  98.0851
7.5  0.4  0.0000  11.7677  98.0851
7.5  0.4  0.0000  12.5096  98.0851
7.5  0.4  0.0000  13.2983  98.0851
7.5  0.4  0.0000  14.1367  98.0851
7.5  0.4  0.0000  15.0279  98.0851
7.5  0.4  0.0000  15.9754  98.0851
7.5  0.4  0.0000  16.9825  98.0851
7.5  0.4  0.0000  18.0532  98.0851
7.5  0.4  0.0000  19.1914  98.0851
7.5  0.4  0.0000  20.4013  98.0851
7.5  0.4  0.0000  21.6875  98.0851
7.5  0.4  0.0000  23.0548  98.0851
7.5  0.4  0.0000  24.5083  98.0851
7.5  0.4  0.0000  26.0534  98.0851
7.5  0.4  0.0000  27.6959  98.0851
7.5  0.4  0.0000  29.4420  98.0851
7.5  0.4  0.0000  31.2982  98.0851
7.5  0.4  0.0000  33.2714  98.0851
7.5  0.4  0.0000  35.3690  98.0851
7.5  0.4  0.0000  37.5988  98.0851
7.5  0.4  0.0000  39.9692  98.0851
7.5  0.4  0.0000  42.4891  98.0851
7.5  0.4  0.0000  45.1678  98.0851
7.5  0.4  0.0000  48.0154  98.0851
7.5  0.4  0.0000  51.0425  98.0851
7.5  0.4  0.0000  54.2605  98.0851
7.5  0.4  0.0000  57.6813  98.0851
7.5  0.4  0.0000  61.3179  98.0851
7.5  0.4  0.0000  65.1836  98.0851
7.5  0.4  0.0000  69.2931  98.0851
7.5  0.4  0.0000  73.6617  98.0851
7.5  0.4  0.0000  78.3057  98.0851
7.5  0.4  0.0000  83.2425  98.0851
7.5  0.4  0.0000  88.4905  98.0851
7.5  0.4  0.0000  94.0694  98.0851
7.5  0.4  0.0000  100.0000  98.0851
7.5  0.4  0.0400  5.0000  89.6248
7.5  0.4  0.0400  5.3152  88.4502
7.5  0.4  0.0400  5.6503  87.1756
7.5  0.4  0.0400  6.0065  85.7991
7.5  0.4  0.0400  6.3852  84.3201
7.5  0.4  0.0400  6.7878  82.7393
7.5  0.4  0.0400  7.2157  81.0593
7.5  0.4  0.0400  7.6706  79.2847
7.5  0.4  0.0400  8.1542  77.4222
7.5  0.4  0.0400  8.6683  75.4636
7.5  0.4  0.0400  9.2148  72.7128
7.5  0.4  0.0400  9.7958  69.8703
7.5  0.4  0.0400  10.4133  66.9543
7.5  0.4  0.0400  11.0698  63.9867
7.5  0.4  0.0400  11.7677  60.9935
7.5  0.4  0.0400  12.5096  58.0046
7.5  0.4  0.0400  13.2983  55.0539
7.5  0.4  0.0400  14.1367  52.1797
7.5  0.4  0.0400  15.0279  48.4637
7.5  0.4  0.0400  15.9754  44.7154
7.5  0.4  0.0400  16.9825  41.1454
7.5  0.4  0.0400  18.0532  37.8093
7.5  0.4  0.0400  19.1914  34.6374
7.5  0.4  0.0400  20.4013  31.1862
7.5  0.4  0.0400  21.6875  28.0912
7.5  0.4  0.0400  23.0548  24.8773
7.5  0.4  0.0400  24.5083  21.9472
7.5  0.4  0.0400  26.0534  19.0457
7.5  0.4  0.0400  27.6959  16.0728
7.5  0.4  0.0400  29.4420  13.6912
7.5  0.4  0.0400  31.2982  11.4659
7.5  0.4  0.0400  33.2714  9.6312
7.5  0.4  0.0400  35.3690  8.1373
7.5  0.4  0.0400  37.5988  7.2037
7.5  0.4  0.0400  39.9692  6.6819
7.5  0.4  0.0400  42.4891  6.7634
7.5  0.4  0.0400  45.1678  7.3221
7.5  0.4  0.0400  48.0154  8.6849
7.5  0.4  0.0400  51.0425  10.5683
7.5  0.4  0.0400  54.2605  13.0226
7.5  0.4  0.0400  57.6813  15.6830
7.5  0.4  0.0400  61.3179  18.6885
7.5  0.4  0.0400  65.1836  22.5825
7.5  0.4  0.0400  69.2931  27.6221
7.5  0.4  0.0400  73.6617  33.7525
7.5  0.4  0.0400  78.3057  40.6441
7.5  0.4  0.0400  83.2425  48.6720
7.5  0.4  0.0400  88.4905  57.7378
7.5  0.4  0.0400  94.0694  67.2995
7.5  0.4  0.0400  100.0000  78.0519
7.5  0.4  0.0800  5.0000  82.4807
7.5  0.4  0.0800  5.3152  80.7489
7.5  0.4  0.0800  5.6503  78.3355
7.5  0.4  0.0800  6.0065  75.5578
7.5  0.4  0.0800  6.3852  72.6860
7.5  0.4  0.0800  6.7878  69.7483
7.5  0.4  0.0800  7.2157  66.7798
7.5  0.4  0.0800  7.6706  63.8234
7.5  0.4  0.0800  8.1542  60.9300
7.5  0.4  0.0800  8.6683  56.9782
7.5  0.4  0.0800  9.2148  52.9643
7.5  0.4  0.0800  9.7958  49.1546
7.5  0.4  0.0800  10.4133  45.6223
7.5  0.4  0.0800  11.0698  41.9397
7.5  0.4  0.0800  11.7677  38.1124
7.5  0.4  0.0800  12.5096  34.1830
7.5  0.4  0.0800  13.2983  30.1028
7.5  0.4  0.0800  14.1367  26.3794
7.5  0.4  0.0800  15.0279  22.5927
7.5  0.4  0.0800  15.9754  19.2227
7.5  0.4  0.0800  16.9825  16.2033
7.5  0.4  0.0800  18.0532  13.4880
7.5  0.4  0.0800  19.1914  11.2176
7.5  0.4  0.0800  20.4013  9.4722
7.5  0.4  0.0800  21.6875  8.5468
7.5  0.4  0.0800  23.0548  8.3830
7.5  0.4  0.0800  24.5083  8.2241
7.5  0.4  0.0800  26.0534  8.3969
7.5  0.4  0.0800  27.6959  10.1908
7.5  0.4  0.0800  29.4420  13.1084
7.5  0.4  0.0800  31.2982  16.9708
7.5  0.4  0.0800  33.2714  22.2757
7.5  0.4  0.0800  35.3690  29.5309
7.5  0.4  0.0800  37.5988  38.5238
7.5  0.4  0.0800  39.9692  48.7006
7.5  0.4  0.0800  42.4891  61.9194
7.5  0.4  0.0800  45.1678  77.0714
