# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  0.6  0.0000  5.0000  98.0851
7.5  0.6  0.0000  5.3152  98.0851
7.5  0.6  0.0000  5.6503  98.0851
7.5  0.6  0.0000  6.0065  98.0851
7.5  0.6  0.0000  6.3852  98.0851
7.5  0.6  0.0000  6.7878  98.0851
7.5  0.6  0.0000  7.2157  98.0851
7.5  0.6  0.0000  7.6706  98.0851
7.5  0.6  0.0000  8.1542  98.0851
7.5  0.6  0.0000  8.6683  98.0851
7.5  0.6  0.0000  9.2148  98.0851
7.5  0.6  0.0000  9.7958  98.0851
7.5  0.6  0.0000  10.4133  98.0851
7.5  0.6  0.0000  11.0698  98.0851
7.5  0.6  0.0000  11.7677  98.0851
7.5  0.6  0.0000  12.5096  98.0851
7.5  0.6  0.0000  13.2983  98.0851
7.5  0.6  0.0000  14.1367  98.0851
7.5  0.6  0.0000  15.0279  98.0851
7.5  0.6  0.0000  15.9754  98.0851
7.5  0.6  0.0000  16.9825  98.0851
7.5  0.6  0.0000  18.0532  98.0851
7.5  0.6  0.0000  19.1914  98.0851
7.5  0.6  0.0000  20.4013  98.0851
7.5  0.6  0.0000  21.6875  98.0851
7.5  0.6  0.0000  23.0548  98.0851
7.5  0.6  0.0000  24.5083  98.0851
7.5  0.6  0.0000  26.0534  98.0851
7.5  0.6  0.0000  27.6959  98.0851
7.5  0.6  0.0000  29.4420  98.0851
7.5  0.6  0.0000  31.2982  98.0851
7.5  0.6  0.0000  33.2714  98.0851
7.5  0.6  0.0000  35.3690  98.0851
7.5  0.6  0.0000  37.5988  98.0851
7.5  0.6  0.0000  39.9692  98.0851
7.5  0.6  0.0000  42.4891  98.0851
7.5  0.6  0.0000  45.1678  98.0851
7.5  0.6  0.0000  48.0154  98.0851
7.5  0.6  0.0000  51.0425  98.0851
7.5  0.6  0.0000  54.2605  98.0851
7.5  0.6  0.0000  57.6813  98.0851
7.5  0.6  0.0000  61.3179  98.0851
7.5  0.6  0.0000  65.1836  98.0851
7.5  0.6  0.0000  69.2931  98.0851
7.5  0.6  0.0000  73.6617  98.0851
7.5  0.6  0.0000  78.3057  98.0851
7.5  0.6  0.0000  83.2425  98.0851
7.5  0.6  0.0000  88.4905  98.0851
7.5  0.6  0.0000  94.0694  98.0851
7.5  0.6  0.0000  100.0000  98.0851
7.5  0.6  0.0400  5.0000  90.1525
7.5  0.6  0.0400  5.3152  88.9839
7.5  0.6  0.0400  5.6503  87.7121
7.5  0.6  0.0400  6.0065  86.3344
7.5  0.6  0.0400  6.3852  84.8494
7.5  0.6  0.0400  6.7878  83.2569
7.5  0.6  0.0400  7.2157  81.5578
7.5  0.6  0.0400  7.6706  79.7546
7.5  0.6  0.0400  8.1542  77.8513
7.5  0.6  0.0400  8.6683  75.8536
7.5  0.6  0.0400  9.2148  73.7690
7.5  0.6  0.0400  9.7958  71.6068
7.5  0.6  0.0400  10.4133  68.9321
7.5  0.6  0.0400  11.0698  66.0411
7.5  0.6  0.0400  11.7677  63.0949
7.5  0.6  0.0400  12.5096  60.1110
7.5  0.6  0.0400  13.2983  57.1082
7.5  0.6  0.0400  14.1367  54.1065
7.5  0.6  0.0400  15.0279  51.1270
7.5  0.6  0.0400  15.9754  48.1916
7.5  0.6  0.0400  16.9825  45.3226
7.5  0.6  0.0400  18.0532  42.5423
7.5  0.6  0.0400  19.1914  39.8731
7.5  0.6  0.0400  20.4013  36.8090
7.5  0.6  0.0400  21.6875  33.6850
7.5  0.6  0.0400  23.0548  30.7347
7.5  0.6  0.0400  24.5083  27.9783
7.5  0.6  0.0400  26.0534  25.4346
7.5  0.6  0.0400  27.6959  23.1206
7.5  0.6  0.0400  29.4420  20.7656
7.5  0.6  0.0400  31.2982  18.5007
7.5  0.6  0.0400  33.2714  16.5095
7.5  0.6  0.0400  35.3690  14.8019
7.5  0.6  0.0400  37.5988  13.1125
7.5  0.6  0.0400  39.9692  11.5473
7.5  0.6  0.0400  42.4891  10.2894
7.5  0.6  0.0400  45.1678  9.3409
7.5  0.6  0.0400  48.0154  8.4788
7.5  0.6  0.0400  51.0425  7.7183
7.5  0.6  0.0400  54.2605  7.2708
7.5  0.6  0.0400  57.6813  7.1316
7.5  0.6  0.0400  61.3179  7.1903
7.5  0.6  0.0400  65.1836  7.2409
7.5  0.6  0.0400  69.2931  7.5869
7.5  0.6  0.0400  73.6617  8.2189
7.5  0.6  0.0400  78.3057  9.1168
7.5  0.6  0.0400  83.2425  10.0223
7.5  0.6  0.0400  88.4905  11.0746
7.5  0.6  0.0400  94.0694  12.3766
7.5  0.6  0.0400  100.0000  13.9154
7.5  0.6  0.0800  5.0000  83.1622
7.5  0.6  0.0800  5.3152  81.3389
7.5  0.6  0.0800  5.6503  79.4065
7.5  0.6  0.0800  6.0065  76.8686
7.5  0.6  0.0800  6.3852  73.9399
7.5  0.6  0.0800  6.7878  70.9033
7.5  0.6  0.0800  7.2157  67.7807
7.5  0.6  0.0800  7.6706  64.5986
7.5  0.6  0.0800  8.1542  61.3879
7.5  0.6  0.0800  8.6683  58.1836
7.5  0.6  0.0800  9.2148  55.0252
7.5  0.6  0.0800  9.7958  51.1671
7.5  0.6  0.0800  10.4133  47.1029
7.5  0.6  0.0800  11.0698  43.2007
7.5  0.6  0.0800  11.7677  39.5156
7.5  0.6  0.0800  12.5096  36.0942
7.5  0.6  0.0800  13.2983  32.2829
7.5  0.6  0.0800  14.1367  28.8536
7.5  0.6  0.0800  15.0279  25.4329
7.5  0.6  0.0800  15.9754  22.1730
7.5  0.6  0.0800  16.9825  19.2316
7.5  0.6  0.0800  18.0532  16.3864
7.5  0.6  0.0800  19.1914  13.7637
7.5  0.6  0.0800  20.4013  11.4686
7.5  0.6  0.0800  21.6875  9.5862
7.5  0.6  0.0800  23.0548  8.1427
7.5  0.6  0.0800  24.5083  7.1706
7.5  0.6  0.0800  26.0534  6.6635
7.5  0.6  0.0800  27.6959  6.5466
7.5  0.6  0.0800  29.4420  7.0681
7.5  0.6  0.0800  31.2982  8.0822
7.5  0.6  0.0800  33.2714  9.6946
7.5  0.6  0.0800  35.3690  11.8662
7.5  0.6  0.0800  37.5988  14.5574
7.5  0.6  0.0800  39.9692  17.8766
7.5  0.6  0.0800  42.4891  21.6265
7.5  0.6  0.0800  45.1678  25.3783
7.5  0.6  0.0800  48.0154  29.8691
7.5  0.6  0.0800  51.0425  35.0236
7.5  0.6  0.0800  54.2605  40.7946
7.5  0.6  0.0800  57.6813  47.0531
7.5  0.6  0.0800  61.3179  53.5014
7.5  0.6  0.0800  65.1836  60.4264
7.5  0.6  0.0800  69.2931  68.0586
7.5  0.6  0.0800  73.6617  76.0852
7.5  0.6  0.0800  78.3057  84.7756
7.5  0.6  0.0800  83.2425  93.8032
7.5  0.6  0.0800  88.4905  103.1223
7.5  0.6  0.0800  94.0694  112.7581
7.5  0.6  0.0800  100.0000  122.8097
7.5  0.6  0.1200  5.0000  76.5929
7.5  0.6  0.1200  5.3152  73.5978
7.5  0.6  0.1200  5.6503  70.5202
7.5  0.6  0.1200  6.0065  67.3950
7.5  0.6  0.1200  6.3852  64.2641
7.5  0.6  0.1200  6.7878  61.0514
7.5  0.6  0.1200  7.2157  56.7373
7.5  0.6  0.1200  7.6706  52.5394
7.5  0.6  0.1200  8.1542  48.5316
7.5  0.6  0.1200  8.6683  44.7589
7.5  0.6  0.1200  9.2148  40.7095
7.5  0.6  0.1200  9.7958  36.7718
7.5  0.6  0.1200  10.4133  32.8147
7.5  0.6  0.1200  11.0698  28.6079
7.5  0.6  0.1200  11.7677  24.7444
7.5  0.6  0.1200  12.5096  21.0567
7.5  0.6  0.1200  13.2983  17.6941
7.5  0.6  0.1200  14.1367  14.5858
7.5  0.6  0.1200  15.0279  12.0420
7.5  0.6  0.1200  15.9754  9.9786
7.5  0.6  0.1200  16.9825  8.5129
7.5  0.6  0.1200  18.0532  7.7431
7.5  0.6  0.1200  19.1914  7.5287
7.5  0.6  0.1200  20.4013  8.1970
7.5  0.6  0.1200  21.6875  9.7077
7.5  0.6  0.1200  23.0548  11.2770
7.5  0.6  0.1200  24.5083  13.7105
7.5  0.6  0.1200  26.0534  16.7775
7.5  0.6  0.1200  27.6959  20.9388
7.5  0.6  0.1200  29.4420  26.3968
7.5  0.6  0.1200  31.2982  33.1549
7.5  0.6  0.1200  33.2714  40.5406
7.5  0.6  0.1200  35.3690  49.2643
7.5  0.6  0.1200  37.5988  59.2215
7.5  0.6  0.1200  39.9692  69.9172
7.5  0.6  0.1200  42.4891  81.4529
7.5  0.6  0.1200  45.1678  94.4613
7.5  0.6  0.1200  48.0154  108.2617
7.5  0.6  0.1200  51.0425  123.6869
7.5  0.6  0.1200  54.2605  139.8982
7.5  0.6  0.1200  57.6813  157.0141
7.5  0.6  0.1200  61.3179  175.5650
7.5  0.6  0.1200  65.1836  195.4680
7.5  0.6  0.1200  69.2931  215.4231
7.5  0.6  0.1200  73.6617  236.5484
7.5  0.6  0.1200  78.3057  258.8078
7.5  0.6  0.1200  83.2425  282.1143
7.5  0.6  0.1200  88.4905  305.2373
7.5  0.6  0.1200  94.0694  329.2589
7.5  0.6  0.1200  100.0000  354.1079
7.5  0.6  0.1600  5.0000  70.5974
7.5  0.6  0.1600  5.3152  67.5978
7.5  0.6  0.1600  5.6503  64.0020
7.5  0.6  0.1600  6.0065  59.7087
7.5  0.6  0.1600  6.3852  55.5670
7.5  0.6  0.1600  6.7878  51.6705
7.5  0.6  0.1600  7.2157  47.7203
