# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  1.0  0.0000  5.0000  98.0851
7.5  1.0  0.0000  5.3152  98.0851
7.5  1.0  0.0000  5.6503  98.0851
7.5  1.0  0.0000  6.0065  98.0851
7.5  1.0  0.0000  6.3852  98.0851
7.5  1.0  0.0000  6.7878  98.0851
7.5  1.0  0.0000  7.2157  98.0851
7.5  1.0  0.0000  7.6706  98.0851
7.5  1.0  0.0000  8.1542  98.0851
7.5  1.0  0.0000  8.6683  98.0851
7.5  1.0  0.0000  9.2148  98.0851
7.5  1.0  0.0000  9.7958  98.0851
7.5  1.0  0.0000  10.4133  98.0851
7.5  1.0  0.0000  11.0698  98.0851
7.5  1.0  0.0000  11.7677  98.0851
7.5  1.0  0.0000  12.5096  98.0851
7.5  1.0  0.0000  13.2983  98.0851
7.5  1.0  0.0000  14.1367  98.0851
7.5  1.0  0.0000  15.0279  98.0851
7.5  1.0  0.0000  15.9754  98.0851
7.5  1.0  0.0000  16.9825  98.0851
7.5  1.0  0.0000  18.0532  98.0851
7.5  1.0  0.0000  19.1914  98.0851
7.5  1.0  0.0000  20.4013  98.0851
7.5  1.0  0.0000  21.6875  98.0851
7.5  1.0  0.0000  23.0548  98.0851
7.5  1.0  0.0000  24.5083  98.0851
7.5  1.0  0.0000  26.0534  98.0851
7.5  1.0  0.0000  27.6959  98.0851
7.5  1.0  0.0000  29.4420  98.0851
7.5  1.0  0.0000  31.2982  98.0851
7.5  1.0  0.0000  33.2714  98.0851
7.5  1.0  0.0000  35.3690  98.0851
7.5  1.0  0.0000  37.5988  98.0851
7.5  1.0  0.0000  39.9692  98.0851
7.5  1.0  0.0000  42.4891  98.0851
7.5  1.0  0.0000  45.1678  98.0851
7.5  1.0  0.0000  48.0154  98.0851
7.5  1.0  0.0000  51.0425  98.0851
7.5  1.0  0.0000  54.2605  98.0851
7.5  1.0  0.0000  57.6813  98.0851
7.5  1.0  0.0000  61.3179  98.0851
7.5  1.0  0.0000  65.1836  98.0851
7.5  1.0  0.0000  69.2931  98.0851
7.5  1.0  0.0000  73.6617  98.0851
7.5  1.0  0.0000  78.3057  98.0851
7.5  1.0  0.0000  83.2425  98.0851
7.5  1.0  0.0000  88.4905  98.0851
7.5  1.0  0.0000  94.0694  98.0851
7.5  1.0  0.0000  100.0000  98.0851
7.5  1.0  0.0400  5.0000  91.0132
7.5  1.0  0.0400  5.3152  89.8792
7.5  1.0  0.0400  5.6503  88.6408
7.5  1.0  0.0400  6.0065  87.2958
7.5  1.0  0.0400  6.3852  85.8428
7.5  1.0  0.0400  6.7878  84.2819
7.5  1.0  0.0400  7.2157  82.6147
7.5  1.0  0.0400  7.6706  80.8443
7.5  1.0  0.0400  8.1542  78.9757
7.5  1.0  0.0400  8.6683  77.0154
7.5  1.0  0.0400  9.2148  74.9719
7.5  1.0  0.0400  9.7958  72.8553
7.5  1.0  0.0400  10.4133  70.6770
7.5  1.0  0.0400  11.0698  68.4498
7.5  1.0  0.0400  11.7677  66.1874
7.5  1.0  0.0400  12.5096  63.9041
7.5  1.0  0.0400  13.2983  61.6145
7.5  1.0  0.0400  14.1367  59.3132
7.5  1.0  0.0400  15.0279  56.7234
7.5  1.0  0.0400  15.9754  54.1763
7.5  1.0  0.0400  16.9825  51.6850
7.5  1.0  0.0400  18.0532  49.2610
7.5  1.0  0.0400  19.1914  46.9145
7.5  1.0  0.0400  20.4013  44.6543
7.5  1.0  0.0400  21.6875  42.4873
7.5  1.0  0.0400  23.0548  40.4190
7.5  1.0  0.0400  24.5083  38.4534
7.5  1.0  0.0400  26.0534  36.5930
7.5  1.0  0.0400  27.6959  34.8389
7.5  1.0  0.0400  29.4420  33.1912
7.5  1.0  0.0400  31.2982  31.6487
7.5  1.0  0.0400  33.2714  30.2096
7.5  1.0  0.0400  35.3690  28.8710
7.5  1.0  0.0400  37.5988  27.6295
7.5  1.0  0.0400  39.9692  26.4814
7.5  1.0  0.0400  42.4891  25.4224
7.5  1.0  0.0400  45.1678  24.4479
7.5  1.0  0.0400  48.0154  23.5533
7.5  1.0  0.0400  51.0425  22.7338
7.5  1.0  0.0400  54.2605  21.9847
7.5  1.0  0.0400  57.6813  21.3013
7.5  1.0  0.0400  61.3179  20.6789
7.5  1.0  0.0400  65.1836  20.1131
7.5  1.0  0.0400  69.2931  19.5995
7.5  1.0  0.0400  73.6617  19.1340
7.5  1.0  0.0400  78.3057  18.7128
7.5  1.0  0.0400  83.2425  18.3321
7.5  1.0  0.0400  88.4905  17.9885
7.5  1.0  0.0400  94.0694  17.6775
7.5  1.0  0.0400  100.0000  17.3417
7.5  1.0  0.0800  5.0000  84.4409
7.5  1.0  0.0800  5.3152  82.5697
7.5  1.0  0.0800  5.6503  80.5572
