# R0[kpc]  alpha  rhos[GeV/cm3]  Rs[kpc]  chi2
7.5  1.3  0.0800  51.0425  11.8019
7.5  1.3  0.0800  54.2605  11.7119
7.5  1.3  0.0800  57.6813  11.6566
7.5  1.3  0.0800  61.3179  11.6302
7.5  1.3  0.0800  65.1836  11.6278
7.5  1.3  0.0800  69.2931  11.6449
7.5  1.3  0.0800  73.6617  11.6776
7.5  1.3  0.0800  78.3057  11.7228
7.5  1.3  0.0800  83.2425  11.7776
7.5  1.3  0.0800  88.4905  11.8396
7.5  1.3  0.0800  94.0694  11.9068
7.5  1.3  0.0800  100.0000  11.9776
7.5  1.3  0.1200  5.0000  80.5324
7.5  1.3  0.1200  5.3152  77.5176
7.5  1.3  0.1200  5.6503  74.3409
7.5  1.3  0.1200  6.0065  71.0145
7.5  1.3  0.1200  6.3852  67.5549
7.5  1.3  0.1200  6.7878  63.9830
7.5  1.3  0.1200  7.2157  60.3251
7.5  1.3  0.1200  7.6706  56.6127
7.5  1.3  0.1200  8.1542  52.8821
7.5  1.3  0.1200  8.6683  49.1739
7.5  1.3  0.1200  9.2148  45.3605
7.5  1.3  0.1200  9.7958  41.1117
7.5  1.3  0.1200  10.4133  37.0418
7.5  1.3  0.1200  11.0698  33.1950
7.5  1.3  0.1200  11.7677  29.6109
7.5  1.3  0.1200  12.5096  26.3230
7.5  1.3  0.1200  13.2983  23.3575
7.5  1.3  0.1200  14.1367  20.4008
7.5  1.3  0.1200  15.0279  17.7700
7.5  1.3  0.1200  15.9754  15.5124
7.5  1.3  0.1200  16.9825  13.6232
7.5  1.3  0.1200  18.0532  12.0914
7.5  1.3  0.1200  19.1914  10.7758
7.5  1.3  0.1200  20.4013  9.6318
7.5  1.3  0.1200  21.6875  8.8005
7.5  1.3  0.1200  23.0548  8.2548
7.5  1.3  0.1200  24.5083  7.9664
7.5  1.3  0.1200  26.0534  7.9067
7.5  1.3  0.1200  27.6959  8.0472
7.5  1.3  0.1200  29.4420  8.3606
7.5  1.3  0.1200  31.2982  8.7560
7.5  1.3  0.1200  33.2714  9.1774
7.5  1.3  0.1200  35.3690  9.7098
7.5  1.3  0.1200  37.5988  10.3319
7.5  1.3  0.1200  39.9692  11.0247
7.5  1.3  0.1200  42.4891  11.7710
7.5  1.3  0.1200  45.1678  12.5558
7.5  1.3  0.1200  48.0154  13.3659
7.5  1.3  0.1200  51.0425  14.1901
7.5  1.3  0.1200  54.2605  15.0185
7.5  1.3  0.1200  57.6813  15.8432
7.5  1.3  0.1200  61.3179  16.6573
7.5  1.3  0.1200  65.1836  17.4552
7.5  1.3  0.1200  69.2931  18.2326
7.5  1.3  0.1200  73.6617  18.9860
7.5  1.3  0.1200  78.3057  19.7128
7.5  1.3  0.1200  83.2425  20.4109
7.5  1.3  0.1200  88.4905  21.0791
7.5  1.3  0.1200  94.0694  21.7166
7.5  1.3  0.1200  100.0000  22.3230
7.5  1.3  0.1600  5.0000  74.5734
7.5  1.3  0.1600  5.3152  71.2261
7.5  1.3  0.1600  5.6503  67.7611
7.5  1.3  0.1600  6.0065  64.2027
7.5  1.3  0.1600  6.3852  60.5803
7.5  1.3  0.1600  6.7878  56.4585
7.5  1.3  0.1600  7.2157  51.8147
7.5  1.3  0.1600  7.6706  47.2439
7.5  1.3  0.1600  8.1542  42.8022
7.5  1.3  0.1600  8.6683  38.5490
7.5  1.3  0.1600  9.2148  34.2382
7.5  1.3  0.1600  9.7958  29.9516
7.5  1.3  0.1600  10.4133  26.0468
7.5  1.3  0.1600  11.0698  22.3640
7.5  1.3  0.1600  11.7677  18.8251
7.5  1.3  0.1600  12.5096  15.8133
7.5  1.3  0.1600  13.2983  13.3477
7.5  1.3  0.1600  14.1367  11.0140
7.5  1.3  0.1600  15.0279  9.2033
7.5  1.3  0.1600  15.9754  7.9529
7.5  1.3  0.1600  16.9825  7.2384
7.5  1.3  0.1600  18.0532  6.7494
7.5  1.3  0.1600  19.1914  6.6455
7.5  1.3  0.1600  20.4013  6.9877
7.5  1.3  0.1600  21.6875  7.7298
7.5  1.3  0.1600  23.0548  8.8242
7.5  1.3  0.1600  24.5083  10.1532
7.5  1.3  0.1600  26.0534  11.5498
7.5  1.3  0.1600  27.6959  13.1785
7.5  1.3  0.1600  29.4420  14.9965
7.5  1.3  0.1600  31.2982  16.9639
7.5  1.3  0.1600  33.2714  19.0445
7.5  1.3  0.1600  35.3690  21.2052
7.5  1.3  0.1600  37.5988  23.4171
7.5  1.3  0.1600  39.9692  25.5798
7.5  1.3  0.1600  42.4891  27.6921
7.5  1.3  0.1600  45.1678  29.7978
7.5  1.3  0.1600  48.0154  31.8802
7.5  1.3  0.1600  51.0425  33.9254
7.5  1.3  0.1600  54.2605  35.9220
7.5  1.3  0.1600  57.6813  37.8608
7.5  1.3  0.1600  61.3179  39.7348
7.5  1.3  0.1600  65.1836  41.5387
7.5  1.3  0.1600  69.2931  43.2685
7.5  1.3  0.1600  73.6617  44.9141
7.5  1.3  0.1600  78.3057  46.4802
7.5  1.3  0.1600  83.2425  47.9689
7.5  1.3  0.1600  88.4905  49.3805
7.5  1.3  0.1600  94.0694  50.7161
7.5  1.3  0.1600  100.0000  51.9773
7.5  1.3  0.2000  5.0000  70.2097
7.5  1.3  0.2000  5.3152  66.8379
7.5  1.3  0.2000  5.6503  62.6408
7.5  1.3  0.2000  6.0065  58.0192
7.5  1.3  0.2000  6.3852  53.4492
7.5  1.3  0.2000  6.7878  48.9876
7.5  1.3  0.2000  7.2157  44.5279
7.5  1.3  0.2000  7.6706  39.7147
7.5  1.3  0.2000  8.1542  35.2238
7.5  1.3  0.2000  8.6683  30.5162
7.5  1.3  0.2000  9.2148  26.1667
7.5  1.3  0.2000  9.7958  22.1278
7.5  1.3  0.2000  10.4133  18.2709
7.5  1.3  0.2000  11.0698  15.1150
7.5  1.3  0.2000  11.7677  12.2364
7.5  1.3  0.2000  12.5096  9.9603
7.5  1.3  0.2000  13.2983  8.3740
7.5  1.3  0.2000  14.1367  7.3223
7.5  1.3  0.2000  15.0279  6.7911
7.5  1.3  0.2000  15.9754  7.0171
7.5  1.3  0.2000  16.9825  7.7067
7.5  1.3  0.2000  18.0532  8.9035
7.5  1.3  0.2000  19.1914  10.7114
7.5  1.3  0.2000  20.4013  13.0618
7.5  1.3  0.2000  21.6875  15.5826
7.5  1.3  0.2000  23.0548  18.5076
7.5  1.3  0.2000  24.5083  21.7875
7.5  1.3  0.2000  26.0534  25.3560
7.5  1.3  0.2000  27.6959  29.1094
7.5  1.3  0.2000  29.4420  32.8430
7.5  1.3  0.2000  31.2982  36.7089
7.5  1.3  0.2000  33.2714  40.6587
7.5  1.3  0.2000  35.3690  44.6496
7.5  1.3  0.2000  37.5988  48.6440
7.5  1.3  0.2000  39.9692  52.6095
7.5  1.3  0.2000  42.4891  56.4398
7.5  1.3  0.2000  45.1678  60.1644
7.5  1.3  0.2000  48.0154  63.7985
7.5  1.3  0.2000  51.0425  67.3087
7.5  1.3  0.2000  54.2605  70.6914
7.5  1.3  0.2000  57.6813  73.9485
7.5  1.3  0.2000  61.3179  77.0730
7.5  1.3  0.2000  65.1836  80.0607
7.5  1.3  0.2000  69.2931  82.9090
7.5  1.3  0.2000  73.6617  85.6172
7.5  1.3  0.2000  78.3057  88.1750
7.5  1.3  0.2000  83.2425  90.5619
7.5  1.3  0.2000  88.4905  92.8067
7.5  1.3  0.2000  94.0694  94.9240
7.5  1.3  0.2000  100.0000  96.9176
7.5  1.3  0.2400  5.0000  66.1553
7.5  1.3  0.2400  5.3152  61.6482
7.5  1.3  0.2400  5.6503  57.2205
7.5  1.3  0.2400  6.0065  52.9343
7.5  1.3  0.2400  6.3852  48.1942
7.5  1.3  0.2400  6.7878  43.4837
7.5  1.3  0.2400  7.2157  38.5541
7.5  1.3  0.2400  7.6706  33.7762
7.5  1.3  0.2400  8.1542  29.0030
7.5  1.3  0.2400  8.6683  24.3778
7.5  1.3  0.2400  9.2148  20.2138
7.5  1.3  0.2400  9.7958  16.3438
7.5  1.3  0.2400  10.4133  13.2237
7.5  1.3  0.2400  11.0698  10.6099
7.5  1.3  0.2400  11.7677  8.9048
7.5  1.3  0.2400  12.5096  7.7632
7.5  1.3  0.2400  13.2983  7.5834
7.5  1.3  0.2400  14.1367  8.1069
7.5  1.3  0.2400  15.0279  9.3912
7.5  1.3  0.2400  15.9754  11.3997
7.5  1.3  0.2400  16.9825  14.2395
7.5  1.3  0.2400  18.0532  17.5602
7.5  1.3  0.2400  19.1914  21.5047
7.5  1.3  0.2400  20.4013  26.0907
7.5  1.3  0.2400  21.6875  31.0311
7.5  1.3  0.2400  23.0548  36.2710
7.5  1.3  0.2400  24.5083  41.8627
7.5  1.3  0.2400  26.0534  47.7536
7.5  1.3  0.2400  27.6959  53.5006
7.5  1.3  0.2400  29.4420  59.3345
7.5  1.3  0.2400  31.2982  65.2252
7.5  1.3  0.2400  33.2714  71.0549
7.5  1.3  0.2400  35.3690  76.8905
7.5  1.3  0.2400  37.5988  82.6851
7.5  1.3  0.2400  39.9692  88.3988
7.5  1.3  0.2400  42.4891  93.9981
7.5  1.3  0.2400  45.1678  99.3910
7.5  1.3  0.2400  48.0154  104.5822
7.5  1.3  0.2400  51.0425  109.5996
7.5  1.3  0.2400  54.2605  114.4299
7.5  1.3  0.2400  57.6813  119.0633
7.5  1.3  0.2400  61.3179  123.4935
7.5  1.3  0.2400  65.1836  127.7171
7.5  1.3  0.2400  69.2931  131.7329
7.5  1.3  0.2400  73.6617  135.5421
7.5  1.3  0.2400  78.3057  139.1473
7.5  1.3  0.2400  83.2425  142.5309
7.5  1.3  0.2400  88.4905  145.6942
7.5  1.3  0.2400  94.0694  148.6725
7.5  1.3  0.2400  100.0000  151.4724
7.5  1.3  0.2800  5.0000  62.0487
7.5  1.3  0.2800  5.3152  57.8828
7.5  1.3  0.2800  5.6503  53.3705
7.5  1.3  0.2800  6.0065  48.6416
7.5  1.3  0.2800  6.3852  43.7536
7.5  1.3  0.2800  6.7878  38.4824
7.5  1.3  0.2800  7.2157  33.3556
7.5  1.3  0.2800  7.6706  28.5018
7.5  1.3  0.2800  8.1542  23.7331
7.5  1.3  0.2800  8.6683  19.5990
7.5  1.3  0.2800  9.2148  15.8974
7.5  1.3  0.2800  9.7958  12.8994
7.5  1.3  0.2800  10.4133  10.5818
7.5  1.3  0.2800  11.0698  9.2899
7.5  1.3  0.2800  11.7677  8.7338
7.5  1.3  0.2800  12.5096  9.2915
7.5  1.3  0.2800  13.2983  10.7558
7.5  1.3  0.2800  14.1367  13.1538
7.5  1.3  0.2800  15.0279  16.5611
7.5  1.3  0.2800  15.9754  20.2608
7.5  1.3  0.2800  16.9825  24.8403
7.5  1.3  0.2800  18.0532  30.3045
7.5  1.3  0.2800  19.1914  36.3968
7.5  1.3  0.2800  20.4013  43.2417
7.5  1.3  0.2800  21.6875  50.4871
7.5  1.3  0.2800  23.0548  58.1990
7.5  1.3  0.2800  24.5083  66.3208
7.5  1.3  0.2800  26.0534  74.5537
7.5  1.3  0.2800  27.6959  82.9643
7.5  1.3  0.2800  29.4420  91.5030
7.5  1.3  0.2800  31.2982  100.0722
7.5  1.3  0.2800  33.2714  108.4594
7.5  1.3  0.2800  35.3690  116.7729
7.5  1.3  0.2800  37.5988  124.8538
7.5  1.3  0.2800  39.9692  132.6244
7.5  1.3  0.2800  42.4891  140.2032
7.5  1.3  0.2800  45.1678  147.5590
7.5  1.3  0.2800  48.0154  154.6674
7.5  1.3  0.2800  51.0425  161.5098
7.5  1.3  0.2800  54.2605  168.0420
7.5  1.3  0.2800  57.6813  174.2278
7.5  1.3  0.2800  61.3179  180.1278
7.5  1.3  0.2800  65.1836  185.7401
7.5  1.3  0.2800  69.2931  191.0659
7.5  1.3  0.2800  73.6617  196.1085
7.5  1.3  0.2800  78.3057  200.8734
7.5  1.3  0.2800  83.2425  205.3676
7.5  1.3  0.2800  88.4905  209.5992
7.5  1.3  0.2800  94.0694  213.5776
7.5  1.3  0.2800  100.0000  217.3125
7.5  1.3  0.3200  5.0000  59.1519
7.5  1.3  0.3200  5.3152  54.6791
7.5  1.3  0.3200  5.6503  49.6590
7.5  1.3  0.3200  6.0065  44.4234
7.5  1.3  0.3200  6.3852  39.2672
7.5  1.3  0.3200  6.7878  34.0888
7.5  1.3  0.3200  7.2157  29.0945
7.5  1.3  0.3200  7.6706  24.3565
7.5  1.3  0.3200  8.1542  19.9685
7.5  1.3  0.3200  8.6683  16.3840
7.5  1.3  0.3200  9.2148  13.4211
7.5  1.3  0.3200  9.7958  11.4409
7.5  1.3  0.3200  10.4133  10.3682
7.5  1.3  0.3200  11.0698  10.4235
7.5  1.3  0.3200  11.7677  10.9320
7.5  1.3  0.3200  12.5096  12.6113
7.5  1.3  0.3200  13.2983  15.6954
7.5  1.3  0.3200  14.1367  19.8864
7.5  1.3  0.3200  15.0279  25.4169
7.5  1.3  0.3200  15.9754  32.0065
7.5  1.3  0.3200  16.9825  39.5536
7.5  1.3  0.3200  18.0532  47.6409
7.5  1.3  0.3200  19.1914  56.5013
7.5  1.3  0.3200  20.4013  66.1282
7.5  1.3  0.3200  21.6875  76.1929
7.5  1.3  0.3200  23.0548  86.8122
7.5  1.3  0.3200  24.5083  97.6814
7.5  1.3  0.3200  26.0534  108.7486
7.5  1.3  0.3200  27.6959  120.0012
7.5  1.3  0.3200  29.4420  131.3022
7.5  1.3  0.3200  31.2982  142.2506
7.5  1.3  0.3200  33.2714  153.1264
7.5  1.3  0.3200  35.3690  163.8567
7.5  1.3  0.3200  37.5988  174.3800
7.5  1.3  0.3200  39.9692  184.6450
7.5  1.3  0.3200  42.4891  194.6103
7.5  1.3  0.3200  45.1678  204.2431
7.5  1.3  0.3200  48.0154  213.5183
7.5  1.3  0.3200  51.0425  222.4179
7.5  1.3  0.3200  54.2605  230.9301
7.5  1.3  0.3200  57.6813  239.0482
7.5  1.3  0.3200  61.3179  246.7702
7.5  1.3  0.3200  65.1836  254.0914
7.5  1.3  0.3200  69.2931  260.9013
7.5  1.3  0.3200  73.6617  267.3390
7.5  1.3  0.3200  78.3057  273.3997
7.5  1.3  0.3200  83.2425  279.0928
7.5  1.3  0.3200  88.4905  284.4474
7.5  1.3  0.3200  94.0694  289.4766
7.5  1.3  0.3200  100.0000  294.1937
7.5  1.3  0.3600  5.0000  56.1497
7.5  1.3  0.3600  5.3152  51.3109
7.5  1.3  0.3600  5.6503  46.0859
7.5  1.3  0.3600  6.0065  40.8543
7.5  1.3  0.3600  6.3852  35.6751
7.5  1.3  0.3600  6.7878  30.4359
7.5  1.3  0.3600  7.2157  25.6127
7.5  1.3  0.3600  7.6706  21.3763
7.5  1.3  0.3600  8.1542  17.5889
7.5  1.3  0.3600  8.6683  14.6999
7.5  1.3  0.3600  9.2148  12.6474
7.5  1.3  0.3600  9.7958  11.0634
7.5  1.3  0.3600  10.4133  10.6939
7.5  1.3  0.3600  11.0698  11.8198
7.5  1.3  0.3600  11.7677  14.5798
7.5  1.3  0.3600  12.5096  18.5087
7.5  1.3  0.3600  13.2983  23.6193
7.5  1.3  0.3600  14.1367  30.2430
7.5  1.3  0.3600  15.0279  38.3669
7.5  1.3  0.3600  15.9754  47.6405
7.5  1.3  0.3600  16.9825  58.0405
7.5  1.3  0.3600  18.0532  69.1813
7.5  1.3  0.3600  19.1914  81.3110
7.5  1.3  0.3600  20.4013  94.0830
7.5  1.3  0.3600  21.6875  107.5814
7.5  1.3  0.3600  23.0548  121.6309
7.5  1.3  0.3600  24.5083  135.9464
7.5  1.3  0.3600  26.0534  150.1662
7.5  1.3  0.3600  27.6959  164.4956
7.5  1.3  0.3600  29.4420  178.7539
7.5  1.3  0.3600  31.2982  192.9260
7.5  1.3  0.3600  33.2714  206.9179
7.5  1.3  0.3600  35.3690  220.5760
7.5  1.3  0.3600  37.5988  233.8253
7.5  1.3  0.3600  39.9692  246.5078
7.5  1.3  0.3600  42.4891  258.7904
7.5  1.3  0.3600  45.1678  270.6377
7.5  1.3  0.3600  48.0154  282.0235
7.5  1.3  0.3600  51.0425  292.9297
7.5  1.3  0.3600  54.2605  303.3450
7.5  1.3  0.3600  57.6813  313.2644
7.5  1.3  0.3600  61.3179  322.6880
7.5  1.3  0.3600  65.1836  331.6202
7.5  1.3  0.3600  69.2931  340.0689
7.5  1.3  0.3600  73.6617  348.0451
7.5  1.3  0.3600  78.3057  355.5622
7.5  1.3  0.3600  83.2425  362.6352
7.5  1.3  0.3600  88.4905  369.2805
7.5  1.3  0.3600  94.0694  375.5157
7.5  1.3  0.3600  100.0000  381.3588
7.5  1.3  0.4000  5.0000  53.3919
7.5  1.3  0.4000  5.3152  48.1902
7.5  1.3  0.4000  5.6503  42.9178
7.5  1.3  0.4000  6.0065  37.7021
7.5  1.3  0.4000  6.3852  32.6250
7.5  1.3  0.4000  6.7878  27.6554
7.5  1.3  0.4000  7.2157  23.2177
7.5  1.3  0.4000  7.6706  19.4021
7.5  1.3  0.4000  8.1542  15.7517
7.5  1.3  0.4000  8.6683  12.8025
7.5  1.3  0.4000  9.2148  11.3263
7.5  1.3  0.4000  9.7958  11.5788
7.5  1.3  0.4000  10.4133  12.7573
7.5  1.3  0.4000  11.0698  15.5932
7.5  1.3  0.4000  11.7677  20.2969
7.5  1.3  0.4000  12.5096  26.6492
7.5  1.3  0.4000  13.2983  34.5003
7.5  1.3  0.4000  14.1367  44.0413
7.5  1.3  0.4000  15.0279  55.2421
7.5  1.3  0.4000  15.9754  67.9069
7.5  1.3  0.4000  16.9825  81.6399
7.5  1.3  0.4000  18.0532  96.4314
7.5  1.3  0.4000  19.1914  112.1086
7.5  1.3  0.4000  20.4013  128.5343
7.5  1.3  0.4000  21.6875  145.4287
7.5  1.3  0.4000  23.0548  162.6512
7.5  1.3  0.4000  24.5083  180.2603
7.5  1.3  0.4000  26.0534  198.0834
7.5  1.3  0.4000  27.6959  215.9656
7.5  1.3  0.4000  29.4420  233.7696
7.5  1.3  0.4000  31.2982  251.3758
7.5  1.3  0.4000  33.2714  268.5779
7.5  1.3  0.4000  35.3690  285.0746
7.5  1.3  0.4000  37.5988  301.1438
7.5  1.3  0.4000  39.9692  316.7256
7.5  1.3  0.4000  42.4891  331.7729
7.5  1.3  0.4000  45.1678  346.2501
7.5  1.3  0.4000  48.0154  360.1318
7.5  1.3  0.4000  51.0425  373.4018
7.5  1.3  0.4000  54.2605  386.0516
7.5  1.3  0.4000  57.6813  398.0794
7.5  1.3  0.4000  61.3179  409.4891
7.5  1.3  0.4000  65.1836  420.2895
7.5  1.3  0.4000  69.2931  430.4930
7.5  1.3  0.4000  73.6617  440.1154
7.5  1.3  0.4000  78.3057  449.1749
7.5  1.3  0.4000  83.2425  457.6915
7.5  1.3  0.4000  88.4905  465.6867
7.5  1.3  0.4000  94.0694  473.1827
7.5  1.3  0.4000  100.0000  480.2026
7.5  1.3  0.4400  5.0000  50.7495
7.5  1.3  0.4400  5.3152  45.5495
7.5  1.3  0.4400  5.6503  40.3467
7.5  1.3  0.4400  6.0065  35.1977
7.5  1.3  0.4400  6.3852  30.1629
7.5  1.3  0.4400  6.7878  25.6300
7.5  1.3  0.4400  7.2157  20.8917
7.5  1.3  0.4400  7.6706  16.5612
7.5  1.3  0.4400  8.1542  13.6859
7.5  1.3  0.4400  8.6683  12.4345
7.5  1.3  0.4400  9.2148  11.9663
7.5  1.3  0.4400  9.7958  13.4722
7.5  1.3  0.4400  10.4133  16.5062
7.5  1.3  0.4400  11.0698  21.6110
7.5  1.3  0.4400  11.7677  28.8987
7.5  1.3  0.4400  12.5096  38.3332
7.5  1.3  0.4400  13.2983  49.3032
7.5  1.3  0.4400  14.1367  62.0083
7.5  1.3  0.4400  15.0279  76.3562
7.5  1.3  0.4400  15.9754  92.2911
7.5  1.3  0.4400  16.9825  109.5439
7.5  1.3  0.4400  18.0532  128.2590
7.5  1.3  0.4400  19.1914  148.1727
7.5  1.3  0.4400  20.4013  168.6657
7.5  1.3  0.4400  21.6875  189.4317
7.5  1.3  0.4400  23.0548  210.7331
7.5  1.3  0.4400  24.5083  232.3584
7.5  1.3  0.4400  26.0534  254.1161
7.5  1.3  0.4400  27.6959  275.8349
7.5  1.3  0.4400  29.4420  297.3641
7.5  1.3  0.4400  31.2982  318.5114
7.5  1.3  0.4400  33.2714  338.8085
7.5  1.3  0.4400  35.3690  358.6174
7.5  1.3  0.4400  37.5988  377.8594
7.5  1.3  0.4400  39.9692  396.4719
7.5  1.3  0.4400  42.4891  414.4068
7.5  1.3  0.4400  45.1678  431.6286
7.5  1.3  0.4400  48.0154  448.1134
7.5  1.3  0.4400  51.0425  463.8471
7.5  1.3  0.4400  54.2605  478.8244
7.5  1.3  0.4400  57.6813  493.0473
7.5  1.3  0.4400  61.3179  506.5239
7.5  1.3  0.4400  65.1836  519.2674
7.5  1.3  0.4400  69.2931  531.2955
7.5  1.3  0.4400  73.6617  542.6289
7.5  1.3  0.4400  78.3057  553.2909
7.5  1.3  0.4400  83.2425  563.3070
7.5  1.3  0.4400  88.4905  572.7037
7.5  1.3  0.4400  94.0694  581.5086
7.5  1.3  0.4400  100.0000  589.6514
7.5  1.3  0.4800  5.0000  48.5350
7.5  1.3  0.4800  5.3152  43.4188
7.5  1.3  0.4800  5.6503  38.1062
7.5  1.3  0.4800  6.0065  32.9523
7.5  1.3  0.4800  6.3852  27.9933
