# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.8  0.2217  15.2488  57.1181
218.0  0.8  0.2217  15.7153  56.9713
218.0  0.8  0.2217  16.1962  57.2755
218.0  0.8  0.2217  16.6917  56.7026
218.0  0.8  0.2217  17.2024  57.0576
218.0  0.8  0.2217  17.7287  56.7071
218.0  0.8  0.2217  18.2711  57.1399
218.0  0.8  0.2217  18.8301  56.0303
218.0  0.8  0.2217  19.4063  56.3228
218.0  0.8  0.2217  20.0000  55.9931
218.0  0.8  0.2217  20.6119  56.3500
218.0  0.8  0.2217  21.2425  55.0167
218.0  0.8  0.2217  21.8925  55.0908
218.0  0.8  0.2217  22.5623  55.4026
218.0  0.8  0.2217  23.2526  53.8927
218.0  0.8  0.2217  23.9640  54.0808
218.0  0.8  0.2217  24.6972  54.2681
218.0  0.8  0.2217  25.4528  54.2294
218.0  0.8  0.2217  26.2316  54.4446
218.0  0.8  0.2217  27.0341  54.6573
218.0  0.8  0.2217  27.8613  54.8672
218.0  0.8  0.2217  28.7137  55.0741
218.0  0.8  0.2217  29.5922  53.2408
218.0  0.8  0.2217  30.4976  53.4044
218.0  0.8  0.2217  31.4307  53.5657
218.0  0.8  0.2217  32.3923  53.7244
218.0  0.8  0.2217  33.3834  53.6864
218.0  0.8  0.2217  34.4048  53.8717
218.0  0.8  0.2217  35.4574  53.4004
218.0  0.8  0.2217  36.5422  52.0613
218.0  0.8  0.2217  37.6603  52.1643
218.0  0.8  0.2217  38.8125  52.2654
218.0  0.8  0.2217  40.0000  52.3647
218.0  0.8  0.2326  5.0000  64.3753
218.0  0.8  0.2326  5.1530  62.8718
218.0  0.8  0.2326  5.3106  62.8759
218.0  0.8  0.2326  5.4731  62.4604
218.0  0.8  0.2326  5.6406  62.7624
218.0  0.8  0.2326  5.8131  62.4311
218.0  0.8  0.2326  5.9910  61.2957
218.0  0.8  0.2326  6.1743  62.2459
218.0  0.8  0.2326  6.3632  61.7162
218.0  0.8  0.2326  6.5579  60.9421
218.0  0.8  0.2326  6.7585  62.0093
218.0  0.8  0.2326  6.9653  61.1109
218.0  0.8  0.2326  7.1784  60.3671
218.0  0.8  0.2326  7.3981  61.5594
218.0  0.8  0.2326  7.6244  60.7946
218.0  0.8  0.2326  7.8577  59.4377
218.0  0.8  0.2326  8.0981  59.7211
218.0  0.8  0.2326  8.3458  60.0008
218.0  0.8  0.2326  8.6012  60.4010
218.0  0.8  0.2326  8.8644  59.3757
218.0  0.8  0.2326  9.1356  59.4404
218.0  0.8  0.2326  9.4151  58.9459
218.0  0.8  0.2326  9.7031  58.4722
218.0  0.8  0.2326  10.0000  58.2317
218.0  0.8  0.2326  10.3060  58.1216
218.0  0.8  0.2326  10.6213  58.8098
218.0  0.8  0.2326  10.9462  57.3141
218.0  0.8  0.2326  11.2811  58.0496
218.0  0.8  0.2326  11.6263  58.7970
218.0  0.8  0.2326  11.9820  57.3538
218.0  0.8  0.2326  12.3486  57.9803
218.0  0.8  0.2326  12.7264  56.2765
218.0  0.8  0.2326  13.1158  55.7623
218.0  0.8  0.2326  13.5171  56.3247
218.0  0.8  0.2326  13.9306  56.0122
218.0  0.8  0.2326  14.3568  56.5039
218.0  0.8  0.2326  14.7961  56.2210
218.0  0.8  0.2326  15.2488  56.6600
218.0  0.8  0.2326  15.7153  55.5585
218.0  0.8  0.2326  16.1962  55.3667
218.0  0.8  0.2326  16.6917  55.7341
218.0  0.8  0.2326  17.2024  54.6180
218.0  0.8  0.2326  17.7287  55.0637
218.0  0.8  0.2326  18.2711  53.9921
218.0  0.8  0.2326  18.8301  54.1710
218.0  0.8  0.2326  19.4063  53.6327
218.0  0.8  0.2326  20.0000  53.8971
218.0  0.8  0.2326  20.6119  54.1627
218.0  0.8  0.2326  21.2425  53.7491
218.0  0.8  0.2326  21.8925  54.0517
218.0  0.8  0.2326  22.5623  54.3526
218.0  0.8  0.2326  23.2526  54.3220
218.0  0.8  0.2326  23.9640  52.7441
218.0  0.8  0.2326  24.6972  52.9859
218.0  0.8  0.2326  25.4528  53.2259
218.0  0.8  0.2326  26.2316  53.1363
218.0  0.8  0.2326  27.0341  53.4243
218.0  0.8  0.2326  27.8613  52.3631
218.0  0.8  0.2326  28.7137  51.7434
218.0  0.8  0.2326  29.5922  51.9111
218.0  0.8  0.2326  30.4976  52.0771
218.0  0.8  0.2326  31.4307  52.2412
218.0  0.8  0.2326  32.3923  50.5801
218.0  0.8  0.2326  33.3834  50.7218
218.0  0.8  0.2326  34.4048  50.8617
218.0  0.8  0.2326  35.4574  50.9636
218.0  0.8  0.2326  36.5422  51.0904
218.0  0.8  0.2326  37.6603  51.1903
218.0  0.8  0.2326  38.8125  51.2890
218.0  0.8  0.2326  40.0000  51.3862
218.0  0.8  0.2435  5.0000  63.2859
218.0  0.8  0.2435  5.1530  62.6699
218.0  0.8  0.2435  5.3106  62.3901
218.0  0.8  0.2435  5.4731  62.8653
218.0  0.8  0.2435  5.6406  62.7137
218.0  0.8  0.2435  5.8131  62.1757
218.0  0.8  0.2435  5.9910  61.0769
218.0  0.8  0.2435  6.1743  61.2807
218.0  0.8  0.2435  6.3632  60.7165
218.0  0.8  0.2435  6.5579  60.2321
218.0  0.8  0.2435  6.7585  60.9599
218.0  0.8  0.2435  6.9653  60.1480
218.0  0.8  0.2435  7.1784  59.3611
218.0  0.8  0.2435  7.3981  60.3596
218.0  0.8  0.2435  7.6244  59.3654
218.0  0.8  0.2435  7.8577  60.4738
218.0  0.8  0.2435  8.0981  59.4224
218.0  0.8  0.2435  8.3458  58.9546
218.0  0.8  0.2435  8.6012  58.1202
218.0  0.8  0.2435  8.8644  58.5717
218.0  0.8  0.2435  9.1356  57.6444
218.0  0.8  0.2435  9.4151  57.7078
218.0  0.8  0.2435  9.7031  57.9668
218.0  0.8  0.2435  10.0000  58.7008
218.0  0.8  0.2435  10.3060  57.0351
218.0  0.8  0.2435  10.6213  57.4674
218.0  0.8  0.2435  10.9462  56.4089
218.0  0.8  0.2435  11.2811  56.8838
218.0  0.8  0.2435  11.6263  56.3367
218.0  0.8  0.2435  11.9820  55.3235
218.0  0.8  0.2435  12.3486  55.9752
218.0  0.8  0.2435  12.7264  56.6384
218.0  0.8  0.2435  13.1158  55.2539
218.0  0.8  0.2435  13.5171  55.9475
218.0  0.8  0.2435  13.9306  56.6464
218.0  0.8  0.2435  14.3568  55.0042
218.0  0.8  0.2435  14.7961  55.5318
218.0  0.8  0.2435  15.2488  55.9767
218.0  0.8  0.2435  15.7153  54.1624
218.0  0.8  0.2435  16.1962  53.5685
218.0  0.8  0.2435  16.6917  54.0832
218.0  0.8  0.2435  17.2024  53.5035
218.0  0.8  0.2435  17.7287  53.9490
218.0  0.8  0.2435  18.2711  53.4799
218.0  0.8  0.2435  18.8301  53.8725
218.0  0.8  0.2435  19.4063  54.2657
218.0  0.8  0.2435  20.0000  53.4971
218.0  0.8  0.2435  20.6119  52.6620
218.0  0.8  0.2435  21.2425  52.9844
218.0  0.8  0.2435  21.8925  52.1323
218.0  0.8  0.2435  22.5623  52.5137
218.0  0.8  0.2435  23.2526  51.3224
218.0  0.8  0.2435  23.9640  51.3494
218.0  0.8  0.2435  24.6972  51.6714
218.0  0.8  0.2435  25.4528  50.6264
218.0  0.8  0.2435  26.2316  50.8470
218.0  0.8  0.2435  27.0341  51.0666
218.0  0.8  0.2435  27.8613  50.7925
218.0  0.8  0.2435  28.7137  51.0379
218.0  0.8  0.2435  29.5922  51.1741
218.0  0.8  0.2435  30.4976  51.3213
218.0  0.8  0.2435  31.4307  51.4679
218.0  0.8  0.2435  32.3923  49.6486
218.0  0.8  0.2435  33.3834  49.8370
218.0  0.8  0.2435  34.4048  50.0229
218.0  0.8  0.2435  35.4574  50.1284
218.0  0.8  0.2435  36.5422  50.3092
218.0  0.8  0.2435  37.6603  50.4564
218.0  0.8  0.2435  38.8125  50.6015
218.0  0.8  0.2435  40.0000  48.3221
218.0  0.8  0.2543  5.0000  61.6063
218.0  0.8  0.2543  5.1530  61.3616
218.0  0.8  0.2543  5.3106  61.1891
218.0  0.8  0.2543  5.4731  61.2424
218.0  0.8  0.2543  5.6406  62.1536
218.0  0.8  0.2543  5.8131  61.3188
218.0  0.8  0.2543  5.9910  60.6356
218.0  0.8  0.2543  6.1743  61.2231
218.0  0.8  0.2543  6.3632  60.9023
218.0  0.8  0.2543  6.5579  60.9863
218.0  0.8  0.2543  6.7585  60.2838
218.0  0.8  0.2543  6.9653  59.4194
218.0  0.8  0.2543  7.1784  59.6168
218.0  0.8  0.2543  7.3981  59.4433
218.0  0.8  0.2543  7.6244  59.5578
218.0  0.8  0.2543  7.8577  59.3132
218.0  0.8  0.2543  8.0981  59.1932
218.0  0.8  0.2543  8.3458  58.1943
218.0  0.8  0.2543  8.6012  59.3592
218.0  0.8  0.2543  8.8644  57.9205
218.0  0.8  0.2543  9.1356  58.4029
218.0  0.8  0.2543  9.4151  57.6768
218.0  0.8  0.2543  9.7031  56.9910
218.0  0.8  0.2543  10.0000  56.5946
218.0  0.8  0.2543  10.3060  56.3917
218.0  0.8  0.2543  10.6213  56.0547
218.0  0.8  0.2543  10.9462  55.7016
218.0  0.8  0.2543  11.2811  55.7144
218.0  0.8  0.2543  11.6263  56.4630
218.0  0.8  0.2543  11.9820  56.5306
218.0  0.8  0.2543  12.3486  55.4740
218.0  0.8  0.2543  12.7264  56.2758
218.0  0.8  0.2543  13.1158  54.5653
218.0  0.8  0.2543  13.5171  54.5311
218.0  0.8  0.2543  13.9306  54.7009
218.0  0.8  0.2543  14.3568  53.1093
218.0  0.8  0.2543  14.7961  53.7226
218.0  0.8  0.2543  15.2488  54.3185
218.0  0.8  0.2543  15.7153  53.0999
218.0  0.8  0.2543  16.1962  53.5885
218.0  0.8  0.2543  16.6917  54.0716
218.0  0.8  0.2543  17.2024  52.4950
218.0  0.8  0.2543  17.7287  53.0613
218.0  0.8  0.2543  18.2711  52.9647
218.0  0.8  0.2543  18.8301  53.3700
218.0  0.8  0.2543  19.4063  51.8048
218.0  0.8  0.2543  20.0000  51.1307
218.0  0.8  0.2543  20.6119  51.5853
218.0  0.8  0.2543  21.2425  50.7827
218.0  0.8  0.2543  21.8925  51.1724
218.0  0.8  0.2543  22.5623  51.5255
218.0  0.8  0.2543  23.2526  50.8897
218.0  0.8  0.2543  23.9640  51.2278
218.0  0.8  0.2543  24.6972  51.5638
218.0  0.8  0.2543  25.4528  51.0347
218.0  0.8  0.2543  26.2316  49.7090
218.0  0.8  0.2543  27.0341  49.9797
218.0  0.8  0.2543  27.8613  50.2483
218.0  0.8  0.2543  28.7137  49.6277
218.0  0.8  0.2543  29.5922  49.9395
218.0  0.8  0.2543  30.4976  49.5969
218.0  0.8  0.2543  31.4307  48.5372
218.0  0.8  0.2543  32.3923  48.7278
218.0  0.8  0.2543  33.3834  48.9165
218.0  0.8  0.2543  34.4048  47.5476
218.0  0.8  0.2543  35.4574  47.7211
218.0  0.8  0.2543  36.5422  47.8924
218.0  0.8  0.2543  37.6603  48.0615
218.0  0.8  0.2543  38.8125  47.9203
218.0  0.8  0.2543  40.0000  48.1066
218.0  0.8  0.2652  5.0000  60.7844
218.0  0.8  0.2652  5.1530  60.4869
218.0  0.8  0.2652  5.3106  60.0337
218.0  0.8  0.2652  5.4731  60.0835
218.0  0.8  0.2652  5.6406  60.6517
218.0  0.8  0.2652  5.8131  60.7147
218.0  0.8  0.2652  5.9910  59.8662
218.0  0.8  0.2652  6.1743  59.6546
218.0  0.8  0.2652  6.3632  60.9097
218.0  0.8  0.2652  6.5579  60.2388
218.0  0.8  0.2652  6.7585  59.8527
218.0  0.8  0.2652  6.9653  59.7884
218.0  0.8  0.2652  7.1784  59.2693
218.0  0.8  0.2652  7.3981  60.2858
218.0  0.8  0.2652  7.6244  58.3826
218.0  0.8  0.2652  7.8577  59.3749
218.0  0.8  0.2652  8.0981  58.6302
218.0  0.8  0.2652  8.3458  57.1923
218.0  0.8  0.2652  8.6012  57.6222
218.0  0.8  0.2652  8.8644  59.0020
218.0  0.8  0.2652  9.1356  57.0431
218.0  0.8  0.2652  9.4151  58.1661
218.0  0.8  0.2652  9.7031  56.6270
218.0  0.8  0.2652  10.0000  55.4352
218.0  0.8  0.2652  10.3060  56.5123
218.0  0.8  0.2652  10.6213  56.3521
218.0  0.8  0.2652  10.9462  55.9500
218.0  0.8  0.2652  11.2811  55.0475
218.0  0.8  0.2652  11.6263  55.9412
218.0  0.8  0.2652  11.9820  54.2170
218.0  0.8  0.2652  12.3486  55.0219
218.0  0.8  0.2652  12.7264  54.9646
218.0  0.8  0.2652  13.1158  53.2717
218.0  0.8  0.2652  13.5171  53.9830
218.0  0.8  0.2652  13.9306  54.7048
218.0  0.8  0.2652  14.3568  53.0205
218.0  0.8  0.2652  14.7961  53.5099
218.0  0.8  0.2652  15.2488  54.0713
218.0  0.8  0.2652  15.7153  52.5764
218.0  0.8  0.2652  16.1962  52.2996
218.0  0.8  0.2652  16.6917  52.8925
218.0  0.8  0.2652  17.2024  51.4949
218.0  0.8  0.2652  17.7287  51.3174
218.0  0.8  0.2652  18.2711  51.8797
218.0  0.8  0.2652  18.8301  51.8109
218.0  0.8  0.2652  19.4063  50.8240
218.0  0.8  0.2652  20.0000  51.2048
218.0  0.8  0.2652  20.6119  51.6392
218.0  0.8  0.2652  21.2425  52.0735
218.0  0.8  0.2652  21.8925  50.8163
218.0  0.8  0.2652  22.5623  50.2174
218.0  0.8  0.2652  23.2526  50.5733
218.0  0.8  0.2652  23.9640  49.1905
218.0  0.8  0.2652  24.6972  49.5991
218.0  0.8  0.2652  25.4528  48.8353
218.0  0.8  0.2652  26.2316  49.0453
218.0  0.8  0.2652  27.0341  49.3082
218.0  0.8  0.2652  27.8613  48.2971
218.0  0.8  0.2652  28.7137  48.5535
218.0  0.8  0.2652  29.5922  48.0222
218.0  0.8  0.2652  30.4976  48.3035
218.0  0.8  0.2652  31.4307  48.5816
218.0  0.8  0.2652  32.3923  48.8565
218.0  0.8  0.2652  33.3834  48.5006
218.0  0.8  0.2652  34.4048  48.6591
218.0  0.8  0.2652  35.4574  46.9836
218.0  0.8  0.2652  36.5422  47.1989
218.0  0.8  0.2652  37.6603  47.4112
218.0  0.8  0.2652  38.8125  46.9756
218.0  0.8  0.2652  40.0000  47.2189
218.0  0.8  0.2761  5.0000  59.5775
218.0  0.8  0.2761  5.1530  60.1073
218.0  0.8  0.2761  5.3106  59.6727
218.0  0.8  0.2761  5.4731  59.2893
218.0  0.8  0.2761  5.6406  59.5270
218.0  0.8  0.2761  5.8131  59.9441
218.0  0.8  0.2761  5.9910  59.5924
218.0  0.8  0.2761  6.1743  58.9665
218.0  0.8  0.2761  6.3632  59.2243
218.0  0.8  0.2761  6.5579  60.3158
218.0  0.8  0.2761  6.7585  58.8184
218.0  0.8  0.2761  6.9653  58.3292
218.0  0.8  0.2761  7.1784  59.1871
218.0  0.8  0.2761  7.3981  59.1875
218.0  0.8  0.2761  7.6244  59.3669
218.0  0.8  0.2761  7.8577  58.5013
218.0  0.8  0.2761  8.0981  57.7662
218.0  0.8  0.2761  8.3458  59.1539
218.0  0.8  0.2761  8.6012  59.2098
218.0  0.8  0.2761  8.8644  57.9533
218.0  0.8  0.2761  9.1356  56.6808
218.0  0.8  0.2761  9.4151  56.3794
218.0  0.8  0.2761  9.7031  56.1734
218.0  0.8  0.2761  10.0000  57.0839
218.0  0.8  0.2761  10.3060  55.3875
218.0  0.8  0.2761  10.6213  55.6359
218.0  0.8  0.2761  10.9462  56.6277
218.0  0.8  0.2761  11.2811  54.8320
218.0  0.8  0.2761  11.6263  54.0162
218.0  0.8  0.2761  11.9820  55.0114
218.0  0.8  0.2761  12.3486  54.3097
218.0  0.8  0.2761  12.7264  54.1752
218.0  0.8  0.2761  13.1158  53.0643
218.0  0.8  0.2761  13.5171  53.9173
218.0  0.8  0.2761  13.9306  54.2811
218.0  0.8  0.2761  14.3568  52.7613
218.0  0.8  0.2761  14.7961  53.1327
218.0  0.8  0.2761  15.2488  53.8536
218.0  0.8  0.2761  15.7153  51.4440
218.0  0.8  0.2761  16.1962  52.1135
218.0  0.8  0.2761  16.6917  52.7796
218.0  0.8  0.2761  17.2024  51.1697
218.0  0.8  0.2761  17.7287  51.1234
218.0  0.8  0.2761  18.2711  51.6426
218.0  0.8  0.2761  18.8301  50.4001
218.0  0.8  0.2761  19.4063  50.6845
218.0  0.8  0.2761  20.0000  50.4461
218.0  0.8  0.2761  20.6119  50.9816
218.0  0.8  0.2761  21.2425  49.4716
218.0  0.8  0.2761  21.8925  49.2470
218.0  0.8  0.2761  22.5623  49.7455
218.0  0.8  0.2761  23.2526  49.1462
218.0  0.8  0.2761  23.9640  48.3244
218.0  0.8  0.2761  24.6972  48.6062
218.0  0.8  0.2761  25.4528  48.9848
218.0  0.8  0.2761  26.2316  49.3613
218.0  0.8  0.2761  27.0341  49.7351
218.0  0.8  0.2761  27.8613  48.7062
218.0  0.8  0.2761  28.7137  47.6025
218.0  0.8  0.2761  29.5922  47.9046
218.0  0.8  0.2761  30.4976  48.2043
218.0  0.8  0.2761  31.4307  47.0371
218.0  0.8  0.2761  32.3923  47.3744
218.0  0.8  0.2761  33.3834  46.5213
218.0  0.8  0.2761  34.4048  46.2231
218.0  0.8  0.2761  35.4574  46.4387
218.0  0.8  0.2761  36.5422  45.3979
218.0  0.8  0.2761  37.6603  45.6056
218.0  0.8  0.2761  38.8125  45.8109
218.0  0.8  0.2761  40.0000  46.0135
218.0  0.8  0.2870  5.0000  59.8173
218.0  0.8  0.2870  5.1530  59.7960
218.0  0.8  0.2870  5.3106  59.9481
218.0  0.8  0.2870  5.4731  59.0639
218.0  0.8  0.2870  5.6406  59.1174
218.0  0.8  0.2870  5.8131  59.1389
218.0  0.8  0.2870  5.9910  59.4031
218.0  0.8  0.2870  6.1743  59.0469
218.0  0.8  0.2870  6.3632  58.6159
218.0  0.8  0.2870  6.5579  59.3381
218.0  0.8  0.2870  6.7585  59.4454
218.0  0.8  0.2870  6.9653  58.1342
218.0  0.8  0.2870  7.1784  58.0699
218.0  0.8  0.2870  7.3981  59.5973
218.0  0.8  0.2870  7.6244  57.9759
218.0  0.8  0.2870  7.8577  57.2014
218.0  0.8  0.2870  8.0981  58.8075
218.0  0.8  0.2870  8.3458  57.7456
218.0  0.8  0.2870  8.6012  58.1331
218.0  0.8  0.2870  8.8644  57.3037
218.0  0.8  0.2870  9.1356  57.0588
218.0  0.8  0.2870  9.4151  57.2807
218.0  0.8  0.2870  9.7031  57.9220
218.0  0.8  0.2870  10.0000  56.2101
218.0  0.8  0.2870  10.3060  56.7779
218.0  0.8  0.2870  10.6213  55.6853
218.0  0.8  0.2870  10.9462  54.7700
218.0  0.8  0.2870  11.2811  55.1664
218.0  0.8  0.2870  11.6263  55.3810
218.0  0.8  0.2870  11.9820  53.9684
218.0  0.8  0.2870  12.3486  54.0909
218.0  0.8  0.2870  12.7264  55.0567
218.0  0.8  0.2870  13.1158  53.0181
218.0  0.8  0.2870  13.5171  53.8816
218.0  0.8  0.2870  13.9306  53.3876
218.0  0.8  0.2870  14.3568  52.2234
218.0  0.8  0.2870  14.7961  52.3052
218.0  0.8  0.2870  15.2488  53.1930
218.0  0.8  0.2870  15.7153  51.8000
218.0  0.8  0.2870  16.1962  52.6045
218.0  0.8  0.2870  16.6917  52.2448
218.0  0.8  0.2870  17.2024  51.1302
218.0  0.8  0.2870  17.7287  51.8036
218.0  0.8  0.2870  18.2711  52.4641
