# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  1.0  0.2000  5.0000  67.0682
218.0  1.0  0.2000  5.1530  66.5417
218.0  1.0  0.2000  5.3106  67.6301
218.0  1.0  0.2000  5.4731  66.1655
218.0  1.0  0.2000  5.6406  65.6636
218.0  1.0  0.2000  5.8131  65.8654
218.0  1.0  0.2000  5.9910  65.6055
218.0  1.0  0.2000  6.1743  65.8289
218.0  1.0  0.2000  6.3632  66.3294
218.0  1.0  0.2000  6.5579  66.4947
218.0  1.0  0.2000  6.7585  65.1663
218.0  1.0  0.2000  6.9653  65.1619
218.0  1.0  0.2000  7.1784  64.7215
218.0  1.0  0.2000  7.3981  64.0550
218.0  1.0  0.2000  7.6244  64.0591
218.0  1.0  0.2000  7.8577  64.7937
218.0  1.0  0.2000  8.0981  64.9190
218.0  1.0  0.2000  8.3458  65.6280
218.0  1.0  0.2000  8.6012  64.4142
218.0  1.0  0.2000  8.8644  63.9266
218.0  1.0  0.2000  9.1356  64.1515
218.0  1.0  0.2000  9.4151  63.2973
218.0  1.0  0.2000  9.7031  63.6345
218.0  1.0  0.2000  10.0000  63.2907
218.0  1.0  0.2000  10.3060  63.0115
218.0  1.0  0.2000  10.6213  63.6182
218.0  1.0  0.2000  10.9462  62.6746
218.0  1.0  0.2000  11.2811  63.2297
218.0  1.0  0.2000  11.6263  62.2337
218.0  1.0  0.2000  11.9820  62.7372
218.0  1.0  0.2000  12.3486  63.2512
218.0  1.0  0.2000  12.7264  62.0089
218.0  1.0  0.2000  13.1158  62.4418
218.0  1.0  0.2000  13.5171  61.5972
218.0  1.0  0.2000  13.9306  62.0088
218.0  1.0  0.2000  14.3568  61.9285
218.0  1.0  0.2000  14.7961  62.4036
218.0  1.0  0.2000  15.2488  61.8267
218.0  1.0  0.2000  15.7153  62.2731
218.0  1.0  0.2000  16.1962  61.1289
218.0  1.0  0.2000  16.6917  61.4931
218.0  1.0  0.2000  17.2024  61.7438
218.0  1.0  0.2000  17.7287  60.4344
218.0  1.0  0.2000  18.2711  60.7657
218.0  1.0  0.2000  18.8301  60.1610
218.0  1.0  0.2000  19.4063  59.7520
218.0  1.0  0.2000  20.0000  60.0446
218.0  1.0  0.2000  20.6119  60.3367
218.0  1.0  0.2000  21.2425  60.1118
218.0  1.0  0.2000  21.8925  60.2754
218.0  1.0  0.2000  22.5623  60.4265
218.0  1.0  0.2000  23.2526  59.8498
218.0  1.0  0.2000  23.9640  60.0500
218.0  1.0  0.2000  24.6972  59.7932
218.0  1.0  0.2000  25.4528  60.0515
218.0  1.0  0.2000  26.2316  58.9818
218.0  1.0  0.2000  27.0341  59.1363
218.0  1.0  0.2000  27.8613  59.2899
218.0  1.0  0.2000  28.7137  59.0601
218.0  1.0  0.2000  29.5922  58.6966
218.0  1.0  0.2000  30.4976  58.8827
218.0  1.0  0.2000  31.4307  58.1784
218.0  1.0  0.2000  32.3923  58.2769
218.0  1.0  0.2000  33.3834  57.8648
218.0  1.0  0.2000  34.4048  58.0201
218.0  1.0  0.2000  35.4574  58.1728
218.0  1.0  0.2000  36.5422  58.3228
218.0  1.0  0.2000  37.6603  56.8813
218.0  1.0  0.2000  38.8125  56.9527
218.0  1.0  0.2000  40.0000  57.0232
218.0  1.0  0.2109  5.0000  66.4896
218.0  1.0  0.2109  5.1530  65.6051
218.0  1.0  0.2109  5.3106  65.5913
218.0  1.0  0.2109  5.4731  66.5658
218.0  1.0  0.2109  5.6406  64.9963
218.0  1.0  0.2109  5.8131  65.0653
218.0  1.0  0.2109  5.9910  64.3126
218.0  1.0  0.2109  6.1743  65.4562
218.0  1.0  0.2109  6.3632  66.4503
218.0  1.0  0.2109  6.5579  64.6083
218.0  1.0  0.2109  6.7585  63.7837
218.0  1.0  0.2109  6.9653  63.5712
218.0  1.0  0.2109  7.1784  64.4708
218.0  1.0  0.2109  7.3981  63.4588
218.0  1.0  0.2109  7.6244  63.4528
218.0  1.0  0.2109  7.8577  64.2088
218.0  1.0  0.2109  8.0981  62.4011
218.0  1.0  0.2109  8.3458  63.3124
218.0  1.0  0.2109  8.6012  62.7107
218.0  1.0  0.2109  8.8644  61.8031
218.0  1.0  0.2109  9.1356  61.6582
218.0  1.0  0.2109  9.4151  62.3986
218.0  1.0  0.2109  9.7031  62.3477
218.0  1.0  0.2109  10.0000  63.0502
218.0  1.0  0.2109  10.3060  61.6031
218.0  1.0  0.2109  10.6213  61.5446
218.0  1.0  0.2109  10.9462  61.1645
218.0  1.0  0.2109  11.2811  61.1825
218.0  1.0  0.2109  11.6263  60.9258
218.0  1.0  0.2109  11.9820  61.0328
218.0  1.0  0.2109  12.3486  60.4985
218.0  1.0  0.2109  12.7264  60.5498
218.0  1.0  0.2109  13.1158  61.1176
218.0  1.0  0.2109  13.5171  59.9853
218.0  1.0  0.2109  13.9306  60.5024
218.0  1.0  0.2109  14.3568  61.0256
218.0  1.0  0.2109  14.7961  59.7925
218.0  1.0  0.2109  15.2488  60.2598
218.0  1.0  0.2109  15.7153  60.7309
218.0  1.0  0.2109  16.1962  59.1934
218.0  1.0  0.2109  16.6917  59.5585
218.0  1.0  0.2109  17.2024  58.6278
218.0  1.0  0.2109  17.7287  58.9937
218.0  1.0  0.2109  18.2711  59.3613
218.0  1.0  0.2109  18.8301  59.5043
218.0  1.0  0.2109  19.4063  58.7203
218.0  1.0  0.2109  20.0000  58.9835
218.0  1.0  0.2109  20.6119  59.2483
218.0  1.0  0.2109  21.2425  58.2284
218.0  1.0  0.2109  21.8925  58.5624
218.0  1.0  0.2109  22.5623  58.2336
218.0  1.0  0.2109  23.2526  58.4446
218.0  1.0  0.2109  23.9640  57.4522
218.0  1.0  0.2109  24.6972  57.7215
218.0  1.0  0.2109  25.4528  56.9442
218.0  1.0  0.2109  26.2316  56.4905
218.0  1.0  0.2109  27.0341  56.7220
218.0  1.0  0.2109  27.8613  56.9513
218.0  1.0  0.2109  28.7137  57.1782
218.0  1.0  0.2109  29.5922  56.3804
218.0  1.0  0.2109  30.4976  56.5044
218.0  1.0  0.2109  31.4307  56.6279
218.0  1.0  0.2109  32.3923  56.1818
218.0  1.0  0.2109  33.3834  56.3294
218.0  1.0  0.2109  34.4048  56.4753
218.0  1.0  0.2109  35.4574  56.6192
218.0  1.0  0.2109  36.5422  56.6753
218.0  1.0  0.2109  37.6603  56.8584
218.0  1.0  0.2109  38.8125  57.0380
218.0  1.0  0.2109  40.0000  55.3563
218.0  1.0  0.2217  5.0000  65.7652
218.0  1.0  0.2217  5.1530  65.9971
218.0  1.0  0.2217  5.3106  65.2607
218.0  1.0  0.2217  5.4731  64.4898
218.0  1.0  0.2217  5.6406  63.5310
218.0  1.0  0.2217  5.8131  63.8062
218.0  1.0  0.2217  5.9910  63.5345
218.0  1.0  0.2217  6.1743  63.3460
218.0  1.0  0.2217  6.3632  64.4013
218.0  1.0  0.2217  6.5579  63.3441
218.0  1.0  0.2217  6.7585  62.8544
218.0  1.0  0.2217  6.9653  62.3232
218.0  1.0  0.2217  7.1784  62.9877
218.0  1.0  0.2217  7.3981  63.8718
218.0  1.0  0.2217  7.6244  62.2949
218.0  1.0  0.2217  7.8577  61.6220
218.0  1.0  0.2217  8.0981  62.5960
218.0  1.0  0.2217  8.3458  61.8957
218.0  1.0  0.2217  8.6012  60.9563
218.0  1.0  0.2217  8.8644  61.1686
218.0  1.0  0.2217  9.1356  61.2798
218.0  1.0  0.2217  9.4151  60.7826
218.0  1.0  0.2217  9.7031  60.5921
218.0  1.0  0.2217  10.0000  61.4957
218.0  1.0  0.2217  10.3060  60.7214
218.0  1.0  0.2217  10.6213  59.5730
218.0  1.0  0.2217  10.9462  59.7606
218.0  1.0  0.2217  11.2811  59.9905
218.0  1.0  0.2217  11.6263  59.7616
218.0  1.0  0.2217  11.9820  60.4340
218.0  1.0  0.2217  12.3486  60.1631
218.0  1.0  0.2217  12.7264  59.3504
218.0  1.0  0.2217  13.1158  59.7923
218.0  1.0  0.2217  13.5171  58.6647
218.0  1.0  0.2217  13.9306  59.1217
218.0  1.0  0.2217  14.3568  58.7352
218.0  1.0  0.2217  14.7961  58.1933
218.0  1.0  0.2217  15.2488  57.6014
218.0  1.0  0.2217  15.7153  58.0368
218.0  1.0  0.2217  16.1962  57.9597
218.0  1.0  0.2217  16.6917  58.3316
218.0  1.0  0.2217  17.2024  57.5733
218.0  1.0  0.2217  17.7287  58.0376
218.0  1.0  0.2217  18.2711  58.5027
218.0  1.0  0.2217  18.8301  57.0666
218.0  1.0  0.2217  19.4063  57.4764
218.0  1.0  0.2217  20.0000  57.8861
218.0  1.0  0.2217  20.6119  56.1131
218.0  1.0  0.2217  21.2425  56.4497
218.0  1.0  0.2217  21.8925  56.6109
218.0  1.0  0.2217  22.5623  55.6670
218.0  1.0  0.2217  23.2526  55.9494
218.0  1.0  0.2217  23.9640  55.9996
218.0  1.0  0.2217  24.6972  56.1798
218.0  1.0  0.2217  25.4528  56.3611
218.0  1.0  0.2217  26.2316  55.5101
218.0  1.0  0.2217  27.0341  55.7240
218.0  1.0  0.2217  27.8613  55.9369
218.0  1.0  0.2217  28.7137  56.1485
218.0  1.0  0.2217  29.5922  55.4509
218.0  1.0  0.2217  30.4976  55.7110
218.0  1.0  0.2217  31.4307  54.8079
218.0  1.0  0.2217  32.3923  54.9698
218.0  1.0  0.2217  33.3834  54.2183
218.0  1.0  0.2217  34.4048  54.4215
218.0  1.0  0.2217  35.4574  54.6217
218.0  1.0  0.2217  36.5422  54.8187
218.0  1.0  0.2217  37.6603  53.7453
218.0  1.0  0.2217  38.8125  53.3399
218.0  1.0  0.2217  40.0000  53.5050
218.0  1.0  0.2326  5.0000  64.3832
218.0  1.0  0.2326  5.1530  64.1721
218.0  1.0  0.2326  5.3106  63.1686
218.0  1.0  0.2326  5.4731  63.2681
218.0  1.0  0.2326  5.6406  63.5306
218.0  1.0  0.2326  5.8131  63.3434
218.0  1.0  0.2326  5.9910  63.3551
218.0  1.0  0.2326  6.1743  64.0643
218.0  1.0  0.2326  6.3632  62.1849
218.0  1.0  0.2326  6.5579  62.0557
218.0  1.0  0.2326  6.7585  61.5563
218.0  1.0  0.2326  6.9653  61.7511
218.0  1.0  0.2326  7.1784  61.3664
218.0  1.0  0.2326  7.3981  62.4725
218.0  1.0  0.2326  7.6244  61.2336
218.0  1.0  0.2326  7.8577  61.7384
218.0  1.0  0.2326  8.0981  61.0657
218.0  1.0  0.2326  8.3458  60.5217
