# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  1.2  0.2000  35.4574  58.9703
218.0  1.2  0.2000  36.5422  58.3995
218.0  1.2  0.2000  37.6603  58.5441
218.0  1.2  0.2000  38.8125  58.6869
218.0  1.2  0.2000  40.0000  58.8280
218.0  1.2  0.2109  5.0000  67.8171
218.0  1.2  0.2109  5.1530  66.3784
218.0  1.2  0.2109  5.3106  66.4898
218.0  1.2  0.2109  5.4731  67.0451
218.0  1.2  0.2109  5.6406  67.3096
218.0  1.2  0.2109  5.8131  67.2354
218.0  1.2  0.2109  5.9910  66.0078
218.0  1.2  0.2109  6.1743  65.2840
218.0  1.2  0.2109  6.3632  66.0122
218.0  1.2  0.2109  6.5579  65.8620
218.0  1.2  0.2109  6.7585  66.1515
218.0  1.2  0.2109  6.9653  66.0183
218.0  1.2  0.2109  7.1784  64.1579
218.0  1.2  0.2109  7.3981  63.8450
218.0  1.2  0.2109  7.6244  64.8466
218.0  1.2  0.2109  7.8577  64.0114
218.0  1.2  0.2109  8.0981  64.9453
218.0  1.2  0.2109  8.3458  65.9233
218.0  1.2  0.2109  8.6012  63.9349
218.0  1.2  0.2109  8.8644  63.3398
218.0  1.2  0.2109  9.1356  63.5677
218.0  1.2  0.2109  9.4151  63.0085
218.0  1.2  0.2109  9.7031  63.8891
218.0  1.2  0.2109  10.0000  63.0846
218.0  1.2  0.2109  10.3060  63.0485
218.0  1.2  0.2109  10.6213  63.6180
218.0  1.2  0.2109  10.9462  62.3017
218.0  1.2  0.2109  11.2811  62.0615
218.0  1.2  0.2109  11.6263  62.7675
218.0  1.2  0.2109  11.9820  62.0345
218.0  1.2  0.2109  12.3486  62.7023
218.0  1.2  0.2109  12.7264  61.6344
218.0  1.2  0.2109  13.1158  61.3638
218.0  1.2  0.2109  13.5171  61.2565
218.0  1.2  0.2109  13.9306  61.7530
218.0  1.2  0.2109  14.3568  62.2614
218.0  1.2  0.2109  14.7961  60.8051
218.0  1.2  0.2109  15.2488  61.2324
218.0  1.2  0.2109  15.7153  60.7283
218.0  1.2  0.2109  16.1962  60.5400
218.0  1.2  0.2109  16.6917  60.0472
218.0  1.2  0.2109  17.2024  60.0260
218.0  1.2  0.2109  17.7287  60.1141
218.0  1.2  0.2109  18.2711  60.3893
218.0  1.2  0.2109  18.8301  59.7205
218.0  1.2  0.2109  19.4063  60.0242
218.0  1.2  0.2109  20.0000  59.7253
218.0  1.2  0.2109  20.6119  60.1028
218.0  1.2  0.2109  21.2425  60.3583
218.0  1.2  0.2109  21.8925  59.2142
218.0  1.2  0.2109  22.5623  59.5436
218.0  1.2  0.2109  23.2526  59.8733
218.0  1.2  0.2109  23.9640  58.5702
218.0  1.2  0.2109  24.6972  58.8536
218.0  1.2  0.2109  25.4528  59.1367
218.0  1.2  0.2109  26.2316  59.4192
218.0  1.2  0.2109  27.0341  57.8790
218.0  1.2  0.2109  27.8613  58.1020
218.0  1.2  0.2109  28.7137  58.3245
218.0  1.2  0.2109  29.5922  57.2686
218.0  1.2  0.2109  30.4976  57.4687
218.0  1.2  0.2109  31.4307  57.6679
218.0  1.2  0.2109  32.3923  57.8660
218.0  1.2  0.2109  33.3834  58.0626
218.0  1.2  0.2109  34.4048  57.8406
218.0  1.2  0.2109  35.4574  58.0604
218.0  1.2  0.2109  36.5422  57.2307
218.0  1.2  0.2109  37.6603  57.4277
218.0  1.2  0.2109  38.8125  57.6220
218.0  1.2  0.2109  40.0000  57.8136
218.0  1.2  0.2217  5.0000  64.8680
218.0  1.2  0.2217  5.1530  65.2464
218.0  1.2  0.2217  5.3106  65.1269
218.0  1.2  0.2217  5.4731  65.6681
218.0  1.2  0.2217  5.6406  64.8006
218.0  1.2  0.2217  5.8131  65.5175
218.0  1.2  0.2217  5.9910  64.5462
218.0  1.2  0.2217  6.1743  65.0392
218.0  1.2  0.2217  6.3632  65.0840
218.0  1.2  0.2217  6.5579  65.3675
218.0  1.2  0.2217  6.7585  64.7951
218.0  1.2  0.2217  6.9653  63.5530
218.0  1.2  0.2217  7.1784  63.7389
218.0  1.2  0.2217  7.3981  63.5624
218.0  1.2  0.2217  7.6244  63.1284
218.0  1.2  0.2217  7.8577  63.3198
218.0  1.2  0.2217  8.0981  63.0415
218.0  1.2  0.2217  8.3458  63.8832
218.0  1.2  0.2217  8.6012  62.3011
218.0  1.2  0.2217  8.8644  62.1208
218.0  1.2  0.2217  9.1356  62.9605
218.0  1.2  0.2217  9.4151  62.0193
218.0  1.2  0.2217  9.7031  62.8022
218.0  1.2  0.2217  10.0000  63.4912
218.0  1.2  0.2217  10.3060  61.5329
218.0  1.2  0.2217  10.6213  61.6810
218.0  1.2  0.2217  10.9462  61.4986
218.0  1.2  0.2217  11.2811  60.7317
218.0  1.2  0.2217  11.6263  61.4305
218.0  1.2  0.2217  11.9820  60.4009
218.0  1.2  0.2217  12.3486  60.7783
218.0  1.2  0.2217  12.7264  60.4789
218.0  1.2  0.2217  13.1158  61.0435
218.0  1.2  0.2217  13.5171  60.1131
218.0  1.2  0.2217  13.9306  59.7435
218.0  1.2  0.2217  14.3568  60.4081
218.0  1.2  0.2217  14.7961  59.5045
218.0  1.2  0.2217  15.2488  60.1238
218.0  1.2  0.2217  15.7153  58.8404
218.0  1.2  0.2217  16.1962  58.8331
218.0  1.2  0.2217  16.6917  58.9225
218.0  1.2  0.2217  17.2024  58.6019
218.0  1.2  0.2217  17.7287  59.0578
218.0  1.2  0.2217  18.2711  59.5190
218.0  1.2  0.2217  18.8301  58.7606
218.0  1.2  0.2217  19.4063  58.1971
218.0  1.2  0.2217  20.0000  58.5842
218.0  1.2  0.2217  20.6119  58.5108
218.0  1.2  0.2217  21.2425  57.6223
218.0  1.2  0.2217  21.8925  57.9575
218.0  1.2  0.2217  22.5623  57.9289
218.0  1.2  0.2217  23.2526  57.7584
218.0  1.2  0.2217  23.9640  57.0768
218.0  1.2  0.2217  24.6972  57.3442
218.0  1.2  0.2217  25.4528  56.6014
218.0  1.2  0.2217  26.2316  56.8571
218.0  1.2  0.2217  27.0341  56.7836
218.0  1.2  0.2217  27.8613  57.0102
218.0  1.2  0.2217  28.7137  57.2171
218.0  1.2  0.2217  29.5922  57.4244
218.0  1.2  0.2217  30.4976  56.2248
218.0  1.2  0.2217  31.4307  56.4857
218.0  1.2  0.2217  32.3923  56.7445
218.0  1.2  0.2217  33.3834  57.0008
218.0  1.2  0.2217  34.4048  55.4877
218.0  1.2  0.2217  35.4574  55.7045
218.0  1.2  0.2217  36.5422  55.9190
218.0  1.2  0.2217  37.6603  56.1312
218.0  1.2  0.2217  38.8125  56.3408
218.0  1.2  0.2217  40.0000  56.5476
218.0  1.2  0.2326  5.0000  63.2674
218.0  1.2  0.2326  5.1530  64.7659
218.0  1.2  0.2326  5.3106  63.5477
218.0  1.2  0.2326  5.4731  63.7796
218.0  1.2  0.2326  5.6406  64.3538
218.0  1.2  0.2326  5.8131  63.7586
218.0  1.2  0.2326  5.9910  63.7259
218.0  1.2  0.2326  6.1743  63.1157
218.0  1.2  0.2326  6.3632  64.3258
218.0  1.2  0.2326  6.5579  63.4107
218.0  1.2  0.2326  6.7585  64.5603
218.0  1.2  0.2326  6.9653  63.7754
218.0  1.2  0.2326  7.1784  63.4309
218.0  1.2  0.2326  7.3981  63.3493
218.0  1.2  0.2326  7.6244  63.3041
218.0  1.2  0.2326  7.8577  63.2344
218.0  1.2  0.2326  8.0981  63.7252
218.0  1.2  0.2326  8.3458  62.3851
218.0  1.2  0.2326  8.6012  62.4860
218.0  1.2  0.2326  8.8644  62.1587
218.0  1.2  0.2326  9.1356  61.4808
218.0  1.2  0.2326  9.4151  61.5211
218.0  1.2  0.2326  9.7031  61.0063
218.0  1.2  0.2326  10.0000  61.8779
218.0  1.2  0.2326  10.3060  60.5834
218.0  1.2  0.2326  10.6213  60.4193
218.0  1.2  0.2326  10.9462  60.5109
218.0  1.2  0.2326  11.2811  60.0177
218.0  1.2  0.2326  11.6263  60.1708
218.0  1.2  0.2326  11.9820  60.8436
218.0  1.2  0.2326  12.3486  59.0914
218.0  1.2  0.2326  12.7264  59.8684
218.0  1.2  0.2326  13.1158  58.8689
218.0  1.2  0.2326  13.5171  59.5916
218.0  1.2  0.2326  13.9306  58.6045
218.0  1.2  0.2326  14.3568  59.2766
218.0  1.2  0.2326  14.7961  57.9741
218.0  1.2  0.2326  15.2488  58.3350
218.0  1.2  0.2326  15.7153  57.7943
218.0  1.2  0.2326  16.1962  58.3235
218.0  1.2  0.2326  16.6917  58.8619
218.0  1.2  0.2326  17.2024  58.3166
218.0  1.2  0.2326  17.7287  57.7707
218.0  1.2  0.2326  18.2711  58.2133
218.0  1.2  0.2326  18.8301  57.2813
218.0  1.2  0.2326  19.4063  57.2529
218.0  1.2  0.2326  20.0000  57.6381
218.0  1.2  0.2326  20.6119  56.7854
218.0  1.2  0.2326  21.2425  56.1505
218.0  1.2  0.2326  21.8925  56.5949
218.0  1.2  0.2326  22.5623  56.0454
218.0  1.2  0.2326  23.2526  56.4424
218.0  1.2  0.2326  23.9640  56.8397
218.0  1.2  0.2326  24.6972  57.2367
218.0  1.2  0.2326  25.4528  56.4535
218.0  1.2  0.2326  26.2316  55.5338
218.0  1.2  0.2326  27.0341  55.8598
218.0  1.2  0.2326  27.8613  56.1400
218.0  1.2  0.2326  28.7137  56.5087
218.0  1.2  0.2326  29.5922  54.9003
218.0  1.2  0.2326  30.4976  55.1523
218.0  1.2  0.2326  31.4307  55.4475
218.0  1.2  0.2326  32.3923  55.1772
218.0  1.2  0.2326  33.3834  55.0927
218.0  1.2  0.2326  34.4048  54.1030
218.0  1.2  0.2326  35.4574  54.3130
218.0  1.2  0.2326  36.5422  53.4866
218.0  1.2  0.2326  37.6603  53.6832
218.0  1.2  0.2326  38.8125  53.8782
218.0  1.2  0.2326  40.0000  54.0372
218.0  1.2  0.2435  5.0000  62.2533
218.0  1.2  0.2435  5.1530  62.2596
218.0  1.2  0.2435  5.3106  62.7001
218.0  1.2  0.2435  5.4731  62.4060
218.0  1.2  0.2435  5.6406  62.8508
218.0  1.2  0.2435  5.8131  63.0088
218.0  1.2  0.2435  5.9910  63.2643
218.0  1.2  0.2435  6.1743  61.8120
218.0  1.2  0.2435  6.3632  62.6641
218.0  1.2  0.2435  6.5579  62.5121
218.0  1.2  0.2435  6.7585  62.4390
218.0  1.2  0.2435  6.9653  62.5241
218.0  1.2  0.2435  7.1784  61.4481
218.0  1.2  0.2435  7.3981  62.2951
218.0  1.2  0.2435  7.6244  62.2737
218.0  1.2  0.2435  7.8577  62.8478
218.0  1.2  0.2435  8.0981  62.2254
218.0  1.2  0.2435  8.3458  61.7640
218.0  1.2  0.2435  8.6012  61.6094
218.0  1.2  0.2435  8.8644  60.9273
218.0  1.2  0.2435  9.1356  61.9348
218.0  1.2  0.2435  9.4151  61.6043
218.0  1.2  0.2435  9.7031  60.1870
218.0  1.2  0.2435  10.0000  60.1974
218.0  1.2  0.2435  10.3060  59.7508
218.0  1.2  0.2435  10.6213  60.7212
218.0  1.2  0.2435  10.9462  59.8804
218.0  1.2  0.2435  11.2811  59.7524
218.0  1.2  0.2435  11.6263  58.9974
218.0  1.2  0.2435  11.9820  59.8604
218.0  1.2  0.2435  12.3486  58.2987
218.0  1.2  0.2435  12.7264  59.0695
218.0  1.2  0.2435  13.1158  58.0309
218.0  1.2  0.2435  13.5171  58.4947
218.0  1.2  0.2435  13.9306  58.7653
218.0  1.2  0.2435  14.3568  58.0807
218.0  1.2  0.2435  14.7961  58.7246
218.0  1.2  0.2435  15.2488  57.2505
218.0  1.2  0.2435  15.7153  57.9836
218.0  1.2  0.2435  16.1962  56.7632
218.0  1.2  0.2435  16.6917  57.4360
218.0  1.2  0.2435  17.2024  56.2560
218.0  1.2  0.2435  17.7287  56.8733
218.0  1.2  0.2435  18.2711  57.4959
218.0  1.2  0.2435  18.8301  55.8734
218.0  1.2  0.2435  19.4063  56.1988
218.0  1.2  0.2435  20.0000  55.3832
218.0  1.2  0.2435  20.6119  55.8618
218.0  1.2  0.2435  21.2425  56.3435
218.0  1.2  0.2435  21.8925  56.0636
218.0  1.2  0.2435  22.5623  54.8969
218.0  1.2  0.2435  23.2526  55.2853
218.0  1.2  0.2435  23.9640  55.6755
218.0  1.2  0.2435  24.6972  55.1068
218.0  1.2  0.2435  25.4528  54.4307
218.0  1.2  0.2435  26.2316  54.7622
218.0  1.2  0.2435  27.0341  54.1984
218.0  1.2  0.2435  27.8613  54.6051
218.0  1.2  0.2435  28.7137  53.7609
218.0  1.2  0.2435  29.5922  53.8526
218.0  1.2  0.2435  30.4976  53.3466
218.0  1.2  0.2435  31.4307  53.6031
218.0  1.2  0.2435  32.3923  53.8591
218.0  1.2  0.2435  33.3834  54.1142
218.0  1.2  0.2435  34.4048  54.3679
218.0  1.2  0.2435  35.4574  53.5603
218.0  1.2  0.2435  36.5422  52.6077
218.0  1.2  0.2435  37.6603  52.8621
218.0  1.2  0.2435  38.8125  53.1139
218.0  1.2  0.2435  40.0000  53.3628
218.0  1.2  0.2543  5.0000  61.1273
218.0  1.2  0.2543  5.1530  61.5671
218.0  1.2  0.2543  5.3106  62.1460
218.0  1.2  0.2543  5.4731  61.6905
218.0  1.2  0.2543  5.6406  61.5431
218.0  1.2  0.2543  5.8131  61.1767
218.0  1.2  0.2543  5.9910  62.1525
218.0  1.2  0.2543  6.1743  61.8167
218.0  1.2  0.2543  6.3632  60.6495
218.0  1.2  0.2543  6.5579  61.9002
218.0  1.2  0.2543  6.7585  61.6262
218.0  1.2  0.2543  6.9653  60.7055
218.0  1.2  0.2543  7.1784  60.7753
218.0  1.2  0.2543  7.3981  61.6853
218.0  1.2  0.2543  7.6244  61.0100
218.0  1.2  0.2543  7.8577  61.3984
218.0  1.2  0.2543  8.0981  61.3848
218.0  1.2  0.2543  8.3458  60.0104
218.0  1.2  0.2543  8.6012  60.3680
218.0  1.2  0.2543  8.8644  61.2288
218.0  1.2  0.2543  9.1356  61.2229
218.0  1.2  0.2543  9.4151  60.7326
218.0  1.2  0.2543  9.7031  59.8335
218.0  1.2  0.2543  10.0000  59.4968
218.0  1.2  0.2543  10.3060  60.2512
218.0  1.2  0.2543  10.6213  59.6209
218.0  1.2  0.2543  10.9462  59.1100
218.0  1.2  0.2543  11.2811  60.0568
218.0  1.2  0.2543  11.6263  59.0812
218.0  1.2  0.2543  11.9820  58.8503
218.0  1.2  0.2543  12.3486  58.3310
218.0  1.2  0.2543  12.7264  58.5429
218.0  1.2  0.2543  13.1158  58.1845
218.0  1.2  0.2543  13.5171  57.8815
218.0  1.2  0.2543  13.9306  56.8944
218.0  1.2  0.2543  14.3568  57.7184
218.0  1.2  0.2543  14.7961  58.0656
218.0  1.2  0.2543  15.2488  56.6416
218.0  1.2  0.2543  15.7153  57.3831
218.0  1.2  0.2543  16.1962  56.1053
218.0  1.2  0.2543  16.6917  56.7841
218.0  1.2  0.2543  17.2024  57.1835
218.0  1.2  0.2543  17.7287  55.7820
218.0  1.2  0.2543  18.2711  56.3794
218.0  1.2  0.2543  18.8301  56.9834
218.0  1.2  0.2543  19.4063  55.5601
218.0  1.2  0.2543  20.0000  56.0738
218.0  1.2  0.2543  20.6119  54.9594
218.0  1.2  0.2543  21.2425  55.5635
218.0  1.2  0.2543  21.8925  54.1614
218.0  1.2  0.2543  22.5623  54.7087
218.0  1.2  0.2543  23.2526  54.8147
218.0  1.2  0.2543  23.9640  53.3794
218.0  1.2  0.2543  24.6972  53.6488
218.0  1.2  0.2543  25.4528  54.1191
218.0  1.2  0.2543  26.2316  53.0247
218.0  1.2  0.2543  27.0341  53.4357
218.0  1.2  0.2543  27.8613  53.8457
218.0  1.2  0.2543  28.7137  53.7947
218.0  1.2  0.2543  29.5922  54.2594
218.0  1.2  0.2543  30.4976  52.3652
218.0  1.2  0.2543  31.4307  52.6886
218.0  1.2  0.2543  32.3923  53.0104
218.0  1.2  0.2543  33.3834  52.7301
218.0  1.2  0.2543  34.4048  53.1126
218.0  1.2  0.2543  35.4574  51.7626
218.0  1.2  0.2543  36.5422  52.0284
218.0  1.2  0.2543  37.6603  52.2922
218.0  1.2  0.2543  38.8125  52.0628
218.0  1.2  0.2543  40.0000  51.7394
218.0  1.2  0.2652  5.0000  61.9054
218.0  1.2  0.2652  5.1530  62.0628
218.0  1.2  0.2652  5.3106  61.5577
218.0  1.2  0.2652  5.4731  61.1431
218.0  1.2  0.2652  5.6406  61.3585
218.0  1.2  0.2652  5.8131  61.6084
218.0  1.2  0.2652  5.9910  60.7164
218.0  1.2  0.2652  6.1743  60.4420
218.0  1.2  0.2652  6.3632  61.1113
218.0  1.2  0.2652  6.5579  60.5514
218.0  1.2  0.2652  6.7585  60.7515
218.0  1.2  0.2652  6.9653  61.0278
218.0  1.2  0.2652  7.1784  60.7493
218.0  1.2  0.2652  7.3981  59.5770
218.0  1.2  0.2652  7.6244  59.9663
218.0  1.2  0.2652  7.8577  59.8480
218.0  1.2  0.2652  8.0981  60.0427
218.0  1.2  0.2652  8.3458  59.9949
218.0  1.2  0.2652  8.6012  60.7086
218.0  1.2  0.2652  8.8644  59.7218
218.0  1.2  0.2652  9.1356  59.8580
218.0  1.2  0.2652  9.4151  60.2973
218.0  1.2  0.2652  9.7031  58.6874
218.0  1.2  0.2652  10.0000  60.0550
218.0  1.2  0.2652  10.3060  59.2719
218.0  1.2  0.2652  10.6213  60.3840
218.0  1.2  0.2652  10.9462  58.9339
218.0  1.2  0.2652  11.2811  60.1529
218.0  1.2  0.2652  11.6263  59.0808
218.0  1.2  0.2652  11.9820  58.4525
218.0  1.2  0.2652  12.3486  58.4263
218.0  1.2  0.2652  12.7264  58.2788
218.0  1.2  0.2652  13.1158  57.5000
218.0  1.2  0.2652  13.5171  58.4230
218.0  1.2  0.2652  13.9306  57.8053
218.0  1.2  0.2652  14.3568  56.8112
218.0  1.2  0.2652  14.7961  56.7255
218.0  1.2  0.2652  15.2488  56.2700
218.0  1.2  0.2652  15.7153  56.2879
218.0  1.2  0.2652  16.1962  55.8135
218.0  1.2  0.2652  16.6917  56.0206
218.0  1.2  0.2652  17.2024  55.3760
218.0  1.2  0.2652  17.7287  56.1473
218.0  1.2  0.2652  18.2711  55.6958
218.0  1.2  0.2652  18.8301  54.7046
218.0  1.2  0.2652  19.4063  55.3854
218.0  1.2  0.2652  20.0000  56.0704
218.0  1.2  0.2652  20.6119  54.5139
218.0  1.2  0.2652  21.2425  55.1331
218.0  1.2  0.2652  21.8925  53.2065
218.0  1.2  0.2652  22.5623  53.7385
218.0  1.2  0.2652  23.2526  54.2727
218.0  1.2  0.2652  23.9640  54.5082
218.0  1.2  0.2652  24.6972  53.0911
218.0  1.2  0.2652  25.4528  53.5420
218.0  1.2  0.2652  26.2316  53.9935
218.0  1.2  0.2652  27.0341  52.8319
218.0  1.2  0.2652  27.8613  53.2228
218.0  1.2  0.2652  28.7137  53.6136
218.0  1.2  0.2652  29.5922  52.5327
218.0  1.2  0.2652  30.4976  52.0579
218.0  1.2  0.2652  31.4307  52.3847
218.0  1.2  0.2652  32.3923  51.2603
218.0  1.2  0.2652  33.3834  51.4609
218.0  1.2  0.2652  34.4048  51.8454
218.0  1.2  0.2652  35.4574  51.1450
218.0  1.2  0.2652  36.5422  50.8331
218.0  1.2  0.2652  37.6603  51.1623
218.0  1.2  0.2652  38.8125  51.4261
218.0  1.2  0.2652  40.0000  51.6792
218.0  1.2  0.2761  5.0000  61.6654
218.0  1.2  0.2761  5.1530  61.1477
218.0  1.2  0.2761  5.3106  61.8387
218.0  1.2  0.2761  5.4731  60.6606
218.0  1.2  0.2761  5.6406  61.0719
218.0  1.2  0.2761  5.8131  61.2168
218.0  1.2  0.2761  5.9910  60.3554
218.0  1.2  0.2761  6.1743  60.5740
218.0  1.2  0.2761  6.3632  60.6192
218.0  1.2  0.2761  6.5579  60.1079
218.0  1.2  0.2761  6.7585  59.8018
218.0  1.2  0.2761  6.9653  59.7646
218.0  1.2  0.2761  7.1784  59.6186
218.0  1.2  0.2761  7.3981  60.0384
218.0  1.2  0.2761  7.6244  58.9397
218.0  1.2  0.2761  7.8577  59.3393
218.0  1.2  0.2761  8.0981  59.6975
218.0  1.2  0.2761  8.3458  58.5922
218.0  1.2  0.2761  8.6012  58.9270
218.0  1.2  0.2761  8.8644  59.1564
218.0  1.2  0.2761  9.1356  58.6460
218.0  1.2  0.2761  9.4151  59.0342
218.0  1.2  0.2761  9.7031  59.3310
218.0  1.2  0.2761  10.0000  59.4853
218.0  1.2  0.2761  10.3060  58.5246
218.0  1.2  0.2761  10.6213  58.0204
218.0  1.2  0.2761  10.9462  58.6541
218.0  1.2  0.2761  11.2811  59.2460
218.0  1.2  0.2761  11.6263  58.7260
218.0  1.2  0.2761  11.9820  57.7362
218.0  1.2  0.2761  12.3486  58.3228
218.0  1.2  0.2761  12.7264  57.6399
218.0  1.2  0.2761  13.1158  58.2366
218.0  1.2  0.2761  13.5171  57.1291
218.0  1.2  0.2761  13.9306  57.9018
218.0  1.2  0.2761  14.3568  57.2572
218.0  1.2  0.2761  14.7961  57.0697
218.0  1.2  0.2761  15.2488  56.5315
218.0  1.2  0.2761  15.7153  55.7105
218.0  1.2  0.2761  16.1962  56.5850
218.0  1.2  0.2761  16.6917  56.2540
218.0  1.2  0.2761  17.2024  55.8344
218.0  1.2  0.2761  17.7287  55.3541
218.0  1.2  0.2761  18.2711  55.7466
218.0  1.2  0.2761  18.8301  54.5058
218.0  1.2  0.2761  19.4063  54.9428
218.0  1.2  0.2761  20.0000  54.2588
218.0  1.2  0.2761  20.6119  53.8461
218.0  1.2  0.2761  21.2425  54.4389
218.0  1.2  0.2761  21.8925  54.1814
218.0  1.2  0.2761  22.5623  54.8763
218.0  1.2  0.2761  23.2526  53.5842
218.0  1.2  0.2761  23.9640  53.0143
218.0  1.2  0.2761  24.6972  53.6170
218.0  1.2  0.2761  25.4528  54.2186
218.0  1.2  0.2761  26.2316  52.4364
218.0  1.2  0.2761  27.0341  52.8206
218.0  1.2  0.2761  27.8613  53.2072
218.0  1.2  0.2761  28.7137  51.2506
218.0  1.2  0.2761  29.5922  51.7071
218.0  1.2  0.2761  30.4976  52.1614
218.0  1.2  0.2761  31.4307  51.8355
218.0  1.2  0.2761  32.3923  52.1564
218.0  1.2  0.2761  33.3834  50.9944
218.0  1.2  0.2761  34.4048  51.3694
218.0  1.2  0.2761  35.4574  51.7415
218.0  1.2  0.2761  36.5422  50.3422
218.0  1.2  0.2761  37.6603  50.6609
218.0  1.2  0.2761  38.8125  50.9772
218.0  1.2  0.2761  40.0000  51.2905
218.0  1.2  0.2870  5.0000  63.0244
218.0  1.2  0.2870  5.1530  60.7574
218.0  1.2  0.2870  5.3106  61.1679
218.0  1.2  0.2870  5.4731  61.2227
218.0  1.2  0.2870  5.6406  60.8005
218.0  1.2  0.2870  5.8131  60.5140
218.0  1.2  0.2870  5.9910  61.0977
218.0  1.2  0.2870  6.1743  60.1807
218.0  1.2  0.2870  6.3632  60.0118
218.0  1.2  0.2870  6.5579  60.7024
218.0  1.2  0.2870  6.7585  59.4645
218.0  1.2  0.2870  6.9653  59.1291
218.0  1.2  0.2870  7.1784  59.0303
218.0  1.2  0.2870  7.3981  59.9392
218.0  1.2  0.2870  7.6244  58.6828
218.0  1.2  0.2870  7.8577  58.0781
218.0  1.2  0.2870  8.0981  59.3830
218.0  1.2  0.2870  8.3458  58.6480
218.0  1.2  0.2870  8.6012  59.3930
218.0  1.2  0.2870  8.8644  58.4207
218.0  1.2  0.2870  9.1356  58.1303
218.0  1.2  0.2870  9.4151  58.1392
218.0  1.2  0.2870  9.7031  58.6379
218.0  1.2  0.2870  10.0000  58.4086
218.0  1.2  0.2870  10.3060  58.4481
218.0  1.2  0.2870  10.6213  57.5512
218.0  1.2  0.2870  10.9462  58.3077
218.0  1.2  0.2870  11.2811  58.3887
218.0  1.2  0.2870  11.6263  58.2692
218.0  1.2  0.2870  11.9820  57.3076
218.0  1.2  0.2870  12.3486  57.3360
218.0  1.2  0.2870  12.7264  57.2888
218.0  1.2  0.2870  13.1158  57.1357
218.0  1.2  0.2870  13.5171  57.0790
218.0  1.2  0.2870  13.9306  57.2361
218.0  1.2  0.2870  14.3568  56.3770
218.0  1.2  0.2870  14.7961  57.0479
218.0  1.2  0.2870  15.2488  56.1517
218.0  1.2  0.2870  15.7153  57.0631
218.0  1.2  0.2870  16.1962  55.4691
218.0  1.2  0.2870  16.6917  56.2892
218.0  1.2  0.2870  17.2024  55.7956
218.0  1.2  0.2870  17.7287  55.2353
218.0  1.2  0.2870  18.2711  54.9774
