# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.9  0.2217  16.1962  58.3525
218.0  0.9  0.2217  16.6917  56.7887
218.0  0.9  0.2217  17.2024  57.2096
218.0  0.9  0.2217  17.7287  56.1959
218.0  0.9  0.2217  18.2711  56.4875
218.0  0.9  0.2217  18.8301  56.4634
218.0  0.9  0.2217  19.4063  56.7049
218.0  0.9  0.2217  20.0000  56.9491
218.0  0.9  0.2217  20.6119  56.2550
218.0  0.9  0.2217  21.2425  56.5401
218.0  0.9  0.2217  21.8925  55.9943
218.0  0.9  0.2217  22.5623  56.3440
218.0  0.9  0.2217  23.2526  55.3801
218.0  0.9  0.2217  23.9640  55.6077
218.0  0.9  0.2217  24.6972  55.0511
218.0  0.9  0.2217  25.4528  55.3329
218.0  0.9  0.2217  26.2316  55.6116
218.0  0.9  0.2217  27.0341  54.4168
218.0  0.9  0.2217  27.8613  54.2470
218.0  0.9  0.2217  28.7137  54.4860
218.0  0.9  0.2217  29.5922  54.7217
218.0  0.9  0.2217  30.4976  53.3035
218.0  0.9  0.2217  31.4307  53.4378
218.0  0.9  0.2217  32.3923  53.5710
218.0  0.9  0.2217  33.3834  53.7030
218.0  0.9  0.2217  34.4048  53.5497
218.0  0.9  0.2217  35.4574  53.7026
218.0  0.9  0.2217  36.5422  53.8530
218.0  0.9  0.2217  37.6603  54.0009
218.0  0.9  0.2217  38.8125  54.1462
218.0  0.9  0.2217  40.0000  54.2889
218.0  0.9  0.2326  5.0000  64.0247
218.0  0.9  0.2326  5.1530  63.8188
218.0  0.9  0.2326  5.3106  64.2568
218.0  0.9  0.2326  5.4731  63.7525
218.0  0.9  0.2326  5.6406  63.1810
218.0  0.9  0.2326  5.8131  62.0518
218.0  0.9  0.2326  5.9910  62.2963
218.0  0.9  0.2326  6.1743  61.8823
218.0  0.9  0.2326  6.3632  61.5506
218.0  0.9  0.2326  6.5579  62.7631
218.0  0.9  0.2326  6.7585  61.5459
218.0  0.9  0.2326  6.9653  60.8816
218.0  0.9  0.2326  7.1784  61.1230
218.0  0.9  0.2326  7.3981  60.9829
218.0  0.9  0.2326  7.6244  61.9679
218.0  0.9  0.2326  7.8577  60.9070
218.0  0.9  0.2326  8.0981  60.1036
218.0  0.9  0.2326  8.3458  61.1925
218.0  0.9  0.2326  8.6012  60.3728
218.0  0.9  0.2326  8.8644  59.2149
218.0  0.9  0.2326  9.1356  59.2494
218.0  0.9  0.2326  9.4151  59.4379
218.0  0.9  0.2326  9.7031  59.5675
218.0  0.9  0.2326  10.0000  58.7566
218.0  0.9  0.2326  10.3060  59.5069
218.0  0.9  0.2326  10.6213  58.2424
218.0  0.9  0.2326  10.9462  58.0667
218.0  0.9  0.2326  11.2811  58.2797
218.0  0.9  0.2326  11.6263  58.0788
218.0  0.9  0.2326  11.9820  57.8878
218.0  0.9  0.2326  12.3486  58.4912
218.0  0.9  0.2326  12.7264  57.9582
218.0  0.9  0.2326  13.1158  57.5014
218.0  0.9  0.2326  13.5171  58.1510
218.0  0.9  0.2326  13.9306  56.6908
218.0  0.9  0.2326  14.3568  57.2726
218.0  0.9  0.2326  14.7961  57.3396
218.0  0.9  0.2326  15.2488  56.0400
218.0  0.9  0.2326  15.7153  55.4492
218.0  0.9  0.2326  16.1962  55.9269
218.0  0.9  0.2326  16.6917  55.5961
218.0  0.9  0.2326  17.2024  56.0073
218.0  0.9  0.2326  17.7287  55.6998
218.0  0.9  0.2326  18.2711  56.0610
218.0  0.9  0.2326  18.8301  56.4247
218.0  0.9  0.2326  19.4063  55.1654
218.0  0.9  0.2326  20.0000  55.0139
218.0  0.9  0.2326  20.6119  55.3103
218.0  0.9  0.2326  21.2425  54.0085
218.0  0.9  0.2326  21.8925  54.3693
218.0  0.9  0.2326  22.5623  54.3659
218.0  0.9  0.2326  23.2526  53.3943
218.0  0.9  0.2326  23.9640  53.6980
218.0  0.9  0.2326  24.6972  53.1905
218.0  0.9  0.2326  25.4528  53.3923
218.0  0.9  0.2326  26.2316  53.5941
218.0  0.9  0.2326  27.0341  53.0393
218.0  0.9  0.2326  27.8613  53.2702
218.0  0.9  0.2326  28.7137  53.4991
218.0  0.9  0.2326  29.5922  53.7258
218.0  0.9  0.2326  30.4976  53.5058
218.0  0.9  0.2326  31.4307  53.7774
218.0  0.9  0.2326  32.3923  52.2124
218.0  0.9  0.2326  33.3834  52.3870
218.0  0.9  0.2326  34.4048  52.0761
218.0  0.9  0.2326  35.4574  52.2889
218.0  0.9  0.2326  36.5422  52.4981
218.0  0.9  0.2326  37.6603  52.7036
218.0  0.9  0.2326  38.8125  50.9221
218.0  0.9  0.2326  40.0000  51.0358
218.0  0.9  0.2435  5.0000  61.9238
218.0  0.9  0.2435  5.1530  62.6393
218.0  0.9  0.2435  5.3106  63.8140
218.0  0.9  0.2435  5.4731  62.4867
218.0  0.9  0.2435  5.6406  61.9890
218.0  0.9  0.2435  5.8131  62.5264
218.0  0.9  0.2435  5.9910  62.0022
218.0  0.9  0.2435  6.1743  61.8516
218.0  0.9  0.2435  6.3632  61.1662
218.0  0.9  0.2435  6.5579  61.4526
218.0  0.9  0.2435  6.7585  61.3157
218.0  0.9  0.2435  6.9653  60.6570
218.0  0.9  0.2435  7.1784  60.7805
218.0  0.9  0.2435  7.3981  60.2190
218.0  0.9  0.2435  7.6244  61.0004
218.0  0.9  0.2435  7.8577  59.9791
218.0  0.9  0.2435  8.0981  59.1327
218.0  0.9  0.2435  8.3458  59.8891
218.0  0.9  0.2435  8.6012  58.9996
218.0  0.9  0.2435  8.8644  59.9996
218.0  0.9  0.2435  9.1356  58.9594
218.0  0.9  0.2435  9.4151  58.2529
218.0  0.9  0.2435  9.7031  59.2882
218.0  0.9  0.2435  10.0000  58.3420
218.0  0.9  0.2435  10.3060  58.7373
218.0  0.9  0.2435  10.6213  57.6617
218.0  0.9  0.2435  10.9462  56.9749
218.0  0.9  0.2435  11.2811  57.8148
218.0  0.9  0.2435  11.6263  58.3479
218.0  0.9  0.2435  11.9820  56.7418
218.0  0.9  0.2435  12.3486  56.9405
218.0  0.9  0.2435  12.7264  55.9805
218.0  0.9  0.2435  13.1158  56.1968
218.0  0.9  0.2435  13.5171  56.3324
218.0  0.9  0.2435  13.9306  55.4797
218.0  0.9  0.2435  14.3568  55.2710
218.0  0.9  0.2435  14.7961  55.8358
218.0  0.9  0.2435  15.2488  56.4075
218.0  0.9  0.2435  15.7153  54.8848
218.0  0.9  0.2435  16.1962  55.4778
218.0  0.9  0.2435  16.6917  56.0732
218.0  0.9  0.2435  17.2024  54.3880
218.0  0.9  0.2435  17.7287  54.9154
218.0  0.9  0.2435  18.2711  55.4072
218.0  0.9  0.2435  18.8301  53.3605
218.0  0.9  0.2435  19.4063  53.7998
218.0  0.9  0.2435  20.0000  53.1214
218.0  0.9  0.2435  20.6119  53.5438
218.0  0.9  0.2435  21.2425  52.9437
218.0  0.9  0.2435  21.8925  53.3033
218.0  0.9  0.2435  22.5623  52.8097
218.0  0.9  0.2435  23.2526  53.1214
218.0  0.9  0.2435  23.9640  53.4325
218.0  0.9  0.2435  24.6972  52.4101
218.0  0.9  0.2435  25.4528  52.7782
218.0  0.9  0.2435  26.2316  52.0411
218.0  0.9  0.2435  27.0341  52.2885
218.0  0.9  0.2435  27.8613  51.2184
218.0  0.9  0.2435  28.7137  51.5133
218.0  0.9  0.2435  29.5922  51.8049
218.0  0.9  0.2435  30.4976  50.5497
218.0  0.9  0.2435  31.4307  50.5352
218.0  0.9  0.2435  32.3923  50.7759
218.0  0.9  0.2435  33.3834  51.0136
218.0  0.9  0.2435  34.4048  50.0090
218.0  0.9  0.2435  35.4574  50.1653
218.0  0.9  0.2435  36.5422  50.3201
218.0  0.9  0.2435  37.6603  49.8998
218.0  0.9  0.2435  38.8125  50.0741
218.0  0.9  0.2435  40.0000  50.2458
218.0  0.9  0.2543  5.0000  61.4744
218.0  0.9  0.2543  5.1530  62.7151
218.0  0.9  0.2543  5.3106  61.8202
218.0  0.9  0.2543  5.4731  62.0445
218.0  0.9  0.2543  5.6406  60.5019
218.0  0.9  0.2543  5.8131  60.7922
218.0  0.9  0.2543  5.9910  61.9662
218.0  0.9  0.2543  6.1743  61.1676
218.0  0.9  0.2543  6.3632  60.9335
218.0  0.9  0.2543  6.5579  60.6512
218.0  0.9  0.2543  6.7585  61.0480
218.0  0.9  0.2543  6.9653  61.1757
218.0  0.9  0.2543  7.1784  60.9994
218.0  0.9  0.2543  7.3981  60.5930
218.0  0.9  0.2543  7.6244  60.2213
218.0  0.9  0.2543  7.8577  59.2929
218.0  0.9  0.2543  8.0981  59.4453
218.0  0.9  0.2543  8.3458  59.1715
218.0  0.9  0.2543  8.6012  59.0363
218.0  0.9  0.2543  8.8644  58.9597
218.0  0.9  0.2543  9.1356  58.5213
218.0  0.9  0.2543  9.4151  57.4818
218.0  0.9  0.2543  9.7031  58.5696
218.0  0.9  0.2543  10.0000  57.0842
218.0  0.9  0.2543  10.3060  57.7834
218.0  0.9  0.2543  10.6213  56.7650
218.0  0.9  0.2543  10.9462  57.6510
218.0  0.9  0.2543  11.2811  56.8877
218.0  0.9  0.2543  11.6263  56.2826
218.0  0.9  0.2543  11.9820  56.1348
218.0  0.9  0.2543  12.3486  55.5611
218.0  0.9  0.2543  12.7264  56.2408
218.0  0.9  0.2543  13.1158  55.2322
218.0  0.9  0.2543  13.5171  55.8787
218.0  0.9  0.2543  13.9306  56.5375
218.0  0.9  0.2543  14.3568  54.6238
218.0  0.9  0.2543  14.7961  55.3118
218.0  0.9  0.2543  15.2488  55.9990
218.0  0.9  0.2543  15.7153  54.2232
218.0  0.9  0.2543  16.1962  54.1375
218.0  0.9  0.2543  16.6917  54.0531
218.0  0.9  0.2543  17.2024  53.2883
218.0  0.9  0.2543  17.7287  53.0495
218.0  0.9  0.2543  18.2711  53.5662
218.0  0.9  0.2543  18.8301  54.0846
218.0  0.9  0.2543  19.4063  52.6366
218.0  0.9  0.2543  20.0000  53.1652
218.0  0.9  0.2543  20.6119  53.6066
218.0  0.9  0.2543  21.2425  51.8210
218.0  0.9  0.2543  21.8925  52.2833
218.0  0.9  0.2543  22.5623  52.3205
218.0  0.9  0.2543  23.2526  52.6418
218.0  0.9  0.2543  23.9640  50.8345
218.0  0.9  0.2543  24.6972  51.2116
218.0  0.9  0.2543  25.4528  50.4522
218.0  0.9  0.2543  26.2316  50.8102
218.0  0.9  0.2543  27.0341  51.1652
218.0  0.9  0.2543  27.8613  50.3038
218.0  0.9  0.2543  28.7137  50.6030
218.0  0.9  0.2543  29.5922  49.9287
218.0  0.9  0.2543  30.4976  50.1849
218.0  0.9  0.2543  31.4307  50.4388
218.0  0.9  0.2543  32.3923  50.6902
218.0  0.9  0.2543  33.3834  49.9224
218.0  0.9  0.2543  34.4048  50.2144
218.0  0.9  0.2543  35.4574  48.9772
218.0  0.9  0.2543  36.5422  49.1718
218.0  0.9  0.2543  37.6603  49.3641
218.0  0.9  0.2543  38.8125  49.5539
218.0  0.9  0.2543  40.0000  48.7412
218.0  0.9  0.2652  5.0000  61.4859
218.0  0.9  0.2652  5.1530  60.5026
218.0  0.9  0.2652  5.3106  61.2519
218.0  0.9  0.2652  5.4731  61.0765
218.0  0.9  0.2652  5.6406  60.7083
218.0  0.9  0.2652  5.8131  61.4603
218.0  0.9  0.2652  5.9910  60.1514
218.0  0.9  0.2652  6.1743  60.8027
218.0  0.9  0.2652  6.3632  61.2808
218.0  0.9  0.2652  6.5579  61.1006
218.0  0.9  0.2652  6.7585  60.2857
218.0  0.9  0.2652  6.9653  60.0031
218.0  0.9  0.2652  7.1784  61.2134
218.0  0.9  0.2652  7.3981  60.1307
218.0  0.9  0.2652  7.6244  59.1579
218.0  0.9  0.2652  7.8577  59.5323
218.0  0.9  0.2652  8.0981  58.9516
218.0  0.9  0.2652  8.3458  60.3368
218.0  0.9  0.2652  8.6012  57.9231
218.0  0.9  0.2652  8.8644  58.8517
218.0  0.9  0.2652  9.1356  58.0007
218.0  0.9  0.2652  9.4151  57.6265
218.0  0.9  0.2652  9.7031  57.5875
218.0  0.9  0.2652  10.0000  57.8966
218.0  0.9  0.2652  10.3060  57.0145
218.0  0.9  0.2652  10.6213  57.0791
218.0  0.9  0.2652  10.9462  55.8427
218.0  0.9  0.2652  11.2811  56.5657
218.0  0.9  0.2652  11.6263  55.1627
218.0  0.9  0.2652  11.9820  56.1202
218.0  0.9  0.2652  12.3486  56.0306
218.0  0.9  0.2652  12.7264  55.4079
218.0  0.9  0.2652  13.1158  54.4633
218.0  0.9  0.2652  13.5171  55.2395
218.0  0.9  0.2652  13.9306  55.0590
218.0  0.9  0.2652  14.3568  54.1963
218.0  0.9  0.2652  14.7961  53.9891
218.0  0.9  0.2652  15.2488  54.6281
218.0  0.9  0.2652  15.7153  52.9642
218.0  0.9  0.2652  16.1962  53.5713
218.0  0.9  0.2652  16.6917  54.1847
218.0  0.9  0.2652  17.2024  52.3419
218.0  0.9  0.2652  17.7287  52.9540
218.0  0.9  0.2652  18.2711  53.4184
218.0  0.9  0.2652  18.8301  51.6478
218.0  0.9  0.2652  19.4063  52.2036
218.0  0.9  0.2652  20.0000  51.8598
218.0  0.9  0.2652  20.6119  52.1567
218.0  0.9  0.2652  21.2425  50.8590
218.0  0.9  0.2652  21.8925  50.5778
218.0  0.9  0.2652  22.5623  51.0340
218.0  0.9  0.2652  23.2526  51.1392
218.0  0.9  0.2652  23.9640  51.4445
218.0  0.9  0.2652  24.6972  50.2619
218.0  0.9  0.2652  25.4528  50.6033
218.0  0.9  0.2652  26.2316  50.9437
218.0  0.9  0.2652  27.0341  51.2826
218.0  0.9  0.2652  27.8613  49.7803
218.0  0.9  0.2652  28.7137  50.1678
218.0  0.9  0.2652  29.5922  49.6267
218.0  0.9  0.2652  30.4976  49.8956
218.0  0.9  0.2652  31.4307  48.2956
218.0  0.9  0.2652  32.3923  48.6050
218.0  0.9  0.2652  33.3834  48.9106
218.0  0.9  0.2652  34.4048  48.0555
218.0  0.9  0.2652  35.4574  48.3422
218.0  0.9  0.2652  36.5422  48.5511
218.0  0.9  0.2652  37.6603  47.4691
218.0  0.9  0.2652  38.8125  47.6505
218.0  0.9  0.2652  40.0000  47.8299
218.0  0.9  0.2761  5.0000  60.6474
218.0  0.9  0.2761  5.1530  60.6039
218.0  0.9  0.2761  5.3106  60.1104
218.0  0.9  0.2761  5.4731  60.3444
218.0  0.9  0.2761  5.6406  59.5979
218.0  0.9  0.2761  5.8131  59.9547
218.0  0.9  0.2761  5.9910  60.6042
218.0  0.9  0.2761  6.1743  60.0581
218.0  0.9  0.2761  6.3632  60.1868
218.0  0.9  0.2761  6.5579  60.4516
218.0  0.9  0.2761  6.7585  58.7729
218.0  0.9  0.2761  6.9653  59.3114
218.0  0.9  0.2761  7.1784  59.5072
218.0  0.9  0.2761  7.3981  60.2944
218.0  0.9  0.2761  7.6244  58.8033
218.0  0.9  0.2761  7.8577  58.2719
218.0  0.9  0.2761  8.0981  59.1283
218.0  0.9  0.2761  8.3458  58.8300
218.0  0.9  0.2761  8.6012  58.9266
218.0  0.9  0.2761  8.8644  57.7640
218.0  0.9  0.2761  9.1356  57.3701
218.0  0.9  0.2761  9.4151  58.3491
218.0  0.9  0.2761  9.7031  59.0366
218.0  0.9  0.2761  10.0000  56.9101
218.0  0.9  0.2761  10.3060  57.9647
218.0  0.9  0.2761  10.6213  56.7562
218.0  0.9  0.2761  10.9462  55.5973
218.0  0.9  0.2761  11.2811  56.0258
218.0  0.9  0.2761  11.6263  56.7087
218.0  0.9  0.2761  11.9820  55.0853
218.0  0.9  0.2761  12.3486  55.2423
218.0  0.9  0.2761  12.7264  56.1125
218.0  0.9  0.2761  13.1158  55.1609
218.0  0.9  0.2761  13.5171  55.0648
218.0  0.9  0.2761  13.9306  54.0784
218.0  0.9  0.2761  14.3568  53.5189
218.0  0.9  0.2761  14.7961  53.0910
218.0  0.9  0.2761  15.2488  53.9007
218.0  0.9  0.2761  15.7153  52.7030
218.0  0.9  0.2761  16.1962  53.4347
218.0  0.9  0.2761  16.6917  53.5893
218.0  0.9  0.2761  17.2024  52.1079
218.0  0.9  0.2761  17.7287  52.1847
218.0  0.9  0.2761  18.2711  52.7675
218.0  0.9  0.2761  18.8301  50.9351
218.0  0.9  0.2761  19.4063  51.1048
218.0  0.9  0.2761  20.0000  51.6611
218.0  0.9  0.2761  20.6119  52.2183
218.0  0.9  0.2761  21.2425  50.4351
218.0  0.9  0.2761  21.8925  50.4942
218.0  0.9  0.2761  22.5623  50.9121
218.0  0.9  0.2761  23.2526  51.3309
218.0  0.9  0.2761  23.9640  49.8837
218.0  0.9  0.2761  24.6972  50.2152
218.0  0.9  0.2761  25.4528  49.7534
218.0  0.9  0.2761  26.2316  50.1775
218.0  0.9  0.2761  27.0341  48.5785
218.0  0.9  0.2761  27.8613  48.2467
218.0  0.9  0.2761  28.7137  48.6357
218.0  0.9  0.2761  29.5922  49.0212
218.0  0.9  0.2761  30.4976  48.5159
218.0  0.9  0.2761  31.4307  47.5071
218.0  0.9  0.2761  32.3923  47.7173
218.0  0.9  0.2761  33.3834  48.0007
218.0  0.9  0.2761  34.4048  48.2814
218.0  0.9  0.2761  35.4574  48.5592
218.0  0.9  0.2761  36.5422  48.8337
218.0  0.9  0.2761  37.6603  47.5588
218.0  0.9  0.2761  38.8125  47.8675
218.0  0.9  0.2761  40.0000  46.8407
218.0  0.9  0.2870  5.0000  59.4923
218.0  0.9  0.2870  5.1530  60.2197
218.0  0.9  0.2870  5.3106  60.3772
218.0  0.9  0.2870  5.4731  59.7140
218.0  0.9  0.2870  5.6406  59.5076
218.0  0.9  0.2870  5.8131  58.6129
218.0  0.9  0.2870  5.9910  59.7745
218.0  0.9  0.2870  6.1743  59.0898
218.0  0.9  0.2870  6.3632  59.8408
218.0  0.9  0.2870  6.5579  59.7391
218.0  0.9  0.2870  6.7585  59.8097
218.0  0.9  0.2870  6.9653  58.8643
218.0  0.9  0.2870  7.1784  58.8811
218.0  0.9  0.2870  7.3981  59.4268
218.0  0.9  0.2870  7.6244  57.6179
218.0  0.9  0.2870  7.8577  58.0209
218.0  0.9  0.2870  8.0981  57.9284
218.0  0.9  0.2870  8.3458  59.2497
218.0  0.9  0.2870  8.6012  58.0976
218.0  0.9  0.2870  8.8644  58.4520
218.0  0.9  0.2870  9.1356  58.1244
218.0  0.9  0.2870  9.4151  56.9269
218.0  0.9  0.2870  9.7031  58.2392
218.0  0.9  0.2870  10.0000  56.8157
218.0  0.9  0.2870  10.3060  57.4772
218.0  0.9  0.2870  10.6213  56.1619
218.0  0.9  0.2870  10.9462  57.2745
218.0  0.9  0.2870  11.2811  57.9718
218.0  0.9  0.2870  11.6263  55.8822
218.0  0.9  0.2870  11.9820  56.5346
218.0  0.9  0.2870  12.3486  55.3444
218.0  0.9  0.2870  12.7264  54.1179
218.0  0.9  0.2870  13.1158  54.4106
218.0  0.9  0.2870  13.5171  54.8086
218.0  0.9  0.2870  13.9306  55.5398
218.0  0.9  0.2870  14.3568  53.1507
218.0  0.9  0.2870  14.7961  53.9787
218.0  0.9  0.2870  15.2488  53.1256
218.0  0.9  0.2870  15.7153  52.6972
218.0  0.9  0.2870  16.1962  51.9362
218.0  0.9  0.2870  16.6917  52.7000
218.0  0.9  0.2870  17.2024  51.5989
218.0  0.9  0.2870  17.7287  51.4218
218.0  0.9  0.2870  18.2711  52.1709
