# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.3  0.2217  18.2711  53.9252
218.0  0.3  0.2217  18.8301  53.2087
218.0  0.3  0.2217  19.4063  53.3586
218.0  0.3  0.2217  20.0000  52.1496
218.0  0.3  0.2217  20.6119  52.3345
218.0  0.3  0.2217  21.2425  52.5158
218.0  0.3  0.2217  21.8925  51.7738
218.0  0.3  0.2217  22.5623  51.2494
218.0  0.3  0.2217  23.2526  50.3587
218.0  0.3  0.2217  23.9640  50.4896
218.0  0.3  0.2217  24.6972  50.6173
218.0  0.3  0.2217  25.4528  49.7838
218.0  0.3  0.2217  26.2316  49.8256
218.0  0.3  0.2217  27.0341  49.8665
218.0  0.3  0.2217  27.8613  49.9063
218.0  0.3  0.2217  28.7137  49.9450
218.0  0.3  0.2217  29.5922  49.9825
218.0  0.3  0.2217  30.4976  50.0188
218.0  0.3  0.2217  31.4307  50.0538
218.0  0.3  0.2217  32.3923  49.2477
218.0  0.3  0.2217  33.3834  49.2822
218.0  0.3  0.2217  34.4048  49.3153
218.0  0.3  0.2217  35.4574  49.3470
218.0  0.3  0.2217  36.5422  48.9433
218.0  0.3  0.2217  37.6603  48.9954
218.0  0.3  0.2217  38.8125  49.0454
218.0  0.3  0.2217  40.0000  49.0936
218.0  0.3  0.2326  5.0000  60.8025
218.0  0.3  0.2326  5.1530  60.5105
218.0  0.3  0.2326  5.3106  61.7329
218.0  0.3  0.2326  5.4731  60.3366
218.0  0.3  0.2326  5.6406  61.3693
218.0  0.3  0.2326  5.8131  59.8534
218.0  0.3  0.2326  5.9910  59.0114
218.0  0.3  0.2326  6.1743  59.2478
218.0  0.3  0.2326  6.3632  58.7128
218.0  0.3  0.2326  6.5579  59.3889
218.0  0.3  0.2326  6.7585  58.1960
218.0  0.3  0.2326  6.9653  59.0210
218.0  0.3  0.2326  7.1784  57.6176
218.0  0.3  0.2326  7.3981  57.4069
218.0  0.3  0.2326  7.6244  57.1976
218.0  0.3  0.2326  7.8577  58.0286
218.0  0.3  0.2326  8.0981  57.8862
218.0  0.3  0.2326  8.3458  57.5803
218.0  0.3  0.2326  8.6012  56.9831
218.0  0.3  0.2326  8.8644  56.6344
218.0  0.3  0.2326  9.1356  56.8521
218.0  0.3  0.2326  9.4151  56.2210
218.0  0.3  0.2326  9.7031  55.3912
218.0  0.3  0.2326  10.0000  55.9453
218.0  0.3  0.2326  10.3060  55.8674
218.0  0.3  0.2326  10.6213  56.3007
218.0  0.3  0.2326  10.9462  54.9407
218.0  0.3  0.2326  11.2811  55.4852
218.0  0.3  0.2326  11.6263  55.8678
218.0  0.3  0.2326  11.9820  53.8893
218.0  0.3  0.2326  12.3486  54.3273
218.0  0.3  0.2326  12.7264  52.8537
218.0  0.3  0.2326  13.1158  53.2580
218.0  0.3  0.2326  13.5171  53.3540
218.0  0.3  0.2326  13.9306  53.6879
218.0  0.3  0.2326  14.3568  54.0225
218.0  0.3  0.2326  14.7961  52.8734
218.0  0.3  0.2326  15.2488  53.2527
218.0  0.3  0.2326  15.7153  53.2142
218.0  0.3  0.2326  16.1962  53.4593
218.0  0.3  0.2326  16.6917  51.6308
218.0  0.3  0.2326  17.2024  51.9186
218.0  0.3  0.2326  17.7287  51.8733
218.0  0.3  0.2326  18.2711  50.1676
218.0  0.3  0.2326  18.8301  50.4092
218.0  0.3  0.2326  19.4063  50.6477
218.0  0.3  0.2326  20.0000  50.2989
218.0  0.3  0.2326  20.6119  50.4233
218.0  0.3  0.2326  21.2425  50.5468
218.0  0.3  0.2326  21.8925  50.6692
218.0  0.3  0.2326  22.5623  50.5366
218.0  0.3  0.2326  23.2526  50.7426
218.0  0.3  0.2326  23.9640  49.6245
218.0  0.3  0.2326  24.6972  49.7385
218.0  0.3  0.2326  25.4528  49.8504
218.0  0.3  0.2326  26.2316  48.8219
218.0  0.3  0.2326  27.0341  48.9601
218.0  0.3  0.2326  27.8613  49.0951
218.0  0.3  0.2326  28.7137  47.9401
218.0  0.3  0.2326  29.5922  47.9888
218.0  0.3  0.2326  30.4976  47.7445
218.0  0.3  0.2326  31.4307  46.8340
218.0  0.3  0.2326  32.3923  46.9255
218.0  0.3  0.2326  33.3834  47.0144
218.0  0.3  0.2326  34.4048  47.1009
218.0  0.3  0.2326  35.4574  45.8534
218.0  0.3  0.2326  36.5422  45.8755
218.0  0.3  0.2326  37.6603  45.8970
218.0  0.3  0.2326  38.8125  45.9178
218.0  0.3  0.2326  40.0000  45.9381
218.0  0.3  0.2435  5.0000  59.4894
218.0  0.3  0.2435  5.1530  59.8588
218.0  0.3  0.2435  5.3106  60.5300
218.0  0.3  0.2435  5.4731  59.3747
218.0  0.3  0.2435  5.6406  59.4322
218.0  0.3  0.2435  5.8131  58.6565
218.0  0.3  0.2435  5.9910  59.7976
218.0  0.3  0.2435  6.1743  58.4963
218.0  0.3  0.2435  6.3632  59.6564
218.0  0.3  0.2435  6.5579  58.4052
218.0  0.3  0.2435  6.7585  56.7781
218.0  0.3  0.2435  6.9653  57.0335
218.0  0.3  0.2435  7.1784  57.8580
218.0  0.3  0.2435  7.3981  57.0886
218.0  0.3  0.2435  7.6244  57.9598
218.0  0.3  0.2435  7.8577  56.9824
218.0  0.3  0.2435  8.0981  57.0811
218.0  0.3  0.2435  8.3458  56.0696
218.0  0.3  0.2435  8.6012  55.8080
218.0  0.3  0.2435  8.8644  55.2920
218.0  0.3  0.2435  9.1356  55.0709
218.0  0.3  0.2435  9.4151  55.8141
218.0  0.3  0.2435  9.7031  55.8553
218.0  0.3  0.2435  10.0000  54.6635
218.0  0.3  0.2435  10.3060  54.6063
218.0  0.3  0.2435  10.6213  54.6499
218.0  0.3  0.2435  10.9462  53.7442
218.0  0.3  0.2435  11.2811  52.6890
218.0  0.3  0.2435  11.6263  53.2110
218.0  0.3  0.2435  11.9820  53.5385
218.0  0.3  0.2435  12.3486  53.2718
218.0  0.3  0.2435  12.7264  53.6823
218.0  0.3  0.2435  13.1158  52.6440
218.0  0.3  0.2435  13.5171  52.8653
218.0  0.3  0.2435  13.9306  53.3010
218.0  0.3  0.2435  14.3568  51.2104
218.0  0.3  0.2435  14.7961  51.6058
218.0  0.3  0.2435  15.2488  50.0391
218.0  0.3  0.2435  15.7153  50.3996
218.0  0.3  0.2435  16.1962  50.2953
218.0  0.3  0.2435  16.6917  50.5897
218.0  0.3  0.2435  17.2024  50.8828
218.0  0.3  0.2435  17.7287  51.1742
218.0  0.3  0.2435  18.2711  50.2185
218.0  0.3  0.2435  18.8301  49.8343
218.0  0.3  0.2435  19.4063  50.0430
218.0  0.3  0.2435  20.0000  50.2503
218.0  0.3  0.2435  20.6119  48.5825
218.0  0.3  0.2435  21.2425  48.8229
218.0  0.3  0.2435  21.8925  49.0597
218.0  0.3  0.2435  22.5623  48.4904
218.0  0.3  0.2435  23.2526  47.1281
218.0  0.3  0.2435  23.9640  47.3232
218.0  0.3  0.2435  24.6972  47.5148
218.0  0.3  0.2435  25.4528  46.7650
218.0  0.3  0.2435  26.2316  46.8615
218.0  0.3  0.2435  27.0341  46.9569
218.0  0.3  0.2435  27.8613  47.0509
218.0  0.3  0.2435  28.7137  47.1435
218.0  0.3  0.2435  29.5922  47.2345
218.0  0.3  0.2435  30.4976  47.3240
218.0  0.3  0.2435  31.4307  46.0962
218.0  0.3  0.2435  32.3923  46.1809
218.0  0.3  0.2435  33.3834  46.2639
218.0  0.3  0.2435  34.4048  46.3451
218.0  0.3  0.2435  35.4574  45.4742
218.0  0.3  0.2435  36.5422  45.5754
218.0  0.3  0.2435  37.6603  45.6741
218.0  0.3  0.2435  38.8125  45.7704
218.0  0.3  0.2435  40.0000  44.2194
218.0  0.3  0.2543  5.0000  59.6359
218.0  0.3  0.2543  5.1530  58.9439
218.0  0.3  0.2543  5.3106  59.8298
218.0  0.3  0.2543  5.4731  59.3439
218.0  0.3  0.2543  5.6406  58.1774
218.0  0.3  0.2543  5.8131  57.7350
218.0  0.3  0.2543  5.9910  59.0752
218.0  0.3  0.2543  6.1743  57.7176
218.0  0.3  0.2543  6.3632  58.2571
218.0  0.3  0.2543  6.5579  56.8068
218.0  0.3  0.2543  6.7585  57.9685
218.0  0.3  0.2543  6.9653  56.8135
218.0  0.3  0.2543  7.1784  57.4256
218.0  0.3  0.2543  7.3981  56.5422
218.0  0.3  0.2543  7.6244  56.6344
218.0  0.3  0.2543  7.8577  54.9332
218.0  0.3  0.2543  8.0981  55.2451
218.0  0.3  0.2543  8.3458  54.7110
218.0  0.3  0.2543  8.6012  55.5041
218.0  0.3  0.2543  8.8644  54.7915
218.0  0.3  0.2543  9.1356  54.4432
218.0  0.3  0.2543  9.4151  53.6479
218.0  0.3  0.2543  9.7031  53.3388
218.0  0.3  0.2543  10.0000  53.7071
218.0  0.3  0.2543  10.3060  53.0533
218.0  0.3  0.2543  10.6213  53.0222
218.0  0.3  0.2543  10.9462  53.7341
218.0  0.3  0.2543  11.2811  53.4081
218.0  0.3  0.2543  11.6263  52.3352
218.0  0.3  0.2543  11.9820  52.5245
218.0  0.3  0.2543  12.3486  53.2385
218.0  0.3  0.2543  12.7264  51.0819
218.0  0.3  0.2543  13.1158  51.5859
218.0  0.3  0.2543  13.5171  50.4615
218.0  0.3  0.2543  13.9306  50.9071
218.0  0.3  0.2543  14.3568  51.4311
218.0  0.3  0.2543  14.7961  50.6271
218.0  0.3  0.2543  15.2488  51.0033
218.0  0.3  0.2543  15.7153  50.2274
218.0  0.3  0.2543  16.1962  50.2443
218.0  0.3  0.2543  16.6917  50.6339
218.0  0.3  0.2543  17.2024  48.4447
218.0  0.3  0.2543  17.7287  48.7944
218.0  0.3  0.2543  18.2711  48.9722
218.0  0.3  0.2543  18.8301  47.4646
218.0  0.3  0.2543  19.4063  47.7774
218.0  0.3  0.2543  20.0000  47.4500
218.0  0.3  0.2543  20.6119  47.7032
218.0  0.3  0.2543  21.2425  47.9539
218.0  0.3  0.2543  21.8925  48.1557
218.0  0.3  0.2543  22.5623  47.4024
218.0  0.3  0.2543  23.2526  47.6758
218.0  0.3  0.2543  23.9640  46.8147
218.0  0.3  0.2543  24.6972  46.9873
218.0  0.3  0.2543  25.4528  46.8192
218.0  0.3  0.2543  26.2316  45.6467
218.0  0.3  0.2543  27.0341  45.8424
218.0  0.3  0.2543  27.8613  46.0347
218.0  0.3  0.2543  28.7137  45.0830
218.0  0.3  0.2543  29.5922  45.1805
218.0  0.3  0.2543  30.4976  44.1311
218.0  0.3  0.2543  31.4307  44.2849
218.0  0.3  0.2543  32.3923  44.4356
218.0  0.3  0.2543  33.3834  43.3308
218.0  0.3  0.2543  34.4048  43.4056
218.0  0.3  0.2543  35.4574  43.4794
218.0  0.3  0.2543  36.5422  43.5520
218.0  0.3  0.2543  37.6603  43.6236
218.0  0.3  0.2543  38.8125  43.6940
218.0  0.3  0.2543  40.0000  43.7632
218.0  0.3  0.2652  5.0000  58.9285
218.0  0.3  0.2652  5.1530  59.0821
218.0  0.3  0.2652  5.3106  59.2391
218.0  0.3  0.2652  5.4731  60.4454
218.0  0.3  0.2652  5.6406  58.5258
218.0  0.3  0.2652  5.8131  58.3902
218.0  0.3  0.2652  5.9910  58.5276
218.0  0.3  0.2652  6.1743  56.8347
218.0  0.3  0.2652  6.3632  57.0929
218.0  0.3  0.2652  6.5579  56.4442
218.0  0.3  0.2652  6.7585  57.1469
218.0  0.3  0.2652  6.9653  56.2395
218.0  0.3  0.2652  7.1784  57.2200
218.0  0.3  0.2652  7.3981  55.1080
218.0  0.3  0.2652  7.6244  56.0737
218.0  0.3  0.2652  7.8577  55.1721
218.0  0.3  0.2652  8.0981  55.3196
218.0  0.3  0.2652  8.3458  54.7698
218.0  0.3  0.2652  8.6012  54.6581
218.0  0.3  0.2652  8.8644  53.6494
218.0  0.3  0.2652  9.1356  53.7451
218.0  0.3  0.2652  9.4151  53.4753
218.0  0.3  0.2652  9.7031  53.1171
218.0  0.3  0.2652  10.0000  53.9596
218.0  0.3  0.2652  10.3060  53.4983
218.0  0.3  0.2652  10.6213  52.6070
218.0  0.3  0.2652  10.9462  52.1089
218.0  0.3  0.2652  11.2811  51.7290
218.0  0.3  0.2652  11.6263  51.4854
218.0  0.3  0.2652  11.9820  50.8178
218.0  0.3  0.2652  12.3486  50.9430
218.0  0.3  0.2652  12.7264  51.6125
218.0  0.3  0.2652  13.1158  50.7391
218.0  0.3  0.2652  13.5171  49.9749
218.0  0.3  0.2652  13.9306  50.5527
218.0  0.3  0.2652  14.3568  51.0278
218.0  0.3  0.2652  14.7961  48.4039
218.0  0.3  0.2652  15.2488  48.8663
218.0  0.3  0.2652  15.7153  47.6954
218.0  0.3  0.2652  16.1962  48.1361
218.0  0.3  0.2652  16.6917  48.5355
218.0  0.3  0.2652  17.2024  47.5859
218.0  0.3  0.2652  17.7287  47.9242
218.0  0.3  0.2652  18.2711  48.2615
218.0  0.3  0.2652  18.8301  47.6992
218.0  0.3  0.2652  19.4063  47.5244
218.0  0.3  0.2652  20.0000  47.7978
218.0  0.3  0.2652  20.6119  48.0698
218.0  0.3  0.2652  21.2425  45.9214
218.0  0.3  0.2652  21.8925  46.2238
218.0  0.3  0.2652  22.5623  45.9336
218.0  0.3  0.2652  23.2526  44.7600
218.0  0.3  0.2652  23.9640  45.0274
218.0  0.3  0.2652  24.6972  44.4673
218.0  0.3  0.2652  25.4528  44.6276
218.0  0.3  0.2652  26.2316  44.7868
218.0  0.3  0.2652  27.0341  44.9444
218.0  0.3  0.2652  27.8613  45.1005
218.0  0.3  0.2652  28.7137  44.7247
218.0  0.3  0.2652  29.5922  44.9505
218.0  0.3  0.2652  30.4976  43.7399
218.0  0.3  0.2652  31.4307  43.8825
218.0  0.3  0.2652  32.3923  44.0230
218.0  0.3  0.2652  33.3834  44.1613
218.0  0.3  0.2652  34.4048  42.7936
218.0  0.3  0.2652  35.4574  42.9511
218.0  0.3  0.2652  36.5422  43.1055
218.0  0.3  0.2652  37.6603  43.2570
218.0  0.3  0.2652  38.8125  41.9005
218.0  0.3  0.2652  40.0000  41.9786
218.0  0.3  0.2761  5.0000  60.6222
218.0  0.3  0.2761  5.1530  59.7013
218.0  0.3  0.2761  5.3106  60.1599
218.0  0.3  0.2761  5.4731  59.4304
218.0  0.3  0.2761  5.6406  58.7877
218.0  0.3  0.2761  5.8131  57.2800
218.0  0.3  0.2761  5.9910  57.8926
218.0  0.3  0.2761  6.1743  57.0361
218.0  0.3  0.2761  6.3632  57.6503
218.0  0.3  0.2761  6.5579  56.0699
218.0  0.3  0.2761  6.7585  56.1919
218.0  0.3  0.2761  6.9653  55.4072
218.0  0.3  0.2761  7.1784  56.1748
218.0  0.3  0.2761  7.3981  55.3084
218.0  0.3  0.2761  7.6244  55.3071
218.0  0.3  0.2761  7.8577  54.8626
218.0  0.3  0.2761  8.0981  55.9964
218.0  0.3  0.2761  8.3458  53.5145
218.0  0.3  0.2761  8.6012  53.9091
218.0  0.3  0.2761  8.8644  53.1905
218.0  0.3  0.2761  9.1356  53.3022
218.0  0.3  0.2761  9.4151  53.0518
218.0  0.3  0.2761  9.7031  52.7371
218.0  0.3  0.2761  10.0000  51.6607
218.0  0.3  0.2761  10.3060  51.9065
218.0  0.3  0.2761  10.6213  51.0125
218.0  0.3  0.2761  10.9462  50.9601
218.0  0.3  0.2761  11.2811  51.5827
218.0  0.3  0.2761  11.6263  52.3944
218.0  0.3  0.2761  11.9820  51.4280
218.0  0.3  0.2761  12.3486  50.7519
218.0  0.3  0.2761  12.7264  50.5019
218.0  0.3  0.2761  13.1158  50.0463
218.0  0.3  0.2761  13.5171  49.2500
218.0  0.3  0.2761  13.9306  48.5606
218.0  0.3  0.2761  14.3568  48.8140
218.0  0.3  0.2761  14.7961  49.4347
218.0  0.3  0.2761  15.2488  50.0536
218.0  0.3  0.2761  15.7153  48.5034
218.0  0.3  0.2761  16.1962  48.1074
218.0  0.3  0.2761  16.6917  48.5714
218.0  0.3  0.2761  17.2024  48.9523
218.0  0.3  0.2761  17.7287  46.1368
218.0  0.3  0.2761  18.2711  46.5552
218.0  0.3  0.2761  18.8301  45.3234
218.0  0.3  0.2761  19.4063  45.7186
218.0  0.3  0.2761  20.0000  45.7034
218.0  0.3  0.2761  20.6119  45.9632
218.0  0.3  0.2761  21.2425  45.1829
218.0  0.3  0.2761  21.8925  45.4819
218.0  0.3  0.2761  22.5623  45.7785
218.0  0.3  0.2761  23.2526  45.4411
218.0  0.3  0.2761  23.9640  44.8399
218.0  0.3  0.2761  24.6972  45.0783
218.0  0.3  0.2761  25.4528  45.3143
218.0  0.3  0.2761  26.2316  43.2959
218.0  0.3  0.2761  27.0341  43.5556
218.0  0.3  0.2761  27.8613  43.8114
218.0  0.3  0.2761  28.7137  43.0654
218.0  0.3  0.2761  29.5922  42.2186
218.0  0.3  0.2761  30.4976  42.4435
218.0  0.3  0.2761  31.4307  42.6647
218.0  0.3  0.2761  32.3923  41.6568
218.0  0.3  0.2761  33.3834  41.7918
218.0  0.3  0.2761  34.4048  41.9254
218.0  0.3  0.2761  35.4574  42.0573
218.0  0.3  0.2761  36.5422  42.1876
218.0  0.3  0.2761  37.6603  42.3162
218.0  0.3  0.2761  38.8125  42.3382
218.0  0.3  0.2761  40.0000  42.5194
218.0  0.3  0.2870  5.0000  58.7950
218.0  0.3  0.2870  5.1530  58.1195
218.0  0.3  0.2870  5.3106  58.8389
218.0  0.3  0.2870  5.4731  58.8812
218.0  0.3  0.2870  5.6406  57.8939
218.0  0.3  0.2870  5.8131  58.2927
218.0  0.3  0.2870  5.9910  57.3732
218.0  0.3  0.2870  6.1743  57.0576
218.0  0.3  0.2870  6.3632  56.7740
218.0  0.3  0.2870  6.5579  57.0669
218.0  0.3  0.2870  6.7585  56.8137
218.0  0.3  0.2870  6.9653  55.4678
218.0  0.3  0.2870  7.1784  56.9686
218.0  0.3  0.2870  7.3981  55.1263
218.0  0.3  0.2870  7.6244  55.5971
218.0  0.3  0.2870  7.8577  54.1350
218.0  0.3  0.2870  8.0981  55.2962
218.0  0.3  0.2870  8.3458  54.2736
218.0  0.3  0.2870  8.6012  53.5952
218.0  0.3  0.2870  8.8644  53.4651
218.0  0.3  0.2870  9.1356  54.1598
218.0  0.3  0.2870  9.4151  51.9866
218.0  0.3  0.2870  9.7031  51.8371
218.0  0.3  0.2870  10.0000  52.6949
218.0  0.3  0.2870  10.3060  51.3438
218.0  0.3  0.2870  10.6213  52.2788
218.0  0.3  0.2870  10.9462  50.7446
218.0  0.3  0.2870  11.2811  51.5779
218.0  0.3  0.2870  11.6263  50.6290
218.0  0.3  0.2870  11.9820  49.5160
218.0  0.3  0.2870  12.3486  49.3028
218.0  0.3  0.2870  12.7264  49.2366
218.0  0.3  0.2870  13.1158  50.0025
218.0  0.3  0.2870  13.5171  50.1160
218.0  0.3  0.2870  13.9306  48.1882
218.0  0.3  0.2870  14.3568  48.8518
218.0  0.3  0.2870  14.7961  48.8073
218.0  0.3  0.2870  15.2488  48.2765
218.0  0.3  0.2870  15.7153  46.9903
218.0  0.3  0.2870  16.1962  46.2758
218.0  0.3  0.2870  16.6917  46.8052
218.0  0.3  0.2870  17.2024  47.1860
218.0  0.3  0.2870  17.7287  47.6267
218.0  0.3  0.2870  18.2711  45.8267
