# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.6  0.2109  5.4731  63.2566
218.0  0.6  0.2109  5.6406  62.5067
218.0  0.6  0.2109  5.8131  62.5195
218.0  0.6  0.2109  5.9910  62.6705
218.0  0.6  0.2109  6.1743  63.6694
218.0  0.6  0.2109  6.3632  62.3088
218.0  0.6  0.2109  6.5579  63.0657
218.0  0.6  0.2109  6.7585  62.2596
218.0  0.6  0.2109  6.9653  62.5215
218.0  0.6  0.2109  7.1784  61.9200
218.0  0.6  0.2109  7.3981  61.6156
218.0  0.6  0.2109  7.6244  61.8092
218.0  0.6  0.2109  7.8577  61.3860
218.0  0.6  0.2109  8.0981  62.2198
218.0  0.6  0.2109  8.3458  61.1428
218.0  0.6  0.2109  8.6012  61.8804
218.0  0.6  0.2109  8.8644  60.4887
218.0  0.6  0.2109  9.1356  59.7518
218.0  0.6  0.2109  9.4151  60.3097
218.0  0.6  0.2109  9.7031  60.5513
218.0  0.6  0.2109  10.0000  59.9796
218.0  0.6  0.2109  10.3060  60.4960
218.0  0.6  0.2109  10.6213  60.1565
218.0  0.6  0.2109  10.9462  59.5641
218.0  0.6  0.2109  11.2811  60.0163
218.0  0.6  0.2109  11.6263  59.7382
218.0  0.6  0.2109  11.9820  58.8950
218.0  0.6  0.2109  12.3486  58.9248
218.0  0.6  0.2109  12.7264  57.8742
218.0  0.6  0.2109  13.1158  58.2065
218.0  0.6  0.2109  13.5171  58.2168
218.0  0.6  0.2109  13.9306  58.6049
218.0  0.6  0.2109  14.3568  58.9940
218.0  0.6  0.2109  14.7961  59.3832
218.0  0.6  0.2109  15.2488  57.7405
218.0  0.6  0.2109  15.7153  58.0667
218.0  0.6  0.2109  16.1962  58.1051
218.0  0.6  0.2109  16.6917  58.0139
218.0  0.6  0.2109  17.2024  56.8099
218.0  0.6  0.2109  17.7287  57.0547
218.0  0.6  0.2109  18.2711  57.2984
218.0  0.6  0.2109  18.8301  55.4423
218.0  0.6  0.2109  19.4063  55.6468
218.0  0.6  0.2109  20.0000  55.8499
218.0  0.6  0.2109  20.6119  56.0513
218.0  0.6  0.2109  21.2425  56.2505
218.0  0.6  0.2109  21.8925  56.4474
218.0  0.6  0.2109  22.5623  56.6416
218.0  0.6  0.2109  23.2526  55.3856
218.0  0.6  0.2109  23.9640  55.5665
218.0  0.6  0.2109  24.6972  55.5334
218.0  0.6  0.2109  25.4528  55.6230
218.0  0.6  0.2109  26.2316  55.7116
218.0  0.6  0.2109  27.0341  54.0313
218.0  0.6  0.2109  27.8613  54.1500
218.0  0.6  0.2109  28.7137  54.2662
218.0  0.6  0.2109  29.5922  54.3800
218.0  0.6  0.2109  30.4976  54.3290
218.0  0.6  0.2109  31.4307  53.2239
218.0  0.6  0.2109  32.3923  52.2339
218.0  0.6  0.2109  33.3834  52.3100
218.0  0.6  0.2109  34.4048  52.3842
218.0  0.6  0.2109  35.4574  52.4564
218.0  0.6  0.2109  36.5422  52.5267
218.0  0.6  0.2109  37.6603  52.3034
218.0  0.6  0.2109  38.8125  52.3103
218.0  0.6  0.2109  40.0000  52.3170
218.0  0.6  0.2217  5.0000  63.0595
218.0  0.6  0.2217  5.1530  62.5625
218.0  0.6  0.2217  5.3106  62.0976
218.0  0.6  0.2217  5.4731  63.3749
218.0  0.6  0.2217  5.6406  62.2555
218.0  0.6  0.2217  5.8131  62.0871
218.0  0.6  0.2217  5.9910  62.4096
218.0  0.6  0.2217  6.1743  61.9427
218.0  0.6  0.2217  6.3632  61.9530
218.0  0.6  0.2217  6.5579  60.9599
218.0  0.6  0.2217  6.7585  60.7582
218.0  0.6  0.2217  6.9653  60.7658
218.0  0.6  0.2217  7.1784  61.6026
218.0  0.6  0.2217  7.3981  60.2058
218.0  0.6  0.2217  7.6244  61.1289
218.0  0.6  0.2217  7.8577  59.9852
218.0  0.6  0.2217  8.0981  60.6239
218.0  0.6  0.2217  8.3458  59.3955
218.0  0.6  0.2217  8.6012  59.0583
218.0  0.6  0.2217  8.8644  59.0392
218.0  0.6  0.2217  9.1356  59.6995
218.0  0.6  0.2217  9.4151  59.6463
218.0  0.6  0.2217  9.7031  58.5246
218.0  0.6  0.2217  10.0000  58.7769
218.0  0.6  0.2217  10.3060  59.3049
218.0  0.6  0.2217  10.6213  58.2855
218.0  0.6  0.2217  10.9462  57.4388
218.0  0.6  0.2217  11.2811  57.8449
218.0  0.6  0.2217  11.6263  57.5843
218.0  0.6  0.2217  11.9820  57.2113
218.0  0.6  0.2217  12.3486  57.6948
218.0  0.6  0.2217  12.7264  57.6629
218.0  0.6  0.2217  13.1158  58.2504
218.0  0.6  0.2217  13.5171  56.9560
218.0  0.6  0.2217  13.9306  56.9209
218.0  0.6  0.2217  14.3568  57.4243
218.0  0.6  0.2217  14.7961  55.8964
218.0  0.6  0.2217  15.2488  56.2202
218.0  0.6  0.2217  15.7153  54.7441
218.0  0.6  0.2217  16.1962  55.0388
218.0  0.6  0.2217  16.6917  55.3344
218.0  0.6  0.2217  17.2024  55.5459
218.0  0.6  0.2217  17.7287  55.8620
218.0  0.6  0.2217  18.2711  56.0970
218.0  0.6  0.2217  18.8301  54.4187
218.0  0.6  0.2217  19.4063  54.6935
218.0  0.6  0.2217  20.0000  54.9661
218.0  0.6  0.2217  20.6119  55.2052
218.0  0.6  0.2217  21.2425  54.5997
218.0  0.6  0.2217  21.8925  53.3672
218.0  0.6  0.2217  22.5623  53.5642
218.0  0.6  0.2217  23.2526  53.7590
218.0  0.6  0.2217  23.9640  53.9513
218.0  0.6  0.2217  24.6972  51.9671
218.0  0.6  0.2217  25.4528  52.1248
218.0  0.6  0.2217  26.2316  52.2802
218.0  0.6  0.2217  27.0341  52.4332
218.0  0.6  0.2217  27.8613  52.5837
218.0  0.6  0.2217  28.7137  52.7313
218.0  0.6  0.2217  29.5922  52.8275
218.0  0.6  0.2217  30.4976  52.8895
218.0  0.6  0.2217  31.4307  52.9509
218.0  0.6  0.2217  32.3923  51.9279
218.0  0.6  0.2217  33.3834  52.0551
218.0  0.6  0.2217  34.4048  51.5917
218.0  0.6  0.2217  35.4574  51.6487
218.0  0.6  0.2217  36.5422  51.7045
218.0  0.6  0.2217  37.6603  51.7592
218.0  0.6  0.2217  38.8125  50.2637
218.0  0.6  0.2217  40.0000  50.3396
218.0  0.6  0.2326  5.0000  61.8402
218.0  0.6  0.2326  5.1530  61.3088
218.0  0.6  0.2326  5.3106  62.1924
218.0  0.6  0.2326  5.4731  61.7435
218.0  0.6  0.2326  5.6406  61.0814
218.0  0.6  0.2326  5.8131  60.4728
218.0  0.6  0.2326  5.9910  61.8366
218.0  0.6  0.2326  6.1743  60.9265
218.0  0.6  0.2326  6.3632  59.9177
218.0  0.6  0.2326  6.5579  59.5830
218.0  0.6  0.2326  6.7585  60.7068
218.0  0.6  0.2326  6.9653  59.2338
218.0  0.6  0.2326  7.1784  60.2319
218.0  0.6  0.2326  7.3981  59.0564
218.0  0.6  0.2326  7.6244  59.5593
218.0  0.6  0.2326  7.8577  58.5530
218.0  0.6  0.2326  8.0981  58.5921
218.0  0.6  0.2326  8.3458  59.4378
218.0  0.6  0.2326  8.6012  58.1932
218.0  0.6  0.2326  8.8644  59.1039
218.0  0.6  0.2326  9.1356  57.7752
218.0  0.6  0.2326  9.4151  58.6162
218.0  0.6  0.2326  9.7031  56.9198
218.0  0.6  0.2326  10.0000  56.5375
218.0  0.6  0.2326  10.3060  57.2586
218.0  0.6  0.2326  10.6213  56.9444
218.0  0.6  0.2326  10.9462  56.7505
218.0  0.6  0.2326  11.2811  57.3302
218.0  0.6  0.2326  11.6263  56.5881
218.0  0.6  0.2326  11.9820  56.1948
218.0  0.6  0.2326  12.3486  56.6990
218.0  0.6  0.2326  12.7264  55.9830
218.0  0.6  0.2326  13.1158  55.0250
218.0  0.6  0.2326  13.5171  55.2819
218.0  0.6  0.2326  13.9306  54.5758
218.0  0.6  0.2326  14.3568  54.9635
218.0  0.6  0.2326  14.7961  54.8001
218.0  0.6  0.2326  15.2488  55.2407
218.0  0.6  0.2326  15.7153  55.5436
218.0  0.6  0.2326  16.1962  53.8096
218.0  0.6  0.2326  16.6917  54.1793
218.0  0.6  0.2326  17.2024  54.4112
218.0  0.6  0.2326  17.7287  54.8508
218.0  0.6  0.2326  18.2711  52.7603
218.0  0.6  0.2326  18.8301  53.0406
218.0  0.6  0.2326  19.4063  53.3202
218.0  0.6  0.2326  20.0000  51.7333
218.0  0.6  0.2326  20.6119  51.9834
218.0  0.6  0.2326  21.2425  52.1048
218.0  0.6  0.2326  21.8925  52.2995
218.0  0.6  0.2326  22.5623  52.4934
218.0  0.6  0.2326  23.2526  52.6860
218.0  0.6  0.2326  23.9640  52.8772
218.0  0.6  0.2326  24.6972  51.4056
218.0  0.6  0.2326  25.4528  51.6250
218.0  0.6  0.2326  26.2316  51.8305
218.0  0.6  0.2326  27.0341  51.9546
218.0  0.6  0.2326  27.8613  52.0776
218.0  0.6  0.2326  28.7137  49.9146
218.0  0.6  0.2326  29.5922  50.0653
218.0  0.6  0.2326  30.4976  50.2134
218.0  0.6  0.2326  31.4307  50.3590
218.0  0.6  0.2326  32.3923  50.5018
218.0  0.6  0.2326  33.3834  48.4132
218.0  0.6  0.2326  34.4048  48.5277
218.0  0.6  0.2326  35.4574  48.6401
218.0  0.6  0.2326  36.5422  48.7501
218.0  0.6  0.2326  37.6603  48.7020
218.0  0.6  0.2326  38.8125  48.7415
218.0  0.6  0.2326  40.0000  48.7805
218.0  0.6  0.2435  5.0000  61.9705
218.0  0.6  0.2435  5.1530  61.4946
218.0  0.6  0.2435  5.3106  61.3731
218.0  0.6  0.2435  5.4731  61.3835
218.0  0.6  0.2435  5.6406  60.0658
218.0  0.6  0.2435  5.8131  61.5188
218.0  0.6  0.2435  5.9910  60.7685
218.0  0.6  0.2435  6.1743  59.6778
218.0  0.6  0.2435  6.3632  60.7055
218.0  0.6  0.2435  6.5579  59.9413
218.0  0.6  0.2435  6.7585  59.5335
218.0  0.6  0.2435  6.9653  59.1745
218.0  0.6  0.2435  7.1784  59.3530
218.0  0.6  0.2435  7.3981  58.9445
218.0  0.6  0.2435  7.6244  58.3360
218.0  0.6  0.2435  7.8577  59.2670
218.0  0.6  0.2435  8.0981  57.6382
218.0  0.6  0.2435  8.3458  58.5186
218.0  0.6  0.2435  8.6012  57.2484
218.0  0.6  0.2435  8.8644  57.5090
218.0  0.6  0.2435  9.1356  56.4439
218.0  0.6  0.2435  9.4151  56.4919
218.0  0.6  0.2435  9.7031  57.3249
218.0  0.6  0.2435  10.0000  56.2021
218.0  0.6  0.2435  10.3060  57.0736
218.0  0.6  0.2435  10.6213  55.5699
218.0  0.6  0.2435  10.9462  56.0035
218.0  0.6  0.2435  11.2811  56.5927
218.0  0.6  0.2435  11.6263  55.1403
218.0  0.6  0.2435  11.9820  54.6885
218.0  0.6  0.2435  12.3486  54.1804
218.0  0.6  0.2435  12.7264  54.7841
218.0  0.6  0.2435  13.1158  54.3916
218.0  0.6  0.2435  13.5171  54.9370
218.0  0.6  0.2435  13.9306  54.5046
218.0  0.6  0.2435  14.3568  53.5427
218.0  0.6  0.2435  14.7961  54.0083
218.0  0.6  0.2435  15.2488  53.5353
218.0  0.6  0.2435  15.7153  53.4613
218.0  0.6  0.2435  16.1962  52.5888
218.0  0.6  0.2435  16.6917  53.0580
218.0  0.6  0.2435  17.2024  51.8465
218.0  0.6  0.2435  17.7287  52.1942
218.0  0.6  0.2435  18.2711  52.1871
218.0  0.6  0.2435  18.8301  52.1637
218.0  0.6  0.2435  19.4063  52.4183
218.0  0.6  0.2435  20.0000  52.6736
218.0  0.6  0.2435  20.6119  51.2187
218.0  0.6  0.2435  21.2425  51.5352
218.0  0.6  0.2435  21.8925  51.6682
218.0  0.6  0.2435  22.5623  51.9338
218.0  0.6  0.2435  23.2526  49.7288
218.0  0.6  0.2435  23.9640  49.9623
218.0  0.6  0.2435  24.6972  50.1935
218.0  0.6  0.2435  25.4528  48.5226
218.0  0.6  0.2435  26.2316  48.7266
218.0  0.6  0.2435  27.0341  48.9282
218.0  0.6  0.2435  27.8613  48.8302
218.0  0.6  0.2435  28.7137  48.9846
218.0  0.6  0.2435  29.5922  49.1373
218.0  0.6  0.2435  30.4976  49.2881
218.0  0.6  0.2435  31.4307  49.4367
218.0  0.6  0.2435  32.3923  49.5831
218.0  0.6  0.2435  33.3834  48.2881
218.0  0.6  0.2435  34.4048  48.4546
218.0  0.6  0.2435  35.4574  48.2602
218.0  0.6  0.2435  36.5422  48.3514
218.0  0.6  0.2435  37.6603  48.4413
218.0  0.6  0.2435  38.8125  48.5297
218.0  0.6  0.2435  40.0000  47.9281
218.0  0.6  0.2543  5.0000  61.1554
218.0  0.6  0.2543  5.1530  61.3990
218.0  0.6  0.2543  5.3106  61.9768
218.0  0.6  0.2543  5.4731  59.9971
218.0  0.6  0.2543  5.6406  60.8982
218.0  0.6  0.2543  5.8131  60.4827
218.0  0.6  0.2543  5.9910  59.5727
218.0  0.6  0.2543  6.1743  60.0673
218.0  0.6  0.2543  6.3632  59.6308
218.0  0.6  0.2543  6.5579  60.0033
218.0  0.6  0.2543  6.7585  58.9556
218.0  0.6  0.2543  6.9653  57.7955
218.0  0.6  0.2543  7.1784  58.2866
218.0  0.6  0.2543  7.3981  57.8383
218.0  0.6  0.2543  7.6244  57.2703
218.0  0.6  0.2543  7.8577  58.3707
218.0  0.6  0.2543  8.0981  56.9323
218.0  0.6  0.2543  8.3458  57.0490
218.0  0.6  0.2543  8.6012  56.2035
218.0  0.6  0.2543  8.8644  56.6593
218.0  0.6  0.2543  9.1356  57.6005
218.0  0.6  0.2543  9.4151  56.1104
218.0  0.6  0.2543  9.7031  56.8898
218.0  0.6  0.2543  10.0000  55.4817
218.0  0.6  0.2543  10.3060  55.5006
218.0  0.6  0.2543  10.6213  54.3636
218.0  0.6  0.2543  10.9462  54.4018
218.0  0.6  0.2543  11.2811  54.8514
218.0  0.6  0.2543  11.6263  53.9413
218.0  0.6  0.2543  11.9820  54.5588
218.0  0.6  0.2543  12.3486  55.2108
218.0  0.6  0.2543  12.7264  54.0807
218.0  0.6  0.2543  13.1158  53.8286
218.0  0.6  0.2543  13.5171  52.5826
218.0  0.6  0.2543  13.9306  52.0713
218.0  0.6  0.2543  14.3568  52.6942
218.0  0.6  0.2543  14.7961  51.8529
218.0  0.6  0.2543  15.2488  52.2990
218.0  0.6  0.2543  15.7153  51.9246
218.0  0.6  0.2543  16.1962  52.4231
218.0  0.6  0.2543  16.6917  52.2399
218.0  0.6  0.2543  17.2024  52.7437
218.0  0.6  0.2543  17.7287  51.2104
218.0  0.6  0.2543  18.2711  50.9289
218.0  0.6  0.2543  18.8301  51.4141
218.0  0.6  0.2543  19.4063  50.2238
218.0  0.6  0.2543  20.0000  49.9137
218.0  0.6  0.2543  20.6119  50.2340
218.0  0.6  0.2543  21.2425  48.9625
218.0  0.6  0.2543  21.8925  49.2637
218.0  0.6  0.2543  22.5623  49.3728
218.0  0.6  0.2543  23.2526  49.7036
218.0  0.6  0.2543  23.9640  49.1619
218.0  0.6  0.2543  24.6972  49.3780
218.0  0.6  0.2543  25.4528  49.5929
218.0  0.6  0.2543  26.2316  48.3674
218.0  0.6  0.2543  27.0341  48.6295
218.0  0.6  0.2543  27.8613  48.5863
218.0  0.6  0.2543  28.7137  48.8039
218.0  0.6  0.2543  29.5922  49.0185
218.0  0.6  0.2543  30.4976  46.7106
218.0  0.6  0.2543  31.4307  46.8969
218.0  0.6  0.2543  32.3923  47.0806
218.0  0.6  0.2543  33.3834  47.2613
218.0  0.6  0.2543  34.4048  45.4952
218.0  0.6  0.2543  35.4574  45.6529
218.0  0.6  0.2543  36.5422  45.8079
218.0  0.6  0.2543  37.6603  45.9602
218.0  0.6  0.2543  38.8125  45.6463
218.0  0.6  0.2543  40.0000  45.7616
218.0  0.6  0.2652  5.0000  60.4198
218.0  0.6  0.2652  5.1530  60.2947
218.0  0.6  0.2652  5.3106  60.6572
218.0  0.6  0.2652  5.4731  60.2415
218.0  0.6  0.2652  5.6406  59.7745
218.0  0.6  0.2652  5.8131  59.3903
218.0  0.6  0.2652  5.9910  60.5923
218.0  0.6  0.2652  6.1743  58.7961
218.0  0.6  0.2652  6.3632  59.7265
218.0  0.6  0.2652  6.5579  59.3803
218.0  0.6  0.2652  6.7585  57.9946
218.0  0.6  0.2652  6.9653  58.9377
218.0  0.6  0.2652  7.1784  57.7669
218.0  0.6  0.2652  7.3981  58.2632
218.0  0.6  0.2652  7.6244  57.5851
218.0  0.6  0.2652  7.8577  57.9168
218.0  0.6  0.2652  8.0981  57.3201
218.0  0.6  0.2652  8.3458  55.8505
218.0  0.6  0.2652  8.6012  57.0369
218.0  0.6  0.2652  8.8644  56.2015
218.0  0.6  0.2652  9.1356  56.7383
218.0  0.6  0.2652  9.4151  55.6026
218.0  0.6  0.2652  9.7031  56.0006
218.0  0.6  0.2652  10.0000  54.1234
218.0  0.6  0.2652  10.3060  55.0317
218.0  0.6  0.2652  10.6213  55.9581
218.0  0.6  0.2652  10.9462  54.0249
218.0  0.6  0.2652  11.2811  54.7601
218.0  0.6  0.2652  11.6263  53.6919
218.0  0.6  0.2652  11.9820  53.4765
218.0  0.6  0.2652  12.3486  52.2597
218.0  0.6  0.2652  12.7264  52.2740
218.0  0.6  0.2652  13.1158  52.2051
218.0  0.6  0.2652  13.5171  52.7473
218.0  0.6  0.2652  13.9306  52.0173
218.0  0.6  0.2652  14.3568  52.6269
218.0  0.6  0.2652  14.7961  51.7106
218.0  0.6  0.2652  15.2488  51.0408
218.0  0.6  0.2652  15.7153  51.5609
218.0  0.6  0.2652  16.1962  50.5632
218.0  0.6  0.2652  16.6917  51.1601
218.0  0.6  0.2652  17.2024  50.0459
218.0  0.6  0.2652  17.7287  49.1825
218.0  0.6  0.2652  18.2711  49.5876
218.0  0.6  0.2652  18.8301  49.3315
218.0  0.6  0.2652  19.4063  49.7773
218.0  0.6  0.2652  20.0000  50.2212
218.0  0.6  0.2652  20.6119  49.6194
218.0  0.6  0.2652  21.2425  49.8990
218.0  0.6  0.2652  21.8925  48.6779
218.0  0.6  0.2652  22.5623  49.0430
218.0  0.6  0.2652  23.2526  49.0206
218.0  0.6  0.2652  23.9640  49.4348
218.0  0.6  0.2652  24.6972  46.9909
218.0  0.6  0.2652  25.4528  47.2649
218.0  0.6  0.2652  26.2316  47.5366
218.0  0.6  0.2652  27.0341  46.2012
218.0  0.6  0.2652  27.8613  46.4539
218.0  0.6  0.2652  28.7137  46.7038
218.0  0.6  0.2652  29.5922  46.9489
218.0  0.6  0.2652  30.4976  47.1941
218.0  0.6  0.2652  31.4307  46.2038
218.0  0.6  0.2652  32.3923  46.3798
218.0  0.6  0.2652  33.3834  46.5537
218.0  0.6  0.2652  34.4048  45.5331
218.0  0.6  0.2652  35.4574  45.7428
218.0  0.6  0.2652  36.5422  45.8068
218.0  0.6  0.2652  37.6603  45.7138
218.0  0.6  0.2652  38.8125  45.8835
218.0  0.6  0.2652  40.0000  46.0503
218.0  0.6  0.2761  5.0000  60.0695
218.0  0.6  0.2761  5.1530  59.7772
218.0  0.6  0.2761  5.3106  59.9951
218.0  0.6  0.2761  5.4731  59.0778
218.0  0.6  0.2761  5.6406  59.7864
218.0  0.6  0.2761  5.8131  59.7684
218.0  0.6  0.2761  5.9910  59.3957
218.0  0.6  0.2761  6.1743  59.6655
218.0  0.6  0.2761  6.3632  59.3434
218.0  0.6  0.2761  6.5579  58.5407
218.0  0.6  0.2761  6.7585  59.1834
218.0  0.6  0.2761  6.9653  57.8111
218.0  0.6  0.2761  7.1784  58.7756
218.0  0.6  0.2761  7.3981  58.0892
218.0  0.6  0.2761  7.6244  56.5827
218.0  0.6  0.2761  7.8577  57.4458
218.0  0.6  0.2761  8.0981  56.0471
218.0  0.6  0.2761  8.3458  56.4565
218.0  0.6  0.2761  8.6012  56.0058
218.0  0.6  0.2761  8.8644  55.9148
218.0  0.6  0.2761  9.1356  55.5680
218.0  0.6  0.2761  9.4151  54.8360
218.0  0.6  0.2761  9.7031  55.0960
218.0  0.6  0.2761  10.0000  54.0921
218.0  0.6  0.2761  10.3060  55.1718
218.0  0.6  0.2761  10.6213  53.3037
218.0  0.6  0.2761  10.9462  54.1185
218.0  0.6  0.2761  11.2811  55.0887
218.0  0.6  0.2761  11.6263  52.5026
218.0  0.6  0.2761  11.9820  53.1331
218.0  0.6  0.2761  12.3486  53.7740
218.0  0.6  0.2761  12.7264  51.9081
218.0  0.6  0.2761  13.1158  52.6148
218.0  0.6  0.2761  13.5171  51.8325
218.0  0.6  0.2761  13.9306  51.3965
218.0  0.6  0.2761  14.3568  52.1380
218.0  0.6  0.2761  14.7961  50.0785
218.0  0.6  0.2761  15.2488  50.5434
218.0  0.6  0.2761  15.7153  50.0568
218.0  0.6  0.2761  16.1962  49.5677
218.0  0.6  0.2761  16.6917  49.9942
218.0  0.6  0.2761  17.2024  50.5569
218.0  0.6  0.2761  17.7287  49.8945
218.0  0.6  0.2761  18.2711  50.3063
218.0  0.6  0.2761  18.8301  49.1714
218.0  0.6  0.2761  19.4063  49.6446
218.0  0.6  0.2761  20.0000  48.9026
218.0  0.6  0.2761  20.6119  48.2178
218.0  0.6  0.2761  21.2425  47.6818
218.0  0.6  0.2761  21.8925  46.7880
218.0  0.6  0.2761  22.5623  47.1473
218.0  0.6  0.2761  23.2526  47.5049
218.0  0.6  0.2761  23.9640  47.4040
218.0  0.6  0.2761  24.6972  47.7894
218.0  0.6  0.2761  25.4528  48.1708
218.0  0.6  0.2761  26.2316  46.9588
218.0  0.6  0.2761  27.0341  45.9688
218.0  0.6  0.2761  27.8613  46.2811
218.0  0.6  0.2761  28.7137  46.5897
218.0  0.6  0.2761  29.5922  46.7509
218.0  0.6  0.2761  30.4976  47.0965
218.0  0.6  0.2761  31.4307  46.4696
218.0  0.6  0.2761  32.3923  44.4256
218.0  0.6  0.2761  33.3834  44.6509
218.0  0.6  0.2761  34.4048  44.8732
218.0  0.6  0.2761  35.4574  43.4793
218.0  0.6  0.2761  36.5422  43.6844
218.0  0.6  0.2761  37.6603  43.8864
218.0  0.6  0.2761  38.8125  44.0851
218.0  0.6  0.2761  40.0000  44.2283
218.0  0.6  0.2870  5.0000  59.9435
218.0  0.6  0.2870  5.1530  59.2717
218.0  0.6  0.2870  5.3106  59.6043
218.0  0.6  0.2870  5.4731  59.0168
218.0  0.6  0.2870  5.6406  59.1251
218.0  0.6  0.2870  5.8131  57.8667
218.0  0.6  0.2870  5.9910  59.4428
218.0  0.6  0.2870  6.1743  59.3124
218.0  0.6  0.2870  6.3632  57.6840
218.0  0.6  0.2870  6.5579  58.1248
218.0  0.6  0.2870  6.7585  58.7182
218.0  0.6  0.2870  6.9653  57.5978
218.0  0.6  0.2870  7.1784  58.6828
218.0  0.6  0.2870  7.3981  57.4602
218.0  0.6  0.2870  7.6244  57.9948
218.0  0.6  0.2870  7.8577  56.6631
218.0  0.6  0.2870  8.0981  57.3293
218.0  0.6  0.2870  8.3458  56.4127
218.0  0.6  0.2870  8.6012  55.2820
218.0  0.6  0.2870  8.8644  55.4797
218.0  0.6  0.2870  9.1356  54.4231
218.0  0.6  0.2870  9.4151  54.7347
218.0  0.6  0.2870  9.7031  55.9359
218.0  0.6  0.2870  10.0000  53.9824
218.0  0.6  0.2870  10.3060  54.0121
218.0  0.6  0.2870  10.6213  52.6916
218.0  0.6  0.2870  10.9462  53.1827
218.0  0.6  0.2870  11.2811  54.3188
218.0  0.6  0.2870  11.6263  53.0492
218.0  0.6  0.2870  11.9820  52.6455
218.0  0.6  0.2870  12.3486  51.9698
218.0  0.6  0.2870  12.7264  52.8176
218.0  0.6  0.2870  13.1158  53.5428
218.0  0.6  0.2870  13.5171  50.8279
218.0  0.6  0.2870  13.9306  50.8918
218.0  0.6  0.2870  14.3568  51.5073
218.0  0.6  0.2870  14.7961  50.5881
218.0  0.6  0.2870  15.2488  50.4213
218.0  0.6  0.2870  15.7153  49.8768
218.0  0.6  0.2870  16.1962  50.6425
218.0  0.6  0.2870  16.6917  49.9251
218.0  0.6  0.2870  17.2024  48.5130
218.0  0.6  0.2870  17.7287  48.4508
218.0  0.6  0.2870  18.2711  48.2872
