# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  1.3  0.2000  23.9640  61.1867
218.0  1.3  0.2000  24.6972  61.3086
218.0  1.3  0.2000  25.4528  61.6389
218.0  1.3  0.2000  26.2316  61.9355
218.0  1.3  0.2000  27.0341  60.6425
218.0  1.3  0.2000  27.8613  60.8358
218.0  1.3  0.2000  28.7137  61.0297
218.0  1.3  0.2000  29.5922  60.0384
218.0  1.3  0.2000  30.4976  60.2119
218.0  1.3  0.2000  31.4307  60.3854
218.0  1.3  0.2000  32.3923  60.5587
218.0  1.3  0.2000  33.3834  59.9546
218.0  1.3  0.2000  34.4048  60.1542
218.0  1.3  0.2000  35.4574  60.3519
218.0  1.3  0.2000  36.5422  59.6082
218.0  1.3  0.2000  37.6603  59.7847
218.0  1.3  0.2000  38.8125  59.9593
218.0  1.3  0.2000  40.0000  60.1319
218.0  1.3  0.2109  5.0000  67.1517
218.0  1.3  0.2109  5.1530  67.5104
218.0  1.3  0.2109  5.3106  66.2685
218.0  1.3  0.2109  5.4731  67.6212
218.0  1.3  0.2109  5.6406  67.1808
218.0  1.3  0.2109  5.8131  67.1424
218.0  1.3  0.2109  5.9910  66.0920
218.0  1.3  0.2109  6.1743  66.1840
218.0  1.3  0.2109  6.3632  66.4738
218.0  1.3  0.2109  6.5579  67.6207
218.0  1.3  0.2109  6.7585  67.5291
218.0  1.3  0.2109  6.9653  65.1528
218.0  1.3  0.2109  7.1784  65.0991
218.0  1.3  0.2109  7.3981  65.7127
218.0  1.3  0.2109  7.6244  65.7106
218.0  1.3  0.2109  7.8577  65.9499
218.0  1.3  0.2109  8.0981  65.7902
218.0  1.3  0.2109  8.3458  66.5049
218.0  1.3  0.2109  8.6012  64.2799
218.0  1.3  0.2109  8.8644  64.1209
218.0  1.3  0.2109  9.1356  63.6436
218.0  1.3  0.2109  9.4151  64.1000
218.0  1.3  0.2109  9.7031  64.9275
218.0  1.3  0.2109  10.0000  65.7883
218.0  1.3  0.2109  10.3060  63.7767
218.0  1.3  0.2109  10.6213  63.1279
218.0  1.3  0.2109  10.9462  63.0371
218.0  1.3  0.2109  11.2811  62.5069
218.0  1.3  0.2109  11.6263  63.1724
218.0  1.3  0.2109  11.9820  62.6012
218.0  1.3  0.2109  12.3486  63.1321
218.0  1.3  0.2109  12.7264  63.0428
218.0  1.3  0.2109  13.1158  63.5216
218.0  1.3  0.2109  13.5171  61.9758
218.0  1.3  0.2109  13.9306  61.6482
218.0  1.3  0.2109  14.3568  62.2329
218.0  1.3  0.2109  14.7961  61.4409
218.0  1.3  0.2109  15.2488  61.9851
218.0  1.3  0.2109  15.7153  60.9085
218.0  1.3  0.2109  16.1962  60.8779
218.0  1.3  0.2109  16.6917  61.0479
218.0  1.3  0.2109  17.2024  60.8824
218.0  1.3  0.2109  17.7287  61.2752
218.0  1.3  0.2109  18.2711  61.6750
218.0  1.3  0.2109  18.8301  60.3516
218.0  1.3  0.2109  19.4063  60.5315
218.0  1.3  0.2109  20.0000  60.8939
218.0  1.3  0.2109  20.6119  60.1245
218.0  1.3  0.2109  21.2425  60.0693
218.0  1.3  0.2109  21.8925  60.3546
218.0  1.3  0.2109  22.5623  59.6530
218.0  1.3  0.2109  23.2526  59.5371
218.0  1.3  0.2109  23.9640  59.5070
218.0  1.3  0.2109  24.6972  59.8597
218.0  1.3  0.2109  25.4528  59.1622
218.0  1.3  0.2109  26.2316  59.3776
218.0  1.3  0.2109  27.0341  58.8185
218.0  1.3  0.2109  27.8613  59.0893
218.0  1.3  0.2109  28.7137  59.3594
218.0  1.3  0.2109  29.5922  59.6285
218.0  1.3  0.2109  30.4976  58.3419
218.0  1.3  0.2109  31.4307  58.5700
218.0  1.3  0.2109  32.3923  58.7971
218.0  1.3  0.2109  33.3834  59.0229
218.0  1.3  0.2109  34.4048  59.2469
218.0  1.3  0.2109  35.4574  57.8904
218.0  1.3  0.2109  36.5422  58.0776
218.0  1.3  0.2109  37.6603  58.2633
218.0  1.3  0.2109  38.8125  58.4473
218.0  1.3  0.2109  40.0000  58.6295
218.0  1.3  0.2217  5.0000  65.3642
218.0  1.3  0.2217  5.1530  64.4555
218.0  1.3  0.2217  5.3106  65.7787
218.0  1.3  0.2217  5.4731  65.4690
218.0  1.3  0.2217  5.6406  66.5211
218.0  1.3  0.2217  5.8131  64.6905
218.0  1.3  0.2217  5.9910  65.4170
218.0  1.3  0.2217  6.1743  65.6733
218.0  1.3  0.2217  6.3632  65.2802
218.0  1.3  0.2217  6.5579  65.1227
218.0  1.3  0.2217  6.7585  64.5573
218.0  1.3  0.2217  6.9653  64.4827
218.0  1.3  0.2217  7.1784  64.8682
218.0  1.3  0.2217  7.3981  64.8193
218.0  1.3  0.2217  7.6244  65.1419
218.0  1.3  0.2217  7.8577  65.7993
218.0  1.3  0.2217  8.0981  65.6215
218.0  1.3  0.2217  8.3458  63.2277
218.0  1.3  0.2217  8.6012  62.9878
218.0  1.3  0.2217  8.8644  63.8841
218.0  1.3  0.2217  9.1356  63.3439
218.0  1.3  0.2217  9.4151  63.4545
218.0  1.3  0.2217  9.7031  63.0986
218.0  1.3  0.2217  10.0000  63.8355
218.0  1.3  0.2217  10.3060  62.0098
218.0  1.3  0.2217  10.6213  61.7315
218.0  1.3  0.2217  10.9462  62.6147
218.0  1.3  0.2217  11.2811  61.4583
218.0  1.3  0.2217  11.6263  62.2582
218.0  1.3  0.2217  11.9820  62.9781
218.0  1.3  0.2217  12.3486  63.5720
218.0  1.3  0.2217  12.7264  61.4393
218.0  1.3  0.2217  13.1158  60.5935
218.0  1.3  0.2217  13.5171  61.0274
218.0  1.3  0.2217  13.9306  60.3685
218.0  1.3  0.2217  14.3568  60.8826
218.0  1.3  0.2217  14.7961  61.5352
218.0  1.3  0.2217  15.2488  60.1468
218.0  1.3  0.2217  15.7153  60.4692
218.0  1.3  0.2217  16.1962  60.3012
218.0  1.3  0.2217  16.6917  60.7577
218.0  1.3  0.2217  17.2024  59.5631
218.0  1.3  0.2217  17.7287  59.0980
218.0  1.3  0.2217  18.2711  59.6276
218.0  1.3  0.2217  18.8301  58.6650
218.0  1.3  0.2217  19.4063  59.1502
218.0  1.3  0.2217  20.0000  59.6390
218.0  1.3  0.2217  20.6119  58.2871
218.0  1.3  0.2217  21.2425  58.1730
218.0  1.3  0.2217  21.8925  58.1906
218.0  1.3  0.2217  22.5623  58.5765
218.0  1.3  0.2217  23.2526  58.1720
218.0  1.3  0.2217  23.9640  58.5143
218.0  1.3  0.2217  24.6972  58.8579
218.0  1.3  0.2217  25.4528  59.2022
218.0  1.3  0.2217  26.2316  57.4242
218.0  1.3  0.2217  27.0341  57.7022
218.0  1.3  0.2217  27.8613  57.9808
218.0  1.3  0.2217  28.7137  57.6018
218.0  1.3  0.2217  29.5922  57.9538
218.0  1.3  0.2217  30.4976  57.1165
218.0  1.3  0.2217  31.4307  56.7267
218.0  1.3  0.2217  32.3923  57.0255
218.0  1.3  0.2217  33.3834  56.7651
218.0  1.3  0.2217  34.4048  56.6498
218.0  1.3  0.2217  35.4574  56.4523
218.0  1.3  0.2217  36.5422  56.6269
218.0  1.3  0.2217  37.6603  56.8010
218.0  1.3  0.2217  38.8125  55.9758
218.0  1.3  0.2217  40.0000  56.1383
218.0  1.3  0.2326  5.0000  64.2465
218.0  1.3  0.2326  5.1530  63.4397
218.0  1.3  0.2326  5.3106  64.3625
218.0  1.3  0.2326  5.4731  63.4070
218.0  1.3  0.2326  5.6406  64.4285
218.0  1.3  0.2326  5.8131  64.0706
218.0  1.3  0.2326  5.9910  62.6625
218.0  1.3  0.2326  6.1743  63.8242
218.0  1.3  0.2326  6.3632  64.2567
218.0  1.3  0.2326  6.5579  64.7793
218.0  1.3  0.2326  6.7585  64.0400
218.0  1.3  0.2326  6.9653  63.8588
218.0  1.3  0.2326  7.1784  63.2222
218.0  1.3  0.2326  7.3981  64.1274
218.0  1.3  0.2326  7.6244  63.1295
218.0  1.3  0.2326  7.8577  64.3168
218.0  1.3  0.2326  8.0981  63.3496
218.0  1.3  0.2326  8.3458  62.6303
218.0  1.3  0.2326  8.6012  62.4614
218.0  1.3  0.2326  8.8644  63.4526
218.0  1.3  0.2326  9.1356  63.5627
218.0  1.3  0.2326  9.4151  62.8666
218.0  1.3  0.2326  9.7031  63.8857
218.0  1.3  0.2326  10.0000  61.2520
218.0  1.3  0.2326  10.3060  62.2077
218.0  1.3  0.2326  10.6213  61.7805
218.0  1.3  0.2326  10.9462  61.0320
218.0  1.3  0.2326  11.2811  61.0005
218.0  1.3  0.2326  11.6263  61.8087
218.0  1.3  0.2326  11.9820  61.1731
218.0  1.3  0.2326  12.3486  61.9270
218.0  1.3  0.2326  12.7264  60.5439
218.0  1.3  0.2326  13.1158  60.1062
218.0  1.3  0.2326  13.5171  60.2752
218.0  1.3  0.2326  13.9306  59.4840
218.0  1.3  0.2326  14.3568  59.7554
218.0  1.3  0.2326  14.7961  60.3092
218.0  1.3  0.2326  15.2488  60.8755
218.0  1.3  0.2326  15.7153  58.9283
218.0  1.3  0.2326  16.1962  59.5685
218.0  1.3  0.2326  16.6917  58.4761
218.0  1.3  0.2326  17.2024  59.0607
218.0  1.3  0.2326  17.7287  58.0002
218.0  1.3  0.2326  18.2711  58.5340
218.0  1.3  0.2326  18.8301  59.0743
218.0  1.3  0.2326  19.4063  57.4406
218.0  1.3  0.2326  20.0000  57.9052
218.0  1.3  0.2326  20.6119  57.3176
218.0  1.3  0.2326  21.2425  57.7241
218.0  1.3  0.2326  21.8925  58.1349
218.0  1.3  0.2326  22.5623  57.2550
218.0  1.3  0.2326  23.2526  56.6355
218.0  1.3  0.2326  23.9640  57.0924
218.0  1.3  0.2326  24.6972  57.5491
218.0  1.3  0.2326  25.4528  56.3608
218.0  1.3  0.2326  26.2316  56.7728
218.0  1.3  0.2326  27.0341  56.8068
218.0  1.3  0.2326  27.8613  55.5709
218.0  1.3  0.2326  28.7137  55.9214
218.0  1.3  0.2326  29.5922  55.7005
218.0  1.3  0.2326  30.4976  55.5431
218.0  1.3  0.2326  31.4307  55.8569
218.0  1.3  0.2326  32.3923  55.2388
218.0  1.3  0.2326  33.3834  55.5126
218.0  1.3  0.2326  34.4048  55.7849
218.0  1.3  0.2326  35.4574  56.0553
218.0  1.3  0.2326  36.5422  56.3234
218.0  1.3  0.2326  37.6603  55.5675
218.0  1.3  0.2326  38.8125  54.5033
218.0  1.3  0.2326  40.0000  54.7151
218.0  1.3  0.2435  5.0000  62.6142
218.0  1.3  0.2435  5.1530  62.4327
218.0  1.3  0.2435  5.3106  63.5533
218.0  1.3  0.2435  5.4731  62.4105
218.0  1.3  0.2435  5.6406  62.9930
218.0  1.3  0.2435  5.8131  62.9479
218.0  1.3  0.2435  5.9910  62.9654
218.0  1.3  0.2435  6.1743  62.6361
218.0  1.3  0.2435  6.3632  61.7726
218.0  1.3  0.2435  6.5579  63.0984
218.0  1.3  0.2435  6.7585  63.1568
218.0  1.3  0.2435  6.9653  63.1129
218.0  1.3  0.2435  7.1784  61.8826
218.0  1.3  0.2435  7.3981  62.5477
218.0  1.3  0.2435  7.6244  62.4531
218.0  1.3  0.2435  7.8577  62.1183
218.0  1.3  0.2435  8.0981  62.0384
218.0  1.3  0.2435  8.3458  62.6110
218.0  1.3  0.2435  8.6012  62.1321
218.0  1.3  0.2435  8.8644  62.6234
218.0  1.3  0.2435  9.1356  62.6533
218.0  1.3  0.2435  9.4151  61.4822
218.0  1.3  0.2435  9.7031  62.3316
218.0  1.3  0.2435  10.0000  61.6811
218.0  1.3  0.2435  10.3060  61.3217
218.0  1.3  0.2435  10.6213  60.6377
218.0  1.3  0.2435  10.9462  61.4993
218.0  1.3  0.2435  11.2811  61.1286
218.0  1.3  0.2435  11.6263  61.9432
218.0  1.3  0.2435  11.9820  60.3224
218.0  1.3  0.2435  12.3486  60.1904
218.0  1.3  0.2435  12.7264  59.6108
218.0  1.3  0.2435  13.1158  59.3342
218.0  1.3  0.2435  13.5171  59.4763
218.0  1.3  0.2435  13.9306  59.2510
218.0  1.3  0.2435  14.3568  58.4270
218.0  1.3  0.2435  14.7961  59.1361
218.0  1.3  0.2435  15.2488  59.8611
218.0  1.3  0.2435  15.7153  58.1878
218.0  1.3  0.2435  16.1962  58.2106
218.0  1.3  0.2435  16.6917  57.6922
218.0  1.3  0.2435  17.2024  57.8087
218.0  1.3  0.2435  17.7287  57.9451
218.0  1.3  0.2435  18.2711  57.4268
218.0  1.3  0.2435  18.8301  57.9304
218.0  1.3  0.2435  19.4063  58.4423
218.0  1.3  0.2435  20.0000  56.7264
218.0  1.3  0.2435  20.6119  57.3026
218.0  1.3  0.2435  21.2425  56.0000
218.0  1.3  0.2435  21.8925  56.5190
218.0  1.3  0.2435  22.5623  57.0403
218.0  1.3  0.2435  23.2526  55.7469
218.0  1.3  0.2435  23.9640  56.2159
218.0  1.3  0.2435  24.6972  56.6857
218.0  1.3  0.2435  25.4528  55.0159
218.0  1.3  0.2435  26.2316  55.1979
218.0  1.3  0.2435  27.0341  55.0104
218.0  1.3  0.2435  27.8613  54.7251
218.0  1.3  0.2435  28.7137  55.0698
218.0  1.3  0.2435  29.5922  55.4144
218.0  1.3  0.2435  30.4976  54.7828
218.0  1.3  0.2435  31.4307  55.1813
218.0  1.3  0.2435  32.3923  54.3826
218.0  1.3  0.2435  33.3834  54.4226
218.0  1.3  0.2435  34.4048  54.6881
218.0  1.3  0.2435  35.4574  54.9525
218.0  1.3  0.2435  36.5422  54.0554
218.0  1.3  0.2435  37.6603  54.3769
218.0  1.3  0.2435  38.8125  53.7725
218.0  1.3  0.2435  40.0000  53.9872
218.0  1.3  0.2543  5.0000  62.4025
218.0  1.3  0.2543  5.1530  62.7480
218.0  1.3  0.2543  5.3106  62.1254
218.0  1.3  0.2543  5.4731  62.4386
218.0  1.3  0.2543  5.6406  62.2440
218.0  1.3  0.2543  5.8131  62.0093
218.0  1.3  0.2543  5.9910  61.6735
218.0  1.3  0.2543  6.1743  62.7024
218.0  1.3  0.2543  6.3632  61.4736
218.0  1.3  0.2543  6.5579  61.9011
218.0  1.3  0.2543  6.7585  61.4691
218.0  1.3  0.2543  6.9653  60.8542
218.0  1.3  0.2543  7.1784  61.7077
218.0  1.3  0.2543  7.3981  60.4938
218.0  1.3  0.2543  7.6244  61.7454
218.0  1.3  0.2543  7.8577  62.1206
218.0  1.3  0.2543  8.0981  61.8870
218.0  1.3  0.2543  8.3458  60.1774
218.0  1.3  0.2543  8.6012  60.9603
218.0  1.3  0.2543  8.8644  60.3287
218.0  1.3  0.2543  9.1356  61.0582
218.0  1.3  0.2543  9.4151  60.3296
218.0  1.3  0.2543  9.7031  61.0179
218.0  1.3  0.2543  10.0000  60.0171
218.0  1.3  0.2543  10.3060  60.3660
218.0  1.3  0.2543  10.6213  60.8049
218.0  1.3  0.2543  10.9462  60.8112
218.0  1.3  0.2543  11.2811  60.0139
218.0  1.3  0.2543  11.6263  59.2522
218.0  1.3  0.2543  11.9820  60.2310
218.0  1.3  0.2543  12.3486  59.5418
218.0  1.3  0.2543  12.7264  59.5222
218.0  1.3  0.2543  13.1158  59.3916
218.0  1.3  0.2543  13.5171  58.8006
218.0  1.3  0.2543  13.9306  59.5913
218.0  1.3  0.2543  14.3568  58.2668
218.0  1.3  0.2543  14.7961  58.0089
218.0  1.3  0.2543  15.2488  58.9078
218.0  1.3  0.2543  15.7153  58.1220
218.0  1.3  0.2543  16.1962  56.8976
218.0  1.3  0.2543  16.6917  57.6698
218.0  1.3  0.2543  17.2024  57.2533
218.0  1.3  0.2543  17.7287  57.9871
218.0  1.3  0.2543  18.2711  56.8412
218.0  1.3  0.2543  18.8301  57.5066
218.0  1.3  0.2543  19.4063  57.0418
218.0  1.3  0.2543  20.0000  56.1674
218.0  1.3  0.2543  20.6119  56.6521
218.0  1.3  0.2543  21.2425  55.3903
218.0  1.3  0.2543  21.8925  55.9097
218.0  1.3  0.2543  22.5623  55.9040
218.0  1.3  0.2543  23.2526  54.7471
218.0  1.3  0.2543  23.9640  55.1925
218.0  1.3  0.2543  24.6972  55.6408
218.0  1.3  0.2543  25.4528  56.0910
218.0  1.3  0.2543  26.2316  54.5703
218.0  1.3  0.2543  27.0341  55.0582
218.0  1.3  0.2543  27.8613  55.4320
218.0  1.3  0.2543  28.7137  53.9862
218.0  1.3  0.2543  29.5922  54.4238
218.0  1.3  0.2543  30.4976  54.8593
218.0  1.3  0.2543  31.4307  53.3458
218.0  1.3  0.2543  32.3923  53.7325
218.0  1.3  0.2543  33.3834  54.0123
218.0  1.3  0.2543  34.4048  54.2746
218.0  1.3  0.2543  35.4574  52.5328
218.0  1.3  0.2543  36.5422  52.6503
218.0  1.3  0.2543  37.6603  52.9679
218.0  1.3  0.2543  38.8125  52.4968
218.0  1.3  0.2543  40.0000  52.1293
218.0  1.3  0.2652  5.0000  62.1936
218.0  1.3  0.2652  5.1530  62.5706
218.0  1.3  0.2652  5.3106  62.0136
218.0  1.3  0.2652  5.4731  61.7979
218.0  1.3  0.2652  5.6406  61.8395
218.0  1.3  0.2652  5.8131  61.8267
218.0  1.3  0.2652  5.9910  61.2125
218.0  1.3  0.2652  6.1743  60.9850
218.0  1.3  0.2652  6.3632  61.3040
218.0  1.3  0.2652  6.5579  60.0330
218.0  1.3  0.2652  6.7585  61.4523
218.0  1.3  0.2652  6.9653  60.8174
218.0  1.3  0.2652  7.1784  60.2341
218.0  1.3  0.2652  7.3981  60.8778
218.0  1.3  0.2652  7.6244  60.2054
218.0  1.3  0.2652  7.8577  60.3397
218.0  1.3  0.2652  8.0981  60.2933
218.0  1.3  0.2652  8.3458  60.7722
218.0  1.3  0.2652  8.6012  59.4382
218.0  1.3  0.2652  8.8644  60.2112
218.0  1.3  0.2652  9.1356  60.4315
218.0  1.3  0.2652  9.4151  60.2229
218.0  1.3  0.2652  9.7031  59.9647
218.0  1.3  0.2652  10.0000  59.2217
218.0  1.3  0.2652  10.3060  60.5279
218.0  1.3  0.2652  10.6213  59.4607
218.0  1.3  0.2652  10.9462  59.6559
218.0  1.3  0.2652  11.2811  59.6645
218.0  1.3  0.2652  11.6263  60.0015
218.0  1.3  0.2652  11.9820  59.0756
218.0  1.3  0.2652  12.3486  58.8530
218.0  1.3  0.2652  12.7264  59.3903
218.0  1.3  0.2652  13.1158  59.0643
218.0  1.3  0.2652  13.5171  58.4483
218.0  1.3  0.2652  13.9306  59.4738
218.0  1.3  0.2652  14.3568  58.4246
218.0  1.3  0.2652  14.7961  57.5538
218.0  1.3  0.2652  15.2488  58.2133
218.0  1.3  0.2652  15.7153  57.1328
218.0  1.3  0.2652  16.1962  57.9548
218.0  1.3  0.2652  16.6917  57.0768
218.0  1.3  0.2652  17.2024  57.8260
218.0  1.3  0.2652  17.7287  56.8345
218.0  1.3  0.2652  18.2711  56.0336
218.0  1.3  0.2652  18.8301  56.6667
218.0  1.3  0.2652  19.4063  56.2620
218.0  1.3  0.2652  20.0000  55.8563
218.0  1.3  0.2652  20.6119  55.4984
218.0  1.3  0.2652  21.2425  56.0641
218.0  1.3  0.2652  21.8925  55.2473
218.0  1.3  0.2652  22.5623  55.7381
218.0  1.3  0.2652  23.2526  54.8033
218.0  1.3  0.2652  23.9640  55.3932
218.0  1.3  0.2652  24.6972  55.1099
218.0  1.3  0.2652  25.4528  53.7131
218.0  1.3  0.2652  26.2316  54.2192
218.0  1.3  0.2652  27.0341  54.7254
218.0  1.3  0.2652  27.8613  53.1318
218.0  1.3  0.2652  28.7137  53.5803
218.0  1.3  0.2652  29.5922  54.0281
218.0  1.3  0.2652  30.4976  54.3651
218.0  1.3  0.2652  31.4307  52.4568
218.0  1.3  0.2652  32.3923  52.8311
218.0  1.3  0.2652  33.3834  53.2040
218.0  1.3  0.2652  34.4048  53.5750
218.0  1.3  0.2652  35.4574  53.9001
218.0  1.3  0.2652  36.5422  52.2034
218.0  1.3  0.2652  37.6603  52.5056
218.0  1.3  0.2652  38.8125  52.8060
218.0  1.3  0.2652  40.0000  53.1042
218.0  1.3  0.2761  5.0000  62.7994
218.0  1.3  0.2761  5.1530  61.7875
218.0  1.3  0.2761  5.3106  61.6204
218.0  1.3  0.2761  5.4731  62.8365
218.0  1.3  0.2761  5.6406  61.1821
218.0  1.3  0.2761  5.8131  61.4967
218.0  1.3  0.2761  5.9910  61.4375
218.0  1.3  0.2761  6.1743  61.3042
218.0  1.3  0.2761  6.3632  60.2362
218.0  1.3  0.2761  6.5579  61.0605
218.0  1.3  0.2761  6.7585  61.3630
218.0  1.3  0.2761  6.9653  60.4203
218.0  1.3  0.2761  7.1784  60.1121
218.0  1.3  0.2761  7.3981  60.3424
218.0  1.3  0.2761  7.6244  59.7754
218.0  1.3  0.2761  7.8577  59.5574
218.0  1.3  0.2761  8.0981  59.2867
218.0  1.3  0.2761  8.3458  60.3207
218.0  1.3  0.2761  8.6012  59.4371
218.0  1.3  0.2761  8.8644  59.7534
218.0  1.3  0.2761  9.1356  59.3861
218.0  1.3  0.2761  9.4151  59.1782
218.0  1.3  0.2761  9.7031  59.5621
218.0  1.3  0.2761  10.0000  58.4736
218.0  1.3  0.2761  10.3060  58.7627
218.0  1.3  0.2761  10.6213  58.8194
218.0  1.3  0.2761  10.9462  58.2922
218.0  1.3  0.2761  11.2811  58.5530
218.0  1.3  0.2761  11.6263  58.3709
218.0  1.3  0.2761  11.9820  58.5762
218.0  1.3  0.2761  12.3486  57.4290
218.0  1.3  0.2761  12.7264  58.0165
218.0  1.3  0.2761  13.1158  58.0322
218.0  1.3  0.2761  13.5171  58.2366
218.0  1.3  0.2761  13.9306  58.8748
218.0  1.3  0.2761  14.3568  57.9822
218.0  1.3  0.2761  14.7961  57.2413
218.0  1.3  0.2761  15.2488  57.4174
218.0  1.3  0.2761  15.7153  58.2382
218.0  1.3  0.2761  16.1962  56.6652
218.0  1.3  0.2761  16.6917  57.6272
218.0  1.3  0.2761  17.2024  56.3813
218.0  1.3  0.2761  17.7287  57.2785
218.0  1.3  0.2761  18.2711  56.1752
218.0  1.3  0.2761  18.8301  56.6025
218.0  1.3  0.2761  19.4063  55.4065
218.0  1.3  0.2761  20.0000  56.1583
218.0  1.3  0.2761  20.6119  55.0141
218.0  1.3  0.2761  21.2425  55.6972
218.0  1.3  0.2761  21.8925  56.3852
218.0  1.3  0.2761  22.5623  55.7249
218.0  1.3  0.2761  23.2526  54.1088
218.0  1.3  0.2761  23.9640  54.6803
218.0  1.3  0.2761  24.6972  54.6491
218.0  1.3  0.2761  25.4528  53.5709
218.0  1.3  0.2761  26.2316  54.0785
218.0  1.3  0.2761  27.0341  54.1434
218.0  1.3  0.2761  27.8613  53.3175
218.0  1.3  0.2761  28.7137  52.9986
218.0  1.3  0.2761  29.5922  53.4245
218.0  1.3  0.2761  30.4976  52.7548
218.0  1.3  0.2761  31.4307  53.2532
218.0  1.3  0.2761  32.3923  53.7486
218.0  1.3  0.2761  33.3834  52.6794
218.0  1.3  0.2761  34.4048  51.6514
218.0  1.3  0.2761  35.4574  52.0689
218.0  1.3  0.2761  36.5422  52.4832
218.0  1.3  0.2761  37.6603  52.8939
218.0  1.3  0.2761  38.8125  53.3005
218.0  1.3  0.2761  40.0000  51.4038
218.0  1.3  0.2870  5.0000  61.6021
218.0  1.3  0.2870  5.1530  62.3387
218.0  1.3  0.2870  5.3106  62.6340
218.0  1.3  0.2870  5.4731  60.9458
218.0  1.3  0.2870  5.6406  61.8773
218.0  1.3  0.2870  5.8131  60.6098
218.0  1.3  0.2870  5.9910  61.3546
218.0  1.3  0.2870  6.1743  61.9681
218.0  1.3  0.2870  6.3632  61.8000
218.0  1.3  0.2870  6.5579  60.3002
218.0  1.3  0.2870  6.7585  60.5943
218.0  1.3  0.2870  6.9653  59.9560
218.0  1.3  0.2870  7.1784  59.5626
218.0  1.3  0.2870  7.3981  59.7919
218.0  1.3  0.2870  7.6244  60.0772
218.0  1.3  0.2870  7.8577  58.8129
218.0  1.3  0.2870  8.0981  60.2068
218.0  1.3  0.2870  8.3458  59.6542
218.0  1.3  0.2870  8.6012  59.6345
218.0  1.3  0.2870  8.8644  59.5256
218.0  1.3  0.2870  9.1356  58.6098
218.0  1.3  0.2870  9.4151  58.4217
218.0  1.3  0.2870  9.7031  58.4808
218.0  1.3  0.2870  10.0000  58.4772
218.0  1.3  0.2870  10.3060  58.6961
218.0  1.3  0.2870  10.6213  58.1333
218.0  1.3  0.2870  10.9462  57.6724
218.0  1.3  0.2870  11.2811  58.7892
218.0  1.3  0.2870  11.6263  57.4786
218.0  1.3  0.2870  11.9820  57.3045
218.0  1.3  0.2870  12.3486  57.1821
218.0  1.3  0.2870  12.7264  58.4757
218.0  1.3  0.2870  13.1158  57.4844
218.0  1.3  0.2870  13.5171  57.2056
218.0  1.3  0.2870  13.9306  58.0026
218.0  1.3  0.2870  14.3568  57.5830
218.0  1.3  0.2870  14.7961  56.4191
218.0  1.3  0.2870  15.2488  56.5035
218.0  1.3  0.2870  15.7153  56.3133
218.0  1.3  0.2870  16.1962  56.6268
218.0  1.3  0.2870  16.6917  57.0052
218.0  1.3  0.2870  17.2024  56.3903
218.0  1.3  0.2870  17.7287  57.2887
218.0  1.3  0.2870  18.2711  55.6347
