# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.4  0.2000  18.8301  57.6103
218.0  0.4  0.2000  19.4063  57.6861
218.0  0.4  0.2000  20.0000  57.5253
218.0  0.4  0.2000  20.6119  57.6926
218.0  0.4  0.2000  21.2425  56.8421
218.0  0.4  0.2000  21.8925  56.9170
218.0  0.4  0.2000  22.5623  56.9903
218.0  0.4  0.2000  23.2526  56.1490
218.0  0.4  0.2000  23.9640  56.2536
218.0  0.4  0.2000  24.6972  56.3551
218.0  0.4  0.2000  25.4528  55.4284
218.0  0.4  0.2000  26.2316  55.5033
218.0  0.4  0.2000  27.0341  55.5350
218.0  0.4  0.2000  27.8613  55.5476
218.0  0.4  0.2000  28.7137  53.9266
218.0  0.4  0.2000  29.5922  53.9767
218.0  0.4  0.2000  30.4976  54.0247
218.0  0.4  0.2000  31.4307  54.0704
218.0  0.4  0.2000  32.3923  53.1705
218.0  0.4  0.2000  33.3834  53.1534
218.0  0.4  0.2000  34.4048  53.1358
218.0  0.4  0.2000  35.4574  53.1178
218.0  0.4  0.2000  36.5422  53.0995
218.0  0.4  0.2000  37.6603  53.0807
218.0  0.4  0.2000  38.8125  53.0616
218.0  0.4  0.2000  40.0000  53.0421
218.0  0.4  0.2109  5.0000  63.3688
218.0  0.4  0.2109  5.1530  63.5494
218.0  0.4  0.2109  5.3106  62.2576
218.0  0.4  0.2109  5.4731  63.2753
218.0  0.4  0.2109  5.6406  62.3826
218.0  0.4  0.2109  5.8131  62.9150
218.0  0.4  0.2109  5.9910  62.1871
218.0  0.4  0.2109  6.1743  61.9801
218.0  0.4  0.2109  6.3632  62.1716
218.0  0.4  0.2109  6.5579  62.0794
218.0  0.4  0.2109  6.7585  61.1083
218.0  0.4  0.2109  6.9653  61.8265
218.0  0.4  0.2109  7.1784  60.6487
218.0  0.4  0.2109  7.3981  61.1865
218.0  0.4  0.2109  7.6244  60.6284
218.0  0.4  0.2109  7.8577  60.7890
218.0  0.4  0.2109  8.0981  60.4193
218.0  0.4  0.2109  8.3458  61.0454
218.0  0.4  0.2109  8.6012  61.0285
218.0  0.4  0.2109  8.8644  60.2205
218.0  0.4  0.2109  9.1356  60.1760
218.0  0.4  0.2109  9.4151  59.2309
218.0  0.4  0.2109  9.7031  59.5612
218.0  0.4  0.2109  10.0000  58.3637
218.0  0.4  0.2109  10.3060  58.7914
218.0  0.4  0.2109  10.6213  59.0200
218.0  0.4  0.2109  10.9462  59.5164
218.0  0.4  0.2109  11.2811  60.0157
218.0  0.4  0.2109  11.6263  58.4138
218.0  0.4  0.2109  11.9820  58.8428
218.0  0.4  0.2109  12.3486  59.1381
218.0  0.4  0.2109  12.7264  57.4102
218.0  0.4  0.2109  13.1158  57.7473
218.0  0.4  0.2109  13.5171  58.0850
218.0  0.4  0.2109  13.9306  56.2641
218.0  0.4  0.2109  14.3568  56.5563
218.0  0.4  0.2109  14.7961  56.8479
218.0  0.4  0.2109  15.2488  57.1382
218.0  0.4  0.2109  15.7153  57.4266
218.0  0.4  0.2109  16.1962  56.2983
218.0  0.4  0.2109  16.6917  56.5713
218.0  0.4  0.2109  17.2024  56.3987
218.0  0.4  0.2109  17.7287  56.5545
218.0  0.4  0.2109  18.2711  55.0622
218.0  0.4  0.2109  18.8301  55.2591
218.0  0.4  0.2109  19.4063  55.4530
218.0  0.4  0.2109  20.0000  55.2582
218.0  0.4  0.2109  20.6119  54.3660
218.0  0.4  0.2109  21.2425  53.4579
218.0  0.4  0.2109  21.8925  53.6001
218.0  0.4  0.2109  22.5623  53.7395
218.0  0.4  0.2109  23.2526  53.3700
218.0  0.4  0.2109  23.9640  53.4163
218.0  0.4  0.2109  24.6972  53.4619
218.0  0.4  0.2109  25.4528  53.5067
218.0  0.4  0.2109  26.2316  53.5504
218.0  0.4  0.2109  27.0341  53.5930
218.0  0.4  0.2109  27.8613  53.6343
218.0  0.4  0.2109  28.7137  52.7149
218.0  0.4  0.2109  29.5922  52.7562
218.0  0.4  0.2109  30.4976  52.7960
218.0  0.4  0.2109  31.4307  52.8343
218.0  0.4  0.2109  32.3923  52.1778
218.0  0.4  0.2109  33.3834  52.2394
218.0  0.4  0.2109  34.4048  52.2986
218.0  0.4  0.2109  35.4574  52.3556
218.0  0.4  0.2109  36.5422  51.0721
218.0  0.4  0.2109  37.6603  51.0656
218.0  0.4  0.2109  38.8125  51.0586
218.0  0.4  0.2109  40.0000  51.0512
218.0  0.4  0.2217  5.0000  62.2455
218.0  0.4  0.2217  5.1530  61.7629
218.0  0.4  0.2217  5.3106  62.0216
218.0  0.4  0.2217  5.4731  61.1209
218.0  0.4  0.2217  5.6406  60.8099
218.0  0.4  0.2217  5.8131  60.9327
218.0  0.4  0.2217  5.9910  61.8927
218.0  0.4  0.2217  6.1743  60.6995
218.0  0.4  0.2217  6.3632  61.7640
218.0  0.4  0.2217  6.5579  60.6569
218.0  0.4  0.2217  6.7585  61.2678
218.0  0.4  0.2217  6.9653  59.0867
218.0  0.4  0.2217  7.1784  59.9551
218.0  0.4  0.2217  7.3981  59.8961
218.0  0.4  0.2217  7.6244  59.9100
218.0  0.4  0.2217  7.8577  59.0740
218.0  0.4  0.2217  8.0981  59.1781
218.0  0.4  0.2217  8.3458  58.3499
218.0  0.4  0.2217  8.6012  58.7240
218.0  0.4  0.2217  8.8644  58.1123
218.0  0.4  0.2217  9.1356  57.8269
218.0  0.4  0.2217  9.4151  58.3501
218.0  0.4  0.2217  9.7031  58.2444
218.0  0.4  0.2217  10.0000  58.5156
218.0  0.4  0.2217  10.3060  57.2287
218.0  0.4  0.2217  10.6213  57.7565
218.0  0.4  0.2217  10.9462  58.0582
218.0  0.4  0.2217  11.2811  56.4248
218.0  0.4  0.2217  11.6263  56.8505
218.0  0.4  0.2217  11.9820  55.4375
218.0  0.4  0.2217  12.3486  55.8330
218.0  0.4  0.2217  12.7264  56.1510
218.0  0.4  0.2217  13.1158  56.4769
218.0  0.4  0.2217  13.5171  56.8055
218.0  0.4  0.2217  13.9306  55.3599
218.0  0.4  0.2217  14.3568  55.7402
218.0  0.4  0.2217  14.7961  56.1191
218.0  0.4  0.2217  15.2488  55.4808
218.0  0.4  0.2217  15.7153  54.3521
218.0  0.4  0.2217  16.1962  54.6427
218.0  0.4  0.2217  16.6917  54.9314
218.0  0.4  0.2217  17.2024  52.9860
218.0  0.4  0.2217  17.7287  53.2314
218.0  0.4  0.2217  18.2711  53.4657
218.0  0.4  0.2217  18.8301  53.5895
218.0  0.4  0.2217  19.4063  53.7134
218.0  0.4  0.2217  20.0000  53.8372
218.0  0.4  0.2217  20.6119  53.0828
218.0  0.4  0.2217  21.2425  53.3004
218.0  0.4  0.2217  21.8925  52.6978
218.0  0.4  0.2217  22.5623  52.8161
218.0  0.4  0.2217  23.2526  52.9329
218.0  0.4  0.2217  23.9640  51.6374
218.0  0.4  0.2217  24.6972  51.7846
218.0  0.4  0.2217  25.4528  51.9286
218.0  0.4  0.2217  26.2316  51.2862
218.0  0.4  0.2217  27.0341  51.3363
218.0  0.4  0.2217  27.8613  50.7448
218.0  0.4  0.2217  28.7137  49.8143
218.0  0.4  0.2217  29.5922  49.9121
218.0  0.4  0.2217  30.4976  50.0073
218.0  0.4  0.2217  31.4307  49.2533
218.0  0.4  0.2217  32.3923  49.2758
218.0  0.4  0.2217  33.3834  49.2977
218.0  0.4  0.2217  34.4048  49.3189
218.0  0.4  0.2217  35.4574  49.3394
218.0  0.4  0.2217  36.5422  49.3592
218.0  0.4  0.2217  37.6603  49.3782
218.0  0.4  0.2217  38.8125  49.3964
218.0  0.4  0.2217  40.0000  49.4138
218.0  0.4  0.2326  5.0000  61.6236
218.0  0.4  0.2326  5.1530  61.1004
218.0  0.4  0.2326  5.3106  60.1553
218.0  0.4  0.2326  5.4731  60.3602
218.0  0.4  0.2326  5.6406  60.9340
218.0  0.4  0.2326  5.8131  59.4941
218.0  0.4  0.2326  5.9910  60.6338
218.0  0.4  0.2326  6.1743  59.5056
218.0  0.4  0.2326  6.3632  59.7307
218.0  0.4  0.2326  6.5579  58.3607
218.0  0.4  0.2326  6.7585  59.3233
218.0  0.4  0.2326  6.9653  58.7648
218.0  0.4  0.2326  7.1784  59.3179
218.0  0.4  0.2326  7.3981  58.0832
218.0  0.4  0.2326  7.6244  58.9520
218.0  0.4  0.2326  7.8577  57.4183
218.0  0.4  0.2326  8.0981  57.1536
218.0  0.4  0.2326  8.3458  56.9376
218.0  0.4  0.2326  8.6012  57.7064
218.0  0.4  0.2326  8.8644  57.5462
218.0  0.4  0.2326  9.1356  57.0691
218.0  0.4  0.2326  9.4151  56.5928
218.0  0.4  0.2326  9.7031  57.2177
218.0  0.4  0.2326  10.0000  56.8091
218.0  0.4  0.2326  10.3060  55.6038
218.0  0.4  0.2326  10.6213  54.9006
218.0  0.4  0.2326  10.9462  55.3974
218.0  0.4  0.2326  11.2811  55.4407
218.0  0.4  0.2326  11.6263  55.7998
218.0  0.4  0.2326  11.9820  56.1888
218.0  0.4  0.2326  12.3486  54.7222
218.0  0.4  0.2326  12.7264  55.1469
218.0  0.4  0.2326  13.1158  55.5716
218.0  0.4  0.2326  13.5171  53.5564
218.0  0.4  0.2326  13.9306  53.9437
218.0  0.4  0.2326  14.3568  52.4425
218.0  0.4  0.2326  14.7961  52.7972
218.0  0.4  0.2326  15.2488  52.9168
218.0  0.4  0.2326  15.7153  53.2051
218.0  0.4  0.2326  16.1962  53.4937
218.0  0.4  0.2326  16.6917  53.7819
218.0  0.4  0.2326  17.2024  52.5410
218.0  0.4  0.2326  17.7287  52.6657
218.0  0.4  0.2326  18.2711  52.8708
218.0  0.4  0.2326  18.8301  53.0754
218.0  0.4  0.2326  19.4063  51.1418
218.0  0.4  0.2326  20.0000  51.3843
218.0  0.4  0.2326  20.6119  51.6238
218.0  0.4  0.2326  21.2425  51.5696
218.0  0.4  0.2326  21.8925  49.7833
218.0  0.4  0.2326  22.5623  49.9808
218.0  0.4  0.2326  23.2526  49.7827
218.0  0.4  0.2326  23.9640  49.8774
218.0  0.4  0.2326  24.6972  49.9714
218.0  0.4  0.2326  25.4528  50.0645
218.0  0.4  0.2326  26.2316  50.1566
218.0  0.4  0.2326  27.0341  49.8395
218.0  0.4  0.2326  27.8613  50.0050
218.0  0.4  0.2326  28.7137  49.0093
218.0  0.4  0.2326  29.5922  49.0945
218.0  0.4  0.2326  30.4976  49.1780
218.0  0.4  0.2326  31.4307  49.2598
218.0  0.4  0.2326  32.3923  48.1342
218.0  0.4  0.2326  33.3834  48.2388
218.0  0.4  0.2326  34.4048  48.3407
218.0  0.4  0.2326  35.4574  48.4399
218.0  0.4  0.2326  36.5422  47.3591
218.0  0.4  0.2326  37.6603  47.3876
218.0  0.4  0.2326  38.8125  47.0359
218.0  0.4  0.2326  40.0000  46.0913
218.0  0.4  0.2435  5.0000  60.5102
218.0  0.4  0.2435  5.1530  59.5317
218.0  0.4  0.2435  5.3106  60.5270
218.0  0.4  0.2435  5.4731  59.9981
218.0  0.4  0.2435  5.6406  59.6730
218.0  0.4  0.2435  5.8131  59.6582
218.0  0.4  0.2435  5.9910  59.6963
218.0  0.4  0.2435  6.1743  58.5344
218.0  0.4  0.2435  6.3632  58.8595
218.0  0.4  0.2435  6.5579  59.9476
218.0  0.4  0.2435  6.7585  58.5597
218.0  0.4  0.2435  6.9653  59.7263
218.0  0.4  0.2435  7.1784  58.3541
218.0  0.4  0.2435  7.3981  56.6922
218.0  0.4  0.2435  7.6244  56.8831
218.0  0.4  0.2435  7.8577  57.7681
218.0  0.4  0.2435  8.0981  56.8922
218.0  0.4  0.2435  8.3458  57.6998
218.0  0.4  0.2435  8.6012  56.5584
218.0  0.4  0.2435  8.8644  56.7581
218.0  0.4  0.2435  9.1356  55.5758
218.0  0.4  0.2435  9.4151  55.2583
218.0  0.4  0.2435  9.7031  54.7945
218.0  0.4  0.2435  10.0000  55.4878
218.0  0.4  0.2435  10.3060  55.2060
218.0  0.4  0.2435  10.6213  55.8916
218.0  0.4  0.2435  10.9462  55.8380
218.0  0.4  0.2435  11.2811  54.6194
218.0  0.4  0.2435  11.6263  54.4541
218.0  0.4  0.2435  11.9820  53.0681
218.0  0.4  0.2435  12.3486  53.5492
218.0  0.4  0.2435  12.7264  52.4450
218.0  0.4  0.2435  13.1158  52.9117
218.0  0.4  0.2435  13.5171  53.1324
218.0  0.4  0.2435  13.9306  52.9435
218.0  0.4  0.2435  14.3568  53.3034
218.0  0.4  0.2435  14.7961  52.1122
218.0  0.4  0.2435  15.2488  52.5537
218.0  0.4  0.2435  15.7153  52.7171
218.0  0.4  0.2435  16.1962  52.2874
218.0  0.4  0.2435  16.6917  50.9512
218.0  0.4  0.2435  17.2024  51.2934
218.0  0.4  0.2435  17.7287  49.6837
218.0  0.4  0.2435  18.2711  49.9928
218.0  0.4  0.2435  18.8301  49.8859
218.0  0.4  0.2435  19.4063  50.1340
218.0  0.4  0.2435  20.0000  50.3806
218.0  0.4  0.2435  20.6119  50.6253
218.0  0.4  0.2435  21.2425  49.5480
218.0  0.4  0.2435  21.8925  49.8223
218.0  0.4  0.2435  22.5623  49.4544
218.0  0.4  0.2435  23.2526  49.6228
218.0  0.4  0.2435  23.9640  49.2115
218.0  0.4  0.2435  24.6972  48.0203
218.0  0.4  0.2435  25.4528  48.2157
218.0  0.4  0.2435  26.2316  48.4077
218.0  0.4  0.2435  27.0341  47.9575
218.0  0.4  0.2435  27.8613  46.4308
218.0  0.4  0.2435  28.7137  46.5863
218.0  0.4  0.2435  29.5922  46.7390
218.0  0.4  0.2435  30.4976  46.8885
218.0  0.4  0.2435  31.4307  46.2199
218.0  0.4  0.2435  32.3923  46.2887
218.0  0.4  0.2435  33.3834  46.3565
218.0  0.4  0.2435  34.4048  46.4233
218.0  0.4  0.2435  35.4574  46.4891
218.0  0.4  0.2435  36.5422  46.5536
218.0  0.4  0.2435  37.6603  46.6170
218.0  0.4  0.2435  38.8125  46.6791
218.0  0.4  0.2435  40.0000  46.7400
218.0  0.4  0.2543  5.0000  59.7435
218.0  0.4  0.2543  5.1530  59.9980
218.0  0.4  0.2543  5.3106  59.5099
218.0  0.4  0.2543  5.4731  60.1988
218.0  0.4  0.2543  5.6406  59.4385
218.0  0.4  0.2543  5.8131  58.2109
218.0  0.4  0.2543  5.9910  58.5679
218.0  0.4  0.2543  6.1743  58.4538
218.0  0.4  0.2543  6.3632  57.9445
218.0  0.4  0.2543  6.5579  58.4033
218.0  0.4  0.2543  6.7585  57.8062
218.0  0.4  0.2543  6.9653  58.2143
218.0  0.4  0.2543  7.1784  56.7785
218.0  0.4  0.2543  7.3981  57.8720
218.0  0.4  0.2543  7.6244  56.3881
218.0  0.4  0.2543  7.8577  57.2762
218.0  0.4  0.2543  8.0981  56.2292
218.0  0.4  0.2543  8.3458  56.2975
218.0  0.4  0.2543  8.6012  54.5365
218.0  0.4  0.2543  8.8644  55.4929
218.0  0.4  0.2543  9.1356  54.2760
218.0  0.4  0.2543  9.4151  55.0185
218.0  0.4  0.2543  9.7031  55.8183
218.0  0.4  0.2543  10.0000  55.0341
218.0  0.4  0.2543  10.3060  54.6090
218.0  0.4  0.2543  10.6213  53.7250
218.0  0.4  0.2543  10.9462  53.1123
218.0  0.4  0.2543  11.2811  52.3973
218.0  0.4  0.2543  11.6263  52.9737
218.0  0.4  0.2543  11.9820  52.8487
218.0  0.4  0.2543  12.3486  53.4941
218.0  0.4  0.2543  12.7264  53.2203
218.0  0.4  0.2543  13.1158  51.9991
218.0  0.4  0.2543  13.5171  52.0386
218.0  0.4  0.2543  13.9306  52.6802
218.0  0.4  0.2543  14.3568  50.6303
218.0  0.4  0.2543  14.7961  51.0752
218.0  0.4  0.2543  15.2488  49.9083
218.0  0.4  0.2543  15.7153  50.3338
218.0  0.4  0.2543  16.1962  50.6940
218.0  0.4  0.2543  16.6917  50.0360
218.0  0.4  0.2543  17.2024  50.3597
218.0  0.4  0.2543  17.7287  49.3923
218.0  0.4  0.2543  18.2711  49.7827
218.0  0.4  0.2543  18.8301  49.7769
218.0  0.4  0.2543  19.4063  50.1105
218.0  0.4  0.2543  20.0000  47.8881
218.0  0.4  0.2543  20.6119  48.1849
218.0  0.4  0.2543  21.2425  48.4788
218.0  0.4  0.2543  21.8925  46.7822
218.0  0.4  0.2543  22.5623  47.0449
218.0  0.4  0.2543  23.2526  47.3045
218.0  0.4  0.2543  23.9640  46.9689
218.0  0.4  0.2543  24.6972  47.1755
218.0  0.4  0.2543  25.4528  47.3795
218.0  0.4  0.2543  26.2316  47.5808
218.0  0.4  0.2543  27.0341  47.7636
218.0  0.4  0.2543  27.8613  46.8869
218.0  0.4  0.2543  28.7137  47.1064
218.0  0.4  0.2543  29.5922  46.2898
218.0  0.4  0.2543  30.4976  46.4233
218.0  0.4  0.2543  31.4307  46.5548
218.0  0.4  0.2543  32.3923  44.9354
218.0  0.4  0.2543  33.3834  45.0886
218.0  0.4  0.2543  34.4048  45.2387
218.0  0.4  0.2543  35.4574  45.3858
218.0  0.4  0.2543  36.5422  44.5090
218.0  0.4  0.2543  37.6603  44.5780
218.0  0.4  0.2543  38.8125  43.3865
218.0  0.4  0.2543  40.0000  43.5021
218.0  0.4  0.2652  5.0000  60.8587
218.0  0.4  0.2652  5.1530  60.6915
218.0  0.4  0.2652  5.3106  60.4144
218.0  0.4  0.2652  5.4731  59.5378
218.0  0.4  0.2652  5.6406  58.2492
218.0  0.4  0.2652  5.8131  59.5632
218.0  0.4  0.2652  5.9910  58.2059
218.0  0.4  0.2652  6.1743  58.8317
218.0  0.4  0.2652  6.3632  57.4325
218.0  0.4  0.2652  6.5579  57.0607
218.0  0.4  0.2652  6.7585  56.8254
218.0  0.4  0.2652  6.9653  57.0915
218.0  0.4  0.2652  7.1784  56.3858
218.0  0.4  0.2652  7.3981  57.1314
218.0  0.4  0.2652  7.6244  56.0590
218.0  0.4  0.2652  7.8577  56.8583
218.0  0.4  0.2652  8.0981  54.8180
218.0  0.4  0.2652  8.3458  55.8726
218.0  0.4  0.2652  8.6012  54.7514
218.0  0.4  0.2652  8.8644  54.9281
218.0  0.4  0.2652  9.1356  54.1755
218.0  0.4  0.2652  9.4151  54.0561
218.0  0.4  0.2652  9.7031  52.9902
218.0  0.4  0.2652  10.0000  53.1753
218.0  0.4  0.2652  10.3060  52.9118
218.0  0.4  0.2652  10.6213  52.5087
218.0  0.4  0.2652  10.9462  53.1606
218.0  0.4  0.2652  11.2811  53.9341
218.0  0.4  0.2652  11.6263  51.7854
218.0  0.4  0.2652  11.9820  52.4555
218.0  0.4  0.2652  12.3486  51.8218
218.0  0.4  0.2652  12.7264  50.6339
218.0  0.4  0.2652  13.1158  51.1786
218.0  0.4  0.2652  13.5171  50.4471
218.0  0.4  0.2652  13.9306  50.4507
218.0  0.4  0.2652  14.3568  51.0489
218.0  0.4  0.2652  14.7961  51.4572
218.0  0.4  0.2652  15.2488  50.7100
218.0  0.4  0.2652  15.7153  49.8569
218.0  0.4  0.2652  16.1962  50.1400
218.0  0.4  0.2652  16.6917  50.7195
218.0  0.4  0.2652  17.2024  48.1047
218.0  0.4  0.2652  17.7287  48.5062
218.0  0.4  0.2652  18.2711  47.2813
218.0  0.4  0.2652  18.8301  47.6613
218.0  0.4  0.2652  19.4063  48.0391
218.0  0.4  0.2652  20.0000  48.3807
218.0  0.4  0.2652  20.6119  47.3695
218.0  0.4  0.2652  21.2425  47.6539
218.0  0.4  0.2652  21.8925  46.9241
218.0  0.4  0.2652  22.5623  47.2611
218.0  0.4  0.2652  23.2526  47.0687
218.0  0.4  0.2652  23.9640  47.3394
218.0  0.4  0.2652  24.6972  47.5622
218.0  0.4  0.2652  25.4528  45.2975
218.0  0.4  0.2652  26.2316  45.5464
218.0  0.4  0.2652  27.0341  45.7918
218.0  0.4  0.2652  27.8613  44.0089
218.0  0.4  0.2652  28.7137  44.2267
218.0  0.4  0.2652  29.5922  44.4411
218.0  0.4  0.2652  30.4976  43.9476
218.0  0.4  0.2652  31.4307  44.0706
218.0  0.4  0.2652  32.3923  44.1925
218.0  0.4  0.2652  33.3834  44.3130
218.0  0.4  0.2652  34.4048  44.4320
218.0  0.4  0.2652  35.4574  44.5496
218.0  0.4  0.2652  36.5422  44.0123
218.0  0.4  0.2652  37.6603  44.1872
218.0  0.4  0.2652  38.8125  44.3586
218.0  0.4  0.2652  40.0000  43.1738
218.0  0.4  0.2761  5.0000  59.8764
218.0  0.4  0.2761  5.1530  60.0517
218.0  0.4  0.2761  5.3106  59.5626
218.0  0.4  0.2761  5.4731  58.6178
218.0  0.4  0.2761  5.6406  59.1642
218.0  0.4  0.2761  5.8131  58.3598
218.0  0.4  0.2761  5.9910  59.2873
218.0  0.4  0.2761  6.1743  57.3022
218.0  0.4  0.2761  6.3632  57.5081
218.0  0.4  0.2761  6.5579  58.0915
218.0  0.4  0.2761  6.7585  56.2847
218.0  0.4  0.2761  6.9653  57.6738
218.0  0.4  0.2761  7.1784  56.0386
218.0  0.4  0.2761  7.3981  56.0150
218.0  0.4  0.2761  7.6244  55.2472
218.0  0.4  0.2761  7.8577  55.8563
218.0  0.4  0.2761  8.0981  54.9463
218.0  0.4  0.2761  8.3458  55.0486
218.0  0.4  0.2761  8.6012  54.4093
218.0  0.4  0.2761  8.8644  55.5391
218.0  0.4  0.2761  9.1356  52.9390
218.0  0.4  0.2761  9.4151  54.0015
218.0  0.4  0.2761  9.7031  54.2690
218.0  0.4  0.2761  10.0000  52.6521
218.0  0.4  0.2761  10.3060  53.5301
218.0  0.4  0.2761  10.6213  53.1777
218.0  0.4  0.2761  10.9462  52.7800
218.0  0.4  0.2761  11.2811  51.6162
218.0  0.4  0.2761  11.6263  51.2036
218.0  0.4  0.2761  11.9820  50.8857
218.0  0.4  0.2761  12.3486  50.5431
218.0  0.4  0.2761  12.7264  51.2719
218.0  0.4  0.2761  13.1158  52.0053
218.0  0.4  0.2761  13.5171  51.1491
218.0  0.4  0.2761  13.9306  50.2673
218.0  0.4  0.2761  14.3568  49.8416
218.0  0.4  0.2761  14.7961  49.3195
218.0  0.4  0.2761  15.2488  48.6509
218.0  0.4  0.2761  15.7153  47.8968
218.0  0.4  0.2761  16.1962  48.4007
218.0  0.4  0.2761  16.6917  48.5534
218.0  0.4  0.2761  17.2024  49.0989
218.0  0.4  0.2761  17.7287  47.7827
218.0  0.4  0.2761  18.2711  48.1469
218.0  0.4  0.2761  18.8301  47.5890
218.0  0.4  0.2761  19.4063  48.0462
218.0  0.4  0.2761  20.0000  48.4474
218.0  0.4  0.2761  20.6119  48.0347
218.0  0.4  0.2761  21.2425  45.8559
218.0  0.4  0.2761  21.8925  46.2099
218.0  0.4  0.2761  22.5623  44.9176
218.0  0.4  0.2761  23.2526  45.2496
218.0  0.4  0.2761  23.9640  45.2841
218.0  0.4  0.2761  24.6972  45.4963
218.0  0.4  0.2761  25.4528  44.6132
218.0  0.4  0.2761  26.2316  44.8588
218.0  0.4  0.2761  27.0341  45.1019
218.0  0.4  0.2761  27.8613  44.6008
218.0  0.4  0.2761  28.7137  44.8843
218.0  0.4  0.2761  29.5922  44.3252
218.0  0.4  0.2761  30.4976  44.5148
218.0  0.4  0.2761  31.4307  44.7022
218.0  0.4  0.2761  32.3923  44.8872
218.0  0.4  0.2761  33.3834  42.7713
218.0  0.4  0.2761  34.4048  42.9751
218.0  0.4  0.2761  35.4574  43.1755
218.0  0.4  0.2761  36.5422  42.5040
218.0  0.4  0.2761  37.6603  41.4967
218.0  0.4  0.2761  38.8125  41.6710
218.0  0.4  0.2761  40.0000  41.8422
218.0  0.4  0.2870  5.0000  59.1387
218.0  0.4  0.2870  5.1530  59.0956
218.0  0.4  0.2870  5.3106  59.3213
218.0  0.4  0.2870  5.4731  59.6152
218.0  0.4  0.2870  5.6406  58.7935
218.0  0.4  0.2870  5.8131  58.0833
218.0  0.4  0.2870  5.9910  59.3128
218.0  0.4  0.2870  6.1743  58.2315
218.0  0.4  0.2870  6.3632  58.6504
218.0  0.4  0.2870  6.5579  57.5702
218.0  0.4  0.2870  6.7585  57.1168
218.0  0.4  0.2870  6.9653  56.7637
218.0  0.4  0.2870  7.1784  55.8074
218.0  0.4  0.2870  7.3981  56.7423
218.0  0.4  0.2870  7.6244  55.2566
218.0  0.4  0.2870  7.8577  56.6641
218.0  0.4  0.2870  8.0981  54.7860
218.0  0.4  0.2870  8.3458  55.0700
218.0  0.4  0.2870  8.6012  53.6982
218.0  0.4  0.2870  8.8644  54.6977
218.0  0.4  0.2870  9.1356  53.5797
218.0  0.4  0.2870  9.4151  53.0674
218.0  0.4  0.2870  9.7031  52.8173
218.0  0.4  0.2870  10.0000  53.5186
218.0  0.4  0.2870  10.3060  51.3797
218.0  0.4  0.2870  10.6213  52.1382
218.0  0.4  0.2870  10.9462  51.9320
218.0  0.4  0.2870  11.2811  51.2761
218.0  0.4  0.2870  11.6263  51.2688
218.0  0.4  0.2870  11.9820  51.1359
218.0  0.4  0.2870  12.3486  50.5337
218.0  0.4  0.2870  12.7264  51.2887
218.0  0.4  0.2870  13.1158  49.4639
218.0  0.4  0.2870  13.5171  49.1420
218.0  0.4  0.2870  13.9306  48.8449
218.0  0.4  0.2870  14.3568  48.8692
218.0  0.4  0.2870  14.7961  49.3254
218.0  0.4  0.2870  15.2488  50.0102
218.0  0.4  0.2870  15.7153  49.0188
218.0  0.4  0.2870  16.1962  48.0323
218.0  0.4  0.2870  16.6917  48.6183
218.0  0.4  0.2870  17.2024  48.4314
218.0  0.4  0.2870  17.7287  47.8188
218.0  0.4  0.2870  18.2711  46.5710
