# R0=8.178 kpc
# V0[km/s]  gamma  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.5  0.2109  6.3632  62.5019
218.0  0.5  0.2109  6.5579  62.1795
218.0  0.5  0.2109  6.7585  61.9004
218.0  0.5  0.2109  6.9653  62.1041
218.0  0.5  0.2109  7.1784  61.8765
218.0  0.5  0.2109  7.3981  62.7837
218.0  0.5  0.2109  7.6244  61.6817
218.0  0.5  0.2109  7.8577  60.3552
218.0  0.5  0.2109  8.0981  60.8786
218.0  0.5  0.2109  8.3458  60.2787
218.0  0.5  0.2109  8.6012  60.5353
218.0  0.5  0.2109  8.8644  61.0208
218.0  0.5  0.2109  9.1356  60.6101
218.0  0.5  0.2109  9.4151  60.3976
218.0  0.5  0.2109  9.7031  59.7555
218.0  0.5  0.2109  10.0000  59.5116
218.0  0.5  0.2109  10.3060  60.1311
218.0  0.5  0.2109  10.6213  58.8375
218.0  0.5  0.2109  10.9462  59.4079
218.0  0.5  0.2109  11.2811  58.2327
218.0  0.5  0.2109  11.6263  58.6153
218.0  0.5  0.2109  11.9820  58.7523
218.0  0.5  0.2109  12.3486  59.1964
218.0  0.5  0.2109  12.7264  59.6420
218.0  0.5  0.2109  13.1158  58.0326
218.0  0.5  0.2109  13.5171  58.4112
218.0  0.5  0.2109  13.9306  58.5705
218.0  0.5  0.2109  14.3568  56.9596
218.0  0.5  0.2109  14.7961  57.2513
218.0  0.5  0.2109  15.2488  57.5431
218.0  0.5  0.2109  15.7153  57.8061
218.0  0.5  0.2109  16.1962  55.9793
218.0  0.5  0.2109  16.6917  56.2279
218.0  0.5  0.2109  17.2024  56.4751
218.0  0.5  0.2109  17.7287  56.7206
218.0  0.5  0.2109  18.2711  56.9639
218.0  0.5  0.2109  18.8301  57.2045
218.0  0.5  0.2109  19.4063  56.0069
218.0  0.5  0.2109  20.0000  55.9468
218.0  0.5  0.2109  20.6119  56.0696
218.0  0.5  0.2109  21.2425  56.1915
218.0  0.5  0.2109  21.8925  54.6123
218.0  0.5  0.2109  22.5623  54.7697
218.0  0.5  0.2109  23.2526  54.9243
218.0  0.5  0.2109  23.9640  54.8225
218.0  0.5  0.2109  24.6972  53.8110
218.0  0.5  0.2109  25.4528  52.8620
218.0  0.5  0.2109  26.2316  52.9712
218.0  0.5  0.2109  27.0341  53.0780
218.0  0.5  0.2109  27.8613  53.1822
218.0  0.5  0.2109  28.7137  52.8834
218.0  0.5  0.2109  29.5922  52.9085
218.0  0.5  0.2109  30.4976  52.9331
218.0  0.5  0.2109  31.4307  52.9571
218.0  0.5  0.2109  32.3923  52.9804
218.0  0.5  0.2109  33.3834  53.0029
218.0  0.5  0.2109  34.4048  53.0247
218.0  0.5  0.2109  35.4574  53.0457
218.0  0.5  0.2109  36.5422  52.0878
218.0  0.5  0.2109  37.6603  52.1093
218.0  0.5  0.2109  38.8125  52.1298
218.0  0.5  0.2109  40.0000  52.1494
218.0  0.5  0.2217  5.0000  63.2655
218.0  0.5  0.2217  5.1530  62.1985
218.0  0.5  0.2217  5.3106  62.0641
218.0  0.5  0.2217  5.4731  62.5248
218.0  0.5  0.2217  5.6406  62.0026
218.0  0.5  0.2217  5.8131  62.1780
218.0  0.5  0.2217  5.9910  61.2177
218.0  0.5  0.2217  6.1743  60.9108
218.0  0.5  0.2217  6.3632  60.9833
218.0  0.5  0.2217  6.5579  61.8895
218.0  0.5  0.2217  6.7585  60.6060
218.0  0.5  0.2217  6.9653  61.6065
218.0  0.5  0.2217  7.1784  60.4684
218.0  0.5  0.2217  7.3981  60.9256
218.0  0.5  0.2217  7.6244  59.9243
218.0  0.5  0.2217  7.8577  59.6401
218.0  0.5  0.2217  8.0981  59.5860
218.0  0.5  0.2217  8.3458  59.5886
218.0  0.5  0.2217  8.6012  60.2539
218.0  0.5  0.2217  8.8644  59.3766
218.0  0.5  0.2217  9.1356  59.3967
218.0  0.5  0.2217  9.4151  58.5070
218.0  0.5  0.2217  9.7031  57.7115
218.0  0.5  0.2217  10.0000  58.1545
218.0  0.5  0.2217  10.3060  57.8388
218.0  0.5  0.2217  10.6213  57.5821
218.0  0.5  0.2217  10.9462  58.1269
218.0  0.5  0.2217  11.2811  58.2787
218.0  0.5  0.2217  11.6263  57.0244
218.0  0.5  0.2217  11.9820  57.4981
218.0  0.5  0.2217  12.3486  57.6605
218.0  0.5  0.2217  12.7264  56.1149
218.0  0.5  0.2217  13.1158  56.4901
218.0  0.5  0.2217  13.5171  55.0519
218.0  0.5  0.2217  13.9306  55.3975
218.0  0.5  0.2217  14.3568  55.7451
218.0  0.5  0.2217  14.7961  56.0247
218.0  0.5  0.2217  15.2488  56.3064
218.0  0.5  0.2217  15.7153  56.5894
218.0  0.5  0.2217  16.1962  55.0481
218.0  0.5  0.2217  16.6917  55.3759
218.0  0.5  0.2217  17.2024  55.7015
218.0  0.5  0.2217  17.7287  55.0659
218.0  0.5  0.2217  18.2711  53.8861
218.0  0.5  0.2217  18.8301  54.1304
218.0  0.5  0.2217  19.4063  54.3726
218.0  0.5  0.2217  20.0000  52.4237
218.0  0.5  0.2217  20.6119  52.6264
218.0  0.5  0.2217  21.2425  52.8269
218.0  0.5  0.2217  21.8925  53.0248
218.0  0.5  0.2217  22.5623  53.1972
218.0  0.5  0.2217  23.2526  53.2899
218.0  0.5  0.2217  23.9640  53.3823
218.0  0.5  0.2217  24.6972  53.4740
218.0  0.5  0.2217  25.4528  52.6168
218.0  0.5  0.2217  26.2316  52.7880
218.0  0.5  0.2217  27.0341  52.2212
218.0  0.5  0.2217  27.8613  52.3075
218.0  0.5  0.2217  28.7137  52.3923
218.0  0.5  0.2217  29.5922  50.9975
218.0  0.5  0.2217  30.4976  51.1084
218.0  0.5  0.2217  31.4307  51.2166
218.0  0.5  0.2217  32.3923  51.3222
218.0  0.5  0.2217  33.3834  50.7420
218.0  0.5  0.2217  34.4048  50.0018
218.0  0.5  0.2217  35.4574  50.0732
218.0  0.5  0.2217  36.5422  49.1053
218.0  0.5  0.2217  37.6603  49.1733
218.0  0.5  0.2217  38.8125  49.2394
218.0  0.5  0.2217  40.0000  49.3035
218.0  0.5  0.2326  5.0000  61.6068
218.0  0.5  0.2326  5.1530  62.9350
218.0  0.5  0.2326  5.3106  62.1609
218.0  0.5  0.2326  5.4731  61.9395
218.0  0.5  0.2326  5.6406  60.9522
218.0  0.5  0.2326  5.8131  60.1114
218.0  0.5  0.2326  5.9910  59.8004
218.0  0.5  0.2326  6.1743  61.0037
218.0  0.5  0.2326  6.3632  59.5235
218.0  0.5  0.2326  6.5579  60.0951
218.0  0.5  0.2326  6.7585  59.4349
218.0  0.5  0.2326  6.9653  59.5091
218.0  0.5  0.2326  7.1784  58.9862
218.0  0.5  0.2326  7.3981  59.1030
218.0  0.5  0.2326  7.6244  58.5681
218.0  0.5  0.2326  7.8577  58.9170
218.0  0.5  0.2326  8.0981  59.9158
218.0  0.5  0.2326  8.3458  58.5734
218.0  0.5  0.2326  8.6012  59.3216
218.0  0.5  0.2326  8.8644  57.7415
218.0  0.5  0.2326  9.1356  57.4118
218.0  0.5  0.2326  9.4151  57.1270
218.0  0.5  0.2326  9.7031  56.9707
218.0  0.5  0.2326  10.0000  57.6153
218.0  0.5  0.2326  10.3060  57.0402
218.0  0.5  0.2326  10.6213  56.5523
218.0  0.5  0.2326  10.9462  55.9146
218.0  0.5  0.2326  11.2811  56.5897
218.0  0.5  0.2326  11.6263  55.3511
218.0  0.5  0.2326  11.9820  54.6772
218.0  0.5  0.2326  12.3486  55.1197
218.0  0.5  0.2326  12.7264  55.0520
218.0  0.5  0.2326  13.1158  55.5038
218.0  0.5  0.2326  13.5171  55.8426
218.0  0.5  0.2326  13.9306  54.2139
218.0  0.5  0.2326  14.3568  54.6443
218.0  0.5  0.2326  14.7961  55.0153
218.0  0.5  0.2326  15.2488  55.3864
218.0  0.5  0.2326  15.7153  53.3175
218.0  0.5  0.2326  16.1962  53.6524
218.0  0.5  0.2326  16.6917  52.1102
218.0  0.5  0.2326  17.2024  52.4136
218.0  0.5  0.2326  17.7287  52.7161
218.0  0.5  0.2326  18.2711  52.7770
218.0  0.5  0.2326  18.8301  53.0186
218.0  0.5  0.2326  19.4063  53.2593
218.0  0.5  0.2326  20.0000  51.8895
218.0  0.5  0.2326  20.6119  52.1646
218.0  0.5  0.2326  21.2425  52.3117
218.0  0.5  0.2326  21.8925  52.4762
218.0  0.5  0.2326  22.5623  51.8097
218.0  0.5  0.2326  23.2526  50.5990
218.0  0.5  0.2326  23.9640  50.7952
218.0  0.5  0.2326  24.6972  50.9885
218.0  0.5  0.2326  25.4528  51.0631
218.0  0.5  0.2326  26.2316  49.1020
218.0  0.5  0.2326  27.0341  49.2583
218.0  0.5  0.2326  27.8613  49.4118
218.0  0.5  0.2326  28.7137  49.2866
218.0  0.5  0.2326  29.5922  49.3524
218.0  0.5  0.2326  30.4976  49.4177
218.0  0.5  0.2326  31.4307  49.4822
218.0  0.5  0.2326  32.3923  49.5458
218.0  0.5  0.2326  33.3834  49.6085
218.0  0.5  0.2326  34.4048  49.1368
218.0  0.5  0.2326  35.4574  49.2603
218.0  0.5  0.2326  36.5422  49.3809
218.0  0.5  0.2326  37.6603  48.4177
218.0  0.5  0.2326  38.8125  48.4739
218.0  0.5  0.2326  40.0000  48.5288
218.0  0.5  0.2435  5.0000  61.2733
218.0  0.5  0.2435  5.1530  61.5602
218.0  0.5  0.2435  5.3106  61.5396
218.0  0.5  0.2435  5.4731  60.8502
218.0  0.5  0.2435  5.6406  59.7964
218.0  0.5  0.2435  5.8131  60.7630
218.0  0.5  0.2435  5.9910  60.1539
218.0  0.5  0.2435  6.1743  59.7753
218.0  0.5  0.2435  6.3632  59.6295
218.0  0.5  0.2435  6.5579  58.4197
218.0  0.5  0.2435  6.7585  58.2890
218.0  0.5  0.2435  6.9653  58.7523
218.0  0.5  0.2435  7.1784  59.7697
218.0  0.5  0.2435  7.3981  58.2724
218.0  0.5  0.2435  7.6244  59.3781
218.0  0.5  0.2435  7.8577  57.9656
218.0  0.5  0.2435  8.0981  57.6431
218.0  0.5  0.2435  8.3458  56.4267
218.0  0.5  0.2435  8.6012  57.3297
218.0  0.5  0.2435  8.8644  56.4155
218.0  0.5  0.2435  9.1356  57.1744
218.0  0.5  0.2435  9.4151  55.8166
218.0  0.5  0.2435  9.7031  56.1987
218.0  0.5  0.2435  10.0000  56.8548
218.0  0.5  0.2435  10.3060  55.5704
218.0  0.5  0.2435  10.6213  55.1840
218.0  0.5  0.2435  10.9462  54.6767
218.0  0.5  0.2435  11.2811  55.3557
218.0  0.5  0.2435  11.6263  54.9757
218.0  0.5  0.2435  11.9820  55.5945
218.0  0.5  0.2435  12.3486  55.3830
218.0  0.5  0.2435  12.7264  54.2391
218.0  0.5  0.2435  13.1158  53.9078
218.0  0.5  0.2435  13.5171  53.8783
218.0  0.5  0.2435  13.9306  53.0668
218.0  0.5  0.2435  14.3568  51.9238
218.0  0.5  0.2435  14.7961  52.3309
218.0  0.5  0.2435  15.2488  52.4123
218.0  0.5  0.2435  15.7153  52.8676
218.0  0.5  0.2435  16.1962  52.7003
218.0  0.5  0.2435  16.6917  53.0090
218.0  0.5  0.2435  17.2024  51.6868
218.0  0.5  0.2435  17.7287  52.0671
218.0  0.5  0.2435  18.2711  52.2166
218.0  0.5  0.2435  18.8301  51.6166
218.0  0.5  0.2435  19.4063  50.3654
218.0  0.5  0.2435  20.0000  50.6537
218.0  0.5  0.2435  20.6119  50.9399
218.0  0.5  0.2435  21.2425  49.2835
218.0  0.5  0.2435  21.8925  49.5390
218.0  0.5  0.2435  22.5623  49.4272
218.0  0.5  0.2435  23.2526  49.6283
218.0  0.5  0.2435  23.9640  49.8276
218.0  0.5  0.2435  24.6972  50.0248
218.0  0.5  0.2435  25.4528  50.2196
218.0  0.5  0.2435  26.2316  49.0453
218.0  0.5  0.2435  27.0341  49.2646
218.0  0.5  0.2435  27.8613  48.9468
218.0  0.5  0.2435  28.7137  49.0753
218.0  0.5  0.2435  29.5922  49.2022
218.0  0.5  0.2435  30.4976  47.3182
218.0  0.5  0.2435  31.4307  47.4695
218.0  0.5  0.2435  32.3923  47.6179
218.0  0.5  0.2435  33.3834  47.7635
218.0  0.5  0.2435  34.4048  47.3938
218.0  0.5  0.2435  35.4574  47.4563
218.0  0.5  0.2435  36.5422  45.8434
218.0  0.5  0.2435  37.6603  45.9563
218.0  0.5  0.2435  38.8125  46.0668
218.0  0.5  0.2435  40.0000  46.1749
218.0  0.5  0.2543  5.0000  61.4086
218.0  0.5  0.2543  5.1530  61.1518
218.0  0.5  0.2543  5.3106  60.5633
218.0  0.5  0.2543  5.4731  59.6097
218.0  0.5  0.2543  5.6406  60.2745
218.0  0.5  0.2543  5.8131  59.7530
218.0  0.5  0.2543  5.9910  60.3460
218.0  0.5  0.2543  6.1743  59.1557
218.0  0.5  0.2543  6.3632  58.2100
218.0  0.5  0.2543  6.5579  58.5872
218.0  0.5  0.2543  6.7585  58.3422
218.0  0.5  0.2543  6.9653  57.7896
218.0  0.5  0.2543  7.1784  58.0635
218.0  0.5  0.2543  7.3981  57.5426
218.0  0.5  0.2543  7.6244  57.7456
218.0  0.5  0.2543  7.8577  56.4209
218.0  0.5  0.2543  8.0981  57.4312
218.0  0.5  0.2543  8.3458  56.0474
218.0  0.5  0.2543  8.6012  56.8419
218.0  0.5  0.2543  8.8644  55.5701
218.0  0.5  0.2543  9.1356  55.6428
218.0  0.5  0.2543  9.4151  54.5808
218.0  0.5  0.2543  9.7031  54.7000
218.0  0.5  0.2543  10.0000  55.0759
218.0  0.5  0.2543  10.3060  54.3105
218.0  0.5  0.2543  10.6213  54.9878
218.0  0.5  0.2543  10.9462  53.9501
218.0  0.5  0.2543  11.2811  53.7683
218.0  0.5  0.2543  11.6263  54.3999
218.0  0.5  0.2543  11.9820  53.3654
218.0  0.5  0.2543  12.3486  52.8303
218.0  0.5  0.2543  12.7264  52.0537
218.0  0.5  0.2543  13.1158  52.5653
218.0  0.5  0.2543  13.5171  52.3085
218.0  0.5  0.2543  13.9306  52.8817
218.0  0.5  0.2543  14.3568  52.7806
218.0  0.5  0.2543  14.7961  51.3342
218.0  0.5  0.2543  15.2488  51.8235
218.0  0.5  0.2543  15.7153  51.7368
218.0  0.5  0.2543  16.1962  51.5289
218.0  0.5  0.2543  16.6917  50.2907
218.0  0.5  0.2543  17.2024  50.6746
218.0  0.5  0.2543  17.7287  49.4568
218.0  0.5  0.2543  18.2711  49.8212
218.0  0.5  0.2543  18.8301  50.0577
218.0  0.5  0.2543  19.4063  49.5132
218.0  0.5  0.2543  20.0000  49.7837
218.0  0.5  0.2543  20.6119  50.0538
218.0  0.5  0.2543  21.2425  48.9689
218.0  0.5  0.2543  21.8925  49.2957
218.0  0.5  0.2543  22.5623  49.2636
218.0  0.5  0.2543  23.2526  49.5392
218.0  0.5  0.2543  23.9640  49.2408
218.0  0.5  0.2543  24.6972  47.5242
218.0  0.5  0.2543  25.4528  47.7640
218.0  0.5  0.2543  26.2316  48.0007
218.0  0.5  0.2543  27.0341  46.2600
218.0  0.5  0.2543  27.8613  46.4691
218.0  0.5  0.2543  28.7137  46.6753
218.0  0.5  0.2543  29.5922  46.3492
218.0  0.5  0.2543  30.4976  46.5097
218.0  0.5  0.2543  31.4307  46.6679
218.0  0.5  0.2543  32.3923  46.8237
218.0  0.5  0.2543  33.3834  46.9770
218.0  0.5  0.2543  34.4048  47.1277
218.0  0.5  0.2543  35.4574  46.1213
218.0  0.5  0.2543  36.5422  46.2894
218.0  0.5  0.2543  37.6603  45.5857
218.0  0.5  0.2543  38.8125  45.6827
218.0  0.5  0.2543  40.0000  45.7781
218.0  0.5  0.2652  5.0000  61.1519
218.0  0.5  0.2652  5.1530  60.2642
218.0  0.5  0.2652  5.3106  59.7815
218.0  0.5  0.2652  5.4731  60.4905
218.0  0.5  0.2652  5.6406  58.9610
218.0  0.5  0.2652  5.8131  59.8670
218.0  0.5  0.2652  5.9910  59.6954
218.0  0.5  0.2652  6.1743  58.3376
218.0  0.5  0.2652  6.3632  59.5108
218.0  0.5  0.2652  6.5579  57.7454
218.0  0.5  0.2652  6.7585  58.7452
218.0  0.5  0.2652  6.9653  57.3095
218.0  0.5  0.2652  7.1784  56.7736
218.0  0.5  0.2652  7.3981  56.5877
218.0  0.5  0.2652  7.6244  56.6750
218.0  0.5  0.2652  7.8577  55.9395
218.0  0.5  0.2652  8.0981  56.8313
218.0  0.5  0.2652  8.3458  55.5086
218.0  0.5  0.2652  8.6012  56.0560
218.0  0.5  0.2652  8.8644  54.5751
218.0  0.5  0.2652  9.1356  55.1782
218.0  0.5  0.2652  9.4151  56.1423
218.0  0.5  0.2652  9.7031  54.2474
218.0  0.5  0.2652  10.0000  55.0627
218.0  0.5  0.2652  10.3060  54.1927
218.0  0.5  0.2652  10.6213  54.0043
218.0  0.5  0.2652  10.9462  52.8571
218.0  0.5  0.2652  11.2811  52.9606
218.0  0.5  0.2652  11.6263  52.7319
218.0  0.5  0.2652  11.9820  52.1997
218.0  0.5  0.2652  12.3486  52.7877
218.0  0.5  0.2652  12.7264  53.4826
218.0  0.5  0.2652  13.1158  52.8152
218.0  0.5  0.2652  13.5171  51.9241
218.0  0.5  0.2652  13.9306  51.0982
218.0  0.5  0.2652  14.3568  50.5828
218.0  0.5  0.2652  14.7961  50.5509
218.0  0.5  0.2652  15.2488  49.7549
218.0  0.5  0.2652  15.7153  50.2313
218.0  0.5  0.2652  16.1962  50.1265
218.0  0.5  0.2652  16.6917  50.6498
218.0  0.5  0.2652  17.2024  49.9845
218.0  0.5  0.2652  17.7287  50.3238
218.0  0.5  0.2652  18.2711  49.2885
218.0  0.5  0.2652  18.8301  49.3949
218.0  0.5  0.2652  19.4063  49.8960
218.0  0.5  0.2652  20.0000  49.4864
218.0  0.5  0.2652  20.6119  47.7725
218.0  0.5  0.2652  21.2425  48.1101
218.0  0.5  0.2652  21.8925  46.8278
218.0  0.5  0.2652  22.5623  47.1446
218.0  0.5  0.2652  23.2526  47.4587
218.0  0.5  0.2652  23.9640  47.7697
218.0  0.5  0.2652  24.6972  46.7691
218.0  0.5  0.2652  25.4528  46.9998
218.0  0.5  0.2652  26.2316  47.2285
218.0  0.5  0.2652  27.0341  46.3734
218.0  0.5  0.2652  27.8613  46.6458
218.0  0.5  0.2652  28.7137  46.4323
218.0  0.5  0.2652  29.5922  46.6604
218.0  0.5  0.2652  30.4976  46.8850
218.0  0.5  0.2652  31.4307  44.5200
218.0  0.5  0.2652  32.3923  44.7160
218.0  0.5  0.2652  33.3834  44.9090
218.0  0.5  0.2652  34.4048  45.0987
218.0  0.5  0.2652  35.4574  44.9278
218.0  0.5  0.2652  36.5422  43.4519
218.0  0.5  0.2652  37.6603  43.6156
218.0  0.5  0.2652  38.8125  43.7763
218.0  0.5  0.2652  40.0000  43.2764
218.0  0.5  0.2761  5.0000  60.3220
218.0  0.5  0.2761  5.1530  59.6163
218.0  0.5  0.2761  5.3106  59.6911
218.0  0.5  0.2761  5.4731  59.4694
218.0  0.5  0.2761  5.6406  59.7817
218.0  0.5  0.2761  5.8131  59.7011
218.0  0.5  0.2761  5.9910  58.8019
218.0  0.5  0.2761  6.1743  59.3834
218.0  0.5  0.2761  6.3632  58.3412
218.0  0.5  0.2761  6.5579  59.2867
218.0  0.5  0.2761  6.7585  57.1630
218.0  0.5  0.2761  6.9653  57.2765
218.0  0.5  0.2761  7.1784  57.9402
218.0  0.5  0.2761  7.3981  56.7998
218.0  0.5  0.2761  7.6244  57.2729
218.0  0.5  0.2761  7.8577  55.6202
218.0  0.5  0.2761  8.0981  55.4916
218.0  0.5  0.2761  8.3458  54.7186
218.0  0.5  0.2761  8.6012  55.1044
218.0  0.5  0.2761  8.8644  56.3749
218.0  0.5  0.2761  9.1356  55.3567
218.0  0.5  0.2761  9.4151  55.3587
218.0  0.5  0.2761  9.7031  54.5707
218.0  0.5  0.2761  10.0000  55.6534
218.0  0.5  0.2761  10.3060  52.9797
218.0  0.5  0.2761  10.6213  53.4989
218.0  0.5  0.2761  10.9462  52.7762
218.0  0.5  0.2761  11.2811  52.4988
218.0  0.5  0.2761  11.6263  53.2967
218.0  0.5  0.2761  11.9820  51.9229
218.0  0.5  0.2761  12.3486  52.3270
218.0  0.5  0.2761  12.7264  51.0880
218.0  0.5  0.2761  13.1158  51.1619
218.0  0.5  0.2761  13.5171  50.3878
218.0  0.5  0.2761  13.9306  50.0476
218.0  0.5  0.2761  14.3568  50.5438
218.0  0.5  0.2761  14.7961  51.1931
218.0  0.5  0.2761  15.2488  50.4622
218.0  0.5  0.2761  15.7153  49.4110
218.0  0.5  0.2761  16.1962  49.9658
218.0  0.5  0.2761  16.6917  49.3843
218.0  0.5  0.2761  17.2024  48.7839
218.0  0.5  0.2761  17.7287  48.1843
218.0  0.5  0.2761  18.2711  47.3617
218.0  0.5  0.2761  18.8301  47.7945
218.0  0.5  0.2761  19.4063  47.8069
218.0  0.5  0.2761  20.0000  48.2756
218.0  0.5  0.2761  20.6119  48.7408
218.0  0.5  0.2761  21.2425  47.4512
218.0  0.5  0.2761  21.8925  46.6460
218.0  0.5  0.2761  22.5623  47.0331
218.0  0.5  0.2761  23.2526  47.3427
218.0  0.5  0.2761  23.9640  47.7767
218.0  0.5  0.2761  24.6972  47.2006
218.0  0.5  0.2761  25.4528  45.1099
218.0  0.5  0.2761  26.2316  45.4007
218.0  0.5  0.2761  27.0341  44.0682
218.0  0.5  0.2761  27.8613  44.3392
218.0  0.5  0.2761  28.7137  44.6068
218.0  0.5  0.2761  29.5922  44.7330
218.0  0.5  0.2761  30.4976  44.8979
218.0  0.5  0.2761  31.4307  43.8977
218.0  0.5  0.2761  32.3923  44.0904
218.0  0.5  0.2761  33.3834  44.2808
218.0  0.5  0.2761  34.4048  44.4687
218.0  0.5  0.2761  35.4574  43.8182
218.0  0.5  0.2761  36.5422  44.0391
218.0  0.5  0.2761  37.6603  43.5958
218.0  0.5  0.2761  38.8125  43.7387
218.0  0.5  0.2761  40.0000  43.8796
218.0  0.5  0.2870  5.0000  59.9565
218.0  0.5  0.2870  5.1530  58.9764
218.0  0.5  0.2870  5.3106  59.7929
218.0  0.5  0.2870  5.4731  59.3570
218.0  0.5  0.2870  5.6406  59.5417
218.0  0.5  0.2870  5.8131  57.8844
218.0  0.5  0.2870  5.9910  58.3194
218.0  0.5  0.2870  6.1743  58.9989
218.0  0.5  0.2870  6.3632  58.0950
218.0  0.5  0.2870  6.5579  57.6244
218.0  0.5  0.2870  6.7585  58.0888
218.0  0.5  0.2870  6.9653  58.5513
218.0  0.5  0.2870  7.1784  57.3321
218.0  0.5  0.2870  7.3981  56.6602
218.0  0.5  0.2870  7.6244  56.2677
218.0  0.5  0.2870  7.8577  56.3634
218.0  0.5  0.2870  8.0981  56.2912
218.0  0.5  0.2870  8.3458  54.6155
218.0  0.5  0.2870  8.6012  55.9126
218.0  0.5  0.2870  8.8644  55.1649
218.0  0.5  0.2870  9.1356  54.2567
218.0  0.5  0.2870  9.4151  55.4145
218.0  0.5  0.2870  9.7031  53.5874
218.0  0.5  0.2870  10.0000  54.8361
218.0  0.5  0.2870  10.3060  53.6196
218.0  0.5  0.2870  10.6213  53.0873
218.0  0.5  0.2870  10.9462  52.5912
218.0  0.5  0.2870  11.2811  53.3907
218.0  0.5  0.2870  11.6263  51.0915
218.0  0.5  0.2870  11.9820  51.7468
218.0  0.5  0.2870  12.3486  51.6092
218.0  0.5  0.2870  12.7264  50.8131
218.0  0.5  0.2870  13.1158  50.7297
218.0  0.5  0.2870  13.5171  51.4934
218.0  0.5  0.2870  13.9306  51.2480
218.0  0.5  0.2870  14.3568  50.5710
218.0  0.5  0.2870  14.7961  49.2416
218.0  0.5  0.2870  15.2488  49.2771
218.0  0.5  0.2870  15.7153  48.9510
218.0  0.5  0.2870  16.1962  48.5717
218.0  0.5  0.2870  16.6917  48.2434
218.0  0.5  0.2870  17.2024  48.8421
218.0  0.5  0.2870  17.7287  49.4397
218.0  0.5  0.2870  18.2711  48.4357
