# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.9  0.2119  15.9988  57.0348
218.0  0.9  0.2119  16.5728  57.0625
218.0  0.9  0.2119  17.1673  56.6701
218.0  0.9  0.2119  17.7831  56.7451
218.0  0.9  0.2119  18.4211  54.9030
218.0  0.9  0.2119  19.0819  54.8373
218.0  0.9  0.2119  19.7664  53.7318
218.0  0.9  0.2119  20.4755  53.7307
218.0  0.9  0.2119  21.2100  51.9914
218.0  0.9  0.2119  21.9709  51.8881
218.0  0.9  0.2119  22.7591  51.7873
218.0  0.9  0.2119  23.5755  51.6889
218.0  0.9  0.2119  24.4212  51.5930
218.0  0.9  0.2119  25.2973  51.2712
218.0  0.9  0.2119  26.2048  51.1862
218.0  0.9  0.2119  27.1448  51.1036
218.0  0.9  0.2119  28.1186  51.0232
218.0  0.9  0.2119  29.1273  50.9123
218.0  0.9  0.2119  30.1722  50.8016
218.0  0.9  0.2119  31.2546  48.7081
218.0  0.9  0.2119  32.3758  48.6003
218.0  0.9  0.2119  33.5372  48.4965
218.0  0.9  0.2119  34.7403  48.3967
218.0  0.9  0.2119  35.9865  48.3006
218.0  0.9  0.2119  37.2775  48.2082
218.0  0.9  0.2119  38.6148  48.1195
218.0  0.9  0.2119  40.0000  48.0344
218.0  0.9  0.2237  5.0000  76.9345
218.0  0.9  0.2237  5.1794  76.3644
218.0  0.9  0.2237  5.3652  75.5255
218.0  0.9  0.2237  5.5576  75.7157
218.0  0.9  0.2237  5.7570  75.7105
218.0  0.9  0.2237  5.9635  74.6887
218.0  0.9  0.2237  6.1775  74.1014
218.0  0.9  0.2237  6.3991  74.3318
218.0  0.9  0.2237  6.6286  72.0676
218.0  0.9  0.2237  6.8664  71.8645
218.0  0.9  0.2237  7.1127  71.1347
218.0  0.9  0.2237  7.3679  70.0446
218.0  0.9  0.2237  7.6322  68.2411
218.0  0.9  0.2237  7.9060  67.7466
218.0  0.9  0.2237  8.1896  68.8371
218.0  0.9  0.2237  8.4834  67.0165
218.0  0.9  0.2237  8.7877  65.1881
218.0  0.9  0.2237  9.1030  65.3915
218.0  0.9  0.2237  9.4295  64.7802
218.0  0.9  0.2237  9.7678  63.0428
218.0  0.9  0.2237  10.1182  61.9106
218.0  0.9  0.2237  10.4811  62.2236
218.0  0.9  0.2237  10.8571  62.8572
218.0  0.9  0.2237  11.2466  61.5567
218.0  0.9  0.2237  11.6501  60.0104
218.0  0.9  0.2237  12.0680  59.9933
218.0  0.9  0.2237  12.5009  58.5973
218.0  0.9  0.2237  12.9494  58.2205
218.0  0.9  0.2237  13.4139  58.4077
218.0  0.9  0.2237  13.8951  58.5084
218.0  0.9  0.2237  14.3936  57.3250
218.0  0.9  0.2237  14.9099  56.4161
218.0  0.9  0.2237  15.4448  55.2593
218.0  0.9  0.2237  15.9988  54.0456
218.0  0.9  0.2237  16.5728  54.1907
218.0  0.9  0.2237  17.1673  52.9072
218.0  0.9  0.2237  17.7831  52.8986
218.0  0.9  0.2237  18.4211  52.8902
218.0  0.9  0.2237  19.0819  52.8817
218.0  0.9  0.2237  19.7664  52.0866
218.0  0.9  0.2237  20.4755  52.0804
218.0  0.9  0.2237  21.2100  51.8503
218.0  0.9  0.2237  21.9709  51.8856
218.0  0.9  0.2237  22.7591  49.7285
218.0  0.9  0.2237  23.5755  49.6579
218.0  0.9  0.2237  24.4212  49.5900
218.0  0.9  0.2237  25.2973  48.7296
218.0  0.9  0.2237  26.2048  48.7151
218.0  0.9  0.2237  27.1448  48.7012
218.0  0.9  0.2237  28.1186  46.6377
218.0  0.9  0.2237  29.1273  46.5538
218.0  0.9  0.2237  30.1722  46.4736
218.0  0.9  0.2237  31.2546  46.3970
218.0  0.9  0.2237  32.3758  46.3241
218.0  0.9  0.2237  33.5372  46.2545
218.0  0.9  0.2237  34.7403  46.0732
218.0  0.9  0.2237  35.9865  46.0148
218.0  0.9  0.2237  37.2775  45.9595
218.0  0.9  0.2237  38.6148  45.9071
218.0  0.9  0.2237  40.0000  45.8577
218.0  0.9  0.2356  5.0000  76.3103
218.0  0.9  0.2356  5.1794  75.2045
218.0  0.9  0.2356  5.3652  75.4349
218.0  0.9  0.2356  5.5576  74.2556
218.0  0.9  0.2356  5.7570  75.5143
218.0  0.9  0.2356  5.9635  74.9240
218.0  0.9  0.2356  6.1775  74.8587
218.0  0.9  0.2356  6.3991  72.6701
218.0  0.9  0.2356  6.6286  72.5648
218.0  0.9  0.2356  6.8664  70.1479
218.0  0.9  0.2356  7.1127  69.9538
218.0  0.9  0.2356  7.3679  69.7761
218.0  0.9  0.2356  7.6322  68.2959
218.0  0.9  0.2356  7.9060  67.5369
218.0  0.9  0.2356  8.1896  66.5823
218.0  0.9  0.2356  8.4834  65.1964
218.0  0.9  0.2356  8.7877  66.0554
218.0  0.9  0.2356  9.1030  64.6815
218.0  0.9  0.2356  9.4295  62.9114
218.0  0.9  0.2356  9.7678  62.3164
218.0  0.9  0.2356  10.1182  62.0566
218.0  0.9  0.2356  10.4811  61.5737
218.0  0.9  0.2356  10.8571  59.5276
218.0  0.9  0.2356  11.2466  58.2263
218.0  0.9  0.2356  11.6501  58.2817
218.0  0.9  0.2356  12.0680  58.8037
218.0  0.9  0.2356  12.5009  58.1616
218.0  0.9  0.2356  12.9494  57.6534
218.0  0.9  0.2356  13.4139  56.2380
218.0  0.9  0.2356  13.8951  55.6572
218.0  0.9  0.2356  14.3936  54.5397
218.0  0.9  0.2356  14.9099  53.7263
218.0  0.9  0.2356  15.4448  53.8537
218.0  0.9  0.2356  15.9988  53.9796
218.0  0.9  0.2356  16.5728  52.7507
218.0  0.9  0.2356  17.1673  52.8669
218.0  0.9  0.2356  17.7831  52.1031
218.0  0.9  0.2356  18.4211  52.2645
218.0  0.9  0.2356  19.0819  50.5297
218.0  0.9  0.2356  19.7664  49.6454
218.0  0.9  0.2356  20.4755  49.7404
218.0  0.9  0.2356  21.2100  48.0567
218.0  0.9  0.2356  21.9709  48.0358
218.0  0.9  0.2356  22.7591  48.0170
218.0  0.9  0.2356  23.5755  48.0000
218.0  0.9  0.2356  24.4212  47.9849
218.0  0.9  0.2356  25.2973  47.2899
218.0  0.9  0.2356  26.2048  47.2805
218.0  0.9  0.2356  27.1448  47.2253
218.0  0.9  0.2356  28.1186  47.2512
218.0  0.9  0.2356  29.1273  47.2618
218.0  0.9  0.2356  30.1722  44.7886
218.0  0.9  0.2356  31.2546  44.7408
218.0  0.9  0.2356  32.3758  44.6964
218.0  0.9  0.2356  33.5372  44.6554
218.0  0.9  0.2356  34.7403  44.0640
218.0  0.9  0.2356  35.9865  44.0637
218.0  0.9  0.2356  37.2775  44.0650
218.0  0.9  0.2356  38.6148  44.0678
218.0  0.9  0.2356  40.0000  41.7528
218.0  0.9  0.2475  5.0000  75.7803
218.0  0.9  0.2475  5.1794  75.7473
218.0  0.9  0.2475  5.3652  75.0474
218.0  0.9  0.2475  5.5576  74.2315
218.0  0.9  0.2475  5.7570  74.0514
218.0  0.9  0.2475  5.9635  73.5587
218.0  0.9  0.2475  6.1775  73.6377
218.0  0.9  0.2475  6.3991  73.5602
218.0  0.9  0.2475  6.6286  71.6683
218.0  0.9  0.2475  6.8664  71.2282
218.0  0.9  0.2475  7.1127  69.2704
218.0  0.9  0.2475  7.3679  68.4962
218.0  0.9  0.2475  7.6322  67.6960
218.0  0.9  0.2475  7.9060  67.5057
218.0  0.9  0.2475  8.1896  65.3399
218.0  0.9  0.2475  8.4834  66.0846
218.0  0.9  0.2475  8.7877  64.7579
218.0  0.9  0.2475  9.1030  63.0004
218.0  0.9  0.2475  9.4295  62.5161
218.0  0.9  0.2475  9.7678  62.1952
218.0  0.9  0.2475  10.1182  62.0625
218.0  0.9  0.2475  10.4811  59.9235
218.0  0.9  0.2475  10.8571  59.1681
218.0  0.9  0.2475  11.2466  58.5193
218.0  0.9  0.2475  11.6501  58.2507
218.0  0.9  0.2475  12.0680  58.3490
218.0  0.9  0.2475  12.5009  56.4574
218.0  0.9  0.2475  12.9494  54.9525
218.0  0.9  0.2475  13.4139  54.6469
218.0  0.9  0.2475  13.8951  54.9432
218.0  0.9  0.2475  14.3936  54.5867
218.0  0.9  0.2475  14.9099  53.5937
218.0  0.9  0.2475  15.4448  52.2900
218.0  0.9  0.2475  15.9988  51.2883
218.0  0.9  0.2475  16.5728  50.3948
218.0  0.9  0.2475  17.1673  50.6484
218.0  0.9  0.2475  17.7831  49.3548
218.0  0.9  0.2475  18.4211  49.4455
218.0  0.9  0.2475  19.0819  49.5360
218.0  0.9  0.2475  19.7664  48.3651
218.0  0.9  0.2475  20.4755  48.4509
218.0  0.9  0.2475  21.2100  47.8164
218.0  0.9  0.2475  21.9709  47.9428
218.0  0.9  0.2475  22.7591  48.0663
218.0  0.9  0.2475  23.5755  45.9759
218.0  0.9  0.2475  24.4212  45.3325
218.0  0.9  0.2475  25.2973  45.4096
218.0  0.9  0.2475  26.2048  45.4860
218.0  0.9  0.2475  27.1448  43.4753
218.0  0.9  0.2475  28.1186  43.4673
218.0  0.9  0.2475  29.1273  43.4622
218.0  0.9  0.2475  30.1722  43.4599
218.0  0.9  0.2475  31.2546  43.4603
218.0  0.9  0.2475  32.3758  43.4633
218.0  0.9  0.2475  33.5372  42.8886
218.0  0.9  0.2475  34.7403  42.8981
218.0  0.9  0.2475  35.9865  42.9099
218.0  0.9  0.2475  37.2775  42.9237
218.0  0.9  0.2475  38.6148  42.9394
218.0  0.9  0.2475  40.0000  42.9571
218.0  0.9  0.2593  5.0000  75.8995
218.0  0.9  0.2593  5.1794  73.8507
218.0  0.9  0.2593  5.3652  75.8616
218.0  0.9  0.2593  5.5576  75.0534
218.0  0.9  0.2593  5.7570  72.9017
218.0  0.9  0.2593  5.9635  73.3786
218.0  0.9  0.2593  6.1775  73.8113
218.0  0.9  0.2593  6.3991  72.6214
218.0  0.9  0.2593  6.6286  71.6356
218.0  0.9  0.2593  6.8664  70.7187
218.0  0.9  0.2593  7.1127  70.1399
218.0  0.9  0.2593  7.3679  67.9869
218.0  0.9  0.2593  7.6322  67.7470
218.0  0.9  0.2593  7.9060  66.3119
218.0  0.9  0.2593  8.1896  65.2851
218.0  0.9  0.2593  8.4834  64.9549
218.0  0.9  0.2593  8.7877  63.2622
218.0  0.9  0.2593  9.1030  63.0192
218.0  0.9  0.2593  9.4295  61.4362
218.0  0.9  0.2593  9.7678  60.8253
218.0  0.9  0.2593  10.1182  59.2942
218.0  0.9  0.2593  10.4811  60.2099
218.0  0.9  0.2593  10.8571  58.2610
218.0  0.9  0.2593  11.2466  59.1024
218.0  0.9  0.2593  11.6501  56.7091
218.0  0.9  0.2593  12.0680  55.4524
218.0  0.9  0.2593  12.5009  54.8519
218.0  0.9  0.2593  12.9494  54.7110
218.0  0.9  0.2593  13.4139  54.4175
218.0  0.9  0.2593  13.8951  52.5872
218.0  0.9  0.2593  14.3936  52.1860
218.0  0.9  0.2593  14.9099  51.4448
218.0  0.9  0.2593  15.4448  50.6564
218.0  0.9  0.2593  15.9988  50.8971
218.0  0.9  0.2593  16.5728  50.8743
218.0  0.9  0.2593  17.1673  49.5197
218.0  0.9  0.2593  17.7831  49.6772
218.0  0.9  0.2593  18.4211  48.5870
218.0  0.9  0.2593  19.0819  47.1177
218.0  0.9  0.2593  19.7664  46.5173
218.0  0.9  0.2593  20.4755  46.6888
218.0  0.9  0.2593  21.2100  45.1061
218.0  0.9  0.2593  21.9709  45.1832
218.0  0.9  0.2593  22.7591  45.2617
218.0  0.9  0.2593  23.5755  45.3413
218.0  0.9  0.2593  24.4212  45.3788
218.0  0.9  0.2593  25.2973  44.3295
218.0  0.9  0.2593  26.2048  44.4091
218.0  0.9  0.2593  27.1448  43.9612
218.0  0.9  0.2593  28.1186  44.0740
218.0  0.9  0.2593  29.1273  44.1860
218.0  0.9  0.2593  30.1722  41.7963
218.0  0.9  0.2593  31.2546  41.8241
218.0  0.9  0.2593  32.3758  41.4783
218.0  0.9  0.2593  33.5372  41.5589
218.0  0.9  0.2593  34.7403  41.6399
218.0  0.9  0.2593  35.9865  39.3919
218.0  0.9  0.2593  37.2775  39.4119
218.0  0.9  0.2593  38.6148  39.4345
218.0  0.9  0.2593  40.0000  39.4596
218.0  0.9  0.2712  5.0000  77.3813
218.0  0.9  0.2712  5.1794  75.3860
218.0  0.9  0.2712  5.3652  75.9895
218.0  0.9  0.2712  5.5576  73.7253
218.0  0.9  0.2712  5.7570  74.0708
218.0  0.9  0.2712  5.9635  73.3632
218.0  0.9  0.2712  6.1775  72.5416
218.0  0.9  0.2712  6.3991  72.3080
218.0  0.9  0.2712  6.6286  71.0297
218.0  0.9  0.2712  6.8664  71.4815
218.0  0.9  0.2712  7.1127  69.2364
218.0  0.9  0.2712  7.3679  70.2943
218.0  0.9  0.2712  7.6322  69.5183
218.0  0.9  0.2712  7.9060  66.2962
218.0  0.9  0.2712  8.1896  65.2267
218.0  0.9  0.2712  8.4834  63.6567
218.0  0.9  0.2712  8.7877  62.7300
218.0  0.9  0.2712  9.1030  62.1051
218.0  0.9  0.2712  9.4295  60.0713
218.0  0.9  0.2712  9.7678  59.8619
218.0  0.9  0.2712  10.1182  59.6660
218.0  0.9  0.2712  10.4811  58.7479
218.0  0.9  0.2712  10.8571  56.8665
218.0  0.9  0.2712  11.2466  56.6387
218.0  0.9  0.2712  11.6501  57.3495
218.0  0.9  0.2712  12.0680  55.3484
218.0  0.9  0.2712  12.5009  55.6724
218.0  0.9  0.2712  12.9494  53.3497
218.0  0.9  0.2712  13.4139  52.3481
218.0  0.9  0.2712  13.8951  52.0908
218.0  0.9  0.2712  14.3936  51.6391
218.0  0.9  0.2712  14.9099  51.7108
218.0  0.9  0.2712  15.4448  50.8934
218.0  0.9  0.2712  15.9988  49.1792
218.0  0.9  0.2712  16.5728  48.3163
218.0  0.9  0.2712  17.1673  47.8572
218.0  0.9  0.2712  17.7831  46.7125
218.0  0.9  0.2712  18.4211  46.9183
218.0  0.9  0.2712  19.0819  47.1238
218.0  0.9  0.2712  19.7664  47.3284
218.0  0.9  0.2712  20.4755  45.7530
218.0  0.9  0.2712  21.2100  45.9441
218.0  0.9  0.2712  21.9709  44.9243
218.0  0.9  0.2712  22.7591  45.1515
218.0  0.9  0.2712  23.5755  43.2395
218.0  0.9  0.2712  24.4212  42.9552
218.0  0.9  0.2712  25.2973  43.0359
218.0  0.9  0.2712  26.2048  41.2119
218.0  0.9  0.2712  27.1448  41.2951
218.0  0.9  0.2712  28.1186  41.3803
218.0  0.9  0.2712  29.1273  41.4674
218.0  0.9  0.2712  30.1722  41.5561
218.0  0.9  0.2712  31.2546  41.4641
218.0  0.9  0.2712  32.3758  40.6538
218.0  0.9  0.2712  33.5372  40.7446
218.0  0.9  0.2712  34.7403  40.8366
218.0  0.9  0.2712  35.9865  40.5633
218.0  0.9  0.2712  37.2775  40.6806
218.0  0.9  0.2712  38.6148  40.7590
218.0  0.9  0.2712  40.0000  40.8627
218.0  0.9  0.2831  5.0000  79.4771
218.0  0.9  0.2831  5.1794  76.6378
218.0  0.9  0.2831  5.3652  76.3843
218.0  0.9  0.2831  5.5576  75.6388
218.0  0.9  0.2831  5.7570  74.4018
218.0  0.9  0.2831  5.9635  73.1430
218.0  0.9  0.2831  6.1775  72.8365
218.0  0.9  0.2831  6.3991  71.5222
218.0  0.9  0.2831  6.6286  70.2826
218.0  0.9  0.2831  6.8664  69.7403
218.0  0.9  0.2831  7.1127  70.2597
218.0  0.9  0.2831  7.3679  68.8713
218.0  0.9  0.2831  7.6322  67.2784
218.0  0.9  0.2831  7.9060  66.3029
218.0  0.9  0.2831  8.1896  64.5902
218.0  0.9  0.2831  8.4834  64.3320
218.0  0.9  0.2831  8.7877  62.8897
218.0  0.9  0.2831  9.1030  62.4028
218.0  0.9  0.2831  9.4295  60.0514
218.0  0.9  0.2831  9.7678  61.5756
218.0  0.9  0.2831  10.1182  59.3969
218.0  0.9  0.2831  10.4811  57.2669
218.0  0.9  0.2831  10.8571  58.0895
218.0  0.9  0.2831  11.2466  55.8736
218.0  0.9  0.2831  11.6501  56.7124
218.0  0.9  0.2831  12.0680  54.1145
218.0  0.9  0.2831  12.5009  53.3445
218.0  0.9  0.2831  12.9494  53.9780
218.0  0.9  0.2831  13.4139  52.2878
218.0  0.9  0.2831  13.8951  52.1884
218.0  0.9  0.2831  14.3936  49.9325
218.0  0.9  0.2831  14.9099  48.8509
218.0  0.9  0.2831  15.4448  48.2909
218.0  0.9  0.2831  15.9988  47.8950
218.0  0.9  0.2831  16.5728  48.3326
218.0  0.9  0.2831  17.1673  48.5820
218.0  0.9  0.2831  17.7831  47.3695
218.0  0.9  0.2831  18.4211  45.7619
218.0  0.9  0.2831  19.0819  46.1426
218.0  0.9  0.2831  19.7664  44.3289
218.0  0.9  0.2831  20.4755  44.6637
218.0  0.9  0.2831  21.2100  43.1210
218.0  0.9  0.2831  21.9709  43.3111
218.0  0.9  0.2831  22.7591  43.5018
218.0  0.9  0.2831  23.5755  43.6926
218.0  0.9  0.2831  24.4212  42.1857
218.0  0.9  0.2831  25.2973  42.3675
218.0  0.9  0.2831  26.2048  42.5490
218.0  0.9  0.2831  27.1448  41.6807
218.0  0.9  0.2831  28.1186  41.8923
218.0  0.9  0.2831  29.1273  42.1018
218.0  0.9  0.2831  30.1722  39.8167
218.0  0.9  0.2831  31.2546  39.8329
218.0  0.9  0.2831  32.3758  39.8497
218.0  0.9  0.2831  33.5372  40.0096
218.0  0.9  0.2831  34.7403  37.9279
218.0  0.9  0.2831  35.9865  38.0315
218.0  0.9  0.2831  37.2775  38.1366
218.0  0.9  0.2831  38.6148  38.2430
218.0  0.9  0.2831  40.0000  38.3505
218.0  0.9  0.2949  5.0000  80.7378
218.0  0.9  0.2949  5.1794  79.4980
218.0  0.9  0.2949  5.3652  76.7251
218.0  0.9  0.2949  5.5576  75.6468
218.0  0.9  0.2949  5.7570  73.9698
218.0  0.9  0.2949  5.9635  74.0792
218.0  0.9  0.2949  6.1775  73.2348
218.0  0.9  0.2949  6.3991  70.8676
218.0  0.9  0.2949  6.6286  70.4813
218.0  0.9  0.2949  6.8664  70.0439
218.0  0.9  0.2949  7.1127  68.2497
218.0  0.9  0.2949  7.3679  68.8224
218.0  0.9  0.2949  7.6322  67.5563
218.0  0.9  0.2949  7.9060  67.9992
218.0  0.9  0.2949  8.1896  65.0297
218.0  0.9  0.2949  8.4834  64.5695
218.0  0.9  0.2949  8.7877  62.9099
218.0  0.9  0.2949  9.1030  62.2166
218.0  0.9  0.2949  9.4295  60.4323
218.0  0.9  0.2949  9.7678  60.0441
218.0  0.9  0.2949  10.1182  58.2203
218.0  0.9  0.2949  10.4811  58.8726
218.0  0.9  0.2949  10.8571  57.6624
218.0  0.9  0.2949  11.2466  54.7607
218.0  0.9  0.2949  11.6501  54.7217
218.0  0.9  0.2949  12.0680  55.8358
218.0  0.9  0.2949  12.5009  53.4290
218.0  0.9  0.2949  12.9494  53.9981
218.0  0.9  0.2949  13.4139  51.2297
218.0  0.9  0.2949  13.8951  50.8174
218.0  0.9  0.2949  14.3936  50.5903
218.0  0.9  0.2949  14.9099  49.1411
218.0  0.9  0.2949  15.4448  48.7303
218.0  0.9  0.2949  15.9988  49.2516
218.0  0.9  0.2949  16.5728  47.1093
218.0  0.9  0.2949  17.1673  45.9405
218.0  0.9  0.2949  17.7831  44.9530
218.0  0.9  0.2949  18.4211  44.6733
218.0  0.9  0.2949  19.0819  45.0662
218.0  0.9  0.2949  19.7664  45.4551
218.0  0.9  0.2949  20.4755  43.9680
218.0  0.9  0.2949  21.2100  44.2790
218.0  0.9  0.2949  21.9709  42.8094
218.0  0.9  0.2949  22.7591  43.1528
218.0  0.9  0.2949  23.5755  41.2849
218.0  0.9  0.2949  24.4212  41.5924
218.0  0.9  0.2949  25.2973  41.8367
218.0  0.9  0.2949  26.2048  39.9735
218.0  0.9  0.2949  27.1448  40.1644
218.0  0.9  0.2949  28.1186  40.3560
218.0  0.9  0.2949  29.1273  40.5482
218.0  0.9  0.2949  30.1722  40.7406
218.0  0.9  0.2949  31.2546  39.3070
218.0  0.9  0.2949  32.3758  39.4926
218.0  0.9  0.2949  33.5372  39.6782
218.0  0.9  0.2949  34.7403  38.9606
218.0  0.9  0.2949  35.9865  39.1690
218.0  0.9  0.2949  37.2775  39.3759
218.0  0.9  0.2949  38.6148  39.5811
218.0  0.9  0.2949  40.0000  37.0108
218.0  0.9  0.3068  5.0000  86.3642
218.0  0.9  0.3068  5.1794  81.5059
218.0  0.9  0.3068  5.3652  79.5267
218.0  0.9  0.3068  5.5576  76.2055
218.0  0.9  0.3068  5.7570  76.6018
218.0  0.9  0.3068  5.9635  73.0981
218.0  0.9  0.3068  6.1775  73.9552
218.0  0.9  0.3068  6.3991  71.8838
218.0  0.9  0.3068  6.6286  71.2202
218.0  0.9  0.3068  6.8664  70.4609
218.0  0.9  0.3068  7.1127  68.9544
218.0  0.9  0.3068  7.3679  68.8255
218.0  0.9  0.3068  7.6322  67.6248
218.0  0.9  0.3068  7.9060  67.1707
218.0  0.9  0.3068  8.1896  66.9958
218.0  0.9  0.3068  8.4834  64.1218
218.0  0.9  0.3068  8.7877  63.5056
218.0  0.9  0.3068  9.1030  62.6937
218.0  0.9  0.3068  9.4295  61.0604
218.0  0.9  0.3068  9.7678  59.9708
218.0  0.9  0.3068  10.1182  59.6552
218.0  0.9  0.3068  10.4811  57.6745
218.0  0.9  0.3068  10.8571  56.2694
218.0  0.9  0.3068  11.2466  56.0400
218.0  0.9  0.3068  11.6501  54.5040
218.0  0.9  0.3068  12.0680  54.9125
218.0  0.9  0.3068  12.5009  51.7149
218.0  0.9  0.3068  12.9494  52.2483
218.0  0.9  0.3068  13.4139  53.0631
218.0  0.9  0.3068  13.8951  50.5221
218.0  0.9  0.3068  14.3936  50.9983
218.0  0.9  0.3068  14.9099  48.2964
218.0  0.9  0.3068  15.4448  47.8223
218.0  0.9  0.3068  15.9988  47.2618
218.0  0.9  0.3068  16.5728  47.7796
218.0  0.9  0.3068  17.1673  46.3895
218.0  0.9  0.3068  17.7831  45.8501
218.0  0.9  0.3068  18.4211  46.3244
218.0  0.9  0.3068  19.0819  44.2860
218.0  0.9  0.3068  19.7664  43.0649
218.0  0.9  0.3068  20.4755  43.4981
218.0  0.9  0.3068  21.2100  42.0818
218.0  0.9  0.3068  21.9709  41.9541
218.0  0.9  0.3068  22.7591  42.3179
218.0  0.9  0.3068  23.5755  42.6787
218.0  0.9  0.3068  24.4212  41.0864
218.0  0.9  0.3068  25.2973  41.3838
218.0  0.9  0.3068  26.2048  41.6799
218.0  0.9  0.3068  27.1448  40.3614
218.0  0.9  0.3068  28.1186  40.6831
218.0  0.9  0.3068  29.1273  38.6162
218.0  0.9  0.3068  30.1722  38.8274
218.0  0.9  0.3068  31.2546  39.0394
218.0  0.9  0.3068  32.3758  37.1977
218.0  0.9  0.3068  33.5372  37.3983
218.0  0.9  0.3068  34.7403  37.5992
218.0  0.9  0.3068  35.9865  37.8004
218.0  0.9  0.3068  37.2775  38.0014
218.0  0.9  0.3068  38.6148  38.2022
218.0  0.9  0.3068  40.0000  38.4025
218.0  0.9  0.3186  5.0000  96.4023
218.0  0.9  0.3186  5.1794  85.1964
218.0  0.9  0.3186  5.3652  82.3792
218.0  0.9  0.3186  5.5576  79.6261
