# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.5  0.2000  5.0000  71.7216
218.0  0.5  0.2000  5.1794  71.3820
218.0  0.5  0.2000  5.3652  72.5663
218.0  0.5  0.2000  5.5576  70.8096
218.0  0.5  0.2000  5.7570  69.5286
218.0  0.5  0.2000  5.9635  70.1093
218.0  0.5  0.2000  6.1775  69.8987
218.0  0.5  0.2000  6.3991  68.4258
218.0  0.5  0.2000  6.6286  68.2111
218.0  0.5  0.2000  6.8664  67.5217
218.0  0.5  0.2000  7.1127  67.1788
218.0  0.5  0.2000  7.3679  66.6185
218.0  0.5  0.2000  7.6322  66.7737
218.0  0.5  0.2000  7.9060  66.2383
218.0  0.5  0.2000  8.1896  65.7046
218.0  0.5  0.2000  8.4834  66.8930
218.0  0.5  0.2000  8.7877  65.7321
218.0  0.5  0.2000  9.1030  65.1922
218.0  0.5  0.2000  9.4295  64.8508
218.0  0.5  0.2000  9.7678  64.7476
218.0  0.5  0.2000  10.1182  64.4991
218.0  0.5  0.2000  10.4811  64.4743
218.0  0.5  0.2000  10.8571  63.4502
218.0  0.5  0.2000  11.2466  62.6932
218.0  0.5  0.2000  11.6501  62.8786
218.0  0.5  0.2000  12.0680  63.5167
218.0  0.5  0.2000  12.5009  62.1673
218.0  0.5  0.2000  12.9494  62.7160
218.0  0.5  0.2000  13.4139  61.1579
218.0  0.5  0.2000  13.8951  61.5847
218.0  0.5  0.2000  14.3936  59.9344
218.0  0.5  0.2000  14.9099  60.3080
218.0  0.5  0.2000  15.4448  60.6861
218.0  0.5  0.2000  15.9988  61.0671
218.0  0.5  0.2000  16.5728  59.9684
218.0  0.5  0.2000  17.1673  60.2285
218.0  0.5  0.2000  17.7831  60.4334
218.0  0.5  0.2000  18.4211  58.8560
218.0  0.5  0.2000  19.0819  59.1314
218.0  0.5  0.2000  19.7664  59.2784
218.0  0.5  0.2000  20.4755  57.1896
218.0  0.5  0.2000  21.2100  57.4045
218.0  0.5  0.2000  21.9709  57.3901
218.0  0.5  0.2000  22.7591  57.4684
218.0  0.5  0.2000  23.5755  57.5495
218.0  0.5  0.2000  24.4212  57.5342
218.0  0.5  0.2000  25.2973  57.7177
218.0  0.5  0.2000  26.2048  56.7701
218.0  0.5  0.2000  27.1448  56.8616
218.0  0.5  0.2000  28.1186  56.1174
218.0  0.5  0.2000  29.1273  56.2549
218.0  0.5  0.2000  30.1722  56.3906
218.0  0.5  0.2000  31.2546  55.3735
218.0  0.5  0.2000  32.3758  55.4011
218.0  0.5  0.2000  33.5372  55.4297
218.0  0.5  0.2000  34.7403  53.9550
218.0  0.5  0.2000  35.9865  54.0374
218.0  0.5  0.2000  37.2775  54.1187
218.0  0.5  0.2000  38.6148  53.0698
218.0  0.5  0.2000  40.0000  53.0685
218.0  0.5  0.2119  5.0000  71.1772
218.0  0.5  0.2119  5.1794  71.4365
218.0  0.5  0.2119  5.3652  69.9630
218.0  0.5  0.2119  5.5576  69.8200
218.0  0.5  0.2119  5.7570  68.6919
218.0  0.5  0.2119  5.9635  68.8404
218.0  0.5  0.2119  6.1775  67.4345
218.0  0.5  0.2119  6.3991  67.2375
218.0  0.5  0.2119  6.6286  67.8117
218.0  0.5  0.2119  6.8664  67.2359
218.0  0.5  0.2119  7.1127  66.0047
218.0  0.5  0.2119  7.3679  65.3780
218.0  0.5  0.2119  7.6322  66.7565
218.0  0.5  0.2119  7.9060  65.9819
218.0  0.5  0.2119  8.1896  65.1115
218.0  0.5  0.2119  8.4834  64.3458
218.0  0.5  0.2119  8.7877  63.6303
218.0  0.5  0.2119  9.1030  63.9747
218.0  0.5  0.2119  9.4295  63.2555
218.0  0.5  0.2119  9.7678  63.7055
218.0  0.5  0.2119  10.1182  62.7264
218.0  0.5  0.2119  10.4811  61.6091
218.0  0.5  0.2119  10.8571  62.2662
218.0  0.5  0.2119  11.2466  62.2288
218.0  0.5  0.2119  11.6501  60.8509
218.0  0.5  0.2119  12.0680  61.0611
218.0  0.5  0.2119  12.5009  59.9425
218.0  0.5  0.2119  12.9494  60.4722
218.0  0.5  0.2119  13.4139  59.1674
218.0  0.5  0.2119  13.8951  59.5502
218.0  0.5  0.2119  14.3936  60.0824
218.0  0.5  0.2119  14.9099  58.5657
218.0  0.5  0.2119  15.4448  59.0540
218.0  0.5  0.2119  15.9988  59.5261
218.0  0.5  0.2119  16.5728  57.6262
218.0  0.5  0.2119  17.1673  58.0043
218.0  0.5  0.2119  17.7831  56.1944
218.0  0.5  0.2119  18.4211  56.5205
218.0  0.5  0.2119  19.0819  56.8478
218.0  0.5  0.2119  19.7664  57.1525
218.0  0.5  0.2119  20.4755  57.3192
218.0  0.5  0.2119  21.2100  56.4328
218.0  0.5  0.2119  21.9709  56.0978
218.0  0.5  0.2119  22.7591  56.2718
218.0  0.5  0.2119  23.5755  54.9347
218.0  0.5  0.2119  24.4212  55.1632
218.0  0.5  0.2119  25.2973  54.7903
218.0  0.5  0.2119  26.2048  54.0721
218.0  0.5  0.2119  27.1448  53.2066
218.0  0.5  0.2119  28.1186  53.3807
218.0  0.5  0.2119  29.1273  52.8492
218.0  0.5  0.2119  30.1722  52.9108
218.0  0.5  0.2119  31.2546  52.9739
218.0  0.5  0.2119  32.3758  53.0382
218.0  0.5  0.2119  33.5372  53.1034
218.0  0.5  0.2119  34.7403  53.1693
218.0  0.5  0.2119  35.9865  52.3232
218.0  0.5  0.2119  37.2775  52.3932
218.0  0.5  0.2119  38.6148  51.8718
218.0  0.5  0.2119  40.0000  51.9778
218.0  0.5  0.2237  5.0000  69.1761
218.0  0.5  0.2237  5.1794  70.3578
218.0  0.5  0.2237  5.3652  68.9846
218.0  0.5  0.2237  5.5576  69.9236
218.0  0.5  0.2237  5.7570  68.3464
218.0  0.5  0.2237  5.9635  68.5194
218.0  0.5  0.2237  6.1775  67.0095
218.0  0.5  0.2237  6.3991  67.0339
218.0  0.5  0.2237  6.6286  67.0221
218.0  0.5  0.2237  6.8664  65.7342
218.0  0.5  0.2237  7.1127  65.2423
218.0  0.5  0.2237  7.3679  65.5343
218.0  0.5  0.2237  7.6322  64.5994
218.0  0.5  0.2237  7.9060  63.9625
218.0  0.5  0.2237  8.1896  63.0473
218.0  0.5  0.2237  8.4834  63.5844
218.0  0.5  0.2237  8.7877  62.8878
218.0  0.5  0.2237  9.1030  62.0499
218.0  0.5  0.2237  9.4295  63.2474
218.0  0.5  0.2237  9.7678  60.8614
218.0  0.5  0.2237  10.1182  60.9235
218.0  0.5  0.2237  10.4811  61.0426
218.0  0.5  0.2237  10.8571  60.6840
218.0  0.5  0.2237  11.2466  60.4762
218.0  0.5  0.2237  11.6501  59.6414
218.0  0.5  0.2237  12.0680  59.1496
218.0  0.5  0.2237  12.5009  58.6290
218.0  0.5  0.2237  12.9494  58.7297
218.0  0.5  0.2237  13.4139  59.2939
218.0  0.5  0.2237  13.8951  57.7891
218.0  0.5  0.2237  14.3936  58.3295
218.0  0.5  0.2237  14.9099  56.4938
218.0  0.5  0.2237  15.4448  56.9780
218.0  0.5  0.2237  15.9988  55.5696
218.0  0.5  0.2237  16.5728  55.8510
218.0  0.5  0.2237  17.1673  56.2128
218.0  0.5  0.2237  17.7831  56.5798
218.0  0.5  0.2237  18.4211  55.3245
218.0  0.5  0.2237  19.0819  55.6598
218.0  0.5  0.2237  19.7664  55.0651
218.0  0.5  0.2237  20.4755  53.9833
218.0  0.5  0.2237  21.2100  54.3131
218.0  0.5  0.2237  21.9709  52.3809
218.0  0.5  0.2237  22.7591  52.6628
218.0  0.5  0.2237  23.5755  52.7049
218.0  0.5  0.2237  24.4212  52.8437
218.0  0.5  0.2237  25.2973  52.9856
218.0  0.5  0.2237  26.2048  53.1299
218.0  0.5  0.2237  27.1448  52.7546
218.0  0.5  0.2237  28.1186  51.9629
218.0  0.5  0.2237  29.1273  52.1097
218.0  0.5  0.2237  30.1722  50.9648
218.0  0.5  0.2237  31.2546  51.1557
218.0  0.5  0.2237  32.3758  51.3451
218.0  0.5  0.2237  33.5372  50.4677
218.0  0.5  0.2237  34.7403  50.0564
218.0  0.5  0.2237  35.9865  49.1846
218.0  0.5  0.2237  37.2775  49.3278
218.0  0.5  0.2237  38.6148  49.4697
218.0  0.5  0.2237  40.0000  48.4741
218.0  0.5  0.2356  5.0000  68.2817
218.0  0.5  0.2356  5.1794  67.9014
218.0  0.5  0.2356  5.3652  67.5960
218.0  0.5  0.2356  5.5576  67.9429
218.0  0.5  0.2356  5.7570  67.5985
218.0  0.5  0.2356  5.9635  67.1161
218.0  0.5  0.2356  6.1775  67.0807
218.0  0.5  0.2356  6.3991  65.9676
218.0  0.5  0.2356  6.6286  65.5851
218.0  0.5  0.2356  6.8664  65.7733
218.0  0.5  0.2356  7.1127  64.9201
218.0  0.5  0.2356  7.3679  65.0721
218.0  0.5  0.2356  7.6322  64.0248
218.0  0.5  0.2356  7.9060  63.2351
218.0  0.5  0.2356  8.1896  62.9732
218.0  0.5  0.2356  8.4834  61.9645
218.0  0.5  0.2356  8.7877  61.1107
218.0  0.5  0.2356  9.1030  61.8208
218.0  0.5  0.2356  9.4295  60.4236
218.0  0.5  0.2356  9.7678  59.8950
218.0  0.5  0.2356  10.1182  60.9687
218.0  0.5  0.2356  10.4811  59.5494
218.0  0.5  0.2356  10.8571  58.4593
218.0  0.5  0.2356  11.2466  58.3799
218.0  0.5  0.2356  11.6501  58.1467
218.0  0.5  0.2356  12.0680  58.0548
218.0  0.5  0.2356  12.5009  57.9959
218.0  0.5  0.2356  12.9494  57.2080
218.0  0.5  0.2356  13.4139  57.1060
218.0  0.5  0.2356  13.8951  55.9116
218.0  0.5  0.2356  14.3936  54.9912
218.0  0.5  0.2356  14.9099  55.5680
218.0  0.5  0.2356  15.4448  55.3766
218.0  0.5  0.2356  15.9988  55.8149
218.0  0.5  0.2356  16.5728  54.6239
218.0  0.5  0.2356  17.1673  54.9843
218.0  0.5  0.2356  17.7831  54.5327
218.0  0.5  0.2356  18.4211  53.4330
218.0  0.5  0.2356  19.0819  51.9403
218.0  0.5  0.2356  19.7664  52.3416
218.0  0.5  0.2356  20.4755  52.3542
218.0  0.5  0.2356  21.2100  52.6804
218.0  0.5  0.2356  21.9709  53.0085
218.0  0.5  0.2356  22.7591  51.9674
218.0  0.5  0.2356  23.5755  51.8243
218.0  0.5  0.2356  24.4212  52.0604
218.0  0.5  0.2356  25.2973  50.3021
218.0  0.5  0.2356  26.2048  50.5898
218.0  0.5  0.2356  27.1448  50.3790
218.0  0.5  0.2356  28.1186  48.8157
218.0  0.5  0.2356  29.1273  49.0599
218.0  0.5  0.2356  30.1722  49.3028
218.0  0.5  0.2356  31.2546  48.7687
218.0  0.5  0.2356  32.3758  48.8932
218.0  0.5  0.2356  33.5372  49.0191
218.0  0.5  0.2356  34.7403  49.0515
218.0  0.5  0.2356  35.9865  49.2736
218.0  0.5  0.2356  37.2775  48.0420
218.0  0.5  0.2356  38.6148  48.1689
218.0  0.5  0.2356  40.0000  48.2958
218.0  0.5  0.2475  5.0000  67.1118
218.0  0.5  0.2475  5.1794  66.8685
218.0  0.5  0.2475  5.3652  67.2680
218.0  0.5  0.2475  5.5576  67.3287
218.0  0.5  0.2475  5.7570  66.9465
218.0  0.5  0.2475  5.9635  66.5321
218.0  0.5  0.2475  6.1775  66.0498
218.0  0.5  0.2475  6.3991  67.1856
218.0  0.5  0.2475  6.6286  66.2079
218.0  0.5  0.2475  6.8664  64.9331
218.0  0.5  0.2475  7.1127  65.3898
218.0  0.5  0.2475  7.3679  64.4462
218.0  0.5  0.2475  7.6322  63.7656
218.0  0.5  0.2475  7.9060  62.5939
218.0  0.5  0.2475  8.1896  62.4820
218.0  0.5  0.2475  8.4834  62.2715
218.0  0.5  0.2475  8.7877  61.1910
218.0  0.5  0.2475  9.1030  60.2471
218.0  0.5  0.2475  9.4295  61.7326
218.0  0.5  0.2475  9.7678  60.4093
218.0  0.5  0.2475  10.1182  59.6702
218.0  0.5  0.2475  10.4811  58.0394
218.0  0.5  0.2475  10.8571  57.9970
218.0  0.5  0.2475  11.2466  57.4682
218.0  0.5  0.2475  11.6501  58.4780
218.0  0.5  0.2475  12.0680  56.7676
218.0  0.5  0.2475  12.5009  55.9752
218.0  0.5  0.2475  12.9494  55.6637
218.0  0.5  0.2475  13.4139  55.0697
218.0  0.5  0.2475  13.8951  55.0209
218.0  0.5  0.2475  14.3936  55.8255
218.0  0.5  0.2475  14.9099  53.9208
218.0  0.5  0.2475  15.4448  54.6129
218.0  0.5  0.2475  15.9988  54.8272
218.0  0.5  0.2475  16.5728  52.9652
218.0  0.5  0.2475  17.1673  51.9077
218.0  0.5  0.2475  17.7831  52.4402
218.0  0.5  0.2475  18.4211  52.8891
218.0  0.5  0.2475  19.0819  52.3299
218.0  0.5  0.2475  19.7664  51.3984
218.0  0.5  0.2475  20.4755  51.9039
218.0  0.5  0.2475  21.2100  52.0034
218.0  0.5  0.2475  21.9709  49.8884
218.0  0.5  0.2475  22.7591  50.2830
218.0  0.5  0.2475  23.5755  48.6910
218.0  0.5  0.2475  24.4212  49.0508
218.0  0.5  0.2475  25.2973  48.8503
218.0  0.5  0.2475  26.2048  49.1426
218.0  0.5  0.2475  27.1448  49.4355
218.0  0.5  0.2475  28.1186  49.7282
218.0  0.5  0.2475  29.1273  48.9104
218.0  0.5  0.2475  30.1722  48.2656
218.0  0.5  0.2475  31.2546  48.4772
218.0  0.5  0.2475  32.3758  46.9166
218.0  0.5  0.2475  33.5372  47.1691
218.0  0.5  0.2475  34.7403  47.4201
218.0  0.5  0.2475  35.9865  46.6519
218.0  0.5  0.2475  37.2775  45.4881
218.0  0.5  0.2475  38.6148  45.7012
218.0  0.5  0.2475  40.0000  45.9128
218.0  0.5  0.2593  5.0000  66.7796
218.0  0.5  0.2593  5.1794  67.1914
218.0  0.5  0.2593  5.3652  67.1686
218.0  0.5  0.2593  5.5576  66.6380
218.0  0.5  0.2593  5.7570  65.6607
218.0  0.5  0.2593  5.9635  64.8776
218.0  0.5  0.2593  6.1775  65.3950
218.0  0.5  0.2593  6.3991  65.5912
218.0  0.5  0.2593  6.6286  65.1402
218.0  0.5  0.2593  6.8664  64.3458
