# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.8  0.2000  5.0000  77.7590
218.0  0.8  0.2000  5.1794  77.3764
218.0  0.8  0.2000  5.3652  77.3142
218.0  0.8  0.2000  5.5576  75.9541
218.0  0.8  0.2000  5.7570  75.4874
218.0  0.8  0.2000  5.9635  73.8881
218.0  0.8  0.2000  6.1775  73.5077
218.0  0.8  0.2000  6.3991  73.9574
218.0  0.8  0.2000  6.6286  71.9190
218.0  0.8  0.2000  6.8664  71.9760
218.0  0.8  0.2000  7.1127  71.5031
218.0  0.8  0.2000  7.3679  71.0723
218.0  0.8  0.2000  7.6322  70.0592
218.0  0.8  0.2000  7.9060  70.6501
218.0  0.8  0.2000  8.1896  69.3525
218.0  0.8  0.2000  8.4834  68.6423
218.0  0.8  0.2000  8.7877  67.7471
218.0  0.8  0.2000  9.1030  68.5526
218.0  0.8  0.2000  9.4295  67.4339
218.0  0.8  0.2000  9.7678  65.9702
218.0  0.8  0.2000  10.1182  66.6669
218.0  0.8  0.2000  10.4811  65.0813
218.0  0.8  0.2000  10.8571  65.6792
218.0  0.8  0.2000  11.2466  64.8074
218.0  0.8  0.2000  11.6501  64.7236
218.0  0.8  0.2000  12.0680  63.4831
218.0  0.8  0.2000  12.5009  63.3700
218.0  0.8  0.2000  12.9494  61.6301
218.0  0.8  0.2000  13.4139  61.3528
218.0  0.8  0.2000  13.8951  61.4474
218.0  0.8  0.2000  14.3936  61.5420
218.0  0.8  0.2000  14.9099  60.6280
218.0  0.8  0.2000  15.4448  60.7231
218.0  0.8  0.2000  15.9988  60.1610
218.0  0.8  0.2000  16.5728  58.9428
218.0  0.8  0.2000  17.1673  58.9317
218.0  0.8  0.2000  17.7831  57.5382
218.0  0.8  0.2000  18.4211  57.6021
218.0  0.8  0.2000  19.0819  56.3373
218.0  0.8  0.2000  19.7664  56.2750
218.0  0.8  0.2000  20.4755  56.2135
218.0  0.8  0.2000  21.2100  56.1525
218.0  0.8  0.2000  21.9709  55.7377
218.0  0.8  0.2000  22.7591  55.6852
218.0  0.8  0.2000  23.5755  55.6328
218.0  0.8  0.2000  24.4212  55.5804
218.0  0.8  0.2000  25.2973  55.5282
218.0  0.8  0.2000  26.2048  55.4760
218.0  0.8  0.2000  27.1448  53.4647
218.0  0.8  0.2000  28.1186  53.3663
218.0  0.8  0.2000  29.1273  53.2700
218.0  0.8  0.2000  30.1722  53.1760
218.0  0.8  0.2000  31.2546  53.0841
218.0  0.8  0.2000  32.3758  52.9945
218.0  0.8  0.2000  33.5372  51.8051
218.0  0.8  0.2000  34.7403  50.0640
218.0  0.8  0.2000  35.9865  49.9534
218.0  0.8  0.2000  37.2775  49.8461
218.0  0.8  0.2000  38.6148  49.7420
218.0  0.8  0.2000  40.0000  49.6409
218.0  0.8  0.2119  5.0000  75.2902
218.0  0.8  0.2119  5.1794  76.1231
218.0  0.8  0.2119  5.3652  75.9594
218.0  0.8  0.2119  5.5576  75.2681
218.0  0.8  0.2119  5.7570  74.3531
218.0  0.8  0.2119  5.9635  73.7468
218.0  0.8  0.2119  6.1775  73.6937
218.0  0.8  0.2119  6.3991  71.6114
218.0  0.8  0.2119  6.6286  70.8804
218.0  0.8  0.2119  6.8664  71.3371
218.0  0.8  0.2119  7.1127  71.0963
218.0  0.8  0.2119  7.3679  69.7263
218.0  0.8  0.2119  7.6322  69.4746
218.0  0.8  0.2119  7.9060  68.6646
218.0  0.8  0.2119  8.1896  67.1835
218.0  0.8  0.2119  8.4834  67.1857
218.0  0.8  0.2119  8.7877  67.6571
218.0  0.8  0.2119  9.1030  66.6244
218.0  0.8  0.2119  9.4295  65.1835
218.0  0.8  0.2119  9.7678  64.1204
218.0  0.8  0.2119  10.1182  64.6483
218.0  0.8  0.2119  10.4811  63.6325
218.0  0.8  0.2119  10.8571  64.2372
218.0  0.8  0.2119  11.2466  62.4963
218.0  0.8  0.2119  11.6501  60.7782
218.0  0.8  0.2119  12.0680  61.1041
218.0  0.8  0.2119  12.5009  61.3437
218.0  0.8  0.2119  12.9494  60.8464
218.0  0.8  0.2119  13.4139  60.2861
218.0  0.8  0.2119  13.8951  59.1636
218.0  0.8  0.2119  14.3936  59.4691
218.0  0.8  0.2119  14.9099  58.1062
218.0  0.8  0.2119  15.4448  57.2975
218.0  0.8  0.2119  15.9988  56.5311
218.0  0.8  0.2119  16.5728  56.5752
218.0  0.8  0.2119  17.1673  56.6192
218.0  0.8  0.2119  17.7831  56.6625
218.0  0.8  0.2119  18.4211  55.8100
218.0  0.8  0.2119  19.0819  55.3708
218.0  0.8  0.2119  19.7664  55.4644
218.0  0.8  0.2119  20.4755  54.3590
218.0  0.8  0.2119  21.2100  53.7797
218.0  0.8  0.2119  21.9709  53.7430
218.0  0.8  0.2119  22.7591  52.6273
218.0  0.8  0.2119  23.5755  52.6508
218.0  0.8  0.2119  24.4212  51.0222
218.0  0.8  0.2119  25.2973  50.9516
218.0  0.8  0.2119  26.2048  50.8832
218.0  0.8  0.2119  27.1448  50.8167
218.0  0.8  0.2119  28.1186  50.7522
218.0  0.8  0.2119  29.1273  50.6897
218.0  0.8  0.2119  30.1722  50.3994
218.0  0.8  0.2119  31.2546  50.3461
218.0  0.8  0.2119  32.3758  50.2944
218.0  0.8  0.2119  33.5372  50.2444
218.0  0.8  0.2119  34.7403  50.1960
218.0  0.8  0.2119  35.9865  50.1171
218.0  0.8  0.2119  37.2775  50.0405
218.0  0.8  0.2119  38.6148  47.9815
218.0  0.8  0.2119  40.0000  47.9062
218.0  0.8  0.2237  5.0000  75.3947
218.0  0.8  0.2237  5.1794  74.6480
218.0  0.8  0.2237  5.3652  74.8725
218.0  0.8  0.2237  5.5576  74.3516
218.0  0.8  0.2237  5.7570  73.7551
218.0  0.8  0.2237  5.9635  74.0879
218.0  0.8  0.2237  6.1775  73.1029
218.0  0.8  0.2237  6.3991  71.9010
218.0  0.8  0.2237  6.6286  71.5011
218.0  0.8  0.2237  6.8664  71.5195
218.0  0.8  0.2237  7.1127  68.9787
218.0  0.8  0.2237  7.3679  68.4091
218.0  0.8  0.2237  7.6322  67.7205
218.0  0.8  0.2237  7.9060  66.4306
218.0  0.8  0.2237  8.1896  66.8269
218.0  0.8  0.2237  8.4834  66.5428
218.0  0.8  0.2237  8.7877  65.3791
218.0  0.8  0.2237  9.1030  64.6699
218.0  0.8  0.2237  9.4295  63.7480
218.0  0.8  0.2237  9.7678  64.1461
218.0  0.8  0.2237  10.1182  63.2077
218.0  0.8  0.2237  10.4811  61.5476
218.0  0.8  0.2237  10.8571  60.3368
218.0  0.8  0.2237  11.2466  60.6269
218.0  0.8  0.2237  11.6501  61.1915
218.0  0.8  0.2237  12.0680  59.9341
218.0  0.8  0.2237  12.5009  59.6587
218.0  0.8  0.2237  12.9494  58.7361
218.0  0.8  0.2237  13.4139  56.8378
218.0  0.8  0.2237  13.8951  57.2305
218.0  0.8  0.2237  14.3936  56.8633
218.0  0.8  0.2237  14.9099  57.0425
218.0  0.8  0.2237  15.4448  57.0558
218.0  0.8  0.2237  15.9988  55.9500
218.0  0.8  0.2237  16.5728  54.9908
218.0  0.8  0.2237  17.1673  55.2176
218.0  0.8  0.2237  17.7831  53.6813
218.0  0.8  0.2237  18.4211  52.8313
218.0  0.8  0.2237  19.0819  52.9814
218.0  0.8  0.2237  19.7664  51.7306
218.0  0.8  0.2237  20.4755  51.7450
218.0  0.8  0.2237  21.2100  51.7602
218.0  0.8  0.2237  21.9709  51.7758
218.0  0.8  0.2237  22.7591  51.0037
218.0  0.8  0.2237  23.5755  51.0224
218.0  0.8  0.2237  24.4212  50.7772
218.0  0.8  0.2237  25.2973  50.8351
218.0  0.8  0.2237  26.2048  50.8911
218.0  0.8  0.2237  27.1448  48.7723
218.0  0.8  0.2237  28.1186  48.7336
218.0  0.8  0.2237  29.1273  48.6970
218.0  0.8  0.2237  30.1722  47.8441
218.0  0.8  0.2237  31.2546  47.8554
218.0  0.8  0.2237  32.3758  47.8667
218.0  0.8  0.2237  33.5372  45.8898
218.0  0.8  0.2237  34.7403  45.8356
218.0  0.8  0.2237  35.9865  45.7842
218.0  0.8  0.2237  37.2775  45.7354
218.0  0.8  0.2237  38.6148  45.6890
218.0  0.8  0.2237  40.0000  45.6452
218.0  0.8  0.2356  5.0000  73.9583
218.0  0.8  0.2356  5.1794  74.1289
218.0  0.8  0.2356  5.3652  72.4037
218.0  0.8  0.2356  5.5576  72.6768
218.0  0.8  0.2356  5.7570  73.1696
218.0  0.8  0.2356  5.9635  72.7341
218.0  0.8  0.2356  6.1775  72.1099
218.0  0.8  0.2356  6.3991  71.1129
218.0  0.8  0.2356  6.6286  69.7441
218.0  0.8  0.2356  6.8664  69.5740
218.0  0.8  0.2356  7.1127  69.2229
218.0  0.8  0.2356  7.3679  68.7351
218.0  0.8  0.2356  7.6322  66.1782
218.0  0.8  0.2356  7.9060  66.6265
218.0  0.8  0.2356  8.1896  67.0134
218.0  0.8  0.2356  8.4834  64.2820
218.0  0.8  0.2356  8.7877  63.0540
218.0  0.8  0.2356  9.1030  63.6009
218.0  0.8  0.2356  9.4295  62.2248
218.0  0.8  0.2356  9.7678  62.9713
218.0  0.8  0.2356  10.1182  61.5104
218.0  0.8  0.2356  10.4811  60.6478
218.0  0.8  0.2356  10.8571  60.4949
218.0  0.8  0.2356  11.2466  59.8974
218.0  0.8  0.2356  11.6501  59.7003
218.0  0.8  0.2356  12.0680  58.4458
218.0  0.8  0.2356  12.5009  57.0477
218.0  0.8  0.2356  12.9494  57.0202
218.0  0.8  0.2356  13.4139  57.4933
218.0  0.8  0.2356  13.8951  55.9524
218.0  0.8  0.2356  14.3936  56.2753
218.0  0.8  0.2356  14.9099  54.8022
218.0  0.8  0.2356  15.4448  54.2888
218.0  0.8  0.2356  15.9988  53.0889
218.0  0.8  0.2356  16.5728  52.3839
218.0  0.8  0.2356  17.1673  52.5171
218.0  0.8  0.2356  17.7831  52.6505
218.0  0.8  0.2356  18.4211  52.7833
218.0  0.8  0.2356  19.0819  51.5611
218.0  0.8  0.2356  19.7664  51.6876
218.0  0.8  0.2356  20.4755  50.9142
218.0  0.8  0.2356  21.2100  51.0839
218.0  0.8  0.2356  21.9709  49.3883
218.0  0.8  0.2356  22.7591  48.5178
218.0  0.8  0.2356  23.5755  48.6296
218.0  0.8  0.2356  24.4212  47.0590
218.0  0.8  0.2356  25.2973  47.0642
218.0  0.8  0.2356  26.2048  47.0711
218.0  0.8  0.2356  27.1448  47.0796
218.0  0.8  0.2356  28.1186  47.0896
218.0  0.8  0.2356  29.1273  47.1009
218.0  0.8  0.2356  30.1722  46.4320
218.0  0.8  0.2356  31.2546  46.4478
218.0  0.8  0.2356  32.3758  46.3915
218.0  0.8  0.2356  33.5372  46.4389
218.0  0.8  0.2356  34.7403  46.4862
218.0  0.8  0.2356  35.9865  46.5207
218.0  0.8  0.2356  37.2775  44.0768
218.0  0.8  0.2356  38.6148  44.0566
218.0  0.8  0.2356  40.0000  44.0387
218.0  0.8  0.2475  5.0000  74.3728
218.0  0.8  0.2475  5.1794  72.5583
218.0  0.8  0.2475  5.3652  73.9677
218.0  0.8  0.2475  5.5576  72.9300
218.0  0.8  0.2475  5.7570  72.0465
218.0  0.8  0.2475  5.9635  71.4473
218.0  0.8  0.2475  6.1775  72.8537
218.0  0.8  0.2475  6.3991  71.0207
218.0  0.8  0.2475  6.6286  71.0143
218.0  0.8  0.2475  6.8664  69.9904
218.0  0.8  0.2475  7.1127  68.0500
218.0  0.8  0.2475  7.3679  67.9228
218.0  0.8  0.2475  7.6322  66.8444
218.0  0.8  0.2475  7.9060  65.8805
218.0  0.8  0.2475  8.1896  65.3175
218.0  0.8  0.2475  8.4834  64.2973
218.0  0.8  0.2475  8.7877  63.6456
218.0  0.8  0.2475  9.1030  62.2795
218.0  0.8  0.2475  9.4295  61.2804
218.0  0.8  0.2475  9.7678  60.4300
218.0  0.8  0.2475  10.1182  61.0880
218.0  0.8  0.2475  10.4811  59.3810
218.0  0.8  0.2475  10.8571  60.2912
218.0  0.8  0.2475  11.2466  58.1863
218.0  0.8  0.2475  11.6501  57.3526
218.0  0.8  0.2475  12.0680  56.7516
218.0  0.8  0.2475  12.5009  56.2937
218.0  0.8  0.2475  12.9494  56.5202
218.0  0.8  0.2475  13.4139  54.5261
218.0  0.8  0.2475  13.8951  54.7033
218.0  0.8  0.2475  14.3936  53.5424
218.0  0.8  0.2475  14.9099  53.2643
218.0  0.8  0.2475  15.4448  53.5475
218.0  0.8  0.2475  15.9988  53.0763
218.0  0.8  0.2475  16.5728  52.1795
218.0  0.8  0.2475  17.1673  50.8134
218.0  0.8  0.2475  17.7831  51.1303
218.0  0.8  0.2475  18.4211  50.1055
218.0  0.8  0.2475  19.0819  49.2139
218.0  0.8  0.2475  19.7664  48.1088
218.0  0.8  0.2475  20.4755  48.2139
218.0  0.8  0.2475  21.2100  48.3198
218.0  0.8  0.2475  21.9709  48.4260
218.0  0.8  0.2475  22.7591  48.5323
218.0  0.8  0.2475  23.5755  47.3762
218.0  0.8  0.2475  24.4212  47.4788
218.0  0.8  0.2475  25.2973  46.8594
218.0  0.8  0.2475  26.2048  46.9985
218.0  0.8  0.2475  27.1448  45.0556
218.0  0.8  0.2475  28.1186  45.0885
218.0  0.8  0.2475  29.1273  44.4455
218.0  0.8  0.2475  30.1722  44.5405
218.0  0.8  0.2475  31.2546  44.6346
218.0  0.8  0.2475  32.3758  42.7031
218.0  0.8  0.2475  33.5372  42.7189
218.0  0.8  0.2475  34.7403  42.7367
218.0  0.8  0.2475  35.9865  42.7564
218.0  0.8  0.2475  37.2775  42.7779
218.0  0.8  0.2475  38.6148  42.8011
218.0  0.8  0.2475  40.0000  42.8259
218.0  0.8  0.2593  5.0000  74.6195
218.0  0.8  0.2593  5.1794  74.0236
218.0  0.8  0.2593  5.3652  73.1930
218.0  0.8  0.2593  5.5576  71.6922
218.0  0.8  0.2593  5.7570  70.5940
218.0  0.8  0.2593  5.9635  70.3004
218.0  0.8  0.2593  6.1775  71.0618
218.0  0.8  0.2593  6.3991  69.5067
218.0  0.8  0.2593  6.6286  70.6149
218.0  0.8  0.2593  6.8664  69.4534
218.0  0.8  0.2593  7.1127  68.8878
218.0  0.8  0.2593  7.3679  68.7236
218.0  0.8  0.2593  7.6322  66.2345
218.0  0.8  0.2593  7.9060  65.6279
218.0  0.8  0.2593  8.1896  64.3643
218.0  0.8  0.2593  8.4834  62.9597
218.0  0.8  0.2593  8.7877  62.5198
218.0  0.8  0.2593  9.1030  61.4787
218.0  0.8  0.2593  9.4295  60.4239
218.0  0.8  0.2593  9.7678  61.7904
218.0  0.8  0.2593  10.1182  60.0192
218.0  0.8  0.2593  10.4811  57.8608
218.0  0.8  0.2593  10.8571  57.6167
218.0  0.8  0.2593  11.2466  58.3515
218.0  0.8  0.2593  11.6501  56.3613
218.0  0.8  0.2593  12.0680  57.3053
218.0  0.8  0.2593  12.5009  54.7525
218.0  0.8  0.2593  12.9494  53.8187
218.0  0.8  0.2593  13.4139  54.1605
218.0  0.8  0.2593  13.8951  53.5113
218.0  0.8  0.2593  14.3936  53.2882
218.0  0.8  0.2593  14.9099  53.0110
218.0  0.8  0.2593  15.4448  51.1087
218.0  0.8  0.2593  15.9988  50.7985
218.0  0.8  0.2593  16.5728  49.9355
218.0  0.8  0.2593  17.1673  49.2750
218.0  0.8  0.2593  17.7831  49.5130
218.0  0.8  0.2593  18.4211  49.7512
218.0  0.8  0.2593  19.0819  49.7124
218.0  0.8  0.2593  19.7664  48.3714
218.0  0.8  0.2593  20.4755  47.1511
218.0  0.8  0.2593  21.2100  47.4179
218.0  0.8  0.2593  21.9709  46.0275
218.0  0.8  0.2593  22.7591  45.3785
218.0  0.8  0.2593  23.5755  45.5805
218.0  0.8  0.2593  24.4212  44.0882
218.0  0.8  0.2593  25.2973  44.1830
218.0  0.8  0.2593  26.2048  44.2790
218.0  0.8  0.2593  27.1448  44.3760
218.0  0.8  0.2593  28.1186  44.4737
218.0  0.8  0.2593  29.1273  43.4027
218.0  0.8  0.2593  30.1722  43.4991
218.0  0.8  0.2593  31.2546  43.5958
218.0  0.8  0.2593  32.3758  43.1382
218.0  0.8  0.2593  33.5372  43.2648
218.0  0.8  0.2593  34.7403  43.3903
218.0  0.8  0.2593  35.9865  43.5147
218.0  0.8  0.2593  37.2775  41.1497
218.0  0.8  0.2593  38.6148  41.1976
218.0  0.8  0.2593  40.0000  40.8543
218.0  0.8  0.2712  5.0000  74.6677
218.0  0.8  0.2712  5.1794  74.0471
218.0  0.8  0.2712  5.3652  73.4898
218.0  0.8  0.2712  5.5576  72.0219
218.0  0.8  0.2712  5.7570  71.4138
218.0  0.8  0.2712  5.9635  71.1208
218.0  0.8  0.2712  6.1775  69.9641
218.0  0.8  0.2712  6.3991  69.5660
218.0  0.8  0.2712  6.6286  69.9220
218.0  0.8  0.2712  6.8664  69.4137
218.0  0.8  0.2712  7.1127  68.2208
218.0  0.8  0.2712  7.3679  67.9363
218.0  0.8  0.2712  7.6322  66.1524
218.0  0.8  0.2712  7.9060  64.0768
218.0  0.8  0.2712  8.1896  64.1130
218.0  0.8  0.2712  8.4834  63.3740
218.0  0.8  0.2712  8.7877  61.7918
218.0  0.8  0.2712  9.1030  60.8684
218.0  0.8  0.2712  9.4295  60.9233
218.0  0.8  0.2712  9.7678  59.0918
218.0  0.8  0.2712  10.1182  57.7225
218.0  0.8  0.2712  10.4811  58.2531
218.0  0.8  0.2712  10.8571  57.9442
218.0  0.8  0.2712  11.2466  56.7874
218.0  0.8  0.2712  11.6501  54.9837
218.0  0.8  0.2712  12.0680  54.6563
218.0  0.8  0.2712  12.5009  55.4181
218.0  0.8  0.2712  12.9494  53.9111
218.0  0.8  0.2712  13.4139  53.7455
218.0  0.8  0.2712  13.8951  51.2719
218.0  0.8  0.2712  14.3936  51.9421
218.0  0.8  0.2712  14.9099  50.8923
218.0  0.8  0.2712  15.4448  50.6852
218.0  0.8  0.2712  15.9988  50.1679
218.0  0.8  0.2712  16.5728  50.1375
218.0  0.8  0.2712  17.1673  49.4348
218.0  0.8  0.2712  17.7831  47.6459
218.0  0.8  0.2712  18.4211  48.0656
218.0  0.8  0.2712  19.0819  46.3396
218.0  0.8  0.2712  19.7664  46.7106
218.0  0.8  0.2712  20.4755  45.6008
218.0  0.8  0.2712  21.2100  45.8117
218.0  0.8  0.2712  21.9709  46.0228
218.0  0.8  0.2712  22.7591  46.2335
218.0  0.8  0.2712  23.5755  44.6718
218.0  0.8  0.2712  24.4212  44.8711
218.0  0.8  0.2712  25.2973  43.8158
218.0  0.8  0.2712  26.2048  44.0497
218.0  0.8  0.2712  27.1448  44.2805
218.0  0.8  0.2712  28.1186  42.4050
218.0  0.8  0.2712  29.1273  42.0381
218.0  0.8  0.2712  30.1722  42.2083
218.0  0.8  0.2712  31.2546  40.4393
218.0  0.8  0.2712  32.3758  40.5385
218.0  0.8  0.2712  33.5372  40.6390
218.0  0.8  0.2712  34.7403  40.7406
218.0  0.8  0.2712  35.9865  40.8431
218.0  0.8  0.2712  37.2775  40.8286
218.0  0.8  0.2712  38.6148  40.8837
218.0  0.8  0.2712  40.0000  40.0727
218.0  0.8  0.2831  5.0000  74.5592
218.0  0.8  0.2831  5.1794  75.8120
218.0  0.8  0.2831  5.3652  73.0664
218.0  0.8  0.2831  5.5576  72.7420
218.0  0.8  0.2831  5.7570  72.1721
218.0  0.8  0.2831  5.9635  70.2521
218.0  0.8  0.2831  6.1775  69.7862
218.0  0.8  0.2831  6.3991  68.9081
218.0  0.8  0.2831  6.6286  69.2893
218.0  0.8  0.2831  6.8664  69.0365
218.0  0.8  0.2831  7.1127  67.9301
218.0  0.8  0.2831  7.3679  67.3936
218.0  0.8  0.2831  7.6322  67.1343
218.0  0.8  0.2831  7.9060  65.0470
218.0  0.8  0.2831  8.1896  64.4075
218.0  0.8  0.2831  8.4834  65.5990
218.0  0.8  0.2831  8.7877  62.2260
218.0  0.8  0.2831  9.1030  61.1782
218.0  0.8  0.2831  9.4295  59.3648
218.0  0.8  0.2831  9.7678  59.1294
218.0  0.8  0.2831  10.1182  58.6336
218.0  0.8  0.2831  10.4811  57.5683
218.0  0.8  0.2831  10.8571  56.8167
218.0  0.8  0.2831  11.2466  55.4200
218.0  0.8  0.2831  11.6501  56.0399
218.0  0.8  0.2831  12.0680  55.3832
218.0  0.8  0.2831  12.5009  54.3994
218.0  0.8  0.2831  12.9494  52.0068
218.0  0.8  0.2831  13.4139  51.6063
218.0  0.8  0.2831  13.8951  52.0452
218.0  0.8  0.2831  14.3936  50.4727
218.0  0.8  0.2831  14.9099  50.8141
218.0  0.8  0.2831  15.4448  50.7508
218.0  0.8  0.2831  15.9988  48.4083
218.0  0.8  0.2831  16.5728  47.3055
218.0  0.8  0.2831  17.1673  47.8660
218.0  0.8  0.2831  17.7831  47.2304
218.0  0.8  0.2831  18.4211  46.8244
218.0  0.8  0.2831  19.0819  46.9583
218.0  0.8  0.2831  19.7664  45.9284
218.0  0.8  0.2831  20.4755  46.2617
218.0  0.8  0.2831  21.2100  44.6191
218.0  0.8  0.2831  21.9709  44.9900
218.0  0.8  0.2831  22.7591  43.1892
218.0  0.8  0.2831  23.5755  43.5199
218.0  0.8  0.2831  24.4212  42.0900
218.0  0.8  0.2831  25.2973  42.2878
218.0  0.8  0.2831  26.2048  42.4861
218.0  0.8  0.2831  27.1448  42.6846
218.0  0.8  0.2831  28.1186  42.8830
218.0  0.8  0.2831  29.1273  41.3869
218.0  0.8  0.2831  30.1722  41.5765
218.0  0.8  0.2831  31.2546  41.7657
218.0  0.8  0.2831  32.3758  40.8779
218.0  0.8  0.2831  33.5372  41.0940
218.0  0.8  0.2831  34.7403  41.3081
218.0  0.8  0.2831  35.9865  39.1256
218.0  0.8  0.2831  37.2775  39.0793
218.0  0.8  0.2831  38.6148  39.1256
218.0  0.8  0.2831  40.0000  39.2918
218.0  0.8  0.2949  5.0000  77.2207
218.0  0.8  0.2949  5.1794  77.5662
218.0  0.8  0.2949  5.3652  74.9870
218.0  0.8  0.2949  5.5576  73.8352
218.0  0.8  0.2949  5.7570  71.7846
218.0  0.8  0.2949  5.9635  70.5810
218.0  0.8  0.2949  6.1775  69.9355
218.0  0.8  0.2949  6.3991  69.4059
218.0  0.8  0.2949  6.6286  68.8615
218.0  0.8  0.2949  6.8664  67.0575
218.0  0.8  0.2949  7.1127  67.8885
218.0  0.8  0.2949  7.3679  67.2250
218.0  0.8  0.2949  7.6322  66.6235
218.0  0.8  0.2949  7.9060  65.6713
218.0  0.8  0.2949  8.1896  65.2035
218.0  0.8  0.2949  8.4834  63.6733
218.0  0.8  0.2949  8.7877  62.5489
218.0  0.8  0.2949  9.1030  63.1732
218.0  0.8  0.2949  9.4295  60.7307
218.0  0.8  0.2949  9.7678  58.9737
218.0  0.8  0.2949  10.1182  59.0379
218.0  0.8  0.2949  10.4811  58.3588
218.0  0.8  0.2949  10.8571  56.4186
218.0  0.8  0.2949  11.2466  56.7889
218.0  0.8  0.2949  11.6501  55.6113
218.0  0.8  0.2949  12.0680  55.0293
218.0  0.8  0.2949  12.5009  52.9753
218.0  0.8  0.2949  12.9494  53.6615
218.0  0.8  0.2949  13.4139  52.7095
218.0  0.8  0.2949  13.8951  51.9175
218.0  0.8  0.2949  14.3936  51.6514
218.0  0.8  0.2949  14.9099  48.5301
218.0  0.8  0.2949  15.4448  49.3062
218.0  0.8  0.2949  15.9988  49.1497
218.0  0.8  0.2949  16.5728  47.6448
218.0  0.8  0.2949  17.1673  48.2012
218.0  0.8  0.2949  17.7831  47.7366
218.0  0.8  0.2949  18.4211  45.5080
218.0  0.8  0.2949  19.0819  46.0425
218.0  0.8  0.2949  19.7664  44.8478
218.0  0.8  0.2949  20.4755  43.8857
218.0  0.8  0.2949  21.2100  43.5772
218.0  0.8  0.2949  21.9709  43.9588
218.0  0.8  0.2949  22.7591  44.3021
218.0  0.8  0.2949  23.5755  42.8893
218.0  0.8  0.2949  24.4212  43.1976
218.0  0.8  0.2949  25.2973  43.5042
218.0  0.8  0.2949  26.2048  42.0220
218.0  0.8  0.2949  27.1448  42.3580
218.0  0.8  0.2949  28.1186  40.4914
218.0  0.8  0.2949  29.1273  40.7951
218.0  0.8  0.2949  30.1722  41.0817
218.0  0.8  0.2949  31.2546  39.2347
218.0  0.8  0.2949  32.3758  39.4314
218.0  0.8  0.2949  33.5372  39.6282
218.0  0.8  0.2949  34.7403  39.8250
218.0  0.8  0.2949  35.9865  40.0215
