# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  1.0  0.2119  5.0000  78.3571
218.0  1.0  0.2119  5.1794  78.6837
218.0  1.0  0.2119  5.3652  78.1950
218.0  1.0  0.2119  5.5576  79.0433
218.0  1.0  0.2119  5.7570  78.0008
218.0  1.0  0.2119  5.9635  77.0423
218.0  1.0  0.2119  6.1775  76.0262
218.0  1.0  0.2119  6.3991  74.3870
218.0  1.0  0.2119  6.6286  74.6339
218.0  1.0  0.2119  6.8664  72.7117
218.0  1.0  0.2119  7.1127  72.7718
218.0  1.0  0.2119  7.3679  71.4013
218.0  1.0  0.2119  7.6322  70.6534
218.0  1.0  0.2119  7.9060  70.1390
218.0  1.0  0.2119  8.1896  69.2782
218.0  1.0  0.2119  8.4834  69.3896
218.0  1.0  0.2119  8.7877  67.1899
218.0  1.0  0.2119  9.1030  67.8136
218.0  1.0  0.2119  9.4295  67.1358
218.0  1.0  0.2119  9.7678  65.3953
218.0  1.0  0.2119  10.1182  65.8478
218.0  1.0  0.2119  10.4811  64.0016
218.0  1.0  0.2119  10.8571  64.3007
218.0  1.0  0.2119  11.2466  64.1453
218.0  1.0  0.2119  11.6501  63.3393
218.0  1.0  0.2119  12.0680  62.4005
218.0  1.0  0.2119  12.5009  59.9710
218.0  1.0  0.2119  12.9494  60.1994
218.0  1.0  0.2119  13.4139  59.1832
218.0  1.0  0.2119  13.8951  59.1988
218.0  1.0  0.2119  14.3936  59.2096
218.0  1.0  0.2119  14.9099  58.3261
218.0  1.0  0.2119  15.4448  57.9363
218.0  1.0  0.2119  15.9988  57.9922
218.0  1.0  0.2119  16.5728  56.0540
218.0  1.0  0.2119  17.1673  54.8924
218.0  1.0  0.2119  17.7831  54.8645
218.0  1.0  0.2119  18.4211  53.1060
218.0  1.0  0.2119  19.0819  52.9626
218.0  1.0  0.2119  19.7664  52.8219
218.0  1.0  0.2119  20.4755  52.6840
218.0  1.0  0.2119  21.2100  52.5490
218.0  1.0  0.2119  21.9709  52.1890
218.0  1.0  0.2119  22.7591  52.0665
218.0  1.0  0.2119  23.5755  51.9471
218.0  1.0  0.2119  24.4212  51.8308
218.0  1.0  0.2119  25.2973  51.6537
218.0  1.0  0.2119  26.2048  49.5194
218.0  1.0  0.2119  27.1448  49.3721
218.0  1.0  0.2119  28.1186  49.2301
218.0  1.0  0.2119  29.1273  49.0934
218.0  1.0  0.2119  30.1722  48.9619
218.0  1.0  0.2119  31.2546  48.8356
218.0  1.0  0.2119  32.3758  48.7144
218.0  1.0  0.2119  33.5372  48.5981
218.0  1.0  0.2119  34.7403  47.2660
218.0  1.0  0.2119  35.9865  45.5395
218.0  1.0  0.2119  37.2775  45.4168
218.0  1.0  0.2119  38.6148  45.2996
218.0  1.0  0.2119  40.0000  45.1877
218.0  1.0  0.2237  5.0000  78.6153
218.0  1.0  0.2237  5.1794  78.2145
218.0  1.0  0.2237  5.3652  78.0386
218.0  1.0  0.2237  5.5576  76.7374
218.0  1.0  0.2237  5.7570  77.4139
218.0  1.0  0.2237  5.9635  77.0140
218.0  1.0  0.2237  6.1775  76.2457
218.0  1.0  0.2237  6.3991  74.2961
218.0  1.0  0.2237  6.6286  74.7476
218.0  1.0  0.2237  6.8664  72.2547
218.0  1.0  0.2237  7.1127  72.6646
218.0  1.0  0.2237  7.3679  70.6419
218.0  1.0  0.2237  7.6322  69.9793
218.0  1.0  0.2237  7.9060  70.2916
218.0  1.0  0.2237  8.1896  68.8437
218.0  1.0  0.2237  8.4834  67.0019
218.0  1.0  0.2237  8.7877  67.1967
218.0  1.0  0.2237  9.1030  66.5807
218.0  1.0  0.2237  9.4295  65.0775
218.0  1.0  0.2237  9.7678  63.9774
218.0  1.0  0.2237  10.1182  64.2249
218.0  1.0  0.2237  10.4811  62.9793
218.0  1.0  0.2237  10.8571  61.5180
218.0  1.0  0.2237  11.2466  61.4511
218.0  1.0  0.2237  11.6501  60.1616
218.0  1.0  0.2237  12.0680  59.6836
218.0  1.0  0.2237  12.5009  59.8775
218.0  1.0  0.2237  12.9494  58.6212
218.0  1.0  0.2237  13.4139  57.7168
218.0  1.0  0.2237  13.8951  57.9498
218.0  1.0  0.2237  14.3936  56.3435
218.0  1.0  0.2237  14.9099  55.4805
218.0  1.0  0.2237  15.4448  54.1344
218.0  1.0  0.2237  15.9988  54.0990
218.0  1.0  0.2237  16.5728  54.0626
218.0  1.0  0.2237  17.1673  54.0250
218.0  1.0  0.2237  17.7831  53.2010
218.0  1.0  0.2237  18.4211  52.9393
218.0  1.0  0.2237  19.0819  52.9483
218.0  1.0  0.2237  19.7664  51.6687
218.0  1.0  0.2237  20.4755  50.6428
218.0  1.0  0.2237  21.2100  50.5375
218.0  1.0  0.2237  21.9709  49.6603
218.0  1.0  0.2237  22.7591  49.6140
218.0  1.0  0.2237  23.5755  47.5416
218.0  1.0  0.2237  24.4212  47.4172
218.0  1.0  0.2237  25.2973  47.2979
218.0  1.0  0.2237  26.2048  47.1835
218.0  1.0  0.2237  27.1448  47.0740
218.0  1.0  0.2237  28.1186  46.9694
218.0  1.0  0.2237  29.1273  46.8695
218.0  1.0  0.2237  30.1722  46.6627
218.0  1.0  0.2237  31.2546  46.5767
218.0  1.0  0.2237  32.3758  46.4950
218.0  1.0  0.2237  33.5372  46.4175
218.0  1.0  0.2237  34.7403  46.3442
218.0  1.0  0.2237  35.9865  46.1075
218.0  1.0  0.2237  37.2775  46.0171
218.0  1.0  0.2237  38.6148  45.9316
218.0  1.0  0.2237  40.0000  43.8659
218.0  1.0  0.2356  5.0000  78.8322
218.0  1.0  0.2356  5.1794  77.2825
218.0  1.0  0.2356  5.3652  76.8878
218.0  1.0  0.2356  5.5576  76.9742
218.0  1.0  0.2356  5.7570  77.0385
218.0  1.0  0.2356  5.9635  76.5270
218.0  1.0  0.2356  6.1775  75.9504
218.0  1.0  0.2356  6.3991  74.9004
218.0  1.0  0.2356  6.6286  73.7250
218.0  1.0  0.2356  6.8664  73.0891
218.0  1.0  0.2356  7.1127  71.1096
218.0  1.0  0.2356  7.3679  70.5034
218.0  1.0  0.2356  7.6322  70.4558
218.0  1.0  0.2356  7.9060  68.3118
218.0  1.0  0.2356  8.1896  66.9472
218.0  1.0  0.2356  8.4834  66.8107
218.0  1.0  0.2356  8.7877  66.4803
218.0  1.0  0.2356  9.1030  64.9920
218.0  1.0  0.2356  9.4295  64.4711
218.0  1.0  0.2356  9.7678  62.9153
218.0  1.0  0.2356  10.1182  63.4931
218.0  1.0  0.2356  10.4811  61.7358
218.0  1.0  0.2356  10.8571  60.4180
218.0  1.0  0.2356  11.2466  60.3542
218.0  1.0  0.2356  11.6501  59.8017
218.0  1.0  0.2356  12.0680  59.2047
218.0  1.0  0.2356  12.5009  57.8696
218.0  1.0  0.2356  12.9494  55.8061
218.0  1.0  0.2356  13.4139  56.1451
218.0  1.0  0.2356  13.8951  55.1462
218.0  1.0  0.2356  14.3936  55.2627
218.0  1.0  0.2356  14.9099  54.0221
218.0  1.0  0.2356  15.4448  54.1236
218.0  1.0  0.2356  15.9988  53.3726
218.0  1.0  0.2356  16.5728  51.6969
218.0  1.0  0.2356  17.1673  51.6804
218.0  1.0  0.2356  17.7831  50.8242
218.0  1.0  0.2356  18.4211  49.1304
218.0  1.0  0.2356  19.0819  49.0756
218.0  1.0  0.2356  19.7664  49.0231
218.0  1.0  0.2356  20.4755  48.9728
218.0  1.0  0.2356  21.2100  48.9248
218.0  1.0  0.2356  21.9709  48.1961
218.0  1.0  0.2356  22.7591  48.1550
218.0  1.0  0.2356  23.5755  48.0920
218.0  1.0  0.2356  24.4212  48.0797
218.0  1.0  0.2356  25.2973  48.0456
218.0  1.0  0.2356  26.2048  45.4981
218.0  1.0  0.2356  27.1448  45.4196
218.0  1.0  0.2356  28.1186  45.3459
218.0  1.0  0.2356  29.1273  44.7327
218.0  1.0  0.2356  30.1722  44.7057
218.0  1.0  0.2356  31.2546  44.6813
218.0  1.0  0.2356  32.3758  42.3564
218.0  1.0  0.2356  33.5372  42.2824
218.0  1.0  0.2356  34.7403  42.2133
218.0  1.0  0.2356  35.9865  42.1490
218.0  1.0  0.2356  37.2775  42.0893
218.0  1.0  0.2356  38.6148  42.0340
218.0  1.0  0.2356  40.0000  41.9828
218.0  1.0  0.2475  5.0000  78.1373
218.0  1.0  0.2475  5.1794  77.4640
218.0  1.0  0.2475  5.3652  76.0492
218.0  1.0  0.2475  5.5576  76.0854
218.0  1.0  0.2475  5.7570  75.7708
218.0  1.0  0.2475  5.9635  75.7228
218.0  1.0  0.2475  6.1775  75.4845
218.0  1.0  0.2475  6.3991  74.1132
218.0  1.0  0.2475  6.6286  74.2202
218.0  1.0  0.2475  6.8664  72.7891
218.0  1.0  0.2475  7.1127  72.7721
218.0  1.0  0.2475  7.3679  69.7236
218.0  1.0  0.2475  7.6322  69.0122
218.0  1.0  0.2475  7.9060  66.9591
218.0  1.0  0.2475  8.1896  68.0057
218.0  1.0  0.2475  8.4834  65.7375
218.0  1.0  0.2475  8.7877  63.7457
218.0  1.0  0.2475  9.1030  64.8384
218.0  1.0  0.2475  9.4295  63.2646
218.0  1.0  0.2475  9.7678  61.2056
218.0  1.0  0.2475  10.1182  60.5581
218.0  1.0  0.2475  10.4811  59.9769
218.0  1.0  0.2475  10.8571  59.8272
218.0  1.0  0.2475  11.2466  59.9024
218.0  1.0  0.2475  11.6501  58.1084
218.0  1.0  0.2475  12.0680  56.6176
218.0  1.0  0.2475  12.5009  56.1853
218.0  1.0  0.2475  12.9494  55.8150
218.0  1.0  0.2475  13.4139  54.8674
218.0  1.0  0.2475  13.8951  53.5808
218.0  1.0  0.2475  14.3936  53.9141
218.0  1.0  0.2475  14.9099  51.6874
218.0  1.0  0.2475  15.4448  51.9381
218.0  1.0  0.2475  15.9988  50.5690
218.0  1.0  0.2475  16.5728  50.6392
218.0  1.0  0.2475  17.1673  50.7081
218.0  1.0  0.2475  17.7831  49.5112
218.0  1.0  0.2475  18.4211  49.5731
218.0  1.0  0.2475  19.0819  48.9604
218.0  1.0  0.2475  19.7664  49.0640
218.0  1.0  0.2475  20.4755  46.9278
218.0  1.0  0.2475  21.2100  46.2735
218.0  1.0  0.2475  21.9709  46.3258
218.0  1.0  0.2475  22.7591  46.3776
218.0  1.0  0.2475  23.5755  44.2857
218.0  1.0  0.2475  24.4212  44.2474
218.0  1.0  0.2475  25.2973  44.2132
218.0  1.0  0.2475  26.2048  44.1829
218.0  1.0  0.2475  27.1448  44.1565
218.0  1.0  0.2475  28.1186  43.5514
218.0  1.0  0.2475  29.1273  43.5343
218.0  1.0  0.2475  30.1722  43.5205
218.0  1.0  0.2475  31.2546  43.5101
218.0  1.0  0.2475  32.3758  43.5028
218.0  1.0  0.2475  33.5372  43.4986
218.0  1.0  0.2475  34.7403  43.4974
218.0  1.0  0.2475  35.9865  40.8838
218.0  1.0  0.2475  37.2775  40.8539
218.0  1.0  0.2475  38.6148  40.8280
218.0  1.0  0.2475  40.0000  40.8058
218.0  1.0  0.2593  5.0000  80.1501
218.0  1.0  0.2593  5.1794  78.2874
218.0  1.0  0.2593  5.3652  76.1891
218.0  1.0  0.2593  5.5576  76.4037
218.0  1.0  0.2593  5.7570  74.8666
218.0  1.0  0.2593  5.9635  76.1472
218.0  1.0  0.2593  6.1775  73.7389
218.0  1.0  0.2593  6.3991  74.3544
218.0  1.0  0.2593  6.6286  73.2071
218.0  1.0  0.2593  6.8664  72.4500
218.0  1.0  0.2593  7.1127  71.2575
218.0  1.0  0.2593  7.3679  70.0316
218.0  1.0  0.2593  7.6322  68.1918
218.0  1.0  0.2593  7.9060  67.0171
218.0  1.0  0.2593  8.1896  66.8761
218.0  1.0  0.2593  8.4834  64.2981
218.0  1.0  0.2593  8.7877  65.3337
218.0  1.0  0.2593  9.1030  63.7929
218.0  1.0  0.2593  9.4295  61.7140
218.0  1.0  0.2593  9.7678  61.4607
218.0  1.0  0.2593  10.1182  60.4759
218.0  1.0  0.2593  10.4811  60.5596
218.0  1.0  0.2593  10.8571  58.2847
218.0  1.0  0.2593  11.2466  57.4566
218.0  1.0  0.2593  11.6501  56.4720
218.0  1.0  0.2593  12.0680  56.4564
218.0  1.0  0.2593  12.5009  56.0498
218.0  1.0  0.2593  12.9494  54.3093
218.0  1.0  0.2593  13.4139  52.6911
218.0  1.0  0.2593  13.8951  51.9221
218.0  1.0  0.2593  14.3936  52.1624
218.0  1.0  0.2593  14.9099  52.1770
218.0  1.0  0.2593  15.4448  50.7745
218.0  1.0  0.2593  15.9988  50.9538
218.0  1.0  0.2593  16.5728  49.8570
218.0  1.0  0.2593  17.1673  48.2755
218.0  1.0  0.2593  17.7831  47.7021
218.0  1.0  0.2593  18.4211  46.1162
218.0  1.0  0.2593  19.0819  46.1674
218.0  1.0  0.2593  19.7664  46.2202
218.0  1.0  0.2593  20.4755  46.2745
218.0  1.0  0.2593  21.2100  46.2613
218.0  1.0  0.2593  21.9709  45.2102
218.0  1.0  0.2593  22.7591  45.2655
218.0  1.0  0.2593  23.5755  44.8175
218.0  1.0  0.2593  24.4212  44.9095
218.0  1.0  0.2593  25.2973  44.9889
218.0  1.0  0.2593  26.2048  42.5088
218.0  1.0  0.2593  27.1448  42.1393
218.0  1.0  0.2593  28.1186  42.1991
218.0  1.0  0.2593  29.1273  42.2603
218.0  1.0  0.2593  30.1722  39.9653
218.0  1.0  0.2593  31.2546  39.9618
218.0  1.0  0.2593  32.3758  39.9624
218.0  1.0  0.2593  33.5372  39.9669
218.0  1.0  0.2593  34.7403  39.9750
218.0  1.0  0.2593  35.9865  39.9866
218.0  1.0  0.2593  37.2775  40.0013
218.0  1.0  0.2593  38.6148  40.0191
218.0  1.0  0.2593  40.0000  39.5580
218.0  1.0  0.2712  5.0000  80.6543
218.0  1.0  0.2712  5.1794  79.8246
218.0  1.0  0.2712  5.3652  78.3106
218.0  1.0  0.2712  5.5576  75.7675
218.0  1.0  0.2712  5.7570  76.3262
218.0  1.0  0.2712  5.9635  74.6380
218.0  1.0  0.2712  6.1775  74.5937
218.0  1.0  0.2712  6.3991  73.8386
218.0  1.0  0.2712  6.6286  73.1683
218.0  1.0  0.2712  6.8664  72.5628
218.0  1.0  0.2712  7.1127  71.0467
218.0  1.0  0.2712  7.3679  70.8255
218.0  1.0  0.2712  7.6322  69.6075
218.0  1.0  0.2712  7.9060  66.9547
218.0  1.0  0.2712  8.1896  65.5334
218.0  1.0  0.2712  8.4834  64.9462
218.0  1.0  0.2712  8.7877  64.4310
218.0  1.0  0.2712  9.1030  61.4633
218.0  1.0  0.2712  9.4295  62.4736
218.0  1.0  0.2712  9.7678  60.6390
218.0  1.0  0.2712  10.1182  60.3271
218.0  1.0  0.2712  10.4811  58.1372
218.0  1.0  0.2712  10.8571  58.8688
218.0  1.0  0.2712  11.2466  57.0354
218.0  1.0  0.2712  11.6501  57.3100
218.0  1.0  0.2712  12.0680  55.0960
218.0  1.0  0.2712  12.5009  53.2646
218.0  1.0  0.2712  12.9494  52.8214
218.0  1.0  0.2712  13.4139  52.9222
218.0  1.0  0.2712  13.8951  52.1364
218.0  1.0  0.2712  14.3936  50.4529
218.0  1.0  0.2712  14.9099  50.9027
218.0  1.0  0.2712  15.4448  49.1433
218.0  1.0  0.2712  15.9988  47.9271
218.0  1.0  0.2712  16.5728  48.1216
218.0  1.0  0.2712  17.1673  48.3147
218.0  1.0  0.2712  17.7831  46.7294
218.0  1.0  0.2712  18.4211  46.9062
218.0  1.0  0.2712  19.0819  45.8769
218.0  1.0  0.2712  19.7664  46.0929
218.0  1.0  0.2712  20.4755  44.1417
218.0  1.0  0.2712  21.2100  43.8596
218.0  1.0  0.2712  21.9709  43.9129
218.0  1.0  0.2712  22.7591  42.0303
218.0  1.0  0.2712  23.5755  42.0901
218.0  1.0  0.2712  24.4212  42.1530
218.0  1.0  0.2712  25.2973  42.2188
218.0  1.0  0.2712  26.2048  42.1026
218.0  1.0  0.2712  27.1448  41.2714
218.0  1.0  0.2712  28.1186  41.3425
218.0  1.0  0.2712  29.1273  41.4158
218.0  1.0  0.2712  30.1722  41.1367
218.0  1.0  0.2712  31.2546  41.2395
218.0  1.0  0.2712  32.3758  41.2951
218.0  1.0  0.2712  33.5372  41.3851
218.0  1.0  0.2712  34.7403  38.7109
218.0  1.0  0.2712  35.9865  38.7524
218.0  1.0  0.2712  37.2775  38.6688
218.0  1.0  0.2712  38.6148  38.7525
218.0  1.0  0.2712  40.0000  38.8372
218.0  1.0  0.2831  5.0000  81.8927
218.0  1.0  0.2831  5.1794  80.6813
218.0  1.0  0.2831  5.3652  79.5951
218.0  1.0  0.2831  5.5576  77.2603
218.0  1.0  0.2831  5.7570  76.2657
218.0  1.0  0.2831  5.9635  74.4953
218.0  1.0  0.2831  6.1775  74.1464
218.0  1.0  0.2831  6.3991  73.8400
218.0  1.0  0.2831  6.6286  72.7323
218.0  1.0  0.2831  6.8664  71.7580
218.0  1.0  0.2831  7.1127  71.9077
218.0  1.0  0.2831  7.3679  69.5884
218.0  1.0  0.2831  7.6322  70.6372
218.0  1.0  0.2831  7.9060  66.4798
218.0  1.0  0.2831  8.1896  66.4108
218.0  1.0  0.2831  8.4834  65.1149
218.0  1.0  0.2831  8.7877  62.6377
218.0  1.0  0.2831  9.1030  62.6536
218.0  1.0  0.2831  9.4295  61.7979
218.0  1.0  0.2831  9.7678  59.3680
218.0  1.0  0.2831  10.1182  59.4683
218.0  1.0  0.2831  10.4811  58.9653
218.0  1.0  0.2831  10.8571  58.3967
218.0  1.0  0.2831  11.2466  55.7898
218.0  1.0  0.2831  11.6501  54.9542
218.0  1.0  0.2831  12.0680  53.5159
218.0  1.0  0.2831  12.5009  54.1455
218.0  1.0  0.2831  12.9494  53.9092
218.0  1.0  0.2831  13.4139  51.7518
218.0  1.0  0.2831  13.8951  50.6689
218.0  1.0  0.2831  14.3936  49.8917
218.0  1.0  0.2831  14.9099  49.5847
218.0  1.0  0.2831  15.4448  49.8810
218.0  1.0  0.2831  15.9988  48.6088
218.0  1.0  0.2831  16.5728  47.0351
218.0  1.0  0.2831  17.1673  47.4168
218.0  1.0  0.2831  17.7831  45.5749
218.0  1.0  0.2831  18.4211  44.0464
218.0  1.0  0.2831  19.0819  44.2204
218.0  1.0  0.2831  19.7664  44.3952
218.0  1.0  0.2831  20.4755  44.5705
218.0  1.0  0.2831  21.2100  44.7461
218.0  1.0  0.2831  21.9709  43.2100
218.0  1.0  0.2831  22.7591  43.3762
218.0  1.0  0.2831  23.5755  42.5167
218.0  1.0  0.2831  24.4212  42.7160
218.0  1.0  0.2831  25.2973  40.4315
218.0  1.0  0.2831  26.2048  40.4259
218.0  1.0  0.2831  27.1448  40.4276
218.0  1.0  0.2831  28.1186  40.5748
218.0  1.0  0.2831  29.1273  38.4636
218.0  1.0  0.2831  30.1722  38.5509
218.0  1.0  0.2831  31.2546  38.6410
218.0  1.0  0.2831  32.3758  38.7337
218.0  1.0  0.2831  33.5372  38.8287
218.0  1.0  0.2831  34.7403  38.6084
218.0  1.0  0.2831  35.9865  38.6657
218.0  1.0  0.2831  37.2775  38.1251
218.0  1.0  0.2831  38.6148  38.2254
218.0  1.0  0.2831  40.0000  38.3270
218.0  1.0  0.2949  5.0000  83.7923
218.0  1.0  0.2949  5.1794  83.2304
218.0  1.0  0.2949  5.3652  81.0441
218.0  1.0  0.2949  5.5576  79.4232
218.0  1.0  0.2949  5.7570  76.1842
218.0  1.0  0.2949  5.9635  76.8400
218.0  1.0  0.2949  6.1775  74.2463
218.0  1.0  0.2949  6.3991  73.7774
218.0  1.0  0.2949  6.6286  72.8595
218.0  1.0  0.2949  6.8664  71.9204
218.0  1.0  0.2949  7.1127  70.3268
218.0  1.0  0.2949  7.3679  70.1658
218.0  1.0  0.2949  7.6322  70.1386
218.0  1.0  0.2949  7.9060  68.3934
218.0  1.0  0.2949  8.1896  66.6457
218.0  1.0  0.2949  8.4834  65.3923
218.0  1.0  0.2949  8.7877  64.7546
218.0  1.0  0.2949  9.1030  63.0606
218.0  1.0  0.2949  9.4295  60.1923
218.0  1.0  0.2949  9.7678  60.1735
218.0  1.0  0.2949  10.1182  59.0166
218.0  1.0  0.2949  10.4811  58.8943
218.0  1.0  0.2949  10.8571  56.7396
218.0  1.0  0.2949  11.2466  57.4965
218.0  1.0  0.2949  11.6501  55.1042
218.0  1.0  0.2949  12.0680  55.0456
218.0  1.0  0.2949  12.5009  51.8150
218.0  1.0  0.2949  12.9494  51.7068
218.0  1.0  0.2949  13.4139  50.2904
218.0  1.0  0.2949  13.8951  50.9168
218.0  1.0  0.2949  14.3936  50.4624
218.0  1.0  0.2949  14.9099  48.3649
218.0  1.0  0.2949  15.4448  47.2093
218.0  1.0  0.2949  15.9988  46.1558
218.0  1.0  0.2949  16.5728  45.9071
218.0  1.0  0.2949  17.1673  46.3029
218.0  1.0  0.2949  17.7831  46.6930
218.0  1.0  0.2949  18.4211  45.1459
218.0  1.0  0.2949  19.0819  45.4507
218.0  1.0  0.2949  19.7664  44.0212
218.0  1.0  0.2949  20.4755  42.2652
218.0  1.0  0.2949  21.2100  42.4470
218.0  1.0  0.2949  21.9709  42.6456
218.0  1.0  0.2949  22.7591  40.7584
218.0  1.0  0.2949  23.5755  40.9356
218.0  1.0  0.2949  24.4212  41.1144
218.0  1.0  0.2949  25.2973  41.2945
218.0  1.0  0.2949  26.2048  41.4756
218.0  1.0  0.2949  27.1448  40.0222
218.0  1.0  0.2949  28.1186  40.1977
218.0  1.0  0.2949  29.1273  40.3738
218.0  1.0  0.2949  30.1722  39.6831
218.0  1.0  0.2949  31.2546  39.8845
218.0  1.0  0.2949  32.3758  40.0849
218.0  1.0  0.2949  33.5372  37.4582
218.0  1.0  0.2949  34.7403  37.5835
218.0  1.0  0.2949  35.9865  37.7106
218.0  1.0  0.2949  37.2775  37.8391
218.0  1.0  0.2949  38.6148  37.9689
218.0  1.0  0.2949  40.0000  35.7270
218.0  1.0  0.3068  5.0000  93.2456
218.0  1.0  0.3068  5.1794  86.6294
218.0  1.0  0.3068  5.3652  80.1252
218.0  1.0  0.3068  5.5576  79.8682
218.0  1.0  0.3068  5.7570  79.2766
218.0  1.0  0.3068  5.9635  75.9498
218.0  1.0  0.3068  6.1775  75.9224
218.0  1.0  0.3068  6.3991  73.7559
218.0  1.0  0.3068  6.6286  73.0597
218.0  1.0  0.3068  6.8664  72.6808
218.0  1.0  0.3068  7.1127  71.6575
218.0  1.0  0.3068  7.3679  70.0644
218.0  1.0  0.3068  7.6322  68.9312
218.0  1.0  0.3068  7.9060  68.6676
218.0  1.0  0.3068  8.1896  66.4398
218.0  1.0  0.3068  8.4834  65.9436
218.0  1.0  0.3068  8.7877  64.3633
218.0  1.0  0.3068  9.1030  62.0061
218.0  1.0  0.3068  9.4295  60.6615
218.0  1.0  0.3068  9.7678  60.8195
218.0  1.0  0.3068  10.1182  57.9808
218.0  1.0  0.3068  10.4811  57.5501
218.0  1.0  0.3068  10.8571  58.9729
218.0  1.0  0.3068  11.2466  56.7378
218.0  1.0  0.3068  11.6501  53.5018
218.0  1.0  0.3068  12.0680  53.9682
218.0  1.0  0.3068  12.5009  53.3590
218.0  1.0  0.3068  12.9494  52.0452
218.0  1.0  0.3068  13.4139  52.7484
218.0  1.0  0.3068  13.8951  48.9808
218.0  1.0  0.3068  14.3936  48.4383
218.0  1.0  0.3068  14.9099  48.9768
218.0  1.0  0.3068  15.4448  47.6136
218.0  1.0  0.3068  15.9988  47.0702
218.0  1.0  0.3068  16.5728  47.5559
218.0  1.0  0.3068  17.1673  45.5635
218.0  1.0  0.3068  17.7831  44.3242
218.0  1.0  0.3068  18.4211  42.9028
218.0  1.0  0.3068  19.0819  43.2160
218.0  1.0  0.3068  19.7664  43.1337
218.0  1.0  0.3068  20.4755  43.4950
218.0  1.0  0.3068  21.2100  41.8847
218.0  1.0  0.3068  21.9709  42.1768
218.0  1.0  0.3068  22.7591  42.4680
218.0  1.0  0.3068  23.5755  41.1684
218.0  1.0  0.3068  24.4212  41.4877
218.0  1.0  0.3068  25.2973  39.3269
218.0  1.0  0.3068  26.2048  39.5291
218.0  1.0  0.3068  27.1448  39.7331
218.0  1.0  0.3068  28.1186  37.8675
218.0  1.0  0.3068  29.1273  38.0611
218.0  1.0  0.3068  30.1722  38.2561
218.0  1.0  0.3068  31.2546  38.4520
218.0  1.0  0.3068  32.3758  38.6486
218.0  1.0  0.3068  33.5372  38.8456
218.0  1.0  0.3068  34.7403  37.4857
218.0  1.0  0.3068  35.9865  37.6775
218.0  1.0  0.3068  37.2775  37.8692
218.0  1.0  0.3068  38.6148  38.0605
218.0  1.0  0.3068  40.0000  37.5154
218.0  1.0  0.3186  5.0000  101.6321
218.0  1.0  0.3186  5.1794  90.4847
218.0  1.0  0.3186  5.3652  85.9022
218.0  1.0  0.3186  5.5576  81.3083
