# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.3  0.2000  26.2048  58.5555
218.0  0.3  0.2000  27.1448  58.4880
218.0  0.3  0.2000  28.1186  57.0678
218.0  0.3  0.2000  29.1273  57.2968
218.0  0.3  0.2000  30.1722  57.5289
218.0  0.3  0.2000  31.2546  57.7636
218.0  0.3  0.2000  32.3758  58.0005
218.0  0.3  0.2000  33.5372  58.2391
218.0  0.3  0.2000  34.7403  56.9678
218.0  0.3  0.2000  35.9865  57.2016
218.0  0.3  0.2000  37.2775  57.4361
218.0  0.3  0.2000  38.6148  57.6711
218.0  0.3  0.2000  40.0000  57.8409
218.0  0.3  0.2119  5.0000  67.8246
218.0  0.3  0.2119  5.1794  67.0308
218.0  0.3  0.2119  5.3652  65.9199
218.0  0.3  0.2119  5.5576  66.6526
218.0  0.3  0.2119  5.7570  66.8369
218.0  0.3  0.2119  5.9635  64.9574
218.0  0.3  0.2119  6.1775  64.4589
218.0  0.3  0.2119  6.3991  65.5161
218.0  0.3  0.2119  6.6286  64.1999
218.0  0.3  0.2119  6.8664  63.9008
218.0  0.3  0.2119  7.1127  63.5949
218.0  0.3  0.2119  7.3679  63.0290
218.0  0.3  0.2119  7.6322  62.8826
218.0  0.3  0.2119  7.9060  63.9237
218.0  0.3  0.2119  8.1896  62.7436
218.0  0.3  0.2119  8.4834  62.3547
218.0  0.3  0.2119  8.7877  63.0560
218.0  0.3  0.2119  9.1030  61.5590
218.0  0.3  0.2119  9.4295  61.6598
218.0  0.3  0.2119  9.7678  62.6142
218.0  0.3  0.2119  10.1182  61.1927
218.0  0.3  0.2119  10.4811  61.8920
218.0  0.3  0.2119  10.8571  61.0202
218.0  0.3  0.2119  11.2466  60.8220
218.0  0.3  0.2119  11.6501  60.5313
218.0  0.3  0.2119  12.0680  60.1608
218.0  0.3  0.2119  12.5009  60.2905
218.0  0.3  0.2119  12.9494  59.7732
218.0  0.3  0.2119  13.4139  60.5267
218.0  0.3  0.2119  13.8951  59.3810
218.0  0.3  0.2119  14.3936  60.0759
218.0  0.3  0.2119  14.9099  58.5817
218.0  0.3  0.2119  15.4448  58.9958
218.0  0.3  0.2119  15.9988  58.2808
218.0  0.3  0.2119  16.5728  58.5110
218.0  0.3  0.2119  17.1673  58.8820
218.0  0.3  0.2119  17.7831  58.2910
218.0  0.3  0.2119  18.4211  58.7463
218.0  0.3  0.2119  19.0819  58.3982
218.0  0.3  0.2119  19.7664  57.6646
218.0  0.3  0.2119  20.4755  57.2584
218.0  0.3  0.2119  21.2100  57.7553
218.0  0.3  0.2119  21.9709  56.8063
218.0  0.3  0.2119  22.7591  56.8258
218.0  0.3  0.2119  23.5755  57.2844
218.0  0.3  0.2119  24.4212  55.9925
218.0  0.3  0.2119  25.2973  56.2898
218.0  0.3  0.2119  26.2048  56.3269
218.0  0.3  0.2119  27.1448  56.6798
218.0  0.3  0.2119  28.1186  57.0355
218.0  0.3  0.2119  29.1273  55.3862
218.0  0.3  0.2119  30.1722  55.6877
218.0  0.3  0.2119  31.2546  55.9917
218.0  0.3  0.2119  32.3758  56.0740
218.0  0.3  0.2119  33.5372  54.4105
218.0  0.3  0.2119  34.7403  54.6458
218.0  0.3  0.2119  35.9865  54.8833
218.0  0.3  0.2119  37.2775  55.1227
218.0  0.3  0.2119  38.6148  53.2593
218.0  0.3  0.2119  40.0000  53.4664
218.0  0.3  0.2237  5.0000  65.9759
218.0  0.3  0.2237  5.1794  65.3131
218.0  0.3  0.2237  5.3652  65.8612
218.0  0.3  0.2237  5.5576  65.4808
218.0  0.3  0.2237  5.7570  64.5729
218.0  0.3  0.2237  5.9635  63.8997
218.0  0.3  0.2237  6.1775  63.8603
218.0  0.3  0.2237  6.3991  64.4674
218.0  0.3  0.2237  6.6286  64.4366
218.0  0.3  0.2237  6.8664  63.5486
218.0  0.3  0.2237  7.1127  62.7185
218.0  0.3  0.2237  7.3679  62.5235
218.0  0.3  0.2237  7.6322  63.7300
218.0  0.3  0.2237  7.9060  62.8899
218.0  0.3  0.2237  8.1896  62.3467
218.0  0.3  0.2237  8.4834  61.8235
218.0  0.3  0.2237  8.7877  60.7049
218.0  0.3  0.2237  9.1030  60.5251
218.0  0.3  0.2237  9.4295  60.7513
218.0  0.3  0.2237  9.7678  60.3033
218.0  0.3  0.2237  10.1182  60.2084
218.0  0.3  0.2237  10.4811  60.1437
218.0  0.3  0.2237  10.8571  59.6011
218.0  0.3  0.2237  11.2466  58.8986
218.0  0.3  0.2237  11.6501  59.6528
218.0  0.3  0.2237  12.0680  59.3588
218.0  0.3  0.2237  12.5009  59.0003
218.0  0.3  0.2237  12.9494  57.8049
218.0  0.3  0.2237  13.4139  58.5733
218.0  0.3  0.2237  13.8951  58.8180
218.0  0.3  0.2237  14.3936  57.7452
218.0  0.3  0.2237  14.9099  57.3267
218.0  0.3  0.2237  15.4448  57.1878
218.0  0.3  0.2237  15.9988  57.0769
218.0  0.3  0.2237  16.5728  57.6160
218.0  0.3  0.2237  17.1673  56.4682
218.0  0.3  0.2237  17.7831  56.5824
218.0  0.3  0.2237  18.4211  57.0415
218.0  0.3  0.2237  19.0819  55.9708
218.0  0.3  0.2237  19.7664  55.0563
218.0  0.3  0.2237  20.4755  55.3930
218.0  0.3  0.2237  21.2100  55.0650
218.0  0.3  0.2237  21.9709  55.4279
218.0  0.3  0.2237  22.7591  55.0683
218.0  0.3  0.2237  23.5755  55.4993
218.0  0.3  0.2237  24.4212  55.5103
218.0  0.3  0.2237  25.2973  54.2065
218.0  0.3  0.2237  26.2048  54.5779
218.0  0.3  0.2237  27.1448  54.5695
218.0  0.3  0.2237  28.1186  55.0296
218.0  0.3  0.2237  29.1273  53.3669
218.0  0.3  0.2237  30.1722  53.6625
218.0  0.3  0.2237  31.2546  53.9623
218.0  0.3  0.2237  32.3758  52.4393
218.0  0.3  0.2237  33.5372  52.7163
218.0  0.3  0.2237  34.7403  52.9529
218.0  0.3  0.2237  35.9865  53.2063
218.0  0.3  0.2237  37.2775  53.4333
218.0  0.3  0.2237  38.6148  53.6633
218.0  0.3  0.2237  40.0000  52.0794
218.0  0.3  0.2356  5.0000  64.7740
218.0  0.3  0.2356  5.1794  64.7211
218.0  0.3  0.2356  5.3652  64.2198
218.0  0.3  0.2356  5.5576  64.9725
218.0  0.3  0.2356  5.7570  64.1158
218.0  0.3  0.2356  5.9635  64.0717
218.0  0.3  0.2356  6.1775  63.2792
218.0  0.3  0.2356  6.3991  63.4926
218.0  0.3  0.2356  6.6286  63.1888
218.0  0.3  0.2356  6.8664  62.2401
218.0  0.3  0.2356  7.1127  61.9754
218.0  0.3  0.2356  7.3679  62.4359
218.0  0.3  0.2356  7.6322  62.1799
218.0  0.3  0.2356  7.9060  61.0349
218.0  0.3  0.2356  8.1896  60.4692
218.0  0.3  0.2356  8.4834  61.5036
218.0  0.3  0.2356  8.7877  60.8195
218.0  0.3  0.2356  9.1030  60.0524
218.0  0.3  0.2356  9.4295  59.5414
218.0  0.3  0.2356  9.7678  58.8760
218.0  0.3  0.2356  10.1182  59.6522
218.0  0.3  0.2356  10.4811  58.7204
218.0  0.3  0.2356  10.8571  58.2624
218.0  0.3  0.2356  11.2466  58.9358
218.0  0.3  0.2356  11.6501  57.6835
218.0  0.3  0.2356  12.0680  58.0765
218.0  0.3  0.2356  12.5009  57.3096
218.0  0.3  0.2356  12.9494  57.6761
218.0  0.3  0.2356  13.4139  56.5740
218.0  0.3  0.2356  13.8951  56.5414
218.0  0.3  0.2356  14.3936  57.3023
218.0  0.3  0.2356  14.9099  55.9912
218.0  0.3  0.2356  15.4448  56.8083
218.0  0.3  0.2356  15.9988  55.3778
218.0  0.3  0.2356  16.5728  56.1256
218.0  0.3  0.2356  17.1673  56.7448
218.0  0.3  0.2356  17.7831  54.9756
218.0  0.3  0.2356  18.4211  54.5049
218.0  0.3  0.2356  19.0819  54.1237
218.0  0.3  0.2356  19.7664  54.6871
218.0  0.3  0.2356  20.4755  54.3704
218.0  0.3  0.2356  21.2100  54.8834
218.0  0.3  0.2356  21.9709  54.1679
218.0  0.3  0.2356  22.7591  53.5796
218.0  0.3  0.2356  23.5755  54.0249
218.0  0.3  0.2356  24.4212  53.3123
218.0  0.3  0.2356  25.2973  53.3302
218.0  0.3  0.2356  26.2048  52.4833
218.0  0.3  0.2356  27.1448  51.6755
218.0  0.3  0.2356  28.1186  52.0218
218.0  0.3  0.2356  29.1273  52.3739
218.0  0.3  0.2356  30.1722  52.2584
218.0  0.3  0.2356  31.2546  52.5343
218.0  0.3  0.2356  32.3758  52.8006
218.0  0.3  0.2356  33.5372  51.1291
218.0  0.3  0.2356  34.7403  51.4768
218.0  0.3  0.2356  35.9865  51.7706
218.0  0.3  0.2356  37.2775  52.0716
218.0  0.3  0.2356  38.6148  51.1787
218.0  0.3  0.2356  40.0000  50.2352
218.0  0.3  0.2475  5.0000  63.3653
218.0  0.3  0.2475  5.1794  63.1872
218.0  0.3  0.2475  5.3652  62.7595
218.0  0.3  0.2475  5.5576  62.1654
218.0  0.3  0.2475  5.7570  62.5460
218.0  0.3  0.2475  5.9635  63.7925
218.0  0.3  0.2475  6.1775  62.3405
218.0  0.3  0.2475  6.3991  62.4618
218.0  0.3  0.2475  6.6286  63.6035
218.0  0.3  0.2475  6.8664  62.0849
218.0  0.3  0.2475  7.1127  61.7417
218.0  0.3  0.2475  7.3679  61.7187
218.0  0.3  0.2475  7.6322  61.9382
218.0  0.3  0.2475  7.9060  60.7078
218.0  0.3  0.2475  8.1896  60.2093
218.0  0.3  0.2475  8.4834  59.9197
218.0  0.3  0.2475  8.7877  60.0268
218.0  0.3  0.2475  9.1030  58.6297
218.0  0.3  0.2475  9.4295  60.0589
218.0  0.3  0.2475  9.7678  59.2303
218.0  0.3  0.2475  10.1182  58.0082
218.0  0.3  0.2475  10.4811  58.8425
218.0  0.3  0.2475  10.8571  58.1004
218.0  0.3  0.2475  11.2466  57.5740
218.0  0.3  0.2475  11.6501  57.2234
218.0  0.3  0.2475  12.0680  57.2040
218.0  0.3  0.2475  12.5009  56.7724
218.0  0.3  0.2475  12.9494  55.9798
218.0  0.3  0.2475  13.4139  56.8200
218.0  0.3  0.2475  13.8951  55.1213
218.0  0.3  0.2475  14.3936  56.0307
218.0  0.3  0.2475  14.9099  56.9617
218.0  0.3  0.2475  15.4448  55.3650
218.0  0.3  0.2475  15.9988  55.4302
218.0  0.3  0.2475  16.5728  53.4924
218.0  0.3  0.2475  17.1673  54.2229
218.0  0.3  0.2475  17.7831  54.9474
218.0  0.3  0.2475  18.4211  53.8005
218.0  0.3  0.2475  19.0819  54.4283
218.0  0.3  0.2475  19.7664  52.9445
218.0  0.3  0.2475  20.4755  53.1629
218.0  0.3  0.2475  21.2100  53.6792
218.0  0.3  0.2475  21.9709  52.2148
218.0  0.3  0.2475  22.7591  51.6927
218.0  0.3  0.2475  23.5755  52.3032
218.0  0.3  0.2475  24.4212  51.6312
218.0  0.3  0.2475  25.2973  52.1506
218.0  0.3  0.2475  26.2048  51.6594
218.0  0.3  0.2475  27.1448  52.1504
218.0  0.3  0.2475  28.1186  51.7978
218.0  0.3  0.2475  29.1273  50.6061
218.0  0.3  0.2475  30.1722  51.0296
218.0  0.3  0.2475  31.2546  50.6172
218.0  0.3  0.2475  32.3758  51.1230
218.0  0.3  0.2475  33.5372  49.5568
218.0  0.3  0.2475  34.7403  49.8970
218.0  0.3  0.2475  35.9865  48.6764
218.0  0.3  0.2475  37.2775  49.0064
218.0  0.3  0.2475  38.6148  49.3397
218.0  0.3  0.2475  40.0000  49.4246
218.0  0.3  0.2593  5.0000  62.5716
218.0  0.3  0.2593  5.1794  62.3948
218.0  0.3  0.2593  5.3652  62.7906
218.0  0.3  0.2593  5.5576  61.3686
218.0  0.3  0.2593  5.7570  62.7493
218.0  0.3  0.2593  5.9635  61.9769
218.0  0.3  0.2593  6.1775  62.1197
218.0  0.3  0.2593  6.3991  61.2013
218.0  0.3  0.2593  6.6286  62.2879
218.0  0.3  0.2593  6.8664  61.5032
218.0  0.3  0.2593  7.1127  61.0258
218.0  0.3  0.2593  7.3679  61.0423
218.0  0.3  0.2593  7.6322  60.1952
218.0  0.3  0.2593  7.9060  60.9737
218.0  0.3  0.2593  8.1896  60.3604
218.0  0.3  0.2593  8.4834  60.0775
218.0  0.3  0.2593  8.7877  60.7665
218.0  0.3  0.2593  9.1030  59.5558
218.0  0.3  0.2593  9.4295  58.6709
218.0  0.3  0.2593  9.7678  57.4426
218.0  0.3  0.2593  10.1182  57.9499
218.0  0.3  0.2593  10.4811  57.3480
218.0  0.3  0.2593  10.8571  57.7115
218.0  0.3  0.2593  11.2466  56.7176
218.0  0.3  0.2593  11.6501  57.4783
218.0  0.3  0.2593  12.0680  56.4866
218.0  0.3  0.2593  12.5009  56.5424
218.0  0.3  0.2593  12.9494  56.2225
218.0  0.3  0.2593  13.4139  55.4470
218.0  0.3  0.2593  13.8951  55.5775
218.0  0.3  0.2593  14.3936  54.8304
218.0  0.3  0.2593  14.9099  54.8329
218.0  0.3  0.2593  15.4448  53.3519
218.0  0.3  0.2593  15.9988  54.1769
218.0  0.3  0.2593  16.5728  55.0230
218.0  0.3  0.2593  17.1673  53.3436
218.0  0.3  0.2593  17.7831  54.0038
218.0  0.3  0.2593  18.4211  52.6069
218.0  0.3  0.2593  19.0819  52.4786
218.0  0.3  0.2593  19.7664  53.2029
218.0  0.3  0.2593  20.4755  51.2047
218.0  0.3  0.2593  21.2100  51.9132
218.0  0.3  0.2593  21.9709  51.9888
218.0  0.3  0.2593  22.7591  51.1443
218.0  0.3  0.2593  23.5755  51.6607
218.0  0.3  0.2593  24.4212  52.2422
218.0  0.3  0.2593  25.2973  51.1823
218.0  0.3  0.2593  26.2048  50.6705
218.0  0.3  0.2593  27.1448  51.1750
218.0  0.3  0.2593  28.1186  50.0610
218.0  0.3  0.2593  29.1273  49.4765
218.0  0.3  0.2593  30.1722  49.7127
218.0  0.3  0.2593  31.2546  48.8476
218.0  0.3  0.2593  32.3758  49.2582
218.0  0.3  0.2593  33.5372  48.9595
218.0  0.3  0.2593  34.7403  49.4232
218.0  0.3  0.2593  35.9865  49.8898
218.0  0.3  0.2593  37.2775  49.4368
218.0  0.3  0.2593  38.6148  48.0706
218.0  0.3  0.2593  40.0000  48.4720
218.0  0.3  0.2712  5.0000  62.1775
218.0  0.3  0.2712  5.1794  62.8780
218.0  0.3  0.2712  5.3652  61.4343
218.0  0.3  0.2712  5.5576  61.5129
218.0  0.3  0.2712  5.7570  61.2413
218.0  0.3  0.2712  5.9635  61.4251
218.0  0.3  0.2712  6.1775  61.4933
218.0  0.3  0.2712  6.3991  60.8151
218.0  0.3  0.2712  6.6286  60.6402
218.0  0.3  0.2712  6.8664  61.1866
218.0  0.3  0.2712  7.1127  59.7957
218.0  0.3  0.2712  7.3679  59.5445
218.0  0.3  0.2712  7.6322  60.0329
218.0  0.3  0.2712  7.9060  60.7990
218.0  0.3  0.2712  8.1896  59.8610
218.0  0.3  0.2712  8.4834  59.8338
218.0  0.3  0.2712  8.7877  59.3795
218.0  0.3  0.2712  9.1030  59.7330
218.0  0.3  0.2712  9.4295  59.0786
218.0  0.3  0.2712  9.7678  58.5195
218.0  0.3  0.2712  10.1182  59.4886
218.0  0.3  0.2712  10.4811  57.6345
218.0  0.3  0.2712  10.8571  56.5525
218.0  0.3  0.2712  11.2466  56.4149
218.0  0.3  0.2712  11.6501  56.3484
218.0  0.3  0.2712  12.0680  57.4198
218.0  0.3  0.2712  12.5009  55.4259
218.0  0.3  0.2712  12.9494  56.1509
218.0  0.3  0.2712  13.4139  55.5762
218.0  0.3  0.2712  13.8951  55.5214
218.0  0.3  0.2712  14.3936  54.9423
218.0  0.3  0.2712  14.9099  53.3023
218.0  0.3  0.2712  15.4448  54.3790
218.0  0.3  0.2712  15.9988  53.3686
218.0  0.3  0.2712  16.5728  53.9180
218.0  0.3  0.2712  17.1673  52.5092
218.0  0.3  0.2712  17.7831  53.0600
218.0  0.3  0.2712  18.4211  53.9555
218.0  0.3  0.2712  19.0819  51.5885
218.0  0.3  0.2712  19.7664  52.4050
218.0  0.3  0.2712  20.4755  53.0067
218.0  0.3  0.2712  21.2100  51.0143
218.0  0.3  0.2712  21.9709  51.6683
218.0  0.3  0.2712  22.7591  50.6732
218.0  0.3  0.2712  23.5755  50.9318
218.0  0.3  0.2712  24.4212  50.9929
218.0  0.3  0.2712  25.2973  49.6548
218.0  0.3  0.2712  26.2048  49.6076
218.0  0.3  0.2712  27.1448  49.1140
218.0  0.3  0.2712  28.1186  48.5000
218.0  0.3  0.2712  29.1273  48.9401
218.0  0.3  0.2712  30.1722  49.4943
218.0  0.3  0.2712  31.2546  50.0540
218.0  0.3  0.2712  32.3758  49.3428
218.0  0.3  0.2712  33.5372  48.2107
218.0  0.3  0.2712  34.7403  48.6945
218.0  0.3  0.2712  35.9865  47.8744
218.0  0.3  0.2712  37.2775  47.2330
218.0  0.3  0.2712  38.6148  46.8983
218.0  0.3  0.2712  40.0000  46.0338
218.0  0.3  0.2831  5.0000  61.8296
218.0  0.3  0.2831  5.1794  63.0564
218.0  0.3  0.2831  5.3652  62.3500
218.0  0.3  0.2831  5.5576  60.4464
218.0  0.3  0.2831  5.7570  62.0933
218.0  0.3  0.2831  5.9635  60.3058
218.0  0.3  0.2831  6.1775  60.7003
218.0  0.3  0.2831  6.3991  60.1227
218.0  0.3  0.2831  6.6286  59.7014
218.0  0.3  0.2831  6.8664  60.0688
218.0  0.3  0.2831  7.1127  60.6243
218.0  0.3  0.2831  7.3679  58.6932
218.0  0.3  0.2831  7.6322  58.6361
218.0  0.3  0.2831  7.9060  59.5938
218.0  0.3  0.2831  8.1896  58.1468
218.0  0.3  0.2831  8.4834  58.9208
218.0  0.3  0.2831  8.7877  58.9945
218.0  0.3  0.2831  9.1030  58.3854
218.0  0.3  0.2831  9.4295  58.7490
218.0  0.3  0.2831  9.7678  58.7659
218.0  0.3  0.2831  10.1182  57.8734
218.0  0.3  0.2831  10.4811  58.4787
218.0  0.3  0.2831  10.8571  57.8004
218.0  0.3  0.2831  11.2466  56.5580
218.0  0.3  0.2831  11.6501  57.3640
218.0  0.3  0.2831  12.0680  55.7812
218.0  0.3  0.2831  12.5009  56.4754
218.0  0.3  0.2831  12.9494  55.4937
218.0  0.3  0.2831  13.4139  54.0352
218.0  0.3  0.2831  13.8951  54.5244
218.0  0.3  0.2831  14.3936  55.4706
218.0  0.3  0.2831  14.9099  53.4428
218.0  0.3  0.2831  15.4448  54.5423
218.0  0.3  0.2831  15.9988  53.7747
218.0  0.3  0.2831  16.5728  53.6302
218.0  0.3  0.2831  17.1673  53.3624
218.0  0.3  0.2831  17.7831  52.1879
218.0  0.3  0.2831  18.4211  52.5516
218.0  0.3  0.2831  19.0819  51.3236
218.0  0.3  0.2831  19.7664  52.2925
218.0  0.3  0.2831  20.4755  51.9393
218.0  0.3  0.2831  21.2100  51.0857
218.0  0.3  0.2831  21.9709  51.9248
218.0  0.3  0.2831  22.7591  49.3634
218.0  0.3  0.2831  23.5755  49.8399
218.0  0.3  0.2831  24.4212  49.9842
218.0  0.3  0.2831  25.2973  50.5616
218.0  0.3  0.2831  26.2048  48.7418
218.0  0.3  0.2831  27.1448  49.3781
218.0  0.3  0.2831  28.1186  48.7285
218.0  0.3  0.2831  29.1273  48.4192
218.0  0.3  0.2831  30.1722  48.7878
218.0  0.3  0.2831  31.2546  47.3800
218.0  0.3  0.2831  32.3758  47.3166
218.0  0.3  0.2831  33.5372  47.2755
218.0  0.3  0.2831  34.7403  46.7978
218.0  0.3  0.2831  35.9865  46.4544
218.0  0.3  0.2831  37.2775  46.8057
218.0  0.3  0.2831  38.6148  47.3349
218.0  0.3  0.2831  40.0000  47.8672
218.0  0.3  0.2949  5.0000  62.9065
218.0  0.3  0.2949  5.1794  62.4344
218.0  0.3  0.2949  5.3652  62.0553
218.0  0.3  0.2949  5.5576  61.7788
218.0  0.3  0.2949  5.7570  62.5627
218.0  0.3  0.2949  5.9635  61.9096
218.0  0.3  0.2949  6.1775  59.5333
218.0  0.3  0.2949  6.3991  60.5633
218.0  0.3  0.2949  6.6286  59.3753
218.0  0.3  0.2949  6.8664  59.1805
218.0  0.3  0.2949  7.1127  59.7245
218.0  0.3  0.2949  7.3679  59.6482
218.0  0.3  0.2949  7.6322  58.1831
218.0  0.3  0.2949  7.9060  58.2936
218.0  0.3  0.2949  8.1896  59.2110
218.0  0.3  0.2949  8.4834  57.9840
218.0  0.3  0.2949  8.7877  58.2303
218.0  0.3  0.2949  9.1030  58.0217
218.0  0.3  0.2949  9.4295  57.8833
218.0  0.3  0.2949  9.7678  58.3319
218.0  0.3  0.2949  10.1182  57.6404
218.0  0.3  0.2949  10.4811  57.4520
218.0  0.3  0.2949  10.8571  57.1142
218.0  0.3  0.2949  11.2466  57.7894
218.0  0.3  0.2949  11.6501  56.4575
218.0  0.3  0.2949  12.0680  56.9584
218.0  0.3  0.2949  12.5009  55.9956
218.0  0.3  0.2949  12.9494  54.6155
218.0  0.3  0.2949  13.4139  55.8648
218.0  0.3  0.2949  13.8951  56.6590
218.0  0.3  0.2949  14.3936  54.6773
218.0  0.3  0.2949  14.9099  53.9048
218.0  0.3  0.2949  15.4448  53.1982
218.0  0.3  0.2949  15.9988  53.0455
218.0  0.3  0.2949  16.5728  52.6676
218.0  0.3  0.2949  17.1673  53.6230
218.0  0.3  0.2949  17.7831  51.8858
218.0  0.3  0.2949  18.4211  52.9686
218.0  0.3  0.2949  19.0819  51.8995
218.0  0.3  0.2949  19.7664  51.7826
218.0  0.3  0.2949  20.4755  51.7832
218.0  0.3  0.2949  21.2100  50.0100
218.0  0.3  0.2949  21.9709  50.7364
218.0  0.3  0.2949  22.7591  51.6684
218.0  0.3  0.2949  23.5755  50.2419
218.0  0.3  0.2949  24.4212  49.3336
218.0  0.3  0.2949  25.2973  48.8463
218.0  0.3  0.2949  26.2048  49.2899
218.0  0.3  0.2949  27.1448  49.9405
218.0  0.3  0.2949  28.1186  47.5848
218.0  0.3  0.2949  29.1273  48.0940
218.0  0.3  0.2949  30.1722  47.6290
218.0  0.3  0.2949  31.2546  48.1936
218.0  0.3  0.2949  32.3758  47.3692
218.0  0.3  0.2949  33.5372  47.1343
218.0  0.3  0.2949  34.7403  47.7529
218.0  0.3  0.2949  35.9865  47.4929
218.0  0.3  0.2949  37.2775  46.5194
218.0  0.3  0.2949  38.6148  47.0664
218.0  0.3  0.2949  40.0000  45.7534
218.0  0.3  0.3068  5.0000  63.7228
218.0  0.3  0.3068  5.1794  62.5732
218.0  0.3  0.3068  5.3652  62.6387
218.0  0.3  0.3068  5.5576  61.6598
218.0  0.3  0.3068  5.7570  60.8858
218.0  0.3  0.3068  5.9635  62.1488
218.0  0.3  0.3068  6.1775  61.0006
218.0  0.3  0.3068  6.3991  60.2703
218.0  0.3  0.3068  6.6286  61.0059
218.0  0.3  0.3068  6.8664  58.8335
218.0  0.3  0.3068  7.1127  59.2445
218.0  0.3  0.3068  7.3679  58.9099
218.0  0.3  0.3068  7.6322  58.9946
218.0  0.3  0.3068  7.9060  58.0645
218.0  0.3  0.3068  8.1896  58.5130
218.0  0.3  0.3068  8.4834  59.0566
218.0  0.3  0.3068  8.7877  58.3897
218.0  0.3  0.3068  9.1030  57.6292
218.0  0.3  0.3068  9.4295  57.3130
218.0  0.3  0.3068  9.7678  57.9557
218.0  0.3  0.3068  10.1182  56.2032
218.0  0.3  0.3068  10.4811  58.0386
218.0  0.3  0.3068  10.8571  56.0360
218.0  0.3  0.3068  11.2466  55.5111
218.0  0.3  0.3068  11.6501  56.3906
218.0  0.3  0.3068  12.0680  56.2367
218.0  0.3  0.3068  12.5009  55.5361
218.0  0.3  0.3068  12.9494  56.8081
218.0  0.3  0.3068  13.4139  54.9692
218.0  0.3  0.3068  13.8951  55.1231
218.0  0.3  0.3068  14.3936  54.2620
218.0  0.3  0.3068  14.9099  54.0993
218.0  0.3  0.3068  15.4448  54.0141
218.0  0.3  0.3068  15.9988  54.3975
218.0  0.3  0.3068  16.5728  52.4239
218.0  0.3  0.3068  17.1673  52.6626
218.0  0.3  0.3068  17.7831  53.2997
218.0  0.3  0.3068  18.4211  52.2751
218.0  0.3  0.3068  19.0819  52.0626
218.0  0.3  0.3068  19.7664  50.8983
218.0  0.3  0.3068  20.4755  51.8459
218.0  0.3  0.3068  21.2100  50.3610
218.0  0.3  0.3068  21.9709  51.4158
218.0  0.3  0.3068  22.7591  50.0713
218.0  0.3  0.3068  23.5755  49.9715
218.0  0.3  0.3068  24.4212  50.2057
218.0  0.3  0.3068  25.2973  51.2674
218.0  0.3  0.3068  26.2048  48.7248
218.0  0.3  0.3068  27.1448  49.1146
218.0  0.3  0.3068  28.1186  49.7735
218.0  0.3  0.3068  29.1273  48.6296
218.0  0.3  0.3068  30.1722  47.4934
218.0  0.3  0.3068  31.2546  47.4495
218.0  0.3  0.3068  32.3758  47.9702
218.0  0.3  0.3068  33.5372  47.9279
218.0  0.3  0.3068  34.7403  48.5691
218.0  0.3  0.3068  35.9865  46.3567
218.0  0.3  0.3068  37.2775  45.9192
218.0  0.3  0.3068  38.6148  45.9054
218.0  0.3  0.3068  40.0000  46.4578
218.0  0.3  0.3186  5.0000  65.0045
218.0  0.3  0.3186  5.1794  64.5606
218.0  0.3  0.3186  5.3652  65.1193
218.0  0.3  0.3186  5.5576  62.3167
