# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  1.4  0.2237  7.3679  75.0424
218.0  1.4  0.2237  7.6322  74.3124
218.0  1.4  0.2237  7.9060  73.1835
218.0  1.4  0.2237  8.1896  73.2818
218.0  1.4  0.2237  8.4834  70.0172
218.0  1.4  0.2237  8.7877  70.4822
218.0  1.4  0.2237  9.1030  69.2560
218.0  1.4  0.2237  9.4295  68.2464
218.0  1.4  0.2237  9.7678  66.4058
218.0  1.4  0.2237  10.1182  65.6155
218.0  1.4  0.2237  10.4811  64.3943
218.0  1.4  0.2237  10.8571  63.6341
218.0  1.4  0.2237  11.2466  62.0620
218.0  1.4  0.2237  11.6501  61.0316
218.0  1.4  0.2237  12.0680  59.3212
218.0  1.4  0.2237  12.5009  59.1519
218.0  1.4  0.2237  12.9494  58.1733
218.0  1.4  0.2237  13.4139  57.9799
218.0  1.4  0.2237  13.8951  57.6694
218.0  1.4  0.2237  14.3936  55.1003
218.0  1.4  0.2237  14.9099  54.7958
218.0  1.4  0.2237  15.4448  53.7949
218.0  1.4  0.2237  15.9988  53.5642
218.0  1.4  0.2237  16.5728  51.1104
218.0  1.4  0.2237  17.1673  50.7863
218.0  1.4  0.2237  17.7831  50.4728
218.0  1.4  0.2237  18.4211  50.1707
218.0  1.4  0.2237  19.0819  49.7583
218.0  1.4  0.2237  19.7664  49.4867
218.0  1.4  0.2237  20.4755  49.2274
218.0  1.4  0.2237  21.2100  48.9805
218.0  1.4  0.2237  21.9709  48.5348
218.0  1.4  0.2237  22.7591  48.2807
218.0  1.4  0.2237  23.5755  46.0476
218.0  1.4  0.2237  24.4212  45.8174
218.0  1.4  0.2237  25.2973  45.6009
218.0  1.4  0.2237  26.2048  45.3975
218.0  1.4  0.2237  27.1448  45.2069
218.0  1.4  0.2237  28.1186  45.0285
218.0  1.4  0.2237  29.1273  44.8616
218.0  1.4  0.2237  30.1722  44.7059
218.0  1.4  0.2237  31.2546  43.2601
218.0  1.4  0.2237  32.3758  43.1090
218.0  1.4  0.2237  33.5372  41.3959
218.0  1.4  0.2237  34.7403  41.2658
218.0  1.4  0.2237  35.9865  41.1447
218.0  1.4  0.2237  37.2775  41.0323
218.0  1.4  0.2237  38.6148  40.9279
218.0  1.4  0.2237  40.0000  40.8310
218.0  1.4  0.2356  5.0000  83.7060
218.0  1.4  0.2356  5.1794  85.8772
218.0  1.4  0.2356  5.3652  82.7648
218.0  1.4  0.2356  5.5576  83.4061
218.0  1.4  0.2356  5.7570  82.3196
218.0  1.4  0.2356  5.9635  83.3813
218.0  1.4  0.2356  6.1775  81.9113
218.0  1.4  0.2356  6.3991  80.4690
218.0  1.4  0.2356  6.6286  79.2952
218.0  1.4  0.2356  6.8664  76.7559
218.0  1.4  0.2356  7.1127  76.6910
218.0  1.4  0.2356  7.3679  75.8089
218.0  1.4  0.2356  7.6322  74.0625
218.0  1.4  0.2356  7.9060  73.4029
218.0  1.4  0.2356  8.1896  70.2249
218.0  1.4  0.2356  8.4834  70.2019
218.0  1.4  0.2356  8.7877  69.9189
218.0  1.4  0.2356  9.1030  66.4605
218.0  1.4  0.2356  9.4295  66.4396
218.0  1.4  0.2356  9.7678  66.3490
218.0  1.4  0.2356  10.1182  63.8936
218.0  1.4  0.2356  10.4811  61.8447
218.0  1.4  0.2356  10.8571  60.7628
218.0  1.4  0.2356  11.2466  60.8440
218.0  1.4  0.2356  11.6501  59.5316
218.0  1.4  0.2356  12.0680  58.7668
218.0  1.4  0.2356  12.5009  58.8303
218.0  1.4  0.2356  12.9494  55.8552
218.0  1.4  0.2356  13.4139  55.7981
218.0  1.4  0.2356  13.8951  53.6625
218.0  1.4  0.2356  14.3936  53.4288
218.0  1.4  0.2356  14.9099  53.1949
218.0  1.4  0.2356  15.4448  52.2676
218.0  1.4  0.2356  15.9988  52.0405
218.0  1.4  0.2356  16.5728  51.8177
218.0  1.4  0.2356  17.1673  50.3219
218.0  1.4  0.2356  17.7831  48.7610
218.0  1.4  0.2356  18.4211  48.4962
218.0  1.4  0.2356  19.0819  47.7644
218.0  1.4  0.2356  19.7664  47.5717
218.0  1.4  0.2356  20.4755  44.9794
218.0  1.4  0.2356  21.2100  44.7366
218.0  1.4  0.2356  21.9709  44.5081
218.0  1.4  0.2356  22.7591  44.2936
218.0  1.4  0.2356  23.5755  44.0929
218.0  1.4  0.2356  24.4212  43.9054
218.0  1.4  0.2356  25.2973  43.7308
218.0  1.4  0.2356  26.2048  43.5613
218.0  1.4  0.2356  27.1448  43.4151
218.0  1.4  0.2356  28.1186  43.2790
218.0  1.4  0.2356  29.1273  43.1505
218.0  1.4  0.2356  30.1722  43.0322
218.0  1.4  0.2356  31.2546  42.9235
218.0  1.4  0.2356  32.3758  42.8239
218.0  1.4  0.2356  33.5372  42.4424
218.0  1.4  0.2356  34.7403  42.3455
218.0  1.4  0.2356  35.9865  42.2568
218.0  1.4  0.2356  37.2775  40.1936
218.0  1.4  0.2356  38.6148  40.1177
218.0  1.4  0.2356  40.0000  40.0486
218.0  1.4  0.2475  5.0000  87.8228
218.0  1.4  0.2475  5.1794  85.0036
218.0  1.4  0.2475  5.3652  83.4383
218.0  1.4  0.2475  5.5576  83.4720
218.0  1.4  0.2475  5.7570  83.1094
218.0  1.4  0.2475  5.9635  81.9848
218.0  1.4  0.2475  6.1775  82.1697
218.0  1.4  0.2475  6.3991  80.6401
218.0  1.4  0.2475  6.6286  79.8808
218.0  1.4  0.2475  6.8664  76.9728
218.0  1.4  0.2475  7.1127  75.3622
218.0  1.4  0.2475  7.3679  73.9910
218.0  1.4  0.2475  7.6322  72.8490
218.0  1.4  0.2475  7.9060  70.3763
218.0  1.4  0.2475  8.1896  69.9869
218.0  1.4  0.2475  8.4834  70.7054
218.0  1.4  0.2475  8.7877  67.3433
218.0  1.4  0.2475  9.1030  66.7956
218.0  1.4  0.2475  9.4295  66.1493
218.0  1.4  0.2475  9.7678  63.7543
218.0  1.4  0.2475  10.1182  62.0967
218.0  1.4  0.2475  10.4811  62.4781
218.0  1.4  0.2475  10.8571  60.8640
218.0  1.4  0.2475  11.2466  59.7364
218.0  1.4  0.2475  11.6501  57.4150
218.0  1.4  0.2475  12.0680  55.8574
218.0  1.4  0.2475  12.5009  55.8162
218.0  1.4  0.2475  12.9494  55.7314
218.0  1.4  0.2475  13.4139  54.4069
218.0  1.4  0.2475  13.8951  53.7210
218.0  1.4  0.2475  14.3936  53.6823
218.0  1.4  0.2475  14.9099  51.1322
218.0  1.4  0.2475  15.4448  50.4688
218.0  1.4  0.2475  15.9988  48.1114
218.0  1.4  0.2475  16.5728  47.8820
218.0  1.4  0.2475  17.1673  47.6616
218.0  1.4  0.2475  17.7831  47.4510
218.0  1.4  0.2475  18.4211  46.6555
218.0  1.4  0.2475  19.0819  46.4686
218.0  1.4  0.2475  19.7664  46.2927
218.0  1.4  0.2475  20.4755  46.1280
218.0  1.4  0.2475  21.2100  45.9746
218.0  1.4  0.2475  21.9709  43.1559
218.0  1.4  0.2475  22.7591  42.9805
218.0  1.4  0.2475  23.5755  42.8186
218.0  1.4  0.2475  24.4212  42.3607
218.0  1.4  0.2475  25.2973  42.2568
218.0  1.4  0.2475  26.2048  42.1629
218.0  1.4  0.2475  27.1448  42.0785
218.0  1.4  0.2475  28.1186  39.3872
218.0  1.4  0.2475  29.1273  39.2777
218.0  1.4  0.2475  30.1722  39.1787
218.0  1.4  0.2475  31.2546  39.0894
218.0  1.4  0.2475  32.3758  39.0093
218.0  1.4  0.2475  33.5372  38.9376
218.0  1.4  0.2475  34.7403  38.8737
218.0  1.4  0.2475  35.9865  38.8172
218.0  1.4  0.2475  37.2775  38.7674
218.0  1.4  0.2475  38.6148  38.7238
218.0  1.4  0.2475  40.0000  38.6858
218.0  1.4  0.2593  5.0000  89.8165
218.0  1.4  0.2593  5.1794  89.4727
218.0  1.4  0.2593  5.3652  85.2803
218.0  1.4  0.2593  5.5576  84.3389
218.0  1.4  0.2593  5.7570  82.9152
218.0  1.4  0.2593  5.9635  82.0472
218.0  1.4  0.2593  6.1775  81.4693
218.0  1.4  0.2593  6.3991  81.5866
218.0  1.4  0.2593  6.6286  78.9457
218.0  1.4  0.2593  6.8664  77.2678
218.0  1.4  0.2593  7.1127  75.4076
218.0  1.4  0.2593  7.3679  74.7133
218.0  1.4  0.2593  7.6322  73.1769
218.0  1.4  0.2593  7.9060  72.5063
218.0  1.4  0.2593  8.1896  71.0301
218.0  1.4  0.2593  8.4834  68.2869
218.0  1.4  0.2593  8.7877  67.1763
218.0  1.4  0.2593  9.1030  67.5280
218.0  1.4  0.2593  9.4295  64.0355
218.0  1.4  0.2593  9.7678  63.0500
218.0  1.4  0.2593  10.1182  62.1088
218.0  1.4  0.2593  10.4811  60.6178
218.0  1.4  0.2593  10.8571  59.0106
218.0  1.4  0.2593  11.2466  57.8491
218.0  1.4  0.2593  11.6501  58.0561
218.0  1.4  0.2593  12.0680  56.3465
218.0  1.4  0.2593  12.5009  55.2269
218.0  1.4  0.2593  12.9494  53.2949
218.0  1.4  0.2593  13.4139  52.7266
218.0  1.4  0.2593  13.8951  50.7650
218.0  1.4  0.2593  14.3936  50.6586
218.0  1.4  0.2593  14.9099  50.3731
218.0  1.4  0.2593  15.4448  49.2469
218.0  1.4  0.2593  15.9988  48.6733
218.0  1.4  0.2593  16.5728  48.5864
218.0  1.4  0.2593  17.1673  45.8861
218.0  1.4  0.2593  17.7831  45.7117
218.0  1.4  0.2593  18.4211  45.3005
218.0  1.4  0.2593  19.0819  45.2132
218.0  1.4  0.2593  19.7664  42.6112
218.0  1.4  0.2593  20.4755  42.4564
218.0  1.4  0.2593  21.2100  42.3147
218.0  1.4  0.2593  21.9709  42.1859
218.0  1.4  0.2593  22.7591  42.0695
218.0  1.4  0.2593  23.5755  41.9651
218.0  1.4  0.2593  24.4212  41.3805
218.0  1.4  0.2593  25.2973  41.3006
218.0  1.4  0.2593  26.2048  41.2312
218.0  1.4  0.2593  27.1448  41.1715
218.0  1.4  0.2593  28.1186  41.1210
218.0  1.4  0.2593  29.1273  41.0791
218.0  1.4  0.2593  30.1722  41.0452
218.0  1.4  0.2593  31.2546  39.9910
218.0  1.4  0.2593  32.3758  38.2068
218.0  1.4  0.2593  33.5372  38.1692
218.0  1.4  0.2593  34.7403  38.1386
218.0  1.4  0.2593  35.9865  38.1144
218.0  1.4  0.2593  37.2775  38.0961
218.0  1.4  0.2593  38.6148  37.9873
218.0  1.4  0.2593  40.0000  37.9956
218.0  1.4  0.2712  5.0000  95.7706
218.0  1.4  0.2712  5.1794  90.3366
218.0  1.4  0.2712  5.3652  87.7561
218.0  1.4  0.2712  5.5576  85.7770
218.0  1.4  0.2712  5.7570  81.9250
218.0  1.4  0.2712  5.9635  80.7815
218.0  1.4  0.2712  6.1775  80.8712
218.0  1.4  0.2712  6.3991  80.8016
218.0  1.4  0.2712  6.6286  80.4310
218.0  1.4  0.2712  6.8664  78.1642
218.0  1.4  0.2712  7.1127  76.1607
218.0  1.4  0.2712  7.3679  74.7077
218.0  1.4  0.2712  7.6322  72.3174
218.0  1.4  0.2712  7.9060  71.6571
218.0  1.4  0.2712  8.1896  69.1692
218.0  1.4  0.2712  8.4834  69.0163
218.0  1.4  0.2712  8.7877  67.9546
218.0  1.4  0.2712  9.1030  64.9943
218.0  1.4  0.2712  9.4295  63.8127
218.0  1.4  0.2712  9.7678  63.9970
218.0  1.4  0.2712  10.1182  60.4007
218.0  1.4  0.2712  10.4811  59.0646
218.0  1.4  0.2712  10.8571  59.4701
218.0  1.4  0.2712  11.2466  58.3382
218.0  1.4  0.2712  11.6501  56.8279
218.0  1.4  0.2712  12.0680  54.9820
218.0  1.4  0.2712  12.5009  53.3299
218.0  1.4  0.2712  12.9494  53.4262
218.0  1.4  0.2712  13.4139  51.6965
218.0  1.4  0.2712  13.8951  50.6206
218.0  1.4  0.2712  14.3936  50.7191
218.0  1.4  0.2712  14.9099  48.0965
218.0  1.4  0.2712  15.4448  47.9676
218.0  1.4  0.2712  15.9988  45.7795
218.0  1.4  0.2712  16.5728  45.6763
218.0  1.4  0.2712  17.1673  45.5810
218.0  1.4  0.2712  17.7831  45.1685
218.0  1.4  0.2712  18.4211  44.3078
218.0  1.4  0.2712  19.0819  44.2363
218.0  1.4  0.2712  19.7664  43.8809
218.0  1.4  0.2712  20.4755  43.7835
218.0  1.4  0.2712  21.2100  40.9231
218.0  1.4  0.2712  21.9709  40.8342
218.0  1.4  0.2712  22.7591  40.6942
218.0  1.4  0.2712  23.5755  40.6762
218.0  1.4  0.2712  24.4212  40.6396
218.0  1.4  0.2712  25.2973  37.9582
218.0  1.4  0.2712  26.2048  37.9080
218.0  1.4  0.2712  27.1448  37.8682
218.0  1.4  0.2712  28.1186  37.8381
218.0  1.4  0.2712  29.1273  37.8170
218.0  1.4  0.2712  30.1722  37.8040
218.0  1.4  0.2712  31.2546  37.7985
218.0  1.4  0.2712  32.3758  37.8000
218.0  1.4  0.2712  33.5372  37.8076
218.0  1.4  0.2712  34.7403  37.4300
218.0  1.4  0.2712  35.9865  37.4497
218.0  1.4  0.2712  37.2775  37.4738
218.0  1.4  0.2712  38.6148  37.5018
218.0  1.4  0.2712  40.0000  37.5332
218.0  1.4  0.2831  5.0000  105.9703
218.0  1.4  0.2831  5.1794  94.9766
218.0  1.4  0.2831  5.3652  90.9905
218.0  1.4  0.2831  5.5576  85.1275
218.0  1.4  0.2831  5.7570  84.6736
218.0  1.4  0.2831  5.9635  82.7386
218.0  1.4  0.2831  6.1775  81.0880
218.0  1.4  0.2831  6.3991  80.7010
218.0  1.4  0.2831  6.6286  79.6374
218.0  1.4  0.2831  6.8664  79.1183
218.0  1.4  0.2831  7.1127  77.8824
218.0  1.4  0.2831  7.3679  75.1021
218.0  1.4  0.2831  7.6322  73.4457
218.0  1.4  0.2831  7.9060  70.3223
218.0  1.4  0.2831  8.1896  70.8190
218.0  1.4  0.2831  8.4834  68.8720
218.0  1.4  0.2831  8.7877  66.8267
218.0  1.4  0.2831  9.1030  65.0058
218.0  1.4  0.2831  9.4295  62.5741
218.0  1.4  0.2831  9.7678  61.5893
218.0  1.4  0.2831  10.1182  60.4342
218.0  1.4  0.2831  10.4811  60.2129
218.0  1.4  0.2831  10.8571  56.5480
218.0  1.4  0.2831  11.2466  55.6283
218.0  1.4  0.2831  11.6501  55.4238
218.0  1.4  0.2831  12.0680  53.9389
218.0  1.4  0.2831  12.5009  52.4070
218.0  1.4  0.2831  12.9494  50.7490
218.0  1.4  0.2831  13.4139  50.7540
218.0  1.4  0.2831  13.8951  48.7776
218.0  1.4  0.2831  14.3936  48.8218
218.0  1.4  0.2831  14.9099  48.8636
218.0  1.4  0.2831  15.4448  47.1629
218.0  1.4  0.2831  15.9988  46.2072
218.0  1.4  0.2831  16.5728  46.2798
218.0  1.4  0.2831  17.1673  43.6829
218.0  1.4  0.2831  17.7831  43.4761
218.0  1.4  0.2831  18.4211  43.4936
218.0  1.4  0.2831  19.0819  41.1380
218.0  1.4  0.2831  19.7664  41.0924
218.0  1.4  0.2831  20.4755  41.0582
218.0  1.4  0.2831  21.2100  41.0352
218.0  1.4  0.2831  21.9709  40.5873
218.0  1.4  0.2831  22.7591  40.0040
218.0  1.4  0.2831  23.5755  40.0104
218.0  1.4  0.2831  24.4212  40.0261
218.0  1.4  0.2831  25.2973  39.8924
218.0  1.4  0.2831  26.2048  39.9462
218.0  1.4  0.2831  27.1448  39.8861
218.0  1.4  0.2831  28.1186  39.9404
218.0  1.4  0.2831  29.1273  36.9394
218.0  1.4  0.2831  30.1722  36.9640
218.0  1.4  0.2831  31.2546  36.9955
218.0  1.4  0.2831  32.3758  37.0331
218.0  1.4  0.2831  33.5372  37.0760
218.0  1.4  0.2831  34.7403  37.1237
218.0  1.4  0.2831  35.9865  37.1756
218.0  1.4  0.2831  37.2775  37.2310
218.0  1.4  0.2831  38.6148  34.6456
218.0  1.4  0.2831  40.0000  34.6976
218.0  1.4  0.2949  5.0000  111.7982
218.0  1.4  0.2949  5.1794  99.7373
218.0  1.4  0.2949  5.3652  92.0501
218.0  1.4  0.2949  5.5576  88.6326
218.0  1.4  0.2949  5.7570  85.6603
218.0  1.4  0.2949  5.9635  84.6622
218.0  1.4  0.2949  6.1775  82.4280
218.0  1.4  0.2949  6.3991  80.7688
218.0  1.4  0.2949  6.6286  79.8213
218.0  1.4  0.2949  6.8664  78.1250
218.0  1.4  0.2949  7.1127  77.2340
218.0  1.4  0.2949  7.3679  75.3658
218.0  1.4  0.2949  7.6322  75.0468
218.0  1.4  0.2949  7.9060  72.4121
218.0  1.4  0.2949  8.1896  69.6687
218.0  1.4  0.2949  8.4834  68.2835
218.0  1.4  0.2949  8.7877  66.6488
218.0  1.4  0.2949  9.1030  64.0685
218.0  1.4  0.2949  9.4295  64.1400
218.0  1.4  0.2949  9.7678  61.7139
218.0  1.4  0.2949  10.1182  59.4546
218.0  1.4  0.2949  10.4811  57.9478
218.0  1.4  0.2949  10.8571  56.7006
218.0  1.4  0.2949  11.2466  56.2829
218.0  1.4  0.2949  11.6501  54.3454
218.0  1.4  0.2949  12.0680  53.1667
218.0  1.4  0.2949  12.5009  51.1663
218.0  1.4  0.2949  12.9494  51.5169
218.0  1.4  0.2949  13.4139  49.8362
218.0  1.4  0.2949  13.8951  50.0517
218.0  1.4  0.2949  14.3936  48.6097
218.0  1.4  0.2949  14.9099  46.4432
218.0  1.4  0.2949  15.4448  44.3963
218.0  1.4  0.2949  15.9988  44.4349
218.0  1.4  0.2949  16.5728  44.4790
218.0  1.4  0.2949  17.1673  44.5293
218.0  1.4  0.2949  17.7831  42.9263
218.0  1.4  0.2949  18.4211  42.9804
218.0  1.4  0.2949  19.0819  42.2034
218.0  1.4  0.2949  19.7664  42.3045
218.0  1.4  0.2949  20.4755  39.5202
218.0  1.4  0.2949  21.2100  39.5355
218.0  1.4  0.2949  21.9709  39.5619
218.0  1.4  0.2949  22.7591  39.5988
218.0  1.4  0.2949  23.5755  37.2437
218.0  1.4  0.2949  24.4212  37.2840
218.0  1.4  0.2949  25.2973  37.3337
218.0  1.4  0.2949  26.2048  37.3920
218.0  1.4  0.2949  27.1448  37.4581
218.0  1.4  0.2949  28.1186  37.5313
218.0  1.4  0.2949  29.1273  37.0850
218.0  1.4  0.2949  30.1722  37.1372
218.0  1.4  0.2949  31.2546  36.8598
218.0  1.4  0.2949  32.3758  36.9532
218.0  1.4  0.2949  33.5372  37.0502
218.0  1.4  0.2949  34.7403  37.1501
218.0  1.4  0.2949  35.9865  37.2524
218.0  1.4  0.2949  37.2775  37.3359
218.0  1.4  0.2949  38.6148  37.4532
218.0  1.4  0.2949  40.0000  37.5367
218.0  1.4  0.3068  5.0000  143.0721
218.0  1.4  0.3068  5.1794  118.8362
218.0  1.4  0.3068  5.3652  97.9088
218.0  1.4  0.3068  5.5576  90.8541
218.0  1.4  0.3068  5.7570  85.6515
218.0  1.4  0.3068  5.9635  84.2512
218.0  1.4  0.3068  6.1775  82.1618
218.0  1.4  0.3068  6.3991  80.7644
218.0  1.4  0.3068  6.6286  78.9784
218.0  1.4  0.3068  6.8664  78.7801
218.0  1.4  0.3068  7.1127  76.4770
218.0  1.4  0.3068  7.3679  75.2240
218.0  1.4  0.3068  7.6322  73.9050
218.0  1.4  0.3068  7.9060  72.1151
218.0  1.4  0.3068  8.1896  70.3154
218.0  1.4  0.3068  8.4834  67.9537
218.0  1.4  0.3068  8.7877  65.2454
218.0  1.4  0.3068  9.1030  65.6123
218.0  1.4  0.3068  9.4295  63.7189
218.0  1.4  0.3068  9.7678  60.8238
218.0  1.4  0.3068  10.1182  61.0365
218.0  1.4  0.3068  10.4811  58.4212
218.0  1.4  0.3068  10.8571  56.0895
218.0  1.4  0.3068  11.2466  55.6184
218.0  1.4  0.3068  11.6501  54.7595
218.0  1.4  0.3068  12.0680  53.4587
218.0  1.4  0.3068  12.5009  52.7937
218.0  1.4  0.3068  12.9494  50.8730
218.0  1.4  0.3068  13.4139  49.2304
218.0  1.4  0.3068  13.8951  47.6865
218.0  1.4  0.3068  14.3936  47.5896
218.0  1.4  0.3068  14.9099  47.8645
218.0  1.4  0.3068  15.4448  46.0016
218.0  1.4  0.3068  15.9988  44.6409
218.0  1.4  0.3068  16.5728  44.8671
218.0  1.4  0.3068  17.1673  42.4113
218.0  1.4  0.3068  17.7831  42.4952
218.0  1.4  0.3068  18.4211  40.4836
218.0  1.4  0.3068  19.0819  40.5689
218.0  1.4  0.3068  19.7664  40.6636
218.0  1.4  0.3068  20.4755  40.7675
218.0  1.4  0.3068  21.2100  40.8800
218.0  1.4  0.3068  21.9709  39.4156
218.0  1.4  0.3068  22.7591  39.5377
218.0  1.4  0.3068  23.5755  38.9574
218.0  1.4  0.3068  24.4212  39.1164
218.0  1.4  0.3068  25.2973  39.2802
218.0  1.4  0.3068  26.2048  39.4481
218.0  1.4  0.3068  27.1448  36.4152
218.0  1.4  0.3068  28.1186  36.5271
218.0  1.4  0.3068  29.1273  36.6448
218.0  1.4  0.3068  30.1722  36.7675
218.0  1.4  0.3068  31.2546  36.8943
218.0  1.4  0.3068  32.3758  34.6295
218.0  1.4  0.3068  33.5372  34.7530
218.0  1.4  0.3068  34.7403  34.8792
218.0  1.4  0.3068  35.9865  35.0075
218.0  1.4  0.3068  37.2775  35.1371
218.0  1.4  0.3068  38.6148  35.2676
218.0  1.4  0.3068  40.0000  35.3984
218.0  1.4  0.3186  5.0000  100000.0000
218.0  1.4  0.3186  5.1794  135.2197
218.0  1.4  0.3186  5.3652  111.2651
218.0  1.4  0.3186  5.5576  97.9541
