# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.1  0.2119  5.5576  63.6783
218.0  0.1  0.2119  5.7570  64.3061
218.0  0.1  0.2119  5.9635  64.9739
218.0  0.1  0.2119  6.1775  64.6878
218.0  0.1  0.2119  6.3991  64.5881
218.0  0.1  0.2119  6.6286  62.5725
218.0  0.1  0.2119  6.8664  62.1015
218.0  0.1  0.2119  7.1127  61.5935
218.0  0.1  0.2119  7.3679  61.7419
218.0  0.1  0.2119  7.6322  62.2485
218.0  0.1  0.2119  7.9060  62.2411
218.0  0.1  0.2119  8.1896  62.2223
218.0  0.1  0.2119  8.4834  62.6493
218.0  0.1  0.2119  8.7877  62.2255
218.0  0.1  0.2119  9.1030  62.6154
218.0  0.1  0.2119  9.4295  63.0270
218.0  0.1  0.2119  9.7678  60.3119
218.0  0.1  0.2119  10.1182  60.8478
218.0  0.1  0.2119  10.4811  60.3516
218.0  0.1  0.2119  10.8571  60.8756
218.0  0.1  0.2119  11.2466  60.0631
218.0  0.1  0.2119  11.6501  60.2196
218.0  0.1  0.2119  12.0680  60.6993
218.0  0.1  0.2119  12.5009  61.1950
218.0  0.1  0.2119  12.9494  61.7059
218.0  0.1  0.2119  13.4139  62.2313
218.0  0.1  0.2119  13.8951  59.9810
218.0  0.1  0.2119  14.3936  60.3964
218.0  0.1  0.2119  14.9099  59.4820
218.0  0.1  0.2119  15.4448  59.5288
218.0  0.1  0.2119  15.9988  59.5418
218.0  0.1  0.2119  16.5728  59.3890
218.0  0.1  0.2119  17.1673  59.1088
218.0  0.1  0.2119  17.7831  59.5888
218.0  0.1  0.2119  18.4211  59.0960
218.0  0.1  0.2119  19.0819  59.1685
218.0  0.1  0.2119  19.7664  59.5037
218.0  0.1  0.2119  20.4755  59.8496
218.0  0.1  0.2119  21.2100  59.5523
218.0  0.1  0.2119  21.9709  59.8580
218.0  0.1  0.2119  22.7591  60.1741
218.0  0.1  0.2119  23.5755  58.4920
218.0  0.1  0.2119  24.4212  57.9666
218.0  0.1  0.2119  25.2973  58.3527
218.0  0.1  0.2119  26.2048  58.7472
218.0  0.1  0.2119  27.1448  57.7721
218.0  0.1  0.2119  28.1186  58.1396
218.0  0.1  0.2119  29.1273  58.5148
218.0  0.1  0.2119  30.1722  58.8973
218.0  0.1  0.2119  31.2546  57.5935
218.0  0.1  0.2119  32.3758  57.4251
218.0  0.1  0.2119  33.5372  57.4528
218.0  0.1  0.2119  34.7403  57.7683
218.0  0.1  0.2119  35.9865  58.0905
218.0  0.1  0.2119  37.2775  57.7302
218.0  0.1  0.2119  38.6148  58.0241
218.0  0.1  0.2119  40.0000  58.3243
218.0  0.1  0.2237  5.0000  62.5737
218.0  0.1  0.2237  5.1794  62.8182
218.0  0.1  0.2237  5.3652  62.7334
218.0  0.1  0.2237  5.5576  62.4717
218.0  0.1  0.2237  5.7570  62.8738
218.0  0.1  0.2237  5.9635  61.6827
218.0  0.1  0.2237  6.1775  62.4414
218.0  0.1  0.2237  6.3991  63.2304
218.0  0.1  0.2237  6.6286  62.0841
218.0  0.1  0.2237  6.8664  60.7125
218.0  0.1  0.2237  7.1127  60.6202
218.0  0.1  0.2237  7.3679  61.3153
218.0  0.1  0.2237  7.6322  60.8150
218.0  0.1  0.2237  7.9060  61.5121
218.0  0.1  0.2237  8.1896  62.0960
218.0  0.1  0.2237  8.4834  62.0178
218.0  0.1  0.2237  8.7877  61.8626
218.0  0.1  0.2237  9.1030  62.4301
218.0  0.1  0.2237  9.4295  59.7670
218.0  0.1  0.2237  9.7678  59.4960
218.0  0.1  0.2237  10.1182  60.0441
218.0  0.1  0.2237  10.4811  59.4307
218.0  0.1  0.2237  10.8571  59.9619
218.0  0.1  0.2237  11.2466  59.1041
218.0  0.1  0.2237  11.6501  59.5928
218.0  0.1  0.2237  12.0680  59.4087
218.0  0.1  0.2237  12.5009  59.8825
218.0  0.1  0.2237  12.9494  59.2118
218.0  0.1  0.2237  13.4139  59.6449
218.0  0.1  0.2237  13.8951  60.0951
218.0  0.1  0.2237  14.3936  58.1889
218.0  0.1  0.2237  14.9099  58.4847
218.0  0.1  0.2237  15.4448  57.8619
218.0  0.1  0.2237  15.9988  58.4049
218.0  0.1  0.2237  16.5728  58.9614
218.0  0.1  0.2237  17.1673  57.8986
218.0  0.1  0.2237  17.7831  57.9781
218.0  0.1  0.2237  18.4211  58.4858
218.0  0.1  0.2237  19.0819  58.9292
218.0  0.1  0.2237  19.7664  59.2940
218.0  0.1  0.2237  20.4755  59.6715
218.0  0.1  0.2237  21.2100  57.3194
218.0  0.1  0.2237  21.9709  57.7560
218.0  0.1  0.2237  22.7591  58.2034
218.0  0.1  0.2237  23.5755  57.0698
218.0  0.1  0.2237  24.4212  57.4082
218.0  0.1  0.2237  25.2973  57.9026
218.0  0.1  0.2237  26.2048  56.7983
218.0  0.1  0.2237  27.1448  57.1872
218.0  0.1  0.2237  28.1186  57.5853
218.0  0.1  0.2237  29.1273  56.2578
218.0  0.1  0.2237  30.1722  56.3697
218.0  0.1  0.2237  31.2546  56.7247
218.0  0.1  0.2237  32.3758  56.8143
218.0  0.1  0.2237  33.5372  56.5202
218.0  0.1  0.2237  34.7403  56.8433
218.0  0.1  0.2237  35.9865  57.1741
218.0  0.1  0.2237  37.2775  55.9860
218.0  0.1  0.2237  38.6148  56.3962
218.0  0.1  0.2237  40.0000  55.7480
218.0  0.1  0.2356  5.0000  61.2068
218.0  0.1  0.2356  5.1794  61.9150
218.0  0.1  0.2356  5.3652  60.0909
218.0  0.1  0.2356  5.5576  60.8124
218.0  0.1  0.2356  5.7570  61.2474
218.0  0.1  0.2356  5.9635  61.4177
218.0  0.1  0.2356  6.1775  61.5165
218.0  0.1  0.2356  6.3991  59.9335
218.0  0.1  0.2356  6.6286  60.8495
218.0  0.1  0.2356  6.8664  60.1788
218.0  0.1  0.2356  7.1127  60.6274
218.0  0.1  0.2356  7.3679  60.3785
218.0  0.1  0.2356  7.6322  60.4651
218.0  0.1  0.2356  7.9060  60.1725
218.0  0.1  0.2356  8.1896  60.7851
218.0  0.1  0.2356  8.4834  60.1506
218.0  0.1  0.2356  8.7877  60.9688
218.0  0.1  0.2356  9.1030  59.4263
218.0  0.1  0.2356  9.4295  60.0158
218.0  0.1  0.2356  9.7678  59.0160
218.0  0.1  0.2356  10.1182  58.8316
218.0  0.1  0.2356  10.4811  59.0660
218.0  0.1  0.2356  10.8571  58.8895
218.0  0.1  0.2356  11.2466  59.4364
218.0  0.1  0.2356  11.6501  59.1897
218.0  0.1  0.2356  12.0680  59.6993
218.0  0.1  0.2356  12.5009  59.2407
218.0  0.1  0.2356  12.9494  59.7091
218.0  0.1  0.2356  13.4139  60.1975
218.0  0.1  0.2356  13.8951  57.8117
218.0  0.1  0.2356  14.3936  57.4345
218.0  0.1  0.2356  14.9099  58.0222
218.0  0.1  0.2356  15.4448  57.2448
218.0  0.1  0.2356  15.9988  57.8108
218.0  0.1  0.2356  16.5728  56.7054
218.0  0.1  0.2356  17.1673  57.2264
218.0  0.1  0.2356  17.7831  56.8787
218.0  0.1  0.2356  18.4211  57.3807
218.0  0.1  0.2356  19.0819  57.8967
218.0  0.1  0.2356  19.7664  56.9329
218.0  0.1  0.2356  20.4755  57.4059
218.0  0.1  0.2356  21.2100  57.8918
218.0  0.1  0.2356  21.9709  56.2325
218.0  0.1  0.2356  22.7591  56.6556
218.0  0.1  0.2356  23.5755  56.1044
218.0  0.1  0.2356  24.4212  56.6652
218.0  0.1  0.2356  25.2973  56.3177
218.0  0.1  0.2356  26.2048  55.9372
218.0  0.1  0.2356  27.1448  55.9348
218.0  0.1  0.2356  28.1186  55.7402
218.0  0.1  0.2356  29.1273  56.1076
218.0  0.1  0.2356  30.1722  56.4793
218.0  0.1  0.2356  31.2546  56.8608
218.0  0.1  0.2356  32.3758  54.8444
218.0  0.1  0.2356  33.5372  55.2898
218.0  0.1  0.2356  34.7403  55.7436
218.0  0.1  0.2356  35.9865  56.0952
218.0  0.1  0.2356  37.2775  54.8463
218.0  0.1  0.2356  38.6148  55.2715
218.0  0.1  0.2356  40.0000  55.7041
218.0  0.1  0.2475  5.0000  59.5668
218.0  0.1  0.2475  5.1794  59.8673
218.0  0.1  0.2475  5.3652  59.6063
218.0  0.1  0.2475  5.5576  59.3659
218.0  0.1  0.2475  5.7570  59.5460
218.0  0.1  0.2475  5.9635  59.2253
218.0  0.1  0.2475  6.1775  59.0483
218.0  0.1  0.2475  6.3991  59.7307
218.0  0.1  0.2475  6.6286  59.1257
218.0  0.1  0.2475  6.8664  59.3383
218.0  0.1  0.2475  7.1127  60.1991
218.0  0.1  0.2475  7.3679  58.4635
218.0  0.1  0.2475  7.6322  58.5364
218.0  0.1  0.2475  7.9060  59.2868
218.0  0.1  0.2475  8.1896  59.4720
218.0  0.1  0.2475  8.4834  58.8100
218.0  0.1  0.2475  8.7877  59.4387
218.0  0.1  0.2475  9.1030  59.3738
218.0  0.1  0.2475  9.4295  58.0695
218.0  0.1  0.2475  9.7678  58.5051
218.0  0.1  0.2475  10.1182  59.2964
218.0  0.1  0.2475  10.4811  57.9264
218.0  0.1  0.2475  10.8571  58.1341
218.0  0.1  0.2475  11.2466  58.4465
218.0  0.1  0.2475  11.6501  59.1785
218.0  0.1  0.2475  12.0680  58.9272
218.0  0.1  0.2475  12.5009  58.7896
218.0  0.1  0.2475  12.9494  57.2393
218.0  0.1  0.2475  13.4139  57.8714
218.0  0.1  0.2475  13.8951  57.5633
218.0  0.1  0.2475  14.3936  57.4758
218.0  0.1  0.2475  14.9099  58.0560
218.0  0.1  0.2475  15.4448  57.1679
218.0  0.1  0.2475  15.9988  57.7567
218.0  0.1  0.2475  16.5728  56.5526
218.0  0.1  0.2475  17.1673  57.0896
218.0  0.1  0.2475  17.7831  57.6434
218.0  0.1  0.2475  18.4211  56.9030
218.0  0.1  0.2475  19.0819  57.4129
218.0  0.1  0.2475  19.7664  57.9384
218.0  0.1  0.2475  20.4755  56.1006
218.0  0.1  0.2475  21.2100  55.6139
218.0  0.1  0.2475  21.9709  56.2231
218.0  0.1  0.2475  22.7591  55.2856
218.0  0.1  0.2475  23.5755  55.8700
218.0  0.1  0.2475  24.4212  56.3291
218.0  0.1  0.2475  25.2973  55.0680
218.0  0.1  0.2475  26.2048  55.6179
218.0  0.1  0.2475  27.1448  55.0783
218.0  0.1  0.2475  28.1186  55.6060
218.0  0.1  0.2475  29.1273  54.4207
218.0  0.1  0.2475  30.1722  54.9046
218.0  0.1  0.2475  31.2546  55.3989
218.0  0.1  0.2475  32.3758  55.9029
218.0  0.1  0.2475  33.5372  53.9258
218.0  0.1  0.2475  34.7403  54.3682
218.0  0.1  0.2475  35.9865  54.4925
218.0  0.1  0.2475  37.2775  55.0577
218.0  0.1  0.2475  38.6148  53.8587
218.0  0.1  0.2475  40.0000  54.1117
218.0  0.1  0.2593  5.0000  59.7126
218.0  0.1  0.2593  5.1794  58.7159
218.0  0.1  0.2593  5.3652  58.2446
218.0  0.1  0.2593  5.5576  58.4956
218.0  0.1  0.2593  5.7570  59.0289
218.0  0.1  0.2593  5.9635  57.6629
218.0  0.1  0.2593  6.1775  58.1586
218.0  0.1  0.2593  6.3991  57.8021
218.0  0.1  0.2593  6.6286  57.7044
218.0  0.1  0.2593  6.8664  57.7834
218.0  0.1  0.2593  7.1127  58.3070
218.0  0.1  0.2593  7.3679  57.4794
218.0  0.1  0.2593  7.6322  58.5116
218.0  0.1  0.2593  7.9060  58.4950
218.0  0.1  0.2593  8.1896  56.7226
218.0  0.1  0.2593  8.4834  57.6161
218.0  0.1  0.2593  8.7877  58.1666
218.0  0.1  0.2593  9.1030  57.9292
218.0  0.1  0.2593  9.4295  57.8442
218.0  0.1  0.2593  9.7678  58.3603
218.0  0.1  0.2593  10.1182  57.1496
218.0  0.1  0.2593  10.4811  58.0539
218.0  0.1  0.2593  10.8571  57.3981
218.0  0.1  0.2593  11.2466  57.4650
218.0  0.1  0.2593  11.6501  58.2475
218.0  0.1  0.2593  12.0680  57.0743
218.0  0.1  0.2593  12.5009  57.4972
218.0  0.1  0.2593  12.9494  57.5808
218.0  0.1  0.2593  13.4139  57.0404
218.0  0.1  0.2593  13.8951  57.4215
218.0  0.1  0.2593  14.3936  56.9435
218.0  0.1  0.2593  14.9099  56.3463
218.0  0.1  0.2593  15.4448  56.7441
218.0  0.1  0.2593  15.9988  56.7836
218.0  0.1  0.2593  16.5728  56.9342
218.0  0.1  0.2593  17.1673  57.3085
218.0  0.1  0.2593  17.7831  57.8420
218.0  0.1  0.2593  18.4211  57.0481
218.0  0.1  0.2593  19.0819  55.9645
218.0  0.1  0.2593  19.7664  56.6387
218.0  0.1  0.2593  20.4755  55.3978
218.0  0.1  0.2593  21.2100  56.0335
218.0  0.1  0.2593  21.9709  54.9520
218.0  0.1  0.2593  22.7591  55.5572
218.0  0.1  0.2593  23.5755  55.1646
218.0  0.1  0.2593  24.4212  54.6848
218.0  0.1  0.2593  25.2973  55.2510
218.0  0.1  0.2593  26.2048  55.8304
218.0  0.1  0.2593  27.1448  54.8218
218.0  0.1  0.2593  28.1186  55.3520
218.0  0.1  0.2593  29.1273  55.8943
218.0  0.1  0.2593  30.1722  54.5603
218.0  0.1  0.2593  31.2546  53.9645
218.0  0.1  0.2593  32.3758  54.3130
218.0  0.1  0.2593  33.5372  54.7882
218.0  0.1  0.2593  34.7403  54.0821
218.0  0.1  0.2593  35.9865  53.7528
218.0  0.1  0.2593  37.2775  53.8602
218.0  0.1  0.2593  38.6148  53.6197
218.0  0.1  0.2593  40.0000  54.1821
218.0  0.1  0.2712  5.0000  57.9119
218.0  0.1  0.2712  5.1794  58.9121
218.0  0.1  0.2712  5.3652  57.9446
218.0  0.1  0.2712  5.5576  57.8495
218.0  0.1  0.2712  5.7570  57.8903
218.0  0.1  0.2712  5.9635  57.7027
218.0  0.1  0.2712  6.1775  57.5691
218.0  0.1  0.2712  6.3991  58.3799
218.0  0.1  0.2712  6.6286  58.0303
218.0  0.1  0.2712  6.8664  57.4936
218.0  0.1  0.2712  7.1127  57.3574
218.0  0.1  0.2712  7.3679  56.8091
218.0  0.1  0.2712  7.6322  57.1273
218.0  0.1  0.2712  7.9060  57.3981
218.0  0.1  0.2712  8.1896  56.4589
218.0  0.1  0.2712  8.4834  57.4837
218.0  0.1  0.2712  8.7877  56.9288
218.0  0.1  0.2712  9.1030  57.0833
218.0  0.1  0.2712  9.4295  56.4780
218.0  0.1  0.2712  9.7678  56.9729
218.0  0.1  0.2712  10.1182  56.8750
218.0  0.1  0.2712  10.4811  56.4887
218.0  0.1  0.2712  10.8571  57.4071
218.0  0.1  0.2712  11.2466  55.5609
218.0  0.1  0.2712  11.6501  56.5050
218.0  0.1  0.2712  12.0680  56.5232
218.0  0.1  0.2712  12.5009  56.0488
218.0  0.1  0.2712  12.9494  56.8289
218.0  0.1  0.2712  13.4139  56.1292
218.0  0.1  0.2712  13.8951  56.0782
218.0  0.1  0.2712  14.3936  56.3071
218.0  0.1  0.2712  14.9099  55.7634
218.0  0.1  0.2712  15.4448  55.6591
218.0  0.1  0.2712  15.9988  56.4594
218.0  0.1  0.2712  16.5728  54.9626
218.0  0.1  0.2712  17.1673  55.6854
218.0  0.1  0.2712  17.7831  56.0725
218.0  0.1  0.2712  18.4211  55.7127
218.0  0.1  0.2712  19.0819  56.2578
218.0  0.1  0.2712  19.7664  55.6538
218.0  0.1  0.2712  20.4755  55.9496
218.0  0.1  0.2712  21.2100  55.0145
218.0  0.1  0.2712  21.9709  55.5614
218.0  0.1  0.2712  22.7591  54.8945
218.0  0.1  0.2712  23.5755  54.7903
218.0  0.1  0.2712  24.4212  55.0419
218.0  0.1  0.2712  25.2973  55.6013
218.0  0.1  0.2712  26.2048  55.3376
218.0  0.1  0.2712  27.1448  54.2404
218.0  0.1  0.2712  28.1186  54.9246
218.0  0.1  0.2712  29.1273  55.6213
218.0  0.1  0.2712  30.1722  54.1436
218.0  0.1  0.2712  31.2546  54.7998
218.0  0.1  0.2712  32.3758  53.5235
218.0  0.1  0.2712  33.5372  54.1469
218.0  0.1  0.2712  34.7403  53.6276
218.0  0.1  0.2712  35.9865  53.0194
218.0  0.1  0.2712  37.2775  53.6004
218.0  0.1  0.2712  38.6148  54.1918
218.0  0.1  0.2712  40.0000  52.9067
218.0  0.1  0.2831  5.0000  58.9126
218.0  0.1  0.2831  5.1794  58.8376
218.0  0.1  0.2831  5.3652  58.2275
218.0  0.1  0.2831  5.5576  57.9174
218.0  0.1  0.2831  5.7570  58.5099
218.0  0.1  0.2831  5.9635  57.3151
218.0  0.1  0.2831  6.1775  57.5909
218.0  0.1  0.2831  6.3991  57.4174
218.0  0.1  0.2831  6.6286  57.1902
218.0  0.1  0.2831  6.8664  57.1373
218.0  0.1  0.2831  7.1127  57.3221
218.0  0.1  0.2831  7.3679  56.7327
218.0  0.1  0.2831  7.6322  56.8147
218.0  0.1  0.2831  7.9060  57.1894
218.0  0.1  0.2831  8.1896  56.5259
218.0  0.1  0.2831  8.4834  57.3175
218.0  0.1  0.2831  8.7877  56.6987
218.0  0.1  0.2831  9.1030  56.0497
218.0  0.1  0.2831  9.4295  57.0732
218.0  0.1  0.2831  9.7678  55.9766
218.0  0.1  0.2831  10.1182  56.1870
218.0  0.1  0.2831  10.4811  55.9488
218.0  0.1  0.2831  10.8571  56.3806
218.0  0.1  0.2831  11.2466  56.0440
218.0  0.1  0.2831  11.6501  55.7347
218.0  0.1  0.2831  12.0680  56.1564
218.0  0.1  0.2831  12.5009  54.5897
218.0  0.1  0.2831  12.9494  55.5235
218.0  0.1  0.2831  13.4139  55.9566
218.0  0.1  0.2831  13.8951  55.2210
218.0  0.1  0.2831  14.3936  55.5059
218.0  0.1  0.2831  14.9099  55.7664
218.0  0.1  0.2831  15.4448  54.6636
218.0  0.1  0.2831  15.9988  55.6358
218.0  0.1  0.2831  16.5728  55.0858
218.0  0.1  0.2831  17.1673  54.4377
218.0  0.1  0.2831  17.7831  55.2494
218.0  0.1  0.2831  18.4211  54.1701
218.0  0.1  0.2831  19.0819  54.8877
218.0  0.1  0.2831  19.7664  55.6259
218.0  0.1  0.2831  20.4755  55.0211
218.0  0.1  0.2831  21.2100  55.1974
218.0  0.1  0.2831  21.9709  54.5100
218.0  0.1  0.2831  22.7591  55.2518
218.0  0.1  0.2831  23.5755  53.7976
218.0  0.1  0.2831  24.4212  54.5514
218.0  0.1  0.2831  25.2973  54.3718
218.0  0.1  0.2831  26.2048  53.8310
218.0  0.1  0.2831  27.1448  54.4391
218.0  0.1  0.2831  28.1186  54.1073
218.0  0.1  0.2831  29.1273  54.7358
218.0  0.1  0.2831  30.1722  55.2768
218.0  0.1  0.2831  31.2546  54.0307
218.0  0.1  0.2831  32.3758  54.6321
218.0  0.1  0.2831  33.5372  53.8680
218.0  0.1  0.2831  34.7403  53.4463
218.0  0.1  0.2831  35.9865  53.5547
218.0  0.1  0.2831  37.2775  54.1410
218.0  0.1  0.2831  38.6148  53.7644
218.0  0.1  0.2831  40.0000  53.3448
218.0  0.1  0.2949  5.0000  58.8250
218.0  0.1  0.2949  5.1794  59.0709
218.0  0.1  0.2949  5.3652  58.4766
218.0  0.1  0.2949  5.5576  58.0764
218.0  0.1  0.2949  5.7570  57.8027
218.0  0.1  0.2949  5.9635  57.4608
218.0  0.1  0.2949  6.1775  58.2232
218.0  0.1  0.2949  6.3991  57.9633
218.0  0.1  0.2949  6.6286  57.2973
218.0  0.1  0.2949  6.8664  56.9565
218.0  0.1  0.2949  7.1127  57.5403
218.0  0.1  0.2949  7.3679  57.3022
218.0  0.1  0.2949  7.6322  57.2413
218.0  0.1  0.2949  7.9060  56.8921
218.0  0.1  0.2949  8.1896  57.3309
218.0  0.1  0.2949  8.4834  56.3771
218.0  0.1  0.2949  8.7877  56.1794
218.0  0.1  0.2949  9.1030  56.4705
218.0  0.1  0.2949  9.4295  57.0409
218.0  0.1  0.2949  9.7678  55.9706
218.0  0.1  0.2949  10.1182  56.0708
218.0  0.1  0.2949  10.4811  56.6196
218.0  0.1  0.2949  10.8571  55.6281
218.0  0.1  0.2949  11.2466  55.8305
218.0  0.1  0.2949  11.6501  55.9252
218.0  0.1  0.2949  12.0680  55.9203
218.0  0.1  0.2949  12.5009  55.8285
218.0  0.1  0.2949  12.9494  54.6255
218.0  0.1  0.2949  13.4139  55.4023
218.0  0.1  0.2949  13.8951  54.2221
218.0  0.1  0.2949  14.3936  55.1503
218.0  0.1  0.2949  14.9099  55.1977
218.0  0.1  0.2949  15.4448  54.9746
218.0  0.1  0.2949  15.9988  54.9880
218.0  0.1  0.2949  16.5728  54.9356
218.0  0.1  0.2949  17.1673  53.8629
218.0  0.1  0.2949  17.7831  54.8349
218.0  0.1  0.2949  18.4211  55.0002
218.0  0.1  0.2949  19.0819  53.8053
218.0  0.1  0.2949  19.7664  54.6247
218.0  0.1  0.2949  20.4755  53.9583
218.0  0.1  0.2949  21.2100  54.6744
218.0  0.1  0.2949  21.9709  54.9614
218.0  0.1  0.2949  22.7591  53.8639
218.0  0.1  0.2949  23.5755  54.7379
218.0  0.1  0.2949  24.4212  53.8723
218.0  0.1  0.2949  25.2973  54.7200
218.0  0.1  0.2949  26.2048  53.1710
218.0  0.1  0.2949  27.1448  53.9252
218.0  0.1  0.2949  28.1186  54.3793
218.0  0.1  0.2949  29.1273  53.3284
218.0  0.1  0.2949  30.1722  53.9462
218.0  0.1  0.2949  31.2546  53.4921
218.0  0.1  0.2949  32.3758  54.2557
218.0  0.1  0.2949  33.5372  52.8351
218.0  0.1  0.2949  34.7403  53.6053
218.0  0.1  0.2949  35.9865  52.8944
218.0  0.1  0.2949  37.2775  53.5590
218.0  0.1  0.2949  38.6148  52.8016
218.0  0.1  0.2949  40.0000  53.4419
218.0  0.1  0.3068  5.0000  60.7417
218.0  0.1  0.3068  5.1794  58.4063
218.0  0.1  0.3068  5.3652  57.9601
218.0  0.1  0.3068  5.5576  59.3774
218.0  0.1  0.3068  5.7570  58.8341
218.0  0.1  0.3068  5.9635  58.6533
218.0  0.1  0.3068  6.1775  56.9491
218.0  0.1  0.3068  6.3991  58.3551
218.0  0.1  0.3068  6.6286  58.4305
218.0  0.1  0.3068  6.8664  58.8905
218.0  0.1  0.3068  7.1127  57.1355
218.0  0.1  0.3068  7.3679  57.1440
218.0  0.1  0.3068  7.6322  56.9256
218.0  0.1  0.3068  7.9060  57.5147
218.0  0.1  0.3068  8.1896  57.1537
218.0  0.1  0.3068  8.4834  57.9584
218.0  0.1  0.3068  8.7877  57.0225
218.0  0.1  0.3068  9.1030  56.7417
218.0  0.1  0.3068  9.4295  55.7772
218.0  0.1  0.3068  9.7678  56.6263
218.0  0.1  0.3068  10.1182  56.6718
218.0  0.1  0.3068  10.4811  56.8293
218.0  0.1  0.3068  10.8571  56.3868
218.0  0.1  0.3068  11.2466  55.9719
218.0  0.1  0.3068  11.6501  55.5544
218.0  0.1  0.3068  12.0680  55.8569
218.0  0.1  0.3068  12.5009  56.8495
218.0  0.1  0.3068  12.9494  55.2940
218.0  0.1  0.3068  13.4139  55.2106
218.0  0.1  0.3068  13.8951  56.2193
218.0  0.1  0.3068  14.3936  54.4803
218.0  0.1  0.3068  14.9099  55.5301
218.0  0.1  0.3068  15.4448  54.3922
218.0  0.1  0.3068  15.9988  54.8920
218.0  0.1  0.3068  16.5728  54.5325
218.0  0.1  0.3068  17.1673  55.3046
218.0  0.1  0.3068  17.7831  54.5552
218.0  0.1  0.3068  18.4211  55.0500
218.0  0.1  0.3068  19.0819  53.6656
218.0  0.1  0.3068  19.7664  54.1135
218.0  0.1  0.3068  20.4755  54.3253
218.0  0.1  0.3068  21.2100  53.7576
218.0  0.1  0.3068  21.9709  54.4813
218.0  0.1  0.3068  22.7591  54.1360
218.0  0.1  0.3068  23.5755  53.3530
218.0  0.1  0.3068  24.4212  54.3474
218.0  0.1  0.3068  25.2973  53.9879
218.0  0.1  0.3068  26.2048  52.6166
218.0  0.1  0.3068  27.1448  53.4589
218.0  0.1  0.3068  28.1186  53.8290
218.0  0.1  0.3068  29.1273  53.1269
218.0  0.1  0.3068  30.1722  53.8846
218.0  0.1  0.3068  31.2546  54.0057
218.0  0.1  0.3068  32.3758  53.3913
218.0  0.1  0.3068  33.5372  52.6596
218.0  0.1  0.3068  34.7403  53.3235
218.0  0.1  0.3068  35.9865  53.6727
218.0  0.1  0.3068  37.2775  52.3915
218.0  0.1  0.3068  38.6148  53.1666
218.0  0.1  0.3068  40.0000  53.1472
218.0  0.1  0.3186  5.0000  59.6257
218.0  0.1  0.3186  5.1794  60.7546
218.0  0.1  0.3186  5.3652  59.3142
218.0  0.1  0.3186  5.5576  60.9164
