# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.6  0.2000  37.2775  53.6549
218.0  0.6  0.2000  38.6148  53.6491
218.0  0.6  0.2000  40.0000  53.6433
218.0  0.6  0.2119  5.0000  72.6428
218.0  0.6  0.2119  5.1794  72.7770
218.0  0.6  0.2119  5.3652  72.3798
218.0  0.6  0.2119  5.5576  70.9537
218.0  0.6  0.2119  5.7570  71.6546
218.0  0.6  0.2119  5.9635  70.6544
218.0  0.6  0.2119  6.1775  69.1886
218.0  0.6  0.2119  6.3991  69.8446
218.0  0.6  0.2119  6.6286  68.8144
218.0  0.6  0.2119  6.8664  68.2157
218.0  0.6  0.2119  7.1127  67.9630
218.0  0.6  0.2119  7.3679  67.5754
218.0  0.6  0.2119  7.6322  67.1685
218.0  0.6  0.2119  7.9060  65.2283
218.0  0.6  0.2119  8.1896  65.7171
218.0  0.6  0.2119  8.4834  66.1849
218.0  0.6  0.2119  8.7877  65.1165
218.0  0.6  0.2119  9.1030  64.4084
218.0  0.6  0.2119  9.4295  63.2553
218.0  0.6  0.2119  9.7678  63.3693
218.0  0.6  0.2119  10.1182  63.9516
218.0  0.6  0.2119  10.4811  62.9471
218.0  0.6  0.2119  10.8571  62.1726
218.0  0.6  0.2119  11.2466  62.0892
218.0  0.6  0.2119  11.6501  60.8553
218.0  0.6  0.2119  12.0680  61.3551
218.0  0.6  0.2119  12.5009  61.8450
218.0  0.6  0.2119  12.9494  60.5454
218.0  0.6  0.2119  13.4139  61.1257
218.0  0.6  0.2119  13.8951  59.2151
218.0  0.6  0.2119  14.3936  59.6607
218.0  0.6  0.2119  14.9099  57.8536
218.0  0.6  0.2119  15.4448  58.2352
218.0  0.6  0.2119  15.9988  58.4859
218.0  0.6  0.2119  16.5728  58.6781
218.0  0.6  0.2119  17.1673  57.9783
218.0  0.6  0.2119  17.7831  57.5163
218.0  0.6  0.2119  18.4211  56.2405
218.0  0.6  0.2119  19.0819  56.4988
218.0  0.6  0.2119  19.7664  56.0427
218.0  0.6  0.2119  20.4755  54.3774
218.0  0.6  0.2119  21.2100  54.5702
218.0  0.6  0.2119  21.9709  54.0100
218.0  0.6  0.2119  22.7591  54.0690
218.0  0.6  0.2119  23.5755  54.1296
218.0  0.6  0.2119  24.4212  54.1914
218.0  0.6  0.2119  25.2973  54.2540
218.0  0.6  0.2119  26.2048  53.4103
218.0  0.6  0.2119  27.1448  53.4769
218.0  0.6  0.2119  28.1186  52.9888
218.0  0.6  0.2119  29.1273  53.0965
218.0  0.6  0.2119  30.1722  53.2021
218.0  0.6  0.2119  31.2546  51.6709
218.0  0.6  0.2119  32.3758  51.6760
218.0  0.6  0.2119  33.5372  51.6821
218.0  0.6  0.2119  34.7403  50.5138
218.0  0.6  0.2119  35.9865  50.5691
218.0  0.6  0.2119  37.2775  50.6234
218.0  0.6  0.2119  38.6148  49.1491
218.0  0.6  0.2119  40.0000  49.1290
218.0  0.6  0.2237  5.0000  71.0176
218.0  0.6  0.2237  5.1794  71.7625
218.0  0.6  0.2237  5.3652  71.4625
218.0  0.6  0.2237  5.5576  70.6140
218.0  0.6  0.2237  5.7570  70.1356
218.0  0.6  0.2237  5.9635  70.4540
218.0  0.6  0.2237  6.1775  68.7545
218.0  0.6  0.2237  6.3991  69.0508
218.0  0.6  0.2237  6.6286  67.4783
218.0  0.6  0.2237  6.8664  67.1395
218.0  0.6  0.2237  7.1127  68.4926
218.0  0.6  0.2237  7.3679  65.5260
218.0  0.6  0.2237  7.6322  64.8302
218.0  0.6  0.2237  7.9060  65.6776
218.0  0.6  0.2237  8.1896  65.3841
218.0  0.6  0.2237  8.4834  64.4678
218.0  0.6  0.2237  8.7877  63.5519
218.0  0.6  0.2237  9.1030  62.6112
218.0  0.6  0.2237  9.4295  62.8748
218.0  0.6  0.2237  9.7678  62.9119
218.0  0.6  0.2237  10.1182  61.4809
218.0  0.6  0.2237  10.4811  60.6390
218.0  0.6  0.2237  10.8571  60.1602
218.0  0.6  0.2237  11.2466  60.4656
218.0  0.6  0.2237  11.6501  60.9355
218.0  0.6  0.2237  12.0680  59.6983
218.0  0.6  0.2237  12.5009  60.3014
218.0  0.6  0.2237  12.9494  58.4595
218.0  0.6  0.2237  13.4139  57.1161
218.0  0.6  0.2237  13.8951  57.3990
218.0  0.6  0.2237  14.3936  57.8285
218.0  0.6  0.2237  14.9099  56.6756
218.0  0.6  0.2237  15.4448  57.0003
218.0  0.6  0.2237  15.9988  57.3099
218.0  0.6  0.2237  16.5728  55.4812
218.0  0.6  0.2237  17.1673  55.7213
218.0  0.6  0.2237  17.7831  53.9257
218.0  0.6  0.2237  18.4211  54.2478
218.0  0.6  0.2237  19.0819  54.0985
218.0  0.6  0.2237  19.7664  54.2555
218.0  0.6  0.2237  20.4755  53.9090
218.0  0.6  0.2237  21.2100  54.2056
218.0  0.6  0.2237  21.9709  53.2827
218.0  0.6  0.2237  22.7591  53.4425
218.0  0.6  0.2237  23.5755  52.3994
218.0  0.6  0.2237  24.4212  52.6064
218.0  0.6  0.2237  25.2973  51.6149
218.0  0.6  0.2237  26.2048  50.2816
218.0  0.6  0.2237  27.1448  50.4342
218.0  0.6  0.2237  28.1186  50.5848
218.0  0.6  0.2237  29.1273  49.5109
218.0  0.6  0.2237  30.1722  49.5557
218.0  0.6  0.2237  31.2546  49.6014
218.0  0.6  0.2237  32.3758  49.6480
218.0  0.6  0.2237  33.5372  49.6952
218.0  0.6  0.2237  34.7403  49.7429
218.0  0.6  0.2237  35.9865  48.9985
218.0  0.6  0.2237  37.2775  49.0493
218.0  0.6  0.2237  38.6148  48.7736
218.0  0.6  0.2237  40.0000  48.8564
218.0  0.6  0.2356  5.0000  70.0443
218.0  0.6  0.2356  5.1794  69.8735
218.0  0.6  0.2356  5.3652  69.6032
218.0  0.6  0.2356  5.5576  70.2251
218.0  0.6  0.2356  5.7570  70.3588
218.0  0.6  0.2356  5.9635  68.5489
218.0  0.6  0.2356  6.1775  68.8029
218.0  0.6  0.2356  6.3991  67.9825
218.0  0.6  0.2356  6.6286  68.0701
218.0  0.6  0.2356  6.8664  65.9461
218.0  0.6  0.2356  7.1127  66.5182
218.0  0.6  0.2356  7.3679  65.2325
218.0  0.6  0.2356  7.6322  64.8259
218.0  0.6  0.2356  7.9060  64.2489
218.0  0.6  0.2356  8.1896  63.5933
218.0  0.6  0.2356  8.4834  62.5016
218.0  0.6  0.2356  8.7877  62.9895
218.0  0.6  0.2356  9.1030  62.6572
218.0  0.6  0.2356  9.4295  61.3536
218.0  0.6  0.2356  9.7678  60.6644
218.0  0.6  0.2356  10.1182  60.7809
218.0  0.6  0.2356  10.4811  59.5217
218.0  0.6  0.2356  10.8571  60.5593
218.0  0.6  0.2356  11.2466  58.9386
218.0  0.6  0.2356  11.6501  59.1394
218.0  0.6  0.2356  12.0680  57.8569
218.0  0.6  0.2356  12.5009  56.9547
218.0  0.6  0.2356  12.9494  57.4071
218.0  0.6  0.2356  13.4139  57.3225
218.0  0.6  0.2356  13.8951  56.3328
218.0  0.6  0.2356  14.3936  56.7179
218.0  0.6  0.2356  14.9099  54.7680
218.0  0.6  0.2356  15.4448  55.2820
218.0  0.6  0.2356  15.9988  53.8030
218.0  0.6  0.2356  16.5728  53.8146
218.0  0.6  0.2356  17.1673  54.1929
218.0  0.6  0.2356  17.7831  54.5722
218.0  0.6  0.2356  18.4211  53.6687
218.0  0.6  0.2356  19.0819  53.3484
218.0  0.6  0.2356  19.7664  51.6801
218.0  0.6  0.2356  20.4755  52.0058
218.0  0.6  0.2356  21.2100  51.6618
218.0  0.6  0.2356  21.9709  50.2523
218.0  0.6  0.2356  22.7591  50.5241
218.0  0.6  0.2356  23.5755  49.9249
218.0  0.6  0.2356  24.4212  50.0573
218.0  0.6  0.2356  25.2973  50.1912
218.0  0.6  0.2356  26.2048  50.3259
218.0  0.6  0.2356  27.1448  49.1058
218.0  0.6  0.2356  28.1186  49.2390
218.0  0.6  0.2356  29.1273  49.3720
218.0  0.6  0.2356  30.1722  48.5127
218.0  0.6  0.2356  31.2546  48.6837
218.0  0.6  0.2356  32.3758  48.8524
218.0  0.6  0.2356  33.5372  47.2255
218.0  0.6  0.2356  34.7403  46.3622
218.0  0.6  0.2356  35.9865  46.4878
218.0  0.6  0.2356  37.2775  46.6119
218.0  0.6  0.2356  38.6148  45.1912
218.0  0.6  0.2356  40.0000  45.2312
218.0  0.6  0.2475  5.0000  69.3475
218.0  0.6  0.2475  5.1794  68.9942
218.0  0.6  0.2475  5.3652  68.4169
218.0  0.6  0.2475  5.5576  69.4769
218.0  0.6  0.2475  5.7570  68.3336
218.0  0.6  0.2475  5.9635  68.7852
218.0  0.6  0.2475  6.1775  68.5716
218.0  0.6  0.2475  6.3991  68.6815
218.0  0.6  0.2475  6.6286  66.2918
218.0  0.6  0.2475  6.8664  65.9657
218.0  0.6  0.2475  7.1127  65.9352
218.0  0.6  0.2475  7.3679  65.6051
218.0  0.6  0.2475  7.6322  65.2285
218.0  0.6  0.2475  7.9060  64.9529
218.0  0.6  0.2475  8.1896  64.1316
218.0  0.6  0.2475  8.4834  63.0095
218.0  0.6  0.2475  8.7877  61.8738
218.0  0.6  0.2475  9.1030  61.3908
218.0  0.6  0.2475  9.4295  60.0924
218.0  0.6  0.2475  9.7678  59.9403
218.0  0.6  0.2475  10.1182  59.7489
218.0  0.6  0.2475  10.4811  59.4491
218.0  0.6  0.2475  10.8571  57.7063
218.0  0.6  0.2475  11.2466  57.3505
218.0  0.6  0.2475  11.6501  56.8982
218.0  0.6  0.2475  12.0680  57.0980
218.0  0.6  0.2475  12.5009  57.0469
218.0  0.6  0.2475  12.9494  56.1430
218.0  0.6  0.2475  13.4139  56.5924
218.0  0.6  0.2475  13.8951  54.6483
218.0  0.6  0.2475  14.3936  53.6668
218.0  0.6  0.2475  14.9099  54.2376
218.0  0.6  0.2475  15.4448  53.6845
218.0  0.6  0.2475  15.9988  52.9026
218.0  0.6  0.2475  16.5728  53.1040
218.0  0.6  0.2475  17.1673  53.6103
218.0  0.6  0.2475  17.7831  51.5239
218.0  0.6  0.2475  18.4211  51.8789
218.0  0.6  0.2475  19.0819  50.3936
218.0  0.6  0.2475  19.7664  50.1898
218.0  0.6  0.2475  20.4755  50.5224
218.0  0.6  0.2475  21.2100  50.8546
218.0  0.6  0.2475  21.9709  50.1068
218.0  0.6  0.2475  22.7591  49.4315
218.0  0.6  0.2475  23.5755  49.6663
218.0  0.6  0.2475  24.4212  48.1832
218.0  0.6  0.2475  25.2973  48.4637
218.0  0.6  0.2475  26.2048  47.6799
218.0  0.6  0.2475  27.1448  46.5715
218.0  0.6  0.2475  28.1186  46.8056
218.0  0.6  0.2475  29.1273  47.0374
218.0  0.6  0.2475  30.1722  45.9903
218.0  0.6  0.2475  31.2546  46.1077
218.0  0.6  0.2475  32.3758  46.2260
218.0  0.6  0.2475  33.5372  46.3447
218.0  0.6  0.2475  34.7403  46.4638
218.0  0.6  0.2475  35.9865  45.3223
218.0  0.6  0.2475  37.2775  45.4395
218.0  0.6  0.2475  38.6148  45.5564
218.0  0.6  0.2475  40.0000  44.8791
218.0  0.6  0.2593  5.0000  69.8900
218.0  0.6  0.2593  5.1794  69.3132
218.0  0.6  0.2593  5.3652  68.6595
218.0  0.6  0.2593  5.5576  68.3906
218.0  0.6  0.2593  5.7570  67.0062
218.0  0.6  0.2593  5.9635  67.6776
218.0  0.6  0.2593  6.1775  67.1532
218.0  0.6  0.2593  6.3991  67.4010
218.0  0.6  0.2593  6.6286  66.5913
218.0  0.6  0.2593  6.8664  66.5146
218.0  0.6  0.2593  7.1127  65.1694
218.0  0.6  0.2593  7.3679  65.6402
218.0  0.6  0.2593  7.6322  64.7752
218.0  0.6  0.2593  7.9060  62.7755
218.0  0.6  0.2593  8.1896  62.1004
218.0  0.6  0.2593  8.4834  62.1282
218.0  0.6  0.2593  8.7877  61.1823
218.0  0.6  0.2593  9.1030  59.7433
218.0  0.6  0.2593  9.4295  60.6487
218.0  0.6  0.2593  9.7678  59.4166
218.0  0.6  0.2593  10.1182  58.6700
218.0  0.6  0.2593  10.4811  57.6002
218.0  0.6  0.2593  10.8571  56.8741
218.0  0.6  0.2593  11.2466  56.7953
218.0  0.6  0.2593  11.6501  57.9489
218.0  0.6  0.2593  12.0680  56.0256
218.0  0.6  0.2593  12.5009  55.8361
218.0  0.6  0.2593  12.9494  54.6686
218.0  0.6  0.2593  13.4139  54.1764
218.0  0.6  0.2593  13.8951  54.5259
218.0  0.6  0.2593  14.3936  53.8096
218.0  0.6  0.2593  14.9099  53.2401
218.0  0.6  0.2593  15.4448  53.8917
218.0  0.6  0.2593  15.9988  51.3908
218.0  0.6  0.2593  16.5728  50.3427
218.0  0.6  0.2593  17.1673  50.9113
218.0  0.6  0.2593  17.7831  51.3367
218.0  0.6  0.2593  18.4211  50.5012
218.0  0.6  0.2593  19.0819  49.9931
218.0  0.6  0.2593  19.7664  49.9544
218.0  0.6  0.2593  20.4755  50.3067
218.0  0.6  0.2593  21.2100  48.2297
218.0  0.6  0.2593  21.9709  48.6336
218.0  0.6  0.2593  22.7591  46.9716
218.0  0.6  0.2593  23.5755  47.3362
218.0  0.6  0.2593  24.4212  46.8135
218.0  0.6  0.2593  25.2973  47.0294
218.0  0.6  0.2593  26.2048  47.2466
218.0  0.6  0.2593  27.1448  46.9175
218.0  0.6  0.2593  28.1186  47.2463
218.0  0.6  0.2593  29.1273  46.0547
218.0  0.6  0.2593  30.1722  46.2641
218.0  0.6  0.2593  31.2546  44.9727
218.0  0.6  0.2593  32.3758  45.2178
218.0  0.6  0.2593  33.5372  45.4605
218.0  0.6  0.2593  34.7403  44.1225
218.0  0.6  0.2593  35.9865  43.4090
218.0  0.6  0.2593  37.2775  43.6136
218.0  0.6  0.2593  38.6148  42.2511
218.0  0.6  0.2593  40.0000  42.3614
218.0  0.6  0.2712  5.0000  71.0277
218.0  0.6  0.2712  5.1794  68.3423
218.0  0.6  0.2712  5.3652  67.8817
218.0  0.6  0.2712  5.5576  67.1998
218.0  0.6  0.2712  5.7570  67.9397
218.0  0.6  0.2712  5.9635  66.9757
218.0  0.6  0.2712  6.1775  66.2679
218.0  0.6  0.2712  6.3991  66.0202
218.0  0.6  0.2712  6.6286  66.0195
218.0  0.6  0.2712  6.8664  65.5348
218.0  0.6  0.2712  7.1127  64.6512
218.0  0.6  0.2712  7.3679  64.6101
218.0  0.6  0.2712  7.6322  64.7049
218.0  0.6  0.2712  7.9060  62.8865
218.0  0.6  0.2712  8.1896  61.8753
218.0  0.6  0.2712  8.4834  62.1347
218.0  0.6  0.2712  8.7877  62.1065
218.0  0.6  0.2712  9.1030  61.1976
218.0  0.6  0.2712  9.4295  60.8793
218.0  0.6  0.2712  9.7678  59.4113
218.0  0.6  0.2712  10.1182  57.4409
218.0  0.6  0.2712  10.4811  58.0242
218.0  0.6  0.2712  10.8571  56.9078
218.0  0.6  0.2712  11.2466  57.1591
218.0  0.6  0.2712  11.6501  55.0386
218.0  0.6  0.2712  12.0680  54.7721
218.0  0.6  0.2712  12.5009  54.0025
218.0  0.6  0.2712  12.9494  54.8895
218.0  0.6  0.2712  13.4139  54.4020
218.0  0.6  0.2712  13.8951  53.7167
218.0  0.6  0.2712  14.3936  52.5171
218.0  0.6  0.2712  14.9099  51.9126
218.0  0.6  0.2712  15.4448  51.3777
218.0  0.6  0.2712  15.9988  51.8469
218.0  0.6  0.2712  16.5728  50.5727
218.0  0.6  0.2712  17.1673  50.2794
218.0  0.6  0.2712  17.7831  50.8533
218.0  0.6  0.2712  18.4211  50.7814
218.0  0.6  0.2712  19.0819  48.6771
218.0  0.6  0.2712  19.7664  47.5516
218.0  0.6  0.2712  20.4755  47.6632
218.0  0.6  0.2712  21.2100  47.9942
218.0  0.6  0.2712  21.9709  47.3134
218.0  0.6  0.2712  22.7591  47.0303
218.0  0.6  0.2712  23.5755  47.5000
218.0  0.6  0.2712  24.4212  46.9078
218.0  0.6  0.2712  25.2973  47.2285
218.0  0.6  0.2712  26.2048  45.3313
218.0  0.6  0.2712  27.1448  45.6919
218.0  0.6  0.2712  28.1186  43.9477
218.0  0.6  0.2712  29.1273  44.2738
218.0  0.6  0.2712  30.1722  43.3639
218.0  0.6  0.2712  31.2546  43.5636
218.0  0.6  0.2712  32.3758  43.7641
218.0  0.6  0.2712  33.5372  43.9649
218.0  0.6  0.2712  34.7403  44.0756
218.0  0.6  0.2712  35.9865  44.3665
218.0  0.6  0.2712  37.2775  42.7998
218.0  0.6  0.2712  38.6148  42.9923
218.0  0.6  0.2712  40.0000  43.1840
218.0  0.6  0.2831  5.0000  68.5652
218.0  0.6  0.2831  5.1794  68.9409
218.0  0.6  0.2831  5.3652  68.6548
218.0  0.6  0.2831  5.5576  68.8929
218.0  0.6  0.2831  5.7570  67.1810
218.0  0.6  0.2831  5.9635  67.0765
218.0  0.6  0.2831  6.1775  66.5123
218.0  0.6  0.2831  6.3991  65.3320
218.0  0.6  0.2831  6.6286  65.3764
218.0  0.6  0.2831  6.8664  64.4456
218.0  0.6  0.2831  7.1127  64.9023
218.0  0.6  0.2831  7.3679  65.1382
218.0  0.6  0.2831  7.6322  63.3438
218.0  0.6  0.2831  7.9060  63.4765
218.0  0.6  0.2831  8.1896  63.1477
218.0  0.6  0.2831  8.4834  61.5237
218.0  0.6  0.2831  8.7877  61.6668
218.0  0.6  0.2831  9.1030  61.2558
218.0  0.6  0.2831  9.4295  59.9685
218.0  0.6  0.2831  9.7678  58.1062
218.0  0.6  0.2831  10.1182  59.4623
218.0  0.6  0.2831  10.4811  57.1885
218.0  0.6  0.2831  10.8571  57.1103
218.0  0.6  0.2831  11.2466  55.4163
218.0  0.6  0.2831  11.6501  55.3820
218.0  0.6  0.2831  12.0680  54.3568
218.0  0.6  0.2831  12.5009  54.8272
218.0  0.6  0.2831  12.9494  54.2530
218.0  0.6  0.2831  13.4139  52.9470
218.0  0.6  0.2831  13.8951  51.6561
218.0  0.6  0.2831  14.3936  51.8372
218.0  0.6  0.2831  14.9099  52.8388
218.0  0.6  0.2831  15.4448  51.3243
218.0  0.6  0.2831  15.9988  51.3082
218.0  0.6  0.2831  16.5728  51.5626
218.0  0.6  0.2831  17.1673  49.1197
218.0  0.6  0.2831  17.7831  48.5462
218.0  0.6  0.2831  18.4211  49.0463
218.0  0.6  0.2831  19.0819  49.5858
218.0  0.6  0.2831  19.7664  47.8751
218.0  0.6  0.2831  20.4755  47.9438
218.0  0.6  0.2831  21.2100  47.9854
218.0  0.6  0.2831  21.9709  48.4334
218.0  0.6  0.2831  22.7591  45.9266
218.0  0.6  0.2831  23.5755  44.7428
218.0  0.6  0.2831  24.4212  45.2110
218.0  0.6  0.2831  25.2973  44.7461
218.0  0.6  0.2831  26.2048  44.1935
218.0  0.6  0.2831  27.1448  44.5540
218.0  0.6  0.2831  28.1186  44.5252
218.0  0.6  0.2831  29.1273  44.9473
218.0  0.6  0.2831  30.1722  43.9311
218.0  0.6  0.2831  31.2546  44.2264
218.0  0.6  0.2831  32.3758  42.4788
218.0  0.6  0.2831  33.5372  42.8063
218.0  0.6  0.2831  34.7403  41.7156
218.0  0.6  0.2831  35.9865  41.3097
218.0  0.6  0.2831  37.2775  41.6049
218.0  0.6  0.2831  38.6148  40.3059
218.0  0.6  0.2831  40.0000  40.4964
218.0  0.6  0.2949  5.0000  70.5760
218.0  0.6  0.2949  5.1794  70.0492
218.0  0.6  0.2949  5.3652  69.6909
218.0  0.6  0.2949  5.5576  69.5296
218.0  0.6  0.2949  5.7570  67.9295
218.0  0.6  0.2949  5.9635  67.8730
218.0  0.6  0.2949  6.1775  66.5574
218.0  0.6  0.2949  6.3991  64.8836
218.0  0.6  0.2949  6.6286  65.6534
218.0  0.6  0.2949  6.8664  64.5835
218.0  0.6  0.2949  7.1127  64.5196
218.0  0.6  0.2949  7.3679  62.9216
218.0  0.6  0.2949  7.6322  63.7813
218.0  0.6  0.2949  7.9060  63.2164
218.0  0.6  0.2949  8.1896  62.5204
218.0  0.6  0.2949  8.4834  62.0595
218.0  0.6  0.2949  8.7877  61.4302
218.0  0.6  0.2949  9.1030  60.5103
218.0  0.6  0.2949  9.4295  58.6725
218.0  0.6  0.2949  9.7678  58.3287
218.0  0.6  0.2949  10.1182  57.9445
218.0  0.6  0.2949  10.4811  58.3274
218.0  0.6  0.2949  10.8571  56.5347
218.0  0.6  0.2949  11.2466  55.5155
218.0  0.6  0.2949  11.6501  55.0365
218.0  0.6  0.2949  12.0680  54.7803
218.0  0.6  0.2949  12.5009  53.5122
218.0  0.6  0.2949  12.9494  52.7342
218.0  0.6  0.2949  13.4139  52.6860
218.0  0.6  0.2949  13.8951  52.9686
218.0  0.6  0.2949  14.3936  51.4224
218.0  0.6  0.2949  14.9099  50.9600
218.0  0.6  0.2949  15.4448  49.4502
218.0  0.6  0.2949  15.9988  49.4413
218.0  0.6  0.2949  16.5728  49.7534
218.0  0.6  0.2949  17.1673  50.6829
218.0  0.6  0.2949  17.7831  49.5977
218.0  0.6  0.2949  18.4211  48.8471
218.0  0.6  0.2949  19.0819  49.2679
218.0  0.6  0.2949  19.7664  46.3379
218.0  0.6  0.2949  20.4755  45.7338
218.0  0.6  0.2949  21.2100  46.3631
218.0  0.6  0.2949  21.9709  46.3828
218.0  0.6  0.2949  22.7591  46.8225
218.0  0.6  0.2949  23.5755  45.1997
218.0  0.6  0.2949  24.4212  45.5594
218.0  0.6  0.2949  25.2973  45.1742
218.0  0.6  0.2949  26.2048  45.5905
218.0  0.6  0.2949  27.1448  43.2157
218.0  0.6  0.2949  28.1186  43.6677
218.0  0.6  0.2949  29.1273  42.4233
218.0  0.6  0.2949  30.1722  42.8511
218.0  0.6  0.2949  31.2546  41.9461
218.0  0.6  0.2949  32.3758  41.5453
218.0  0.6  0.2949  33.5372  41.8798
218.0  0.6  0.2949  34.7403  42.2127
218.0  0.6  0.2949  35.9865  42.4427
218.0  0.6  0.2949  37.2775  41.1075
218.0  0.6  0.2949  38.6148  41.3846
218.0  0.6  0.2949  40.0000  41.6606
218.0  0.6  0.3068  5.0000  72.8859
218.0  0.6  0.3068  5.1794  71.6604
218.0  0.6  0.3068  5.3652  71.9015
218.0  0.6  0.3068  5.5576  69.6540
218.0  0.6  0.3068  5.7570  67.5523
218.0  0.6  0.3068  5.9635  66.7024
218.0  0.6  0.3068  6.1775  65.7530
218.0  0.6  0.3068  6.3991  65.0996
218.0  0.6  0.3068  6.6286  65.7726
218.0  0.6  0.3068  6.8664  64.7928
218.0  0.6  0.3068  7.1127  64.4753
218.0  0.6  0.3068  7.3679  63.8686
218.0  0.6  0.3068  7.6322  63.6684
218.0  0.6  0.3068  7.9060  63.1781
218.0  0.6  0.3068  8.1896  62.6443
218.0  0.6  0.3068  8.4834  61.6659
218.0  0.6  0.3068  8.7877  61.8792
218.0  0.6  0.3068  9.1030  60.3895
218.0  0.6  0.3068  9.4295  61.3801
218.0  0.6  0.3068  9.7678  60.1070
218.0  0.6  0.3068  10.1182  58.9438
218.0  0.6  0.3068  10.4811  57.6307
218.0  0.6  0.3068  10.8571  57.3366
218.0  0.6  0.3068  11.2466  56.0279
218.0  0.6  0.3068  11.6501  56.7285
218.0  0.6  0.3068  12.0680  54.8839
218.0  0.6  0.3068  12.5009  53.5014
218.0  0.6  0.3068  12.9494  52.8543
218.0  0.6  0.3068  13.4139  52.4347
218.0  0.6  0.3068  13.8951  53.6693
218.0  0.6  0.3068  14.3936  50.5784
218.0  0.6  0.3068  14.9099  51.1530
218.0  0.6  0.3068  15.4448  50.3280
218.0  0.6  0.3068  15.9988  51.2907
218.0  0.6  0.3068  16.5728  49.6046
218.0  0.6  0.3068  17.1673  49.3495
218.0  0.6  0.3068  17.7831  47.2030
218.0  0.6  0.3068  18.4211  47.1931
218.0  0.6  0.3068  19.0819  47.6126
218.0  0.6  0.3068  19.7664  48.3507
218.0  0.6  0.3068  20.4755  47.1628
218.0  0.6  0.3068  21.2100  46.3368
218.0  0.6  0.3068  21.9709  46.6656
218.0  0.6  0.3068  22.7591  47.2182
218.0  0.6  0.3068  23.5755  44.2115
218.0  0.6  0.3068  24.4212  43.5773
218.0  0.6  0.3068  25.2973  44.1596
218.0  0.6  0.3068  26.2048  43.7374
218.0  0.6  0.3068  27.1448  44.1528
218.0  0.6  0.3068  28.1186  42.6091
218.0  0.6  0.3068  29.1273  43.0425
218.0  0.6  0.3068  30.1722  42.4830
218.0  0.6  0.3068  31.2546  42.8738
218.0  0.6  0.3068  32.3758  43.2637
218.0  0.6  0.3068  33.5372  41.0360
218.0  0.6  0.3068  34.7403  41.4537
218.0  0.6  0.3068  35.9865  40.1707
218.0  0.6  0.3068  37.2775  40.5665
218.0  0.6  0.3068  38.6148  39.3324
218.0  0.6  0.3068  40.0000  39.6128
218.0  0.6  0.3186  5.0000  75.2156
218.0  0.6  0.3186  5.1794  72.9966
218.0  0.6  0.3186  5.3652  70.6358
218.0  0.6  0.3186  5.5576  70.2707
