# R0=8.178 kpc
# V0[km/s]  alpha  rho0[GeV/cm3]  Rs[kpc]  chi2
218.0  0.4  0.2119  33.5372  53.5588
218.0  0.4  0.2119  34.7403  53.7536
218.0  0.4  0.2119  35.9865  53.9478
218.0  0.4  0.2119  37.2775  53.6172
218.0  0.4  0.2119  38.6148  52.8286
218.0  0.4  0.2119  40.0000  51.9337
218.0  0.4  0.2237  5.0000  67.2922
218.0  0.4  0.2237  5.1794  68.1177
218.0  0.4  0.2237  5.3652  67.7765
218.0  0.4  0.2237  5.5576  67.4997
218.0  0.4  0.2237  5.7570  66.8654
218.0  0.4  0.2237  5.9635  66.4437
218.0  0.4  0.2237  6.1775  66.7649
218.0  0.4  0.2237  6.3991  66.2408
218.0  0.4  0.2237  6.6286  65.7811
218.0  0.4  0.2237  6.8664  65.8067
218.0  0.4  0.2237  7.1127  63.6849
218.0  0.4  0.2237  7.3679  63.5545
218.0  0.4  0.2237  7.6322  62.7561
218.0  0.4  0.2237  7.9060  62.8086
218.0  0.4  0.2237  8.1896  63.8254
218.0  0.4  0.2237  8.4834  62.3064
218.0  0.4  0.2237  8.7877  62.1705
218.0  0.4  0.2237  9.1030  61.0875
218.0  0.4  0.2237  9.4295  61.3208
218.0  0.4  0.2237  9.7678  61.0856
218.0  0.4  0.2237  10.1182  61.3449
218.0  0.4  0.2237  10.4811  60.2820
218.0  0.4  0.2237  10.8571  61.0055
218.0  0.4  0.2237  11.2466  58.7281
218.0  0.4  0.2237  11.6501  58.7250
218.0  0.4  0.2237  12.0680  59.0081
218.0  0.4  0.2237  12.5009  59.4723
218.0  0.4  0.2237  12.9494  58.7601
218.0  0.4  0.2237  13.4139  58.6414
218.0  0.4  0.2237  13.8951  57.9233
218.0  0.4  0.2237  14.3936  57.1419
218.0  0.4  0.2237  14.9099  56.5632
218.0  0.4  0.2237  15.4448  57.0510
218.0  0.4  0.2237  15.9988  56.9319
218.0  0.4  0.2237  16.5728  57.2106
218.0  0.4  0.2237  17.1673  55.8367
218.0  0.4  0.2237  17.7831  56.3293
218.0  0.4  0.2237  18.4211  56.6383
218.0  0.4  0.2237  19.0819  54.8919
218.0  0.4  0.2237  19.7664  55.2821
218.0  0.4  0.2237  20.4755  53.8307
218.0  0.4  0.2237  21.2100  54.1927
218.0  0.4  0.2237  21.9709  54.4504
218.0  0.4  0.2237  22.7591  54.7450
218.0  0.4  0.2237  23.5755  55.0441
218.0  0.4  0.2237  24.4212  53.6214
218.0  0.4  0.2237  25.2973  53.9769
218.0  0.4  0.2237  26.2048  54.3330
218.0  0.4  0.2237  27.1448  53.6345
218.0  0.4  0.2237  28.1186  52.4917
218.0  0.4  0.2237  29.1273  52.7663
218.0  0.4  0.2237  30.1722  53.0415
218.0  0.4  0.2237  31.2546  51.0768
218.0  0.4  0.2237  32.3758  51.3137
218.0  0.4  0.2237  33.5372  51.4529
218.0  0.4  0.2237  34.7403  51.5718
218.0  0.4  0.2237  35.9865  51.6932
218.0  0.4  0.2237  37.2775  51.8168
218.0  0.4  0.2237  38.6148  51.9423
218.0  0.4  0.2237  40.0000  51.4219
218.0  0.4  0.2356  5.0000  66.3771
218.0  0.4  0.2356  5.1794  65.2717
218.0  0.4  0.2356  5.3652  66.6352
218.0  0.4  0.2356  5.5576  66.7681
218.0  0.4  0.2356  5.7570  66.7253
218.0  0.4  0.2356  5.9635  65.3732
218.0  0.4  0.2356  6.1775  66.1314
218.0  0.4  0.2356  6.3991  65.4625
218.0  0.4  0.2356  6.6286  64.1080
218.0  0.4  0.2356  6.8664  64.6040
218.0  0.4  0.2356  7.1127  63.7786
218.0  0.4  0.2356  7.3679  63.4991
218.0  0.4  0.2356  7.6322  62.8898
218.0  0.4  0.2356  7.9060  62.3204
218.0  0.4  0.2356  8.1896  62.2750
218.0  0.4  0.2356  8.4834  61.3845
218.0  0.4  0.2356  8.7877  61.1444
218.0  0.4  0.2356  9.1030  60.8933
218.0  0.4  0.2356  9.4295  60.9453
218.0  0.4  0.2356  9.7678  60.4947
218.0  0.4  0.2356  10.1182  59.6052
218.0  0.4  0.2356  10.4811  59.2951
218.0  0.4  0.2356  10.8571  58.4419
218.0  0.4  0.2356  11.2466  59.4748
218.0  0.4  0.2356  11.6501  58.5344
218.0  0.4  0.2356  12.0680  57.2886
218.0  0.4  0.2356  12.5009  58.0177
218.0  0.4  0.2356  12.9494  56.5678
218.0  0.4  0.2356  13.4139  56.2932
218.0  0.4  0.2356  13.8951  55.9959
218.0  0.4  0.2356  14.3936  55.8292
218.0  0.4  0.2356  14.9099  56.5101
218.0  0.4  0.2356  15.4448  56.1411
218.0  0.4  0.2356  15.9988  55.4223
218.0  0.4  0.2356  16.5728  54.9879
218.0  0.4  0.2356  17.1673  55.1090
218.0  0.4  0.2356  17.7831  54.3889
218.0  0.4  0.2356  18.4211  53.4609
218.0  0.4  0.2356  19.0819  53.9254
218.0  0.4  0.2356  19.7664  54.0169
218.0  0.4  0.2356  20.4755  54.1294
218.0  0.4  0.2356  21.2100  54.4866
218.0  0.4  0.2356  21.9709  53.1187
218.0  0.4  0.2356  22.7591  53.4326
218.0  0.4  0.2356  23.5755  52.7492
218.0  0.4  0.2356  24.4212  51.7480
218.0  0.4  0.2356  25.2973  52.1083
218.0  0.4  0.2356  26.2048  50.5573
218.0  0.4  0.2356  27.1448  50.8887
218.0  0.4  0.2356  28.1186  50.9107
218.0  0.4  0.2356  29.1273  51.1805
218.0  0.4  0.2356  30.1722  51.4525
218.0  0.4  0.2356  31.2546  51.7260
218.0  0.4  0.2356  32.3758  50.5708
218.0  0.4  0.2356  33.5372  50.5105
218.0  0.4  0.2356  34.7403  50.7093
218.0  0.4  0.2356  35.9865  50.2220
218.0  0.4  0.2356  37.2775  49.0679
218.0  0.4  0.2356  38.6148  49.3115
218.0  0.4  0.2356  40.0000  49.1930
218.0  0.4  0.2475  5.0000  65.1596
218.0  0.4  0.2475  5.1794  65.1241
218.0  0.4  0.2475  5.3652  63.8781
218.0  0.4  0.2475  5.5576  65.3360
218.0  0.4  0.2475  5.7570  65.0384
218.0  0.4  0.2475  5.9635  65.5238
218.0  0.4  0.2475  6.1775  64.4299
218.0  0.4  0.2475  6.3991  63.3965
218.0  0.4  0.2475  6.6286  63.6247
218.0  0.4  0.2475  6.8664  64.8413
218.0  0.4  0.2475  7.1127  63.3672
218.0  0.4  0.2475  7.3679  62.4579
218.0  0.4  0.2475  7.6322  62.4154
218.0  0.4  0.2475  7.9060  61.3386
218.0  0.4  0.2475  8.1896  60.9291
218.0  0.4  0.2475  8.4834  60.0478
218.0  0.4  0.2475  8.7877  60.8278
218.0  0.4  0.2475  9.1030  60.7544
218.0  0.4  0.2475  9.4295  60.4251
218.0  0.4  0.2475  9.7678  59.2496
218.0  0.4  0.2475  10.1182  59.5147
218.0  0.4  0.2475  10.4811  58.4898
218.0  0.4  0.2475  10.8571  59.2828
218.0  0.4  0.2475  11.2466  58.3474
218.0  0.4  0.2475  11.6501  57.0462
218.0  0.4  0.2475  12.0680  57.2935
218.0  0.4  0.2475  12.5009  55.5803
218.0  0.4  0.2475  12.9494  56.3382
218.0  0.4  0.2475  13.4139  55.5039
218.0  0.4  0.2475  13.8951  56.2986
218.0  0.4  0.2475  14.3936  55.2476
218.0  0.4  0.2475  14.9099  55.2592
218.0  0.4  0.2475  15.4448  54.1484
218.0  0.4  0.2475  15.9988  53.7996
218.0  0.4  0.2475  16.5728  53.2050
218.0  0.4  0.2475  17.1673  53.7726
218.0  0.4  0.2475  17.7831  53.5308
218.0  0.4  0.2475  18.4211  54.1821
218.0  0.4  0.2475  19.0819  52.2126
218.0  0.4  0.2475  19.7664  52.7712
218.0  0.4  0.2475  20.4755  52.6779
218.0  0.4  0.2475  21.2100  51.0465
218.0  0.4  0.2475  21.9709  51.4931
218.0  0.4  0.2475  22.7591  50.3514
218.0  0.4  0.2475  23.5755  50.7855
218.0  0.4  0.2475  24.4212  51.0493
218.0  0.4  0.2475  25.2973  50.6631
218.0  0.4  0.2475  26.2048  50.9961
218.0  0.4  0.2475  27.1448  49.8950
218.0  0.4  0.2475  28.1186  50.3122
218.0  0.4  0.2475  29.1273  50.3974
218.0  0.4  0.2475  30.1722  50.0834
218.0  0.4  0.2475  31.2546  48.5813
218.0  0.4  0.2475  32.3758  48.9099
218.0  0.4  0.2475  33.5372  47.2822
218.0  0.4  0.2475  34.7403  47.5832
218.0  0.4  0.2475  35.9865  47.8846
218.0  0.4  0.2475  37.2775  47.6637
218.0  0.4  0.2475  38.6148  47.9105
218.0  0.4  0.2475  40.0000  48.1578
218.0  0.4  0.2593  5.0000  64.7054
218.0  0.4  0.2593  5.1794  64.3840
218.0  0.4  0.2593  5.3652  64.5015
218.0  0.4  0.2593  5.5576  63.0957
218.0  0.4  0.2593  5.7570  64.6047
218.0  0.4  0.2593  5.9635  63.8406
218.0  0.4  0.2593  6.1775  63.0201
218.0  0.4  0.2593  6.3991  62.3784
218.0  0.4  0.2593  6.6286  62.3301
218.0  0.4  0.2593  6.8664  63.2727
218.0  0.4  0.2593  7.1127  62.0073
218.0  0.4  0.2593  7.3679  61.9638
218.0  0.4  0.2593  7.6322  63.1528
218.0  0.4  0.2593  7.9060  62.3526
218.0  0.4  0.2593  8.1896  60.3634
218.0  0.4  0.2593  8.4834  60.7930
218.0  0.4  0.2593  8.7877  59.5735
218.0  0.4  0.2593  9.1030  60.3988
218.0  0.4  0.2593  9.4295  59.2064
218.0  0.4  0.2593  9.7678  58.8742
218.0  0.4  0.2593  10.1182  57.7052
218.0  0.4  0.2593  10.4811  57.2192
218.0  0.4  0.2593  10.8571  57.9702
218.0  0.4  0.2593  11.2466  57.1425
218.0  0.4  0.2593  11.6501  57.8359
218.0  0.4  0.2593  12.0680  56.0785
218.0  0.4  0.2593  12.5009  57.2166
218.0  0.4  0.2593  12.9494  55.4641
218.0  0.4  0.2593  13.4139  54.4876
218.0  0.4  0.2593  13.8951  54.5092
218.0  0.4  0.2593  14.3936  53.4809
218.0  0.4  0.2593  14.9099  53.6753
218.0  0.4  0.2593  15.4448  53.6695
218.0  0.4  0.2593  15.9988  53.0636
218.0  0.4  0.2593  16.5728  53.8313
218.0  0.4  0.2593  17.1673  53.1226
218.0  0.4  0.2593  17.7831  52.5055
218.0  0.4  0.2593  18.4211  51.6772
218.0  0.4  0.2593  19.0819  51.2572
218.0  0.4  0.2593  19.7664  51.3869
218.0  0.4  0.2593  20.4755  50.6477
218.0  0.4  0.2593  21.2100  50.5540
218.0  0.4  0.2593  21.9709  51.1609
218.0  0.4  0.2593  22.7591  50.6857
218.0  0.4  0.2593  23.5755  49.5553
218.0  0.4  0.2593  24.4212  50.0784
218.0  0.4  0.2593  25.2973  50.2642
218.0  0.4  0.2593  26.2048  49.9927
218.0  0.4  0.2593  27.1448  48.4455
218.0  0.4  0.2593  28.1186  47.2605
218.0  0.4  0.2593  29.1273  47.6627
218.0  0.4  0.2593  30.1722  48.0669
218.0  0.4  0.2593  31.2546  48.4723
218.0  0.4  0.2593  32.3758  47.5791
218.0  0.4  0.2593  33.5372  47.8906
218.0  0.4  0.2593  34.7403  47.0856
218.0  0.4  0.2593  35.9865  47.4662
218.0  0.4  0.2593  37.2775  47.3653
218.0  0.4  0.2593  38.6148  47.6955
218.0  0.4  0.2593  40.0000  45.4436
218.0  0.4  0.2712  5.0000  64.3830
218.0  0.4  0.2712  5.1794  64.9567
218.0  0.4  0.2712  5.3652  64.2191
218.0  0.4  0.2712  5.5576  63.3227
218.0  0.4  0.2712  5.7570  62.9136
218.0  0.4  0.2712  5.9635  62.7485
218.0  0.4  0.2712  6.1775  62.6535
218.0  0.4  0.2712  6.3991  62.9270
218.0  0.4  0.2712  6.6286  62.0712
218.0  0.4  0.2712  6.8664  61.8443
218.0  0.4  0.2712  7.1127  61.7652
218.0  0.4  0.2712  7.3679  61.1299
218.0  0.4  0.2712  7.6322  61.5522
218.0  0.4  0.2712  7.9060  60.7108
218.0  0.4  0.2712  8.1896  60.1591
218.0  0.4  0.2712  8.4834  60.9141
218.0  0.4  0.2712  8.7877  60.3675
218.0  0.4  0.2712  9.1030  59.6257
218.0  0.4  0.2712  9.4295  58.3496
218.0  0.4  0.2712  9.7678  59.3557
218.0  0.4  0.2712  10.1182  57.5623
218.0  0.4  0.2712  10.4811  57.5942
218.0  0.4  0.2712  10.8571  57.5592
218.0  0.4  0.2712  11.2466  55.7371
218.0  0.4  0.2712  11.6501  56.1579
218.0  0.4  0.2712  12.0680  55.4040
218.0  0.4  0.2712  12.5009  55.8199
218.0  0.4  0.2712  12.9494  55.0380
218.0  0.4  0.2712  13.4139  56.0986
218.0  0.4  0.2712  13.8951  53.6782
218.0  0.4  0.2712  14.3936  54.3505
218.0  0.4  0.2712  14.9099  53.4421
218.0  0.4  0.2712  15.4448  53.5014
218.0  0.4  0.2712  15.9988  52.9626
218.0  0.4  0.2712  16.5728  52.6766
218.0  0.4  0.2712  17.1673  51.5414
218.0  0.4  0.2712  17.7831  51.3814
218.0  0.4  0.2712  18.4211  51.0354
218.0  0.4  0.2712  19.0819  50.6158
218.0  0.4  0.2712  19.7664  51.3467
218.0  0.4  0.2712  20.4755  50.7460
218.0  0.4  0.2712  21.2100  49.7645
218.0  0.4  0.2712  21.9709  50.3998
218.0  0.4  0.2712  22.7591  49.9024
218.0  0.4  0.2712  23.5755  48.3241
218.0  0.4  0.2712  24.4212  47.5742
218.0  0.4  0.2712  25.2973  48.0857
218.0  0.4  0.2712  26.2048  48.1727
218.0  0.4  0.2712  27.1448  48.7392
218.0  0.4  0.2712  28.1186  47.6643
218.0  0.4  0.2712  29.1273  48.0397
218.0  0.4  0.2712  30.1722  47.3759
218.0  0.4  0.2712  31.2546  47.7942
218.0  0.4  0.2712  32.3758  48.3504
218.0  0.4  0.2712  33.5372  45.4442
218.0  0.4  0.2712  34.7403  45.8336
218.0  0.4  0.2712  35.9865  44.5989
218.0  0.4  0.2712  37.2775  44.9722
218.0  0.4  0.2712  38.6148  45.3457
218.0  0.4  0.2712  40.0000  45.4656
218.0  0.4  0.2831  5.0000  64.7973
218.0  0.4  0.2831  5.1794  63.8981
218.0  0.4  0.2831  5.3652  64.1575
218.0  0.4  0.2831  5.5576  63.9881
218.0  0.4  0.2831  5.7570  63.9480
218.0  0.4  0.2831  5.9635  62.8882
218.0  0.4  0.2831  6.1775  62.5008
218.0  0.4  0.2831  6.3991  62.6684
218.0  0.4  0.2831  6.6286  62.2949
218.0  0.4  0.2831  6.8664  60.7048
218.0  0.4  0.2831  7.1127  61.9348
218.0  0.4  0.2831  7.3679  60.3855
218.0  0.4  0.2831  7.6322  60.8352
218.0  0.4  0.2831  7.9060  61.2389
218.0  0.4  0.2831  8.1896  60.0296
218.0  0.4  0.2831  8.4834  59.7833
218.0  0.4  0.2831  8.7877  59.3436
218.0  0.4  0.2831  9.1030  59.0805
218.0  0.4  0.2831  9.4295  59.9722
218.0  0.4  0.2831  9.7678  57.9806
218.0  0.4  0.2831  10.1182  57.4824
218.0  0.4  0.2831  10.4811  57.3601
218.0  0.4  0.2831  10.8571  56.6720
218.0  0.4  0.2831  11.2466  55.6843
218.0  0.4  0.2831  11.6501  56.2590
218.0  0.4  0.2831  12.0680  55.7206
218.0  0.4  0.2831  12.5009  54.9321
218.0  0.4  0.2831  12.9494  53.7244
218.0  0.4  0.2831  13.4139  54.5834
218.0  0.4  0.2831  13.8951  53.5770
218.0  0.4  0.2831  14.3936  53.3045
218.0  0.4  0.2831  14.9099  52.8575
218.0  0.4  0.2831  15.4448  53.7885
218.0  0.4  0.2831  15.9988  51.2913
218.0  0.4  0.2831  16.5728  51.4482
218.0  0.4  0.2831  17.1673  52.2178
218.0  0.4  0.2831  17.7831  50.6791
218.0  0.4  0.2831  18.4211  51.5274
218.0  0.4  0.2831  19.0819  50.0376
218.0  0.4  0.2831  19.7664  50.7856
218.0  0.4  0.2831  20.4755  49.5541
218.0  0.4  0.2831  21.2100  48.7528
218.0  0.4  0.2831  21.9709  48.4360
218.0  0.4  0.2831  22.7591  48.3809
218.0  0.4  0.2831  23.5755  48.8625
218.0  0.4  0.2831  24.4212  49.5574
218.0  0.4  0.2831  25.2973  48.6352
218.0  0.4  0.2831  26.2048  47.6552
218.0  0.4  0.2831  27.1448  47.3517
218.0  0.4  0.2831  28.1186  48.0294
218.0  0.4  0.2831  29.1273  45.8196
218.0  0.4  0.2831  30.1722  45.0588
218.0  0.4  0.2831  31.2546  45.5406
218.0  0.4  0.2831  32.3758  45.7780
218.0  0.4  0.2831  33.5372  46.3046
218.0  0.4  0.2831  34.7403  46.8306
218.0  0.4  0.2831  35.9865  45.0889
218.0  0.4  0.2831  37.2775  44.7067
218.0  0.4  0.2831  38.6148  45.1582
218.0  0.4  0.2831  40.0000  45.3593
218.0  0.4  0.2949  5.0000  64.8298
218.0  0.4  0.2949  5.1794  64.7836
218.0  0.4  0.2949  5.3652  64.0050
218.0  0.4  0.2949  5.5576  63.9450
218.0  0.4  0.2949  5.7570  64.2562
218.0  0.4  0.2949  5.9635  62.3025
218.0  0.4  0.2949  6.1775  62.1498
218.0  0.4  0.2949  6.3991  62.8067
218.0  0.4  0.2949  6.6286  61.9491
218.0  0.4  0.2949  6.8664  60.5363
218.0  0.4  0.2949  7.1127  60.9908
218.0  0.4  0.2949  7.3679  60.7642
218.0  0.4  0.2949  7.6322  60.3213
218.0  0.4  0.2949  7.9060  61.0532
218.0  0.4  0.2949  8.1896  59.5837
218.0  0.4  0.2949  8.4834  59.9328
218.0  0.4  0.2949  8.7877  59.7564
218.0  0.4  0.2949  9.1030  58.9909
218.0  0.4  0.2949  9.4295  58.1025
218.0  0.4  0.2949  9.7678  58.7566
218.0  0.4  0.2949  10.1182  58.9525
218.0  0.4  0.2949  10.4811  57.9325
218.0  0.4  0.2949  10.8571  58.4763
218.0  0.4  0.2949  11.2466  57.2034
218.0  0.4  0.2949  11.6501  55.6643
218.0  0.4  0.2949  12.0680  55.2955
218.0  0.4  0.2949  12.5009  54.8255
218.0  0.4  0.2949  12.9494  54.5282
218.0  0.4  0.2949  13.4139  54.9515
218.0  0.4  0.2949  13.8951  54.0744
218.0  0.4  0.2949  14.3936  53.6965
218.0  0.4  0.2949  14.9099  51.7401
218.0  0.4  0.2949  15.4448  52.7128
218.0  0.4  0.2949  15.9988  51.7355
218.0  0.4  0.2949  16.5728  52.6360
218.0  0.4  0.2949  17.1673  50.8227
218.0  0.4  0.2949  17.7831  51.1764
218.0  0.4  0.2949  18.4211  52.0477
218.0  0.4  0.2949  19.0819  49.9220
218.0  0.4  0.2949  19.7664  49.3631
218.0  0.4  0.2949  20.4755  49.9934
218.0  0.4  0.2949  21.2100  48.7259
218.0  0.4  0.2949  21.9709  49.5389
218.0  0.4  0.2949  22.7591  49.6734
218.0  0.4  0.2949  23.5755  48.5392
218.0  0.4  0.2949  24.4212  47.5380
218.0  0.4  0.2949  25.2973  47.6401
218.0  0.4  0.2949  26.2048  45.8869
218.0  0.4  0.2949  27.1448  46.4853
218.0  0.4  0.2949  28.1186  46.4058
218.0  0.4  0.2949  29.1273  47.0583
218.0  0.4  0.2949  30.1722  47.7120
218.0  0.4  0.2949  31.2546  46.5198
218.0  0.4  0.2949  32.3758  45.5379
218.0  0.4  0.2949  33.5372  46.1020
218.0  0.4  0.2949  34.7403  46.1013
218.0  0.4  0.2949  35.9865  45.4572
218.0  0.4  0.2949  37.2775  43.8220
218.0  0.4  0.2949  38.6148  43.0479
218.0  0.4  0.2949  40.0000  43.5011
218.0  0.4  0.3068  5.0000  66.3859
218.0  0.4  0.3068  5.1794  65.8702
218.0  0.4  0.3068  5.3652  65.8370
218.0  0.4  0.3068  5.5576  64.6964
218.0  0.4  0.3068  5.7570  62.2986
218.0  0.4  0.3068  5.9635  64.2348
218.0  0.4  0.3068  6.1775  63.3087
218.0  0.4  0.3068  6.3991  62.2409
218.0  0.4  0.3068  6.6286  61.8279
218.0  0.4  0.3068  6.8664  61.3783
218.0  0.4  0.3068  7.1127  60.9788
218.0  0.4  0.3068  7.3679  61.0415
218.0  0.4  0.3068  7.6322  60.3816
218.0  0.4  0.3068  7.9060  60.8561
218.0  0.4  0.3068  8.1896  60.4045
218.0  0.4  0.3068  8.4834  59.1832
218.0  0.4  0.3068  8.7877  60.2456
218.0  0.4  0.3068  9.1030  58.7882
218.0  0.4  0.3068  9.4295  59.0952
218.0  0.4  0.3068  9.7678  58.2896
218.0  0.4  0.3068  10.1182  57.9886
218.0  0.4  0.3068  10.4811  57.8508
218.0  0.4  0.3068  10.8571  56.8664
218.0  0.4  0.3068  11.2466  57.0443
218.0  0.4  0.3068  11.6501  55.9385
218.0  0.4  0.3068  12.0680  56.2485
218.0  0.4  0.3068  12.5009  54.8393
218.0  0.4  0.3068  12.9494  55.3268
218.0  0.4  0.3068  13.4139  54.4047
218.0  0.4  0.3068  13.8951  54.5891
218.0  0.4  0.3068  14.3936  53.2775
218.0  0.4  0.3068  14.9099  53.3496
218.0  0.4  0.3068  15.4448  53.6211
218.0  0.4  0.3068  15.9988  52.2600
218.0  0.4  0.3068  16.5728  52.4098
218.0  0.4  0.3068  17.1673  53.4716
218.0  0.4  0.3068  17.7831  50.8820
218.0  0.4  0.3068  18.4211  51.1580
218.0  0.4  0.3068  19.0819  50.3171
218.0  0.4  0.3068  19.7664  49.3338
218.0  0.4  0.3068  20.4755  49.4703
218.0  0.4  0.3068  21.2100  49.4662
218.0  0.4  0.3068  21.9709  47.7229
218.0  0.4  0.3068  22.7591  48.4984
218.0  0.4  0.3068  23.5755  47.3160
218.0  0.4  0.3068  24.4212  48.0410
218.0  0.4  0.3068  25.2973  46.7777
218.0  0.4  0.3068  26.2048  47.5511
218.0  0.4  0.3068  27.1448  47.9501
218.0  0.4  0.3068  28.1186  46.3252
218.0  0.4  0.3068  29.1273  47.0091
218.0  0.4  0.3068  30.1722  46.2770
218.0  0.4  0.3068  31.2546  44.2451
218.0  0.4  0.3068  32.3758  43.9790
218.0  0.4  0.3068  33.5372  44.5486
218.0  0.4  0.3068  34.7403  44.6211
218.0  0.4  0.3068  35.9865  45.2343
218.0  0.4  0.3068  37.2775  45.8468
218.0  0.4  0.3068  38.6148  44.4316
218.0  0.4  0.3068  40.0000  43.4484
218.0  0.4  0.3186  5.0000  68.1623
218.0  0.4  0.3186  5.1794  66.4817
218.0  0.4  0.3186  5.3652  66.5336
218.0  0.4  0.3186  5.5576  65.0052
