# chi2  Jfactor[GeV2/cm5]
39.8996  6.3839777963e+21
37.684  7.0964993214e+21
35.5758  7.8767136551e+21
33.0973  8.7300430236e+21
30.5279  9.6623557517e+21
28.1006  1.0679864831e+22
25.8317  1.1789315459e+22
23.7381  1.2997893188e+22
21.8364  1.4313362212e+22
19.9033  1.5743966449e+22
17.9572  1.7298702019e+22
16.2475  1.8986994041e+22
14.792  2.0819236475e+22
13.2091  2.2805270905e+22
11.7952  2.4959135306e+22
10.6835  2.7292478675e+22
9.7056  2.9818918596e+22
8.6994  3.2553143053e+22
8.0476  3.5510851838e+22
91.4734  1.6437865352e+20
90.602  1.94146723e+20
89.6574  2.2893098869e+20
88.6367  2.6947830684e+20
87.5373  3.1664378579e+20
86.3572  3.7137548262e+20
85.0948  4.3470564319e+20
83.749  5.0785019285e+20
82.3195  5.9210533524e+20
80.807  6.8891559421e+20
79.2129  7.9986696194e+20
77.5394  9.2671969311e+20
75.7901  1.0713476273e+21
73.9695  1.2358831451e+21
72.0834  1.4225894053e+21
70.1387  1.6339360052e+21
68.1438  1.8726105743e+21
65.6657  2.1414972582e+21
63.0232  2.4437131527e+21
60.3436  2.7826917099e+21
57.6406  3.1619795641e+21
54.9293  3.5855720608e+21
52.2259  4.0576297946e+21
49.5476  4.582443993e+21
46.913  5.1652516869e+21
44.3412  5.8110542358e+21
41.8526  6.5254031218e+21
39.468  7.3142354471e+21
36.6575  8.1839425509e+21
33.7349  9.1413936635e+21
30.9664  1.0193901304e+22
28.3756  1.134929386e+22
25.9861  1.2615998794e+22
23.8218  1.4003046498e+22
21.402  1.5520076486e+22
19.2218  1.7177521336e+22
17.3321  1.8986426367e+22
15.4134  2.0958783039e+22
13.6025  2.3107365668e+22
12.1502  2.5445977266e+22
10.7761  2.7989273686e+22
9.5024  3.0753248034e+22
8.658  3.3754656072e+22
7.8646  3.7011975955e+22
7.138  4.0542703832e+22
6.8095  4.43717961e+22
6.6485  4.8519962088e+22
6.8236  5.3011410838e+22
7.3235  5.7872254316e+22
8.0661  6.3130403268e+22
89.6812  2.5684164612e+20
88.6345  3.0335425468e+20
87.5042  3.5770466983e+20
86.2881  4.2105985444e+20
84.9842  4.9475591529e+20
83.5917  5.8027419159e+20
82.1102  6.7922756749e+20
80.5405  7.9351592633e+20
78.8845  9.2516458631e+20
77.1452  1.076430616e+21
75.3268  1.249792128e+21
73.4351  1.4479995205e+21
71.4775  1.6739806676e+21
69.3747  1.9310674142e+21
66.7044  2.2227959458e+21
63.9757  2.5530250082e+21
61.2029  2.9259540223e+21
58.402  3.346089466e+21
55.5907  3.8183018011e+21
52.7885  4.3479557967e+21
50.0166  4.9405930689e+21
47.2976  5.602456345e+21
44.6558  6.340046554e+21
42.1166  7.1600687391e+21
38.9053  8.0707057608e+21
35.7605  9.0797722434e+21
32.7822  1.0195942378e+22
30.0003  1.1428492886e+22
27.4458  1.2787410236e+22
24.8666  1.4283427599e+22
22.2751  1.5927970787e+22
19.997  1.7733271656e+22
17.7988  1.9712498115e+22
15.617  2.1879760153e+22
13.8392  2.425011951e+22
12.1108  2.6839877088e+22
10.5712  2.9666291198e+22
9.3763  3.2748098498e+22
8.2277  3.6105258857e+22
7.2815  3.9759339478e+22
6.8381  4.3733240135e+22
6.481  4.8051950052e+22
6.5646  5.2741650113e+22
7.0563  5.783121243e+22
7.6588  6.3347974737e+22
8.8666  6.9330931406e+22
10.3553  7.5812440763e+22
12.2178  8.2830329434e+22
14.7486  9.0425397369e+22
17.3919  9.8641255107e+22
87.9692  3.6985197042e+20
86.7637  4.3683012674e+20
85.4674  5.1509472456e+20
84.0788  6.063261904e+20
82.5976  7.1244851802e+20
81.0244  8.3559483589e+20
79.3608  9.7808769719e+20
77.6101  1.1426629339e+21
75.7769  1.3322370043e+21
73.8676  1.550060087e+21
71.8901  1.7997006644e+21
69.3933  2.0851193095e+21
66.6503  2.4105321614e+21
63.8475  2.7807370765e+21
61.0015  3.200826162e+21
58.131  3.6763560118e+21
55.2569  4.2133737922e+21
52.4025  4.818368831e+21
49.5932  5.4983545936e+21
46.8563  6.2610563472e+21
44.108  7.1144540192e+21
40.6662  8.0675371368e+21
37.3666  9.1296670378e+21
34.2444  1.0310498984e+22
31.3362  1.1621816296e+22
28.6795  1.3074872031e+22
25.7365  1.4682157024e+22
23.0637  1.6457029756e+22
20.6993  1.841387074e+22
18.1116  2.0568135743e+22
15.9558  2.2936277934e+22
13.9643  2.5535911185e+22
12.0785  2.8385997285e+22
10.4402  3.150685462e+22
8.982  3.4920172094e+22
7.7994  3.8649423007e+22
7.059  4.2719459325e+22
6.5612  4.7157261837e+22
6.4161  5.1991572754e+22
6.6476  5.7253448848e+22
7.2927  6.2975865794e+22
8.426  6.9194808076e+22
9.8976  7.5947976163e+22
11.946  8.3276945899e+22
14.3972  9.1221083621e+22
17.4909  9.9836541224e+22
20.8208  1.091699147e+23
24.4419  1.1927567439e+23
28.2585  1.3021257221e+23
32.466  1.4204340735e+23
86.3366  5.034096264e+20
84.9888  5.9457433918e+20
83.5457  7.0110115287e+20
82.0076  8.2527731471e+20
80.3756  9.6972159397e+20
78.6527  1.1373374155e+21
76.8432  1.3312860323e+21
74.9533  1.5552912156e+21
72.9911  1.8133225892e+21
70.434  2.1098040073e+21
67.6641  2.4495925709e+21
64.8286  2.8380790602e+21
61.9452  3.2810021085e+21
59.0344  3.7848921319e+21
56.1192  4.3566800539e+21
53.2256  5.003929016e+21
50.3822  5.7348698838e+21
47.6202  6.5583353533e+21
44.3084  7.4838715302e+21
40.8019  8.5219933614e+21
37.458  9.683562415e+21
34.3179  1.0980814436e+22
31.425  1.2426491246e+22
28.3957  1.4033734729e+22
25.4593  1.5818583291e+22
22.8745  1.7796353597e+22
20.0609  1.9984047061e+22
17.6635  2.2399846057e+22
15.4086  2.5063324062e+22
13.2399  2.7995518095e+22
11.3051  3.1218822743e+22
9.5701  3.4757212447e+22
8.2991  3.8636496305e+22
7.3  4.28843299e+22
6.6007  4.7530234239e+22
6.4413  5.2606159092e+22
6.5466  5.8145930748e+22
7.1738  6.4186273056e+22
8.3632  7.0766307359e+22
9.9083  7.7928305376e+22
12.1162  8.5717150665e+22
14.8649  9.4181822103e+22
17.9826  1.0337363422e+23
21.4328  1.1334917636e+23
24.8946  1.2416203048e+23
29.0077  1.3588862556e+23
33.9986  1.485923839e+23
39.962  1.6234744569e+23
46.7703  1.7723377884e+23
54.3814  1.9333686001e+23
84.783  6.5751461408e+20
83.3089  7.7658689198e+20
81.7381  9.1572395477e+20
80.0728  1.0779132274e+21
78.3163  1.2665751431e+21
76.4743  1.4855019305e+21
74.5542  1.7388225728e+21
72.2044  2.0314007714e+21
69.4447  2.3684213409e+21
66.6094  2.7556623768e+21
63.7164  3.1994678478e+21
60.7866  3.7068787724e+21
57.8442  4.2853905091e+21
54.9164  4.9435325804e+21
52.034  5.6903576214e+21
49.2306  6.5357440209e+21
45.7379  7.4904422972e+21
42.1411  8.5659890329e+21
38.7124  9.7748526108e+21
35.4982  1.1130766839e+22
32.5474  1.2647918256e+22
29.2926  1.4342288243e+22
26.3114  1.6230519178e+22
23.4827  1.8329775972e+22
20.6156  2.0661006748e+22
18.1252  2.3244216943e+22
15.6775  2.6101612487e+22
13.2371  2.9256941788e+22
11.2649  3.2735770204e+22
9.5108  3.6565574654e+22
8.2144  4.0775605216e+22
7.1369  4.5397175441e+22
6.5864  5.0463995174e+22
6.4198  5.6012185992e+22
6.7292  6.2080305945e+22
7.6558  6.8710085345e+22
9.031  7.5945705466e+22
10.9958  8.3835132154e+22
13.61  9.2429462674e+22
16.5697  1.0178390906e+23
19.6847  1.1195709475e+23
23.054  1.2301299213e+23
27.3131  1.3501862429e+23
32.6493  1.4804790382e+23
39.0967  1.6217081533e+23
46.0119  1.774871844e+23
53.8253  1.9407984835e+23
62.2644  2.1204564335e+23
71.7938  2.3148901726e+23
82.4314  2.5252161307e+23
83.3076  8.3216693344e+20
81.7232  9.8286778517e+20
80.0437  1.1589631303e+21
78.2731  1.3642339284e+21
76.4179  1.6030091655e+21
74.4867  1.8800883808e+21
71.7718  2.2006973187e+21
68.9674  2.5709916013e+21
66.0916  2.9975332596e+21
63.1645  3.4876351957e+21
60.2101  4.0493264948e+21
57.2557  4.6915184464e+21
54.3326  5.4236973631e+21
51.4758  6.256658422e+21
48.1255  7.2018588645e+21
44.417  8.2718010265e+21
40.867  9.4800910324e+21
37.5258  1.084132987e+22
34.447  1.2371297836e+22
31.1224  1.4087376781e+22
27.9962  1.6007521543e+22
25.0269  1.8151958558e+22
22.0162  2.0541750835e+22
19.3081  2.3198622715e+22
16.5716  2.6149086665e+22
14.032  2.9418462069e+22
11.8477  3.3034853304e+22
10.0083  3.7028316951e+22
8.5744  4.1431209164e+22
7.3196  4.6278305422e+22
6.7451  5.1606625351e+22
6.4998  5.7455800167e+22
6.9129  6.3868493892e+22
7.6943  7.0890422896e+22
9.2541  7.8570387212e+22
11.3502  8.6961201765e+22
13.9247  9.6118783481e+22
16.7996  1.0610383913e+23
19.7738  1.169810387e+23
23.7048  1.2882025991e+23
28.7777  1.4169569804e+23
34.9267  1.5568831817e+23
41.7198  1.7088294637e+23
49.3743  1.8737312827e+23
57.7427  2.0524743815e+23
67.4086  2.2463221775e+23
78.1348  2.4563230807e+23
90.2271  2.6837026737e+23
103.0797  2.9297828747e+23
117.9403  3.1959766655e+23
81.9099  1.0273665845e+21
80.2311  1.2134170187e+21
78.4612  1.4308186793e+21
76.6072  1.6842394178e+21
74.4749  1.9790236612e+21
71.7325  2.3210967664e+21
68.9026  2.71691027e+21
66.0038  3.1740637053e+21
63.0583  3.7006583452e+21
60.0924  4.3057224638e+21
57.1365  4.9991685121e+21
54.2251  5.791998082e+21
51.2952  6.6959226705e+21
47.4673  7.7242696568e+21
43.7747  8.8911837834e+21
40.2698  1.0212100033e+22
37.0092  1.1703816089e+22
33.7512  1.3384357864e+22
30.3966  1.5273207204e+22
27.3397  1.7391823187e+22
24.1389  1.9762372276e+22
21.1977  2.240982538e+22
18.2954  2.5360186216e+22
15.4752  2.8640274956e+22
13.1072  3.2282823043e+22
10.9911  3.6319088974e+22
9.3142  4.0783769511e+22
7.8416  4.5713971544e+22
7.0616  5.1149640943e+22
6.593  5.7133710397e+22
6.9497  6.371188315e+22
7.5704  7.0933086626e+22
8.8445  7.8849992459e+22
11.0284  8.7519040612e+22
13.4777  9.700047804e+22
15.9672  1.0735950835e+23
18.9966  1.1866516479e+23
23.2125  1.3099239399e+23
28.6793  1.4442103543e+23
34.9626  1.5903735791e+23
42.1548  1.7493296054e+23
50.1049  1.9220780021e+23
59.1404  2.1096660045e+23
69.5615  2.3132484972e+23
81.1196  2.5339189895e+23
93.7194  2.7732372562e+23
108.2226  3.0324976305e+23
124.5259  3.3132131774e+23
142.3353  3.6170158947e+23
162.5179  3.9456502043e+23
80.5894  1.2431135672e+21
78.8317  1.4682345927e+21
76.9897  1.731290602e+21
74.766  2.0379296955e+21
72.0131  2.39461863e+21
69.1722  2.8085270873e+21
66.263  3.2874614267e+21
63.3095  3.8406170835e+21
60.3398  4.4777965977e+21
57.3866  5.2099241812e+21
54.4874  6.0489938997e+21
51.1805  7.0083176792e+21
47.3444  8.1020664313e+21
43.6617  9.3463662848e+21
40.1902  1.0758332378e+22
36.9921  1.235664104e+22
33.4891  1.4161617468e+22
30.2397  1.6195073015e+22
26.9837  1.8480580717e+22
23.8439  2.1044106056e+22
20.6857  2.3912470453e+22
17.5976  2.711588871e+22
15.0346  3.0685825321e+22
12.575  3.4654732697e+22
10.485  3.9062215883e+22
8.7922  4.3946097658e+22
7.6299  4.9348361109e+22
6.912  5.5313905568e+22
6.9103  6.1891065541e+22
7.275  6.913178958e+22
8.216  7.7091378611e+22
10.1385  8.5829034817e+22
12.2779  9.5408490876e+22
14.5131  1.0589803914e+23
17.4487  1.1737057843e+23
21.6494  1.2990500511e+23
27.1178  1.435848494e+23
33.3743  1.5850079673e+23
40.5085  1.7474945287e+23
48.49  1.9243520307e+23
58.0104  2.1166888225e+23
68.6695  2.3257143825e+23
80.5775  2.5526958655e+23
93.8388  2.7990306816e+23
109.5883  3.0660419773e+23
126.2319  3.35561708e+23
145.7712  3.6693221329e+23
166.4777  4.0089879446e+23
190.1631  4.3765892326e+23
215.2635  4.7742367472e+23
79.3455  1.4794078817e+21
77.5242  1.747320507e+21
75.3051  2.0603788982e+21
72.5546  2.4253047616e+21
69.7142  2.8497940721e+21
66.8043  3.3423793436e+21
63.8499  3.9123507887e+21
60.8806  4.5706517357e+21
57.9309  5.3289480171e+21
55.0406  6.2002403479e+21
51.5022  7.1988026575e+21
47.6524  8.340477238e+21
43.9685  9.6421286455e+21
40.5126  1.1122948306e+22
37.2606  1.2803304648e+22
33.682  1.4705424047e+22
30.4029  1.6853495169e+22
27.0513  1.9273475324e+22
23.6768  2.1993418374e+22
20.5202  2.5044225389e+22
17.4437  2.8457816077e+22
14.7817  3.2270148547e+22
12.2792  3.6518668151e+22
10.3522  4.1241995937e+22
8.6722  4.6487265182e+22
7.6157  5.2299488122e+22
6.9998  5.8728628096e+22
6.9918  6.5828119024e+22
7.6035  7.3655482958e+22
9.051  8.2272542972e+22
10.9397  9.1745111735e+22
12.7427  1.0214364474e+23
15.2932  1.1354398914e+23
19.1633  1.2602741848e+23
24.3228  1.3968068838e+23
30.353  1.5459769203e+23
37.227  1.708778373e+23
45.0405  1.8862904735e+23
54.5485  2.0796629102e+23
65.1723  2.2901379539e+23
77.0376  2.5190346318e+23
90.6384  2.767792323e+23
106.5312  3.0379190465e+23
123.8026  3.331077836e+23
143.8597  3.6488433449e+23
165.3471  3.993461649e+23
189.8412  4.366796588e+23
216.0082  4.7710269754e+23
245.2749  5.2085028884e+23
276.5895  5.6817362941e+23
78.1776  1.7362495278e+21
76.0464  2.0506747616e+21
73.3094  2.4180835681e+21
70.4791  2.846364616e+21
67.5764  3.3445499874e+21
64.6266  3.9226535351e+21
61.6603  4.5915783562e+21
58.7132  5.364167662e+21
55.8268  6.2541126034e+21
52.1855  7.2766709638e+21
48.3143  8.4485947855e+21
44.6154  9.7884767585e+21
41.1549  1.1316109313e+22
37.8282  1.305401572e+22
34.2305  1.5026100594e+22
30.898  1.7258449055e+22
27.4958  1.9779449191e+22
23.9229  2.261956479e+22
20.6409  2.5811720175e+22
17.6376  2.9392181185e+22
14.8804  3.3398409146e+22
12.328  3.7872604892e+22
10.2864  4.2858714705e+22
8.7092  4.8402064676e+22
7.6133  5.4557970943e+22
7.1289  6.1379260366e+22
7.3251  6.8924570474e+22
7.8961  7.725661191e+22
9.4404  8.6442893194e+22
11.0774  9.6555970571e+22
12.9632  1.0767308252e+23
16.1947  1.198769164e+23
20.8672  1.3325648726e+23
26.3695  1.4790717863e+23
32.7084  1.6393080789e+23
40.1641  1.8143756911e+23
49.1807  2.005441285e+23
59.5679  2.2137714585e+23
71.1141  2.4407154987e+23
84.4731  2.6877313487e+23
100.1995  2.9563670331e+23
117.4721  3.2483118235e+23
137.4987  3.5653355476e+23
159.3016  3.9093899603e+23
183.9401  4.2823230922e+23
210.7455  4.686770963e+23
240.3528  5.1249209956e+23
272.6497  5.5993302697e+23
307.6174  6.1127568621e+23
345.9362  6.6681488452e+23
76.9523  2.0136385056e+21
74.2385  2.3782973567e+21
71.427  2.8044046115e+21
68.5383  3.3011092588e+21
65.598  3.8788863759e+21
62.6368  4.5493496621e+21
59.6912  5.3251441291e+21
56.8037  6.2211648625e+21
53.1737  7.2532903566e+21
49.2734  8.4392160291e+21
45.5456  9.7983702838e+21
42.0598  1.1352316241e+22
38.6922  1.3124008434e+22
35.0674  1.5139568527e+22
31.6463  1.7426720215e+22
28.1231  2.0015716064e+22
24.493  2.2939479535e+22
21.1138  2.6233341413e+22
18.0105  2.9935486121e+22
15.184  3.4087973446e+22
12.6588  3.873424966e+22
10.5041  4.3923257745e+22
8.9868  4.9705964983e+22
7.8015  5.6134938914e+22
7.2065  6.3274333165e+22
7.3538  7.1185414389e+22
8.3255  7.9936188242e+22
9.6148  8.9599384227e+22
10.9043  1.0025329625e+23
13.2168  1.1198207238e+23
16.9921  1.2487529097e+23
21.8011  1.3902884979e+23
27.4506  1.5454598522e+23
34.2639  1.715373196e+23
42.5279  1.9012093696e+23
52.4067  2.1042463637e+23
63.4468  2.3258372299e+23
75.9914  2.5674509222e+23
91.2221  2.8306522944e+23
107.8746  3.117132215e+23
127.6133  3.4286860266e+23
148.9549  3.7672728841e+23
173.4483  4.1349453689e+23
200.066  4.5339670545e+23
229.6926  4.9664812194e+23
262.0955  5.4355450222e+23
297.2651  5.9436953558e+23
336.0003  6.4938978276e+23
379.55  7.0893511537e+23
428.0828  7.7334744004e+23
75.3094  2.3115748151e+21
72.5247  2.7301882921e+21
69.6569  3.2193420285e+21
66.7308  3.78953869e+21
63.7772  4.4528032376e+21
60.8326  5.2224677243e+21
57.9398  6.1130481074e+21
54.4238  7.141643337e+21
50.4877  8.3264812767e+21
46.7187  9.6878755436e+21
43.1886  1.1248129152e+22
39.7929  1.3031995684e+22
36.1487  1.5065826009e+22
32.6623  1.7379606728e+22
29.0272  2.0005163513e+22
25.3315  2.2977225074e+22
21.8759  2.6333586201e+22
18.6568  3.0114805194e+22
15.7164  3.436471621e+22
13.1507  3.913160217e+22
10.9302  4.446533762e+22
9.2973  5.0422107105e+22
8.1279  5.7060418986e+22
7.4076  6.4440618652e+22
7.4272  7.2636351848e+22
8.4211  8.1717950191e+22
9.4831  9.17634814e+22
10.7094  1.0285643597e+23
13.3212  1.1508669212e+23
17.3971  1.2855084839e+23
22.2041  1.4335173709e+23
28.2481  1.5959944491e+23
35.3434  1.7741248303e+23
44.2729  1.9691784138e+23
54.5563  2.1825107559e+23
66.0779  2.4155889379e+23
80.1527  2.6699662078e+23
95.9275  2.9473288648e+23
114.7773  3.2494732971e+23
135.235  3.578340553e+23
159.2756  3.9359916122e+23
184.9035  4.3246755047e+23
214.2069  4.7467485102e+23
245.8651  5.2048091187e+23
280.86  5.7013177263e+23
319.1121  6.2397838265e+23
362.3421  6.8231196687e+23
410.7189  7.4547296491e+23
464.418  8.1382857632e+23
523.622  8.8777129596e+23
73.7445  2.6300584563e+21
70.9043  3.1063475679e+21
67.9979  3.6628958191e+21
65.0553  4.3116529095e+21
62.1125  5.0663005726e+21
59.212  5.9420077219e+21
55.9022  6.9552902911e+21
51.9258  8.1256030856e+21
48.1059  9.4736853638e+21
44.5156  1.1022649507e+22
41.0956  1.2797871391e+22
37.4476  1.482751509e+22
33.9219  1.7141562036e+22
30.2191  1.9774130322e+22
26.4081  2.2761430485e+22
22.8924  2.6142976084e+22
19.5406  2.9961769189e+22
16.5003  3.4263956131e+22
13.8166  3.9099410443e+22
11.4756  4.4523067358e+22
9.6838  5.0591673025e+22
8.4409  5.7369152973e+22
7.6593  6.4922076713e+22
7.5462  7.3319103888e+22
8.4119  8.2644026991e+22
9.1172  9.2976867773e+22
10.3913  1.0440644995e+23
13.1858  1.1702776715e+23
17.2114  1.3094308081e+23
22.0625  1.4626229862e+23
28.1156  1.6310242086e+23
35.7229  1.8158870176e+23
45.02  2.018559807e+23
55.5375  2.2404874397e+23
67.8009  2.4832122378e+23
82.7329  2.7484034138e+23
99.6171  3.0378282187e+23
119.29  3.3534052862e+23
141.6094  3.6971785069e+23
166.4361  4.0713563625e+23
194.7444  4.4782837898e+23
225.1627  4.9205196854e+23
259.6001  5.4007449716e+23
296.5014  5.9219161528e+23
338.5233  6.4868326131e+23
385.8352  7.0994873759e+23
438.6122  7.7631939342e+23
497.036  8.4818257341e+23
561.2951  9.2595606905e+23
631.5862  1.0100864523e+24
72.2571  2.9690894292e+21
69.3765  3.5067751841e+21
66.4493  4.1350659833e+21
63.5106  4.8674519173e+21
60.602  5.7193783808e+21
57.5818  6.7079696548e+21
53.5637  7.8518706802e+21
49.6865  9.1730441084e+21
46.0239  1.0694902618e+22
42.5918  1.244353792e+22
38.949  1.4447597e+22
35.3773  1.6738874457e+22
31.6669  1.9351216518e+22
27.7102  2.2323139308e+22
24.1496  2.5695521134e+22
20.6491  2.9512969095e+22
17.5216  3.3824028498e+22
14.6678  3.8680794227e+22
12.2074  4.4139568821e+22
10.2284  5.0262369009e+22
8.8269  5.7113255876e+22
7.9363  6.4764395348e+22
7.6756  7.3290938164e+22
8.3915  8.2770394624e+22
8.7642  9.3297358595e+22
10.0237  1.0496216713e+23
12.8748  1.1786509389e+23
16.7995  1.3211337776e+23
21.5094  1.4782246233e+23
27.5919  1.6511642305e+23
35.5002  1.841273423e+23
45.0241  2.0499662035e+23
55.5609  2.2787647821e+23
68.6663  2.5293002737e+23
83.8004  2.8033138153e+23
102.0984  3.1026897914e+23
122.2111  3.4294232625e+23
146.0105  3.7856801864e+23
171.9279  4.1737679239e+23
201.3807  4.5961796436e+23
234.0109  5.0555625596e+23
269.6024  5.5548054261e+23
309.5635  6.0969347531e+23
354.9384  6.6852881569e+23
405.9022  7.3230258796e+23
462.6358  8.0146556705e+23
525.3263  8.7639181522e+23
594.168  9.5751860826e+23
669.3629  1.0453175936e+24
751.1212  1.140292909e+24
70.8466  3.3286677338e+21
67.9406  3.9314711407e+21
65.01  4.635852521e+21
62.0953  5.4569357136e+21
59.2443  6.4120366622e+21
55.3817  7.520353523e+21
51.4445  8.8027892747e+21
47.7021  1.0283966405e+22
44.2372  1.1990133039e+22
40.6452  1.3950540783e+22
37.0124  1.6197305979e+22
33.1935  1.8766073786e+22
29.2371  2.1694789452e+22
25.6445  2.5026633688e+22
21.986  2.8807435458e+22
18.7841  3.3087204106e+22
15.7128  3.792036413e+22
13.1333  4.3365319479e+22
10.9394  4.9485191342e+22
9.3802  5.6349507125e+22
8.2494  6.4030086173e+22
7.8214  7.2607834231e+22
8.3596  8.216700334e+22
8.4594  9.2794490859e+22
9.587  1.0459634666e+23
12.3636  1.1767384827e+23
15.9135  1.3213941322e+23
20.6452  1.481132678e+23
26.6653  1.6572483666e+23
34.7186  1.8511322169e+23
43.94  2.064265014e+23
54.8106  2.2982320067e+23
68.4724  2.5547397557e+23
83.8047  2.8356169158e+23
102.6005  3.1428154885e+23
123.6593  3.4784480706e+23
147.8916  3.8447513392e+23
175.4922  4.2441535653e+23
205.6657  4.6792415479e+23
239.9914  5.1528103963e+23
277.0766  5.6678279215e+23
319.6804  6.2275327268e+23
367.9787  6.8353178546e+23
422.1523  7.4949251309e+23
482.387  8.2098975259e+23
548.8754  8.9852887102e+23
621.8166  9.8252923229e+23
701.4174  1.0734810695e+24
787.8931  1.1719131499e+24
881.4679  1.2783906662e+24
69.5125  3.70879337e+21
66.5958  4.3804354376e+21
63.679  5.1652554324e+21
60.8083  6.0801042981e+21
57.3627  7.1442754168e+21
53.3671  8.3791593266e+21
49.542  9.8080460746e+21
45.9694  1.1458369976e+22
42.4685  1.3359376626e+22
38.8109  1.5543658094e+22
34.9298  1.8046998329e+22
30.9954  2.0909113076e+22
27.2476  2.417228084e+22
23.5656  2.7884613461e+22
20.1957  3.2097173458e+22
16.9338  3.6865681118e+22
14.2247  4.2250776083e+22
11.8459  4.8317531889e+22
10.1021  5.5136278008e+22
