# chi2  Jfactor[GeV2/cm5]
7165.4098  inf
8516.2366  inf
10057.0373  inf
11808.5236  inf
13793.3813  inf
16036.4533  inf
18564.9378  inf
21408.6061  inf
24600.039  inf
28174.8858  inf
80.5578  inf
78.1352  inf
75.7599  inf
73.5219  inf
70.2864  inf
66.6787  inf
63.489  inf
60.2256  inf
55.8705  inf
51.8936  inf
47.9916  inf
43.7263  inf
39.6267  inf
35.5035  inf
31.2388  inf
28.0679  inf
24.4648  inf
19.6355  inf
15.304  inf
12.7233  inf
11.0421  inf
12.703  inf
18.8527  inf
42.0974  inf
91.0082  inf
170.1181  inf
284.4616  inf
439.618  inf
641.7579  inf
897.695  inf
1214.9427  inf
1601.776  inf
2067.3001  inf
2621.5251  inf
3275.4482  inf
4041.1437  inf
4931.8622  inf
5962.1379  inf
7147.9075  inf
8506.6392  inf
10057.4743  inf
11821.3813  inf
13821.3255  inf
16082.4524  inf
18632.2894  inf
21500.9655  inf
24721.4507  inf
28329.8176  inf
32365.5266  inf
36871.737  inf
77.8829  inf
75.5709  inf
73.4361  inf
69.6739  inf
66.2138  inf
63.1376  inf
59.3096  inf
55.1363  inf
51.4086  inf
47.1224  inf
42.877  inf
38.9643  inf
34.5498  inf
30.8964  inf
27.1893  inf
23.0292  inf
18.2266  inf
14.6459  inf
12.1689  inf
11.6089  inf
14.777  inf
28.4451  inf
65.3794  inf
130.9643  inf
230.1321  inf
368.3536  inf
551.6836  inf
786.8113  inf
1081.1155  inf
1442.725  inf
1880.5858  inf
2404.534  inf
3025.3763  inf
3754.9782  inf
4606.3607  inf
5593.8062  inf
6732.9748  inf
8041.0308  inf
9536.7818  inf
11240.8303  inf
13175.7393  inf
15366.2138  inf
17839.2981  inf
20624.5918  inf
23754.485  inf
27264.4159  inf
31193.1503  inf
35583.0883  inf
40480.5971  inf
45936.375  inf
75.7483  inf
73.4053  inf
69.6954  inf
66.3244  inf
63.2731  inf
59.2372  inf
55.1335  inf
51.5778  inf
47.065  inf
42.8908  inf
39.1976  inf
34.5759  inf
30.9244  inf
27.4396  inf
22.7946  inf
17.8607  inf
14.4091  inf
12.2476  inf
12.6552  inf
17.4808  inf
37.5703  inf
83.6936  inf
160.5768  inf
273.4486  inf
428.1038  inf
630.951  inf
889.0655  inf
1210.247  inf
1603.0834  inf
2077.0206  inf
2642.4396  inf
3310.7408  inf
4094.4367  inf
5007.2536  inf
6064.2427  inf
7281.9021  inf
8678.3099  inf
10273.2702  inf
12088.4724  inf
14147.6652  inf
16476.8467  inf
19104.4723  inf
22061.681  inf
25382.5426  inf
29104.3278  inf
33267.8025  inf
37917.5485  inf
43102.3139  inf
48875.3951  inf
55295.0527  inf
73.8612  inf
70.1696  inf
66.8263  inf
63.8002  inf
59.7337  inf
55.6549  inf
52.15  inf
47.5711  inf
43.4489  inf
39.6847  inf
35.1454  inf
31.5439  inf
27.9901  inf
23.0553  inf
18.1195  inf
14.7645  inf
12.6706  inf
13.1356  inf
19.1957  inf
43.1106  inf
94.2205  inf
177.4196  inf
298.1435  inf
462.4138  inf
676.8875  inf
948.9114  inf
1286.5816  inf
1698.809  inf
2195.392  inf
2787.0955  inf
3485.7384  inf
4304.289  inf
5256.9699  inf
6359.3733  inf
7628.5868  inf
9083.3309  inf
10744.1097  inf
12633.3757  inf
14775.7098  inf
17198.0173  inf
19929.7428  inf
23003.1041  inf
26453.3478  inf
30319.0283  inf
34642.3114  inf
39469.3062  inf
44850.427  inf
50840.7877  inf
57500.6319  inf
64895.8016  inf
70.9894  inf
67.6213  inf
64.6164  inf
60.6574  inf
56.5592  inf
53.0084  inf
48.4686  inf
44.3603  inf
40.7017  inf
36.006  inf
32.4561  inf
28.8828  inf
23.8579  inf
18.8696  inf
15.3626  inf
13.1976  inf
13.3433  inf
19.6522  inf
44.2936  inf
96.6601  inf
181.7623  inf
305.1653  inf
473.0336  inf
692.1816  inf
970.1285  inf
1315.1593  inf
1736.3915  inf
2243.8485  inf
2848.5409  inf
3562.5547  inf
4399.1495  inf
5372.865  inf
6499.6384  inf
7796.9326  inf
9283.8772  inf
10981.4215  inf
12912.5026  inf
15102.2294  inf
17578.0824  inf
20370.1329  inf
23511.2815  inf
27037.5192  inf
30988.2117  inf
35406.4093  inf
40339.1857  inf
45838.0066  inf
51959.1329  inf
58764.0586  inf
66319.9901  inf
74700.3673  inf
68.6596  inf
65.6769  inf
61.9418  inf
57.7939  inf
54.1127  inf
49.7155  inf
45.595  inf
41.8893  inf
37.1475  inf
33.651  inf
29.831  inf
25.1363  inf
20.0008  inf
16.1598  inf
13.7929  inf
13.4566  inf
18.9356  inf
41.6456  inf
92.0834  inf
175.3145  inf
296.9665  inf
463.2745  inf
681.1319  inf
958.1456  inf
1302.6973  inf
1724.0107  inf
2232.2254  inf
2838.4788  inf
3554.9951  inf
4395.1842  inf
5373.7489  inf
6506.8041  inf
7812.0053  inf
9308.6911  inf
11018.038  inf
12963.2299  inf
15169.6437  inf
17665.051  inf
20479.8398  inf
23647.2553  inf
27203.6629  inf
31188.836  inf
35646.2688  inf
40623.5181  inf
46172.5762  inf
52350.2771  inf
59218.7399  inf
66845.8518  inf
75305.795  inf
84679.6212  inf
66.8632  inf
63.5594  inf
59.3512  inf
55.4611  inf
51.2807  inf
47.1655  inf
43.3307  inf
38.6792  inf
34.9952  inf
31.0714  inf
26.9178  inf
21.3741  inf
17.1969  inf
14.3791  inf
13.7341  inf
17.4089  inf
36.358  inf
82.2415  inf
160.4745  inf
276.6898  inf
437.1309  inf
648.7033  inf
919.0289  inf
1256.5071  inf
1670.3823  inf
2170.8175  inf
2768.9758  inf
3477.1094  inf
4308.6586  inf
5278.359  inf
6402.3601  inf
7698.3547  inf
9185.7208  inf
10885.6768  inf
12821.451  inf
15018.4673  inf
17504.5477  inf
20310.1333  inf
23468.526  inf
27016.1519  inf
30992.8492  inf
35442.1814  inf
40411.7799  inf
45953.7172  inf
52124.9135  inf
58987.5812  inf
66609.7081  inf
75065.5854  inf
84436.3828  inf
94810.7755  inf
65.211  inf
61.0069  inf
57.0584  inf
53.1861  inf
48.9157  inf
45.136  inf
40.6286  inf
36.4671  inf
32.9127  inf
28.8421  inf
23.4116  inf
18.8379  inf
15.5401  inf
13.6916  inf
15.7814  inf
29.8989  inf
69.1446  inf
139.8754  inf
247.6799  inf
398.7574  inf
599.9677  inf
858.8859  inf
1183.8624  inf
1584.0895  inf
2069.6746  inf
2651.7209  inf
3342.4157  inf
4155.1281  inf
5104.516  inf
6206.6434  inf
7479.1089  inf
8941.1866  inf
10613.9804  inf
12520.5926  inf
14686.3078  inf
17138.7945  inf
19908.3251  inf
23028.0157  inf
26534.0882  inf
30466.1563  inf
34867.5372  inf
39785.5921  inf
45272.0971  inf
51383.6481  inf
58182.1021  inf
65735.0582  inf
74116.3824  inf
83406.7796  inf
93694.4171  inf
105075.6043  inf
62.9563  inf
58.8594  inf
55.2853  inf
50.7657  inf
46.7627  inf
43.1017  inf
38.3743  inf
35.0289  inf
31.141  inf
25.9095  inf
20.957  inf
17.3151  inf
14.3197  inf
14.5886  inf
23.7751  inf
54.8062  inf
116.1106  inf
213.191  inf
352.157  inf
539.7745  inf
783.5188  inf
1091.6348  inf
1473.2015  inf
1938.2041  inf
2497.6139  inf
3163.4749  inf
3949.0001  inf
4868.6768  inf
5938.3826  inf
7175.5119  inf
8599.1151  inf
10230.0508  inf
12091.1522  inf
14207.4088  inf
16606.1658  inf
19317.3407  inf
22373.6612  inf
25810.9232  inf
29668.2742  inf
33988.5209  inf
38818.466  inf
44209.2747  inf
50216.8745  inf
56902.3921  inf
64332.6283  inf
72580.577  inf
81725.9908  inf
91855.9965  inf
103065.7682  inf
115459.2587  inf
60.9494  inf
57.0681  inf
52.9401  inf
48.8972  inf
45.1192  inf
40.3836  inf
36.7365  inf
32.7394  inf
28.5281  inf
22.8309  inf
18.4907  inf
15.6404  inf
14.4114  inf
19.3042  inf
41.0914  inf
91.5732  inf
176.2166  inf
301.0033  inf
472.5639  inf
698.2302  inf
986.0934  inf
1345.0676  inf
1784.9607  inf
2316.5516  inf
2951.6756  inf
3703.3187  inf
4585.7209  inf
5614.4892  inf
6806.7227  inf
8181.1486  inf
9758.2715  inf
11560.5373  inf
13612.5114  inf
15941.0744  inf
18575.6355  inf
21548.3655  inf
24894.4512  inf
28652.3735  inf
32864.2101  inf
37575.9661  inf
42837.935  inf
48705.0918  inf
55237.5216  inf
62500.8882  inf
70566.943  inf
79514.0819  inf
89427.9508  inf
100402.107  inf
112538.7387  inf
125949.4511  inf
59.0888  inf
55.5347  inf
50.9819  inf
47.1251  inf
43.0463  inf
38.7355  inf
35.3535  inf
31.3142  inf
25.619  inf
20.6071  inf
17.1654  inf
14.761  inf
16.1931  inf
29.6319  inf
68.3665  inf
139.3969  inf
248.5444  inf
402.2698  inf
607.724  inf
872.8048  inf
1206.2188  inf
1617.5499  inf
2117.3349  inf
2717.1466  inf
3429.6855  inf
4268.8804  inf
5249.9994  inf
6389.771  inf
7706.5175  inf
9220.3009  inf
10953.0827  inf
12928.8984  inf
15174.0487  inf
17717.3085  inf
20590.1543  inf
23827.0139  inf
27465.5376  inf
31546.895  inf
36116.0986  inf
41222.3568  inf
46919.4588  inf
53266.1945  inf
60326.8124  inf
68171.5189  inf
76877.0223  inf
86527.1267  inf
97213.3782  inf
109035.7711  inf
122103.5154  inf
136535.8759  inf
57.58  inf
53.3869  inf
49.3993  inf
45.7155  inf
40.8567  inf
37.51  inf
33.3615  inf
28.723  inf
23.2922  inf
19.0732  inf
16.0083  inf
14.9886  inf
21.7838  inf
48.2616  inf
104.976  inf
197.561  inf
332.2783  inf
516.0672  inf
756.599  inf
1062.3371  inf
1442.6036  inf
1907.6523  inf
2468.7491  inf
3138.2614  inf
3929.7555  inf
4858.1043  inf
5939.6052  inf
7192.1095  inf
8635.1646  inf
10290.1694  inf
12180.5443  inf
14331.9171  inf
16772.3267  inf
19532.4448  inf
22645.8188  inf
26149.1367  inf
30082.5158  inf
34489.8186  inf
39418.9965  inf
44922.4652  inf
51057.5143  inf
57886.7536  inf
65478.5998  inf
73907.8073  inf
83256.0467  inf
93612.536  inf
105074.7279  inf
117749.0595  inf
131751.7696  inf
147209.7893  inf
56.2269  inf
51.6822  inf
47.8896  inf
43.7675  inf
39.5092  inf
36.0265  inf
32.0219  inf
26.1613  inf
21.112  inf
17.65  inf
15.4301  inf
17.3187  inf
32.6847  inf
74.7916  inf
150.3583  inf
265.4236  inf
426.6895  inf
641.5736  inf
918.2671  inf
1265.7993  inf
1694.1075  inf
2214.1155  inf
2837.8192  inf
3578.3809  inf
4450.2336  inf
5469.1951  inf
6652.5935  inf
8019.4044  inf
9590.4021  inf
11388.3241  inf
13438.0519  inf
15766.8081  inf
18404.3719  inf
21383.3151  inf
24739.2587  inf
28511.1541  inf
32741.5892  inf
37477.1225  inf
42768.6482  inf
48671.7935  inf
55247.3526  inf
62561.7593  inf
70687.6032  inf
79704.1915  inf
89698.1623  inf
100764.1526  inf
113005.5272  inf
126535.172  inf
141476.3604  inf
157963.6962  inf
54.3046  inf
50.3553  inf
46.697  inf
41.818  inf
38.4384  inf
34.2958  inf
29.6896  inf
24.1985  inf
19.9008  inf
16.587  inf
15.5204  inf
22.7239  inf
50.2843  inf
108.7795  inf
204.0058  inf
342.4068  inf
531.124  inf
778.0532  inf
1091.9056  inf
1482.2761  inf
1959.7175  inf
2535.824  inf
3223.3214  inf
4036.168  inf
4989.6642  inf
6100.5737  inf
7387.2564  inf
8869.814  inf
10570.2489  inf
12512.6394  inf
14723.3299  inf
17231.1399  inf
20067.5917  inf
23267.1593  inf
26867.5404  inf
30909.9525  inf
35439.4572  inf
40505.3125  inf
46161.3589  inf
52466.4387  inf
59484.8542  inf
67286.8678  inf
75949.2458  inf
85555.853  inf
96198.2992  inf
107976.6458  inf
121000.1741  inf
135388.2247  inf
151271.1108  inf
168791.1146  inf
52.7645  inf
48.9395  inf
45.0606  inf
40.6845  inf
37.3556  inf
33.2686  inf
27.3966  inf
22.119  inf
18.4968  inf
16.0688  inf
17.5904  inf
32.5208  inf
74.2332  inf
149.8231  inf
265.4586  inf
427.9877  inf
644.9917  inf
924.8442  inf
1276.7764  inf
1710.9485  inf
2238.5292  inf
2871.7832  inf
3624.1671  inf
4510.4354  inf
5546.7569  inf
6750.8423  inf
8142.0846  inf
9741.7126  inf
11572.9587  inf
13661.2434  inf
16034.3763  inf
18722.7756  inf
21759.7091  inf
25181.5554  inf
29028.0912  inf
33342.8033  inf
38173.2294  inf
43571.3306  inf
49593.8964  inf
56302.9877  inf
63766.4189  inf
72058.2841  inf
81259.5307  inf
91458.5848  inf
102752.0326  inf
115245.3639  inf
129053.7817  inf
144303.0857  inf
161130.634  inf
179686.393  inf
51.5394  inf
48.0065  inf
43.2071  inf
39.5244  inf
35.511  inf
31.2999  inf
25.4621  inf
20.8337  inf
17.5533  inf
15.8586  inf
22.2243  inf
47.7279  inf
104.2116  inf
197.5548  inf
334.2975  inf
521.6919  inf
767.7586  inf
1081.3491  inf
1472.2142  inf
1951.0799  inf
2529.7308  inf
3221.1026  inf
4039.3829  inf
5000.1233  inf
6120.3617  inf
7418.7569  inf
8915.7361  inf
10633.6565  inf
12596.9822  inf
14832.4775  inf
17369.4186  inf
20239.8251  inf
23478.7115  inf
27124.364  inf
31218.6405  inf
35807.2994  inf
40940.3576  inf
46672.4817  inf
53063.4136  inf
60178.4357  inf
68088.8778  inf
76872.6693  inf
86614.9423  inf
97408.688  inf
109355.4728  inf
122566.2192  inf
137162.0562  inf
153275.247  inf
171050.1996  inf
190644.5691  inf
50.303  inf
46.9169  inf
41.885  inf
38.8746  inf
34.8002  inf
29.2803  inf
23.7362  inf
19.535  inf
16.7301  inf
17.3798  inf
29.9119  inf
68.0906  inf
139.9256  inf
251.6381  inf
410.1399  inf
623.0869  inf
898.9392  inf
1247.0257  inf
1677.6172  inf
2202.0052  inf
2832.5907  inf
3582.9805  inf
4468.0941  inf
5504.2806  inf
6709.4481  inf
8103.2042  inf
9707.0115  inf
11544.3571  inf
13640.9377  inf
16024.8635  inf
18726.879  inf
21780.6065  inf
25222.8099  inf
29093.6845  inf
33437.172  inf
38301.3047  inf
43738.5813  inf
49806.3764  inf
56567.3872  inf
64090.1206  inf
72449.4247  inf
81727.0677  inf
92012.3694  inf
103402.8897  inf
116005.1792  inf
129935.5966  inf
145321.201  inf
162300.7234  inf
181025.6262  inf
201661.2575  inf
49.3212  inf
44.9968  inf
40.9404  inf
37.1978  inf
33.2988  inf
27.2122  inf
22.1432  inf
18.9103  inf
16.4781  inf
20.7173  inf
42.0083  inf
93.3735  inf
181.1044  inf
311.7639  inf
492.635  inf
731.7776  inf
1038.0906  inf
1421.3807  inf
1892.4384  inf
2463.1212  inf
3146.4464  inf
3956.6927  inf
4909.5115  inf
6022.0506  inf
7313.0886  inf
8803.1833  inf
10514.8338  inf
12472.6579  inf
14703.5868  inf
17237.0776  inf
20105.3451  inf
23343.6158  inf
26990.405  inf
31087.8192  inf
35681.8857  inf
40822.9132  inf
46565.8845  inf
52970.8846  inf
60103.5687  inf
68035.6709  inf
76845.5605  inf
86618.8473  inf
97449.0423  inf
109438.2775  inf
122698.0905  inf
137350.2803  inf
153527.8397  inf
171375.9715  inf
191053.1962  inf
212732.5597  inf
48.468  inf
43.511  inf
40.2703  inf
36.082  inf
31.3136  inf
25.7866  inf
21.2427  inf
17.7703  inf
16.938  inf
26.1882  inf
58.3249  inf
123.3587  inf
227.4981  inf
377.6472  inf
581.4605  inf
847.4013  inf
1184.8076  inf
1603.9635  inf
2116.1794  inf
2733.8789  inf
3470.6961  inf
4341.5817  inf
5362.9199  inf
6552.6575  inf
7930.4449  inf
9517.7906  inf
11338.2312  inf
13417.5168  inf
15783.8142  inf
18467.9287  inf
21503.5469  inf
24927.5015  inf
28780.0608  inf
33105.2441  inf
37951.1667  inf
43370.4156  inf
49420.4598  inf
56164.0975  inf
63669.9438  inf
72012.9629  inf
81275.0478  inf
91545.653  inf
102922.4833  inf
115512.2458  inf
129431.4688  inf
144807.3948  inf
161778.9536  inf
180497.8235  inf
201129.5872  inf
223854.9919  inf
47.2914  inf
42.562  inf
39.6291  inf
35.369  inf
29.5008  inf
23.9191  inf
20.0264  inf
17.5827  inf
19.0157  inf
34.8799  inf
78.6863  inf
157.844  inf
278.875  inf
449.025  inf
676.3193  inf
969.6247  inf
1338.718  inf
1794.3611  inf
2348.3841  inf
3013.777  inf
3804.7909  inf
4737.0489  inf
5827.6688  inf
7095.397  inf
8560.7561  inf
10246.2067  inf
12176.3237  inf
14377.9907  inf
16880.6111  inf
19716.3402  inf
22920.3376  inf
26531.0438  inf
30590.4816  inf
35144.5852  inf
40243.5596  inf
45942.2721  inf
52300.68  inf
59384.2967  inf
67264.6999  inf
76020.0859  inf
85735.8744  inf
96505.3667  inf
108430.4646  inf
121622.4531  inf
136202.854  inf
152304.3565  inf
170071.8309  inf
189663.4343  inf
211251.815  inf
235025.4257  inf
45.6944  inf
41.7393  inf
37.9084  inf
33.9213  inf
27.9362  inf
22.8109  inf
19.4332  inf
17.0445  inf
22.7576  inf
47.0486  inf
102.9292  inf
196.6412  inf
335.0204  inf
525.6536  inf
776.9368  inf
1098.1403  inf
1499.4796  inf
1992.1941  inf
2588.6342  inf
3302.3562  inf
4148.2286  inf
5142.5475  inf
6303.1646  inf
7649.6265  inf
9203.3293  inf
10987.686  inf
13028.3111  inf
15353.2226  inf
17993.062  inf
20981.3355  inf
24354.6773  inf
28153.1371  inf
32420.4939  inf
37204.5985  inf
42557.7472  inf
48537.0896  inf
55205.0733  inf
62629.9289  inf
70886.1987  inf
80055.3139  inf
90226.2226  inf
101496.0759  inf
113970.9749  inf
127766.7853  inf
143010.0254  inf
159838.8338  inf
178404.0246  inf
198870.2368  inf
221417.1879  inf
246241.0393  inf
44.3841  inf
41.2075  inf
37.0112  inf
32.198  inf
26.5126  inf
21.8535  inf
18.4262  inf
17.794  inf
28.1326  inf
62.562  inf
130.9005  inf
239.5749  inf
395.7345  inf
607.3068  inf
883.0587  inf
1232.6637  inf
1666.776  inf
2197.1129  inf
2836.5445  inf
3599.1943  inf
4500.5483  inf
5557.5761  inf
6788.8635  inf
8214.7587  inf
9857.5312  inf
11741.5477  inf
13893.4633  inf
16342.4313  inf
19120.3324  inf
22262.0251  inf
25805.6195  inf
29792.7759  inf
34269.0309  inf
39284.1535  inf
44892.533  inf
51153.6031  inf
58132.3036  inf
65899.5842  inf
74532.954  inf
84117.0808  inf
94744.4438  inf
106516.0461  inf
119542.1906  inf
133943.3263  inf
149850.9704  inf
167408.714  inf
186773.3177  inf
208115.9057  inf
231623.2675  inf
257499.2767  inf
43.5173  inf
40.7464  inf
36.4455  inf
30.5843  inf
24.8613  inf
20.817  inf
18.2264  inf
19.853  inf
36.2831  inf
81.2963  inf
162.4574  inf
286.4814  inf
460.831  inf
693.7743  inf
994.449  inf
1372.9315  inf
1840.315  inf
2408.7942  inf
3091.7599  inf
3903.9025  inf
4861.3258  inf
5981.6736  inf
7284.2665  inf
8790.2542  inf
10522.7812  inf
12507.1683  inf
14771.1121  inf
17344.9022  inf
20261.6597  inf
23557.5966  inf
27272.3001  inf
31449.0423  inf
36135.1191  inf
41382.2189  inf
47246.826  inf
53790.6597  inf
61081.1535  inf
69191.9783  inf
78203.612  inf
88203.9609  inf
99289.0376  inf
111563.6992  inf
125142.4527  inf
140150.3328  inf
156723.8584  inf
175012.0756  inf
195177.6942  inf
217398.3263  inf
241867.8368  inf
268797.8146  inf
42.8879  inf
39.1488  inf
35.2717  inf
29.077  inf
23.889  inf
20.4128  inf
17.7584  inf
23.2014  inf
47.2121  inf
103.1349  inf
197.4658  inf
337.2075  inf
530.136  inf
784.8601  inf
1110.8878  inf
1518.6989  inf
2019.825  inf
2626.9389  inf
3353.9519  inf
4216.1213  inf
5230.1698  inf
6414.4152  inf
7788.9136  inf
9375.6171  inf
11198.5455  inf
13283.9747  inf
15660.6437  inf
18359.9796  inf
21416.3445  inf
24867.3052  inf
28753.9271  inf
33121.0957  inf
38017.8672  inf
43497.8514  inf
49619.6284  inf
56447.2049  inf
64050.5101  inf
72505.9377  inf
81896.9359  inf
92314.652  inf
103858.6334  inf
116637.5936  inf
130770.2461  inf
146386.2133  inf
163627.0184  inf
182647.1647  inf
203615.3141  inf
226715.5693  inf
252148.8733  inf
280134.533  inf
42.2639  inf
38.1706  inf
33.7107  inf
27.9716  inf
22.9321  inf
19.3763  inf
18.315  inf
27.8207  inf
60.8251  inf
127.9684  inf
235.7996  inf
391.6095  inf
603.4868  inf
880.3811  inf
1232.1705  inf
1669.738  inf
2205.054  inf
2851.2693  inf
3622.8156  inf
4535.5182  inf
5606.7181  inf
6855.4081  inf
8302.3803  inf
9970.3897  inf
11884.3319  inf
14071.4392  inf
16561.4934  inf
19387.0599  inf
22583.7434  inf
26190.4661  inf
30249.773  inf
34808.1641  inf
39916.4574  inf
45630.1848  inf
52010.0245  inf
59122.2717  inf
67039.3529  inf
75840.3861  inf
85611.7921  inf
96447.9602  inf
108451.9753  inf
121736.409  inf
136424.1831  inf
152649.5104  inf
170558.9201  inf
190312.3757  inf
212084.493  inf
236065.8683  inf
262464.5253  inf
291507.4919  inf
42.0183  inf
37.8342  inf
32.1939  inf
26.4043  inf
21.8389  inf
19.1671  inf
19.9014  inf
34.5447  inf
77.0326  inf
155.6934  inf
277.3406  inf
449.5525  inf
680.7311  inf
980.1659  inf
1358.1057  inf
1825.8362  inf
2395.767  inf
3081.5267  inf
3898.0681  inf
4861.7841  inf
5990.635  inf
7304.2885  inf
8824.2735  inf
10574.1484  inf
12579.6857  inf
14869.0741  inf
17473.1394  inf
20425.5865  inf
23763.2632  inf
27526.4483  inf
31759.1676  inf
36509.5365  inf
41830.1361  inf
47778.4222  inf
54417.1717  inf
61814.9703  inf
70046.7431  inf
79194.3342  inf
89347.1381  inf
100602.7887  inf
113067.9094  inf
126858.9321  inf
142102.9891  inf
158938.8852  inf
177518.1582  inf
198006.2336  inf
220583.6841  inf
245447.6015  inf
272813.0929  inf
302914.9099  inf
40.9521  inf
36.9892  inf
30.7254  inf
25.2162  inf
21.4247  inf
18.4502  inf
22.5054  inf
43.5122  inf
95.7501  inf
186.2124  inf
321.977  inf
510.9099  inf
761.7256  inf
1084.0541  inf
1488.5143  inf
1986.7951  inf
2591.7449  inf
3317.4705  inf
4179.4457  inf
5194.6317  inf
6381.6082  inf
7760.7185  inf
9354.2285  inf
11186.5008  inf
13284.1852  inf
15676.4278  inf
18395.0992  inf
21475.0444  inf
24954.3553  inf
28874.6686  inf
33281.4914  inf
38224.5562  inf
43758.2081  inf
49941.8278  inf
56840.2928  inf
64524.4802  inf
73071.8153  inf
82566.8696  inf
93102.0134  inf
104778.1261  inf
117705.372  inf
132004.0449  inf
147805.4893  inf
165253.1043  inf
184503.438  inf
205727.3803  inf
229111.4628  inf
254859.2754  inf
283193.0109  inf
314355.1471  inf
39.7329  inf
35.6197  inf
29.6007  inf
24.5265  inf
20.6684  inf
18.5578  inf
26.1158  inf
54.6544  inf
116.8976  inf
