# chi2  Jfactor[GeV2/cm5]
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
96.7681  6.5278733582e+18
96.6099  7.6654493577e+18
96.4365  8.9829248178e+18
96.2467  1.0504287626e+19
96.0397  1.2256175438e+19
95.8145  1.4268242907e+19
95.5701  1.6571441376e+19
95.3057  1.9200675475e+19
95.0203  2.2193174714e+19
94.7133  2.5588888144e+19
94.3838  2.9430467537e+19
94.0312  3.3763962662e+19
93.6548  3.8636559643e+19
93.2543  4.4100894216e+19
92.7878  5.0210719675e+19
92.2525  5.702286223e+19
91.6896  6.4597239548e+19
91.099  7.2995921758e+19
90.4809  8.2283756469e+19
89.8357  9.2530616389e+19
89.1638  1.0380483181e+20
88.4658  1.1618291207e+20
87.7423  1.2973950288e+20
86.9943  1.44556327e+20
86.2228  1.6071664988e+20
85.4286  1.7830740204e+20
84.6131  1.9741925979e+20
83.7775  2.1814666881e+20
82.9231  2.4058913444e+20
82.0513  2.6485178436e+20
81.1634  2.9104007752e+20
80.2611  3.1927492012e+20
79.3457  3.4967441882e+20
78.4188  3.8236559905e+20
77.4817  4.1748422725e+20
76.536  4.5517352715e+20
75.583  4.9558276162e+20
74.6242  5.3887339032e+20
73.6609  5.8518818178e+20
72.6943  6.3476106834e+20
71.7256  6.8775637339e+20
70.7559  7.4438148713e+20
69.7864  8.0484897895e+20
68.818  8.6939384681e+20
67.8515  9.3826114941e+20
66.8879  1.0117123336e+21
65.9279  1.0900268992e+21
64.9721  1.1735008665e+21
64.0212  1.2624515653e+21
63.0758  1.3572144486e+21
95.5053  2.6111493433e+19
95.1999  3.0661797431e+19
94.8658  3.5931699271e+19
94.5013  4.2017150504e+19
94.0472  4.9024701751e+19
93.5056  5.7072971627e+19
92.9232  6.6285765504e+19
92.2988  7.6802701899e+19
91.6311  8.8772698856e+19
90.9191  1.0235555258e+20
90.1619  1.1772187015e+20
89.3589  1.3505585065e+20
88.5096  1.5454623857e+20
87.614  1.7640357686e+20
86.6722  2.008428787e+20
85.6846  2.2809144892e+20
84.6519  2.5838895819e+20
83.575  2.9198368703e+20
82.4553  3.2913502587e+20
81.2944  3.7012246556e+20
80.0942  4.1521932725e+20
78.8567  4.647316483e+20
77.5845  5.1895801151e+20
76.28  5.7822530801e+20
74.9463  6.4286659951e+20
73.5862  7.1322960816e+20
72.203  7.8967703914e+20
70.8  8.7258667523e+20
69.3806  9.6235653777e+20
67.9481  1.0594071374e+21
66.5061  1.1641603101e+21
65.058  1.2770996805e+21
63.6071  1.3986976753e+21
62.1569  1.5294623962e+21
60.7106  1.669936909e+21
59.2712  1.8206941086e+21
57.8418  1.9823310465e+21
56.4252  2.1554935613e+21
55.0241  2.3407527271e+21
53.6409  2.5390442733e+21
52.2781  2.7510254936e+21
50.9377  2.9775259485e+21
49.4318  3.2193959158e+21
47.89  3.4775753873e+21
46.375  3.7530445976e+21
44.8883  4.0468493345e+21
43.4313  4.3601075969e+21
42.005  4.6940034659e+21
40.6107  5.049806261e+21
39.2492  5.4288577946e+21
94.1145  5.8750860224e+19
93.5392  6.8989044219e+19
92.9156  8.084632336e+19
92.2416  9.4538588635e+19
91.5151  1.1030557894e+20
90.7343  1.2841418616e+20
89.8976  1.4914297238e+20
89.0036  1.7280607927e+20
88.0511  1.9973857243e+20
87.0395  2.302999933e+20
85.9681  2.6487420783e+20
84.8371  3.0387566396e+20
83.6468  3.4772903679e+20
82.3979  3.9690804794e+20
81.0918  4.5189647708e+20
79.7302  5.1320576007e+20
78.3152  5.8137515593e+20
76.8496  6.5696329582e+20
75.3364  7.4055380822e+20
73.7792  8.327755475e+20
72.182  9.3424348631e+20
70.5491  1.0456462087e+21
68.8853  1.1676555259e+21
67.1955  1.301006943e+21
65.485  1.4464498489e+21
63.7592  1.6047666184e+21
62.0237  1.7767733381e+21
60.2842  1.9633200193e+21
58.5464  2.16530221e+21
56.8159  2.3836660592e+21
54.8895  2.6193606977e+21
