# chi2  Jfactor[GeV2/cm5]
8.893  1.1165180271e+23
7.8507  1.3028173761e+23
7.7832  1.5189886433e+23
9.0623  1.769659088e+23
11.7038  2.0601498794e+23
16.8455  2.3965604631e+23
25.0868  2.7859290367e+23
36.8721  3.2363266465e+23
53.77  3.757047185e+23
80.4811  4.3587302671e+23
122.3473  5.0536581392e+23
181.2836  5.8558318975e+23
259.367  6.7814391149e+23
358.8473  7.8489905474e+23
482.1601  9.0797332236e+23
631.9396  1.049806357e+24
811.0331  1.2131938925e+24
1022.5163  1.4013469502e+24
1269.7098  1.6179431971e+24
87.9157  1.0769606286e+21
86.6444  1.2889453368e+21
85.2835  1.5419158768e+21
83.8376  1.8435281548e+21
82.3153  2.2029268851e+21
80.729  2.6308192169e+21
78.4233  3.1396964789e+21
75.7921  3.7444992044e+21
73.09  4.4626585734e+21
70.3526  5.3146124837e+21
67.6257  6.3242800756e+21
64.967  7.5198147979e+21
61.8113  8.9336172588e+21
57.9173  1.0604379285e+22
54.2463  1.2576642562e+22
50.9098  1.4902418145e+22
47.4028  1.7642373581e+22
43.2702  2.0866785387e+22
39.3421  2.4657318653e+22
35.3954  2.9109731056e+22
31.6841  3.4333056077e+22
27.8177  4.0456209155e+22
24.1074  4.762657047e+22
20.5022  5.6014880009e+22
17.4388  6.5819537717e+22
14.8409  7.725489034e+22
12.9279  9.0611606383e+22
10.7669  1.0618167675e+23
8.7494  1.243170042e+23
7.8915  1.4542388472e+23
8.0693  1.6996956616e+23
9.6623  1.984920937e+23
13.5989  2.3161197798e+23
20.4695  2.7004242548e+23
30.7167  3.1460606009e+23
45.5084  3.6624886745e+23
69.4093  4.2605519344e+23
108.7628  4.9527627319e+23
165.5485  5.7534695937e+23
241.9104  6.6791949955e+23
340.169  7.7488538081e+23
462.8332  8.9842811364e+23
612.614  1.0410367818e+24
792.439  1.205589176e+24
1005.4676  1.3953760973e+24
1255.1082  1.6141747953e+24
1545.0357  1.8663224125e+24
1879.2111  2.1567891422e+24
2261.9018  2.491283467e+24
2697.7041  2.8763434615e+24
85.7231  1.6827509822e+21
84.3035  2.0139770887e+21
82.8101  2.4092435575e+21
81.2569  2.8805127419e+21
78.8134  3.4420732579e+21
76.1887  4.1106550264e+21
73.5002  4.9057757483e+21
70.7878  5.8507800069e+21
68.103  6.9729040209e+21
65.5109  8.3040820058e+21
61.9012  9.8816876181e+21
58.0671  1.1749710622e+22
54.5075  1.3958776967e+22
51.1279  1.6569342633e+22
47.3239  1.9651004003e+22
43.2127  2.3285028351e+22
39.3616  2.756620872e+22
35.3022  3.2604352167e+22
31.4838  3.8527060396e+22
27.4808  4.5483954774e+22
23.7268  5.364540012e+22
20.2914  6.3212826804e+22
17.2828  7.4416516359e+22
14.8719  8.7523250013e+22
12.5775  1.0284302768e+23
10.0964  1.2071076616e+23
8.5221  1.4158063497e+23
7.9345  1.6590886992e+23
8.6776  1.9424531907e+23
11.6064  2.2722481988e+23
17.4578  2.6557744713e+23
26.5262  3.1014389641e+23
40.081  3.6189371559e+23
62.2556  4.2194128981e+23
100.2517  4.9157196889e+23
156.1206  5.7226385539e+23
232.082  6.6571123974e+23
330.5355  7.7386917686e+23
454.0733  8.9897962402e+23
605.4935  1.043624218e+24
787.815  1.2107584075e+24
1004.2935  1.4037939276e+24
1258.4379  1.6266199715e+24
1554.029  1.8837330875e+24
1895.1389  2.1802751521e+24
2286.1525  2.5221481177e+24
2731.7897  2.9161287696e+24
3237.1302  3.3699830348e+24
3807.6393  3.8926304171e+24
4449.1959  4.4942866586e+24
83.8007  2.4231614143e+21
82.2978  2.9001270077e+21
80.1508  3.4693107228e+21
77.5684  4.1479383484e+21
74.9147  4.9565854914e+21
72.2292  5.919343238e+21
69.5632  7.0643170776e+21
66.9822  8.42512321e+21
63.5814  1.004098179e+22
59.7229  1.1957878088e+22
56.1327  1.422963017e+22
52.7563  1.6919583295e+22
48.9613  2.0100638832e+22
44.7964  2.3859853392e+22
40.8807  2.8297445765e+22
36.8161  3.3530440825e+22
32.976  3.9695340557e+22
28.7945  4.695026712e+22
24.9345  5.547896697e+22
21.4735  6.5496894875e+22
18.4451  7.7249376172e+22
15.7144  9.1026470598e+22
13.206  1.0715978356e+23
10.5086  1.2603348002e+23
8.5784  1.4809395986e+23
8.0444  1.7382350326e+23
8.8438  2.0387611436e+23
11.786  2.3890877269e+23
17.7909  2.7971325946e+23
27.4564  3.2720374063e+23
42.4752  3.8243152387e+23
69.4929  4.4660721083e+23
113.519  5.2112695044e+23
176.744  6.0759545732e+23
261.535  7.078636352e+23
370.4478  8.2405995176e+23
506.2403  9.5862418523e+23
671.8863  1.1143716147e+24
870.5912  1.2945306586e+24
1105.808  1.502818874e+24
1381.2555  1.7434921068e+24
1700.937  2.0214632557e+24
2069.1616  2.342332759e+24
2490.5658  2.712575646e+24
2970.1373  3.139596219e+24
3513.241  3.6318932895e+24
4125.6462  4.1992254282e+24
4813.5561  4.85277557e+24
5583.6393  5.6053878007e+24
6443.0638  6.4717727885e+24
82.0823  3.2981919251e+21
79.5714  3.9473950939e+21
76.9726  4.7221173727e+21
74.3211  5.6458049742e+21
71.6636  6.7464635855e+21
69.0607  8.0568838518e+21
66.3422  9.6153204667e+21
62.407  1.1467528814e+22
58.6909  1.3666891881e+22
55.332  1.6276000731e+22
51.8088  1.9368107731e+22
47.4942  2.3029432819e+22
43.4363  2.7359202855e+22
39.4597  3.2475911561e+22
35.6257  3.8515967847e+22
31.5061  4.5638655568e+22
27.3504  5.4029769092e+22
23.5545  6.3904530247e+22
20.2271  7.5513038376e+22
17.4593  8.9148551358e+22
14.8274  1.0514498423e+23
11.6606  1.2389714054e+23
9.4537  1.4585637206e+23
8.2829  1.7154557003e+23
8.4132  2.0157233426e+23
10.6488  2.3659310167e+23
15.9784  2.7749804455e+23
24.7282  3.2518138505e+23
38.6128  3.8072082538e+23
64.4719  4.4536064697e+23
107.6915  5.2053179638e+23
170.5323  6.0788203697e+23
255.4357  7.0931168255e+23
365.0358  8.2700492802e+23
502.1729  9.6348105902e+23
669.9072  1.1216371566e+24
871.5348  1.3047940299e+24
1110.6043  1.5167835867e+24
1390.9345  1.7620000631e+24
1716.6342  2.0455034674e+24
2092.1233  2.3730864787e+24
2522.1547  2.751436098e+24
3011.8395  3.1881751442e+24
3566.6724  3.6921168515e+24
4192.5598  4.273339298e+24
4895.8501  4.9434103107e+24
5683.366  5.7156123884e+24
6562.4387  6.6051667481e+24
7540.9452  7.6295556176e+24
8627.3483  8.8088018509e+24
79.4491  4.3078425144e+21
76.8532  5.1557813471e+21
74.2171  6.1676635072e+21
71.593  7.3741126194e+21
69.0478  8.8117075402e+21
65.8904  1.0523276868e+22
62.0202  1.2558785916e+22
58.4186  1.4977996818e+22
55.0591  1.7850634294e+22
51.2228  2.1258449935e+22
47.0061  2.5297120302e+22
43.0459  3.0079259192e+22
38.9909  3.5734469035e+22
34.9498  4.2417517141e+22
30.6866  5.0306570249e+22
26.6977  5.9609672578e+22
23.1967  7.0569494324e+22
19.8399  8.3467141547e+22
17.0064  9.8629274614e+22
13.8703  1.1643892422e+23
10.8435  1.3733222431e+23
9.1041  1.6182483662e+23
8.3663  1.9050628188e+23
9.3388  2.2405952003e+23
13.153  2.6327815087e+23
20.0291  3.0901956136e+23
31.2052  3.6244642553e+23
51.2634  4.24726707e+23
88.3625  4.9726801682e+23
144.7796  5.816955389e+23
222.9731  6.7987826466e+23
325.5947  7.9396837482e+23
455.5018  9.264479119e+23
615.7721  1.0801697019e+24
809.7187  1.2584242404e+24
1040.9064  1.4649954698e+24
1313.1696  1.7042207737e+24
1630.6319  1.9811050928e+24
1997.7265  2.3013878375e+24
2419.2192  2.6716779982e+24
2900.2321  3.0995415233e+24
3446.2696  3.5937124546e+24
4063.2469  4.1641471271e+24
4757.5193  4.822356704e+24
5535.9149  5.5815043893e+24
6405.7692  6.4566991813e+24
7374.9616  7.4652896501e+24
8451.9557  8.627156569e+24
9645.8417  9.9651338678e+24
10966.3817  1.1505373846e+25
77.0899  5.4521131823e+21
74.4733  6.5252857674e+21
71.878  7.8059491263e+21
69.3753  9.3328612839e+21
66.0226  1.1152317356e+22
62.194  1.3318522286e+22
58.6633  1.5894713425e+22
55.3064  1.8956527222e+22
51.2429  2.2592209028e+22
47.044  2.6905225699e+22
43.1664  3.2016667883e+22
39.0731  3.8069062415e+22
34.8757  4.5226437373e+22
30.594  5.3684670132e+22
26.6902  6.3669252971e+22
23.0941  7.5443491857e+22
19.8368  8.9314516254e+22
17.181  1.0563810102e+23
13.4673  1.2482767568e+23
10.6233  1.4736801347e+23
9.0539  1.7381109639e+23
8.4461  2.0480955885e+23
9.8901  2.41109513e+23
14.4679  2.8357533004e+23
22.5472  3.3321140969e+23
36.1145  3.9110288234e+23
63.293  4.5872125731e+23
108.9177  5.3754473855e+23
175.4194  6.2935483379e+23
265.4199  7.3620841641e+23
381.7442  8.6047092871e+23
527.4343  1.0048662244e+24
705.7637  1.1725356385e+24
920.2532  1.367089779e+24
1174.6887  1.5926931792e+24
1473.1396  1.8541348915e+24
1819.979  2.1569044168e+24
2219.9063  2.507336133e+24
2677.97  2.9126939818e+24
3199.5938  3.3813424665e+24
3790.6036  3.9228572404e+24
4457.2573  4.5482923253e+24
5206.276  5.2702487077e+24
6044.8785  6.1032952034e+24
6980.8172  7.0640914927e+24
8022.4173  8.1717599013e+24
9178.619  9.4482572134e+24
10459.0217  1.0918745033e+25
11873.9328  1.2612122551e+25
13434.4185  1.4561488774e+25
75.0014  6.7310039287e+21
72.4273  8.0559083549e+21
69.949  9.63697423e+21
66.5983  1.1522050968e+22
62.7841  1.3768293032e+22
59.2779  1.6442620106e+22
55.9327  1.9623102993e+22
51.7962  2.3403120028e+22
47.5979  2.7891616084e+22
43.7236  3.3216328023e+22
39.6455  3.9526750472e+22
35.3658  4.6998842487e+22
31.0801  5.5835107867e+22
27.1474  6.6277370533e+22
23.579  7.8604016013e+22
20.2331  9.3140113404e+22
17.4576  1.1026483488e+23
13.6837  1.3041740867e+23
10.706  1.5410824158e+23
9.2005  1.819358191e+23
8.9289  2.1458160048e+23
10.5416  2.5285130722e+23
15.4472  2.9766606544e+23
24.4625  3.5009300005e+23
40.0831  4.1137211073e+23
72.062  4.8284306462e+23
123.5498  5.6632253989e+23
197.102  6.6363547969e+23
295.4732  7.7698127628e+23
421.6292  9.0889927952e+23
578.7613  1.0623097885e+24
770.3016  1.2405755856e+24
999.9389  1.4475748623e+24
1271.6375  1.6877651592e+24
1589.6559  1.9662878755e+24
1958.5684  2.2890554216e+24
2383.2877  2.662844959e+24
2869.0892  3.0954767075e+24
3421.638  3.5959184961e+24
4047.0169  4.1744968722e+24
4751.7573  4.8430336301e+24
5542.8721  5.6151757103e+24
6427.8906  6.5064798861e+24
7414.8971  7.5349323499e+24
8512.571  8.7211006082e+24
9730.2304  1.0088592471e+25
11077.8789  1.1664515078e+25
12566.2556  1.3479932139e+25
14206.8883  1.5570521669e+25
16012.1512  1.7977146635e+25
73.1803  8.1445147538e+21
70.7106  9.7476491094e+21
67.5242  1.1660738818e+22
63.6999  1.3941681671e+22
60.1768  1.6659634568e+22
56.8468  1.9895570328e+22
52.7616  2.3743954622e+22
48.5428  2.8317775233e+22
44.6967  3.3748855461e+22
40.5819  4.0191756908e+22
36.247  4.7827368072e+22
31.9525  5.6868599409e+22
27.9897  6.7560480519e+22
24.4007  8.0195618345e+22
20.9293  9.5110859376e+22
18.1187  1.1269953722e+23
14.0592  1.3342045021e+23
11.0257  1.5780506449e+23
9.4784  1.8647097232e+23
8.9723  2.2014234111e+23
10.8181  2.5964373658e+23
15.8889  3.0595008173e+23
25.1065  3.6017593918e+23
41.9016  4.2361253007e+23
76.491  4.9776025399e+23
131.3362  5.8424010819e+23
209.0916  6.8525027327e+23
312.6168  8.0299893042e+23
444.9893  9.401473443e+23
609.5187  1.0997681282e+24
809.762  1.2853948441e+24
1049.5411  1.5010964586e+24
1332.9603  1.7515655834e+24
1664.427  2.0421958427e+24
2048.6729  2.3792083294e+24
2490.7777  2.7697570601e+24
2996.1937  3.2220424004e+24
3570.7739  3.745526816e+24
4220.8006  4.3510613802e+24
4953.0171  5.0511412153e+24
5774.6618  5.8600706924e+24
6693.5041  6.7943626094e+24
7717.8839  7.8728406621e+24
8856.7529  9.1172681434e+24
10119.7199  1.0552531736e+25
11517.0985  1.220719689e+25
13059.9586  1.4114063245e+25
14760.1818  1.6310717888e+25
16630.52  1.8840331219e+25
18684.6586  2.1752347428e+25
71.6234  9.6926456574e+21
68.737  1.1600508031e+22
64.8844  1.3877242891e+22
61.3118  1.6591753394e+22
58.0019  1.9826341965e+22
54.074  2.3677372952e+22
49.8186  2.825726831e+22
45.8966  3.370049284e+22
41.8268  4.016392716e+22
37.469  4.7831512353e+22
33.1474  5.691852068e+22
29.1763  6.7678333181e+22
25.4485  8.0402555329e+22
21.8467  9.5439413567e+22
19.0523  1.1318978306e+23
14.8091  1.341217633e+23
11.6369  1.5878136223e+23
9.7514  1.8780106848e+23
9.0651  2.2191586788e+23
10.713  2.619875795e+23
15.5163  3.0899750469e+23
24.2698  3.6410588239e+23
41.2865  4.2863913423e+23
76.4854  5.0413392008e+23
132.3986  5.9237583945e+23
211.7563  6.9529401306e+23
317.4986  8.1550445745e+23
452.7883  9.5563509075e+23
621.0256  1.1188530378e+24
825.8633  1.3088149625e+24
1071.2242  1.5297260955e+24
1361.3195  1.7864288433e+24
1700.6691  2.0845078018e+24
2094.1239  2.4303818293e+24
2546.8888  2.8314545408e+24
3064.5493  3.2962398071e+24
3653.0985  3.8344967409e+24
4318.9675  4.4574864587e+24
5069.0569  5.1781226343e+24
5910.772  6.011275496e+24
6852.0593  6.9739684273e+24
7901.4469  8.0858530228e+24
9068.0864  9.3693310359e+24
10361.7994  1.0850302584e+25
11793.1263  1.2558384876e+25
13373.3783  1.4527573158e+25
15114.6946  1.6796901713e+25
17030.1017  1.941110228e+25
19133.5784  2.2421551203e+25
21440.1248  2.5887091154e+25
70.1915  1.137539664e+22
66.3003  1.361448512e+22
62.6568  1.6286486449e+22
59.3767  1.9472266136e+22
55.7007  2.3268415223e+22
51.3749  2.7788027979e+22
47.3196  3.3163044059e+22
43.3705  3.9551272847e+22
39.0216  4.7136831181e+22
34.6769  5.6135594359e+22
30.6536  6.6800208298e+22
26.8386  7.9428043803e+22
23.0369  9.4361332296e+22
20.1128  1.120087562e+23
15.9472  1.3284078706e+23
12.3961  1.5740679165e+23
10.1728  1.8634757095e+23
9.2656  2.2040542065e+23
10.3411  2.6044292828e+23
14.4792  3.0747153427e+23
22.8218  3.6264290481e+23
38.529  4.273187092e+23
72.5564  5.0305565059e+23
127.4957  5.9165717009e+23
206.1319  6.9521886714e+23
311.4635  8.1600477921e+23
446.7156  9.5708509242e+23
615.3541  1.1215439607e+24
821.1013  1.3130983569e+24
1067.953  1.5360397824e+24
1360.1973  1.7953035426e+24
1702.4351  2.0965727397e+24
2099.6019  2.4464015174e+24
2556.9919  2.8523231191e+24
3080.2843  3.3230265097e+24
3675.5706  3.8685036624e+24
4349.3855  4.5002079807e+24
5108.7389  5.2313556356e+24
5961.1512  6.0771022583e+24
6914.6904  7.054899714e+24
7978.0131  8.1847268348e+24
9160.407  9.4896469503e+24
10471.8377  1.0995951007e+25
11922.9983  1.2734035671e+25
13525.3626  1.4738660028e+25
15291.2422  1.7049721276e+25
17233.8472  1.9713030482e+25
19367.352  2.2781085315e+25
21706.965  2.631418162e+25
24269.0033  3.0381377812e+25
67.9215  1.31927677e+22
64.1965  1.5789580376e+22
60.8355  1.8888469491e+22
57.4475  2.2583219897e+22
53.0748  2.6985854342e+22
48.9476  3.2227535407e+22
45.1174  3.8461281867e+22
40.9424  4.5870115254e+22
36.5114  5.4667567524e+22
32.3657  6.5104002925e+22
28.5897  7.7472430926e+22
24.5308  9.2117731275e+22
21.2693  1.0943681142e+23
17.3319  1.2990364624e+23
13.4785  1.5406387139e+23
10.9779  1.8255462227e+23
9.5524  2.1611907637e+23
9.761  2.5561812099e+23
13.1879  3.020521535e+23
20.4442  3.5659420543e+23
34.2581  4.2057993694e+23
65.5675  4.9558856215e+23
117.7516  5.8342548826e+23
193.6316  6.8618228011e+23
296.2448  8.0628933703e+23
428.8576  9.4637240666e+23
594.9797  1.1099921782e+24
798.3796  1.3007255402e+24
1043.1013  1.5228833015e+24
1333.4836  1.7814425879e+24
1674.1799  2.0821271855e+24
2070.1805  2.4315281479e+24
2526.8369  2.8372467302e+24
3049.8871  3.3080197121e+24
3645.4847  3.8539242361e+24
4320.2281  4.4865486263e+24
5081.1941  5.2191761196e+24
5935.9726  6.0671343466e+24
6892.7044  7.0480002523e+24
7960.122  8.1820138695e+24
9147.5928  9.492345915e+24
10465.166  1.1005744392e+25
11923.6225  1.2752700577e+25
13534.5289  1.4768467406e+25
15310.2943  1.7093357192e+25
17264.2322  1.9773641243e+25
19410.6264  2.2862449554e+25
21764.801  2.6420666992e+25
24343.1965  3.051822247e+25
27163.4498  3.5235207404e+25
65.9197  1.514475884e+22
62.4211  1.8125793798e+22
59.1474  2.1683192017e+22
55.0441  2.5924614678e+22
50.8159  3.0978659321e+22
47.0269  3.6995895238e+22
42.8829  4.4151981735e+22
38.3516  5.2657020062e+22
34.095  6.2756136188e+22
30.1336  7.4736738052e+22
26.2132  8.8935188563e+22
22.8619  1.057473956e+23
18.9599  1.256289927e+23
14.8881  1.491240837e+23
12.0253  1.7685903603e+23
9.986  2.0956525516e+23
9.4478  2.4809587848e+23
11.7387  2.934391695e+23
17.8977  3.4674354356e+23
29.2805  4.0935559297e+23
56.5624  4.8280860108e+23
104.4724  5.6891544124e+23
175.8509  6.6974864723e+23
273.7563  7.8770925012e+23
401.4778  9.2558724915e+23
562.5493  1.0863968954e+24
760.7647  1.2742257148e+24
1000.1945  1.4931798293e+24
1285.2047  1.7482078716e+24
1620.4766  2.0450233789e+24
2011.0289  2.3901970242e+24
2462.2419  2.7912950677e+24
2979.8826  3.2570434403e+24
3570.1338  3.7974716083e+24
4239.6236  4.42414772e+24
4995.4581  5.1503746985e+24
5845.257  5.9914011577e+24
6797.1909  6.9648225918e+24
7860.0224  8.0908166161e+24
9043.149  9.3926179624e+24
10356.6507  1.0896825668e+25
11811.3393  1.2634145348e+25
13418.8127  1.4639579744e+25
15191.5123  1.6953597787e+25
17142.7845  1.9622476369e+25
19286.9466  2.2699333059e+25
21639.3577  2.6245158926e+25
24216.4941  3.0329847313e+25
27036.0301  3.5033673754e+25
30116.9249  4.0448579928e+25
64.183  1.7231370058e+22
60.945  2.0623125388e+22
57.2909  2.4670654029e+22
52.9654  2.9496450478e+22
48.9044  3.5246830161e+22
44.996  4.2093107471e+22
40.5274  5.0235143663e+22
36.1874  5.9911987271e+22
32.1749  7.1402537174e+22
28.0978  8.5033799739e+22
24.3475  1.0118848121e+23
21.1578  1.2031703677e+23
16.5763  1.4293787614e+23
13.221  1.6967006856e+23
10.7649  2.0122628099e+23
9.3882  2.3843869031e+23
10.6536  2.822779773e+23
15.3846  3.3386856619e+23
24.4702  3.9451709846e+23
46.648  4.6575569689e+23
89.0216  5.4932889722e+23
154.4354  6.4729934648e+23
245.9529  7.6202512752e+23
366.8695  8.9623808014e+23
520.7259  1.0531126035e+24
711.323  1.2360782454e+24
942.7385  1.4497857021e+24
1219.3451  1.698906828e+24
1545.8301  1.9890720673e+24
1927.2177  2.3267821556e+24
2368.8919  2.7195130586e+24
2876.6227  3.1758734993e+24
3456.5937  3.7057916476e+24
4115.4322  4.3206788076e+24
4860.2415  5.0336969614e+24
5698.6362  5.8599818792e+24
6638.7795  6.816883095e+24
7689.4238  7.9244203711e+24
8859.954  9.2055513499e+24
10160.4342  1.0686711993e+25
11601.6577  1.2398166093e+25
13195.2006  1.4374849818e+25
14953.4791  1.6656588508e+25
16889.8107  1.9289426816e+25
19018.4808  2.2326017557e+25
21354.8122  2.5826796725e+25
23915.2413  2.98611586e+25
26717.3981  3.4508626276e+25
29780.1931  3.9860535471e+25
33123.9096  4.6021495385e+25
62.7084  1.9452601354e+22
59.4322  2.3281575146e+22
55.1528  2.7850855525e+22
50.9813  3.3298727297e+22
47.2324  3.9790366861e+22
42.9733  4.7519172105e+22
38.4869  5.671076765e+22
34.3308  6.763501688e+22
30.4172  8.0606770482e+22
26.3254  9.5995187986e+22
22.9651  1.1423230887e+23
18.833  1.3582665479e+23
14.6231  1.6136346174e+23
11.6528  1.9154160084e+23
9.9985  2.2716560628e+23
10.1756  2.6917492774e+23
13.4344  3.1866537281e+23
20.6944  3.7690631105e+23
36.915  4.4537281818e+23
72.736  5.2579451719e+23
130.9916  6.2014082538e+23
214.7364  7.3074027786e+23
327.2569  8.6025492911e+23
472.0851  1.0117687702e+24
653.0128  1.1888654e+24
874.1074  1.3954164568e+24
1139.7304  1.6366721403e+24
1454.5563  1.9179065363e+24
1823.5939  2.2454758884e+24
2252.21  2.6267189178e+24
2746.1541  3.0700752888e+24
3311.5864  3.5852634425e+24
3955.1069  4.1834913522e+24
4683.7881  4.8776413102e+24
5505.2093  5.6825719603e+24
6427.4939  6.6153701683e+24
7459.3493  7.6956219314e+24
8610.1105  8.9459276845e+24
9889.7859  1.0392204454e+25
11309.107  1.2064295961e+25
12879.5818  1.3996367191e+25
14613.5516  1.6227857803e+25
16524.252  1.8803726871e+25
18625.8788  2.1775954491e+25
20933.6571  2.5203980758e+25
23463.9172  2.915603224e+25
26234.174  3.3710448576e+25
29263.2135  3.8957003882e+25
32571.1839  4.4998807622e+25
36179.6946  5.1953953774e+25
61.4113  2.1808452729e+22
57.6373  2.610114307e+22
53.3481  3.1223796505e+22
49.368  3.7331445136e+22
45.3429  4.4609269422e+22
40.8615  5.3274089142e+22
36.5783  6.3578853698e+22
32.5375  7.582610889e+22
28.3857  9.0368836111e+22
24.8913  1.0762090279e+23
21.0997  1.2806667153e+23
16.6303  1.5227624966e+23
13.2991  1.8090574949e+23
10.9381  2.1473868053e+23
9.8363  2.5467701188e+23
11.5834  3.0177396743e+23
17.2331  3.5725806502e+23
28.3848  4.2255240408e+23
56.8691  4.9931070273e+23
107.0279  5.8947205387e+23
181.8936  6.9524438555e+23
284.7306  8.1923823539e+23
419.048  9.6443805202e+23
588.614  1.1343013202e+24
797.4709  1.3328456388e+24
1049.953  1.5644115294e+24
1350.7048  1.8348850293e+24
1704.7027  2.1501789542e+24
2117.277  2.5174193351e+24
2594.137  2.9448336657e+24
3141.3981  3.4418837148e+24
3765.6106  4.0194648975e+24
4473.7917  4.690142554e+24
5273.4593  5.4683591159e+24
6172.6691  6.3707727168e+24
7180.0539  7.4165395659e+24
8304.8664  8.6276176671e+24
9557.0246  1.0029344532e+25
10947.1615  1.1650775927e+25
12486.677  1.3525369866e+25
14187.7946  1.5691428961e+25
16063.6221  1.8193169301e+25
18128.216  2.1080994831e+25
20396.651  2.4413180814e+25
22885.094  2.8256365971e+25
25610.8838  3.2687039605e+25
28592.6157  3.7793028854e+25
31850.2328  4.367498013e+25
35405.1231  5.0448490206e+25
39280.2236  5.8245955096e+25
60.092  2.4298924183e+22
55.786  2.9081829161e+22
