# chi2  Jfactor[GeV2/cm5]
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
98.0849  0
96.6905  8.139007207e+18
96.5198  9.5855236885e+18
96.332  1.1268621959e+19
96.126  1.3221543453e+19
95.9005  1.5482157029e+19
95.6545  1.8091952507e+19
95.3868  2.1096046257e+19
95.0962  2.4545479681e+19
94.7816  2.8495444488e+19
94.4419  3.3006075633e+19
94.0762  3.8141164213e+19
93.6835  4.3974825757e+19
93.189  5.058033675e+19
92.642  5.8043524669e+19
92.0616  6.6447170846e+19
91.4474  7.5890423158e+19
90.7989  8.6472745185e+19
90.116  9.8300772479e+19
89.3985  1.1148798961e+20
88.6464  1.2615799532e+20
87.8601  1.42435649e+20
87.0399  1.6046002754e+20
86.1864  1.8037359256e+20
85.3002  2.0232741898e+20
84.3822  2.2648368243e+20
83.4335  2.5301228855e+20
82.4552  2.8209282336e+20
81.4485  3.1391461469e+20
80.4149  3.4867965028e+20
79.3557  3.8660215519e+20
78.2727  4.2790731666e+20
77.1675  4.7283356108e+20
76.0418  5.2163526185e+20
74.8973  5.7458090777e+20
73.7358  6.319582798e+20
72.5592  6.9407267367e+20
71.3692  7.6124480754e+20
70.1677  8.3382129764e+20
68.9564  9.1216734203e+20
67.7372  9.9667681281e+20
66.5117  1.0877623206e+21
65.2817  1.1858735735e+21
64.0487  1.2914641157e+21
62.8144  1.4050493062e+21
61.5803  1.5271937455e+21
60.348  1.6584884405e+21
59.1188  1.7994404536e+21
57.8942  1.9508347334e+21
56.6756  2.1133053137e+21
55.4642  2.2875441052e+21
95.3612  3.2556028828e+19
95.0332  3.8342094754e+19
94.6735  4.5074487838e+19
94.1692  5.2886173812e+19
93.6167  6.1928628118e+19
93.0195  7.2367810028e+19
92.3759  8.4384185027e+19
91.684  9.8181918722e+19
90.9422  1.1398177795e+20
90.1491  1.3202430253e+20
89.3034  1.5256465685e+20
88.4043  1.7589930303e+20
87.451  2.02321347e+20
86.4431  2.3217409868e+20
85.3805  2.6578868339e+20
84.2634  3.0356169263e+20
83.0924  3.4589098074e+20
81.8686  3.9320308991e+20
80.5931  4.4595195844e+20
79.2678  5.0463198127e+20
77.8948  5.69742596e+20
76.4764  6.4184011017e+20
75.0156  7.2149437024e+20
73.5154  8.0930967591e+20
71.9794  9.0593472974e+20
70.4113  1.0120491542e+21
68.8151  1.1283712934e+21
67.1951  1.2556584587e+21
65.5558  1.3947186011e+21
63.9017  1.5464086208e+21
62.2376  1.7116292666e+21
60.5682  1.8913342443e+21
58.8986  2.0865410474e+21
57.2335  2.2983236311e+21
55.4531  2.5278331192e+21
53.4635  2.7762906947e+21
51.4881  3.0449792302e+21
49.5314  3.3352851905e+21
47.5984  3.6486693681e+21
45.6934  3.9867072512e+21
43.821  4.3510492824e+21
41.9854  4.7434942941e+21
40.1908  5.1658564629e+21
38.4412  5.6201972249e+21
36.7407  6.1087749819e+21
35.093  6.6339537622e+21
33.5018  7.1977618145e+21
31.9709  7.8033389337e+21
30.5038  8.4532212548e+21
29.104  9.1501764207e+21
93.7435  7.3251064863e+19
93.118  8.6269713196e+19
92.4386  1.0141759763e+20
91.7029  1.1899389108e+20
90.9083  1.3933941326e+20
90.0527  1.6282757256e+20
89.1341  1.8986441631e+20
88.1506  2.2090931713e+20
87.101  2.564590004e+20
85.9842  2.970546807e+20
84.7997  3.4327047791e+20
83.5472  3.9577343182e+20
82.2271  4.5522303075e+20
80.8404  5.2239172202e+20
79.3886  5.9802453762e+20
77.8736  6.8301380842e+20
76.2982  7.7825470667e+20
74.6657  8.8470695231e+20
72.98  1.0033919065e+21
71.2456  1.1354219578e+21
69.4677  1.281920841e+21
67.6519  1.4441402479e+21
65.8044  1.623362333e+21
63.932  1.8209467708e+21
62.0418  2.0383531419e+21
59.9545  2.2771105969e+21
57.623  2.5388354102e+21
55.2893  2.8252315322e+21
52.9618  3.1381168525e+21
50.6494  3.4794193967e+21
48.3608  3.8511658499e+21
