# chi2  Jfactor[GeV2/cm5]
8.0191  2.0896149969e+23
9.6838  2.456510686e+23
14.0271  2.8874347649e+23
21.5495  3.3918953279e+23
33.0876  3.9821451239e+23
54.3087  4.6723970328e+23
92.7829  5.4792340826e+23
150.9818  6.4219003013e+23
231.6083  7.5228083392e+23
337.6135  8.807928557e+23
472.2163  1.0307572926e+24
638.9241  1.205673615e+24
841.555  1.4096315776e+24
1084.2616  1.6473657655e+24
1371.5579  1.9243748068e+24
1708.3467  2.2470466926e+24
2099.9508  2.6227899726e+24
2552.1452  3.0602134619e+24
3071.1934  3.569296618e+24
87.285  1.7522376013e+21
85.973  2.1000313311e+21
84.5822  2.5160486517e+21
83.1235  3.0133402708e+21
81.5575  3.6075759481e+21
79.0435  4.3172214981e+21
76.4436  5.1639621093e+21
73.7923  6.1738892235e+21
71.1356  7.3776686121e+21
68.5327  8.8083800023e+21
65.9249  1.051452643e+22
62.0031  1.2544050288e+22
58.2945  1.4955775833e+22
54.9351  1.7820452914e+22
51.4846  2.1220317322e+22
47.2656  2.5252247621e+22
43.2355  3.0030276607e+22
39.3423  3.5687792294e+22
35.5221  4.2381294936e+22
31.4688  5.0295955679e+22
27.3767  5.9645096616e+22
23.65  7.0683016718e+22
20.3646  8.3703865858e+22
17.5042  9.9051939532e+22
15.2502  1.1713138274e+23
11.9904  1.3841318043e+23
9.5618  1.6344714031e+23
8.2723  1.9287439067e+23
8.3482  2.2744389415e+23
10.2593  2.6802993561e+23
15.1254  3.1564953516e+23
23.688  3.7148711056e+23
38.079  4.3671301084e+23
67.447  5.1332173598e+23
115.9718  6.0300361386e+23
186.3573  7.0793691092e+23
281.5556  8.3064836138e+23
404.785  9.7408605913e+23
559.5506  1.1416711647e+24
749.6662  1.3373881492e+24
979.2781  1.5658539657e+24
1252.8911  1.832457409e+24
1575.3962  2.1434197601e+24
1952.1006  2.5060116935e+24
2388.7608  2.9286502498e+24
2891.6178  3.4211107676e+24
3467.4348  3.9947496757e+24
4123.539  4.6627377291e+24
4867.8659  5.4403794878e+24
5709.0071  6.3454162098e+24
85.1065  2.7378712521e+21
83.6833  3.2812989549e+21
82.0944  3.9313260182e+21
79.5967  4.7083441731e+21
77.0166  5.6368374188e+21
74.3916  6.7456585908e+21
71.7716  8.0686907957e+21
69.2215  9.6467019117e+21
66.3521  1.1527607206e+22
62.4711  1.3763093754e+22
58.8401  1.6428947547e+22
55.5289  1.9600078575e+22
51.9031  2.3368399739e+22
47.6248  2.7844457678e+22
43.6566  3.3156745816e+22
39.6974  3.9456636908e+22
35.7553  4.6922307198e+22
31.498  5.5762175459e+22
27.5513  6.6220773338e+22
24.0255  7.8587430748e+22
20.5528  9.3195463462e+22
17.6358  1.1044221362e+23
14.6342  1.307872904e+23
11.407  1.5476865552e+23
9.3676  1.8301778553e+23
8.3936  2.1627059442e+23
8.8544  2.5538615674e+23
12.0457  3.0136623542e+23
18.5744  3.5538108461e+23
29.4933  4.1879677439e+23
52.653  4.9320239868e+23
94.6947  5.8044861025e+23
158.3512  6.8236407944e+23
246.6049  8.0206521246e+23
362.7059  9.4219314665e+23
510.1926  1.1061514233e+24
692.9129  1.2978880647e+24
915.0486  1.5220094674e+24
1181.1404  1.7838611948e+24
1496.1163  2.0896689831e+24
1865.321  2.4466468214e+24
2294.5496  2.8632147016e+24
2790.0818  3.3490933751e+24
3358.7209  3.9156432711e+24
4007.8347  4.5760160152e+24
4745.4002  5.3454855744e+24
5580.0518  6.2417963683e+24
6521.1333  7.2855277017e+24
7578.7538  8.5005929497e+24
8763.8486  9.9147128279e+24
83.2643  3.942534603e+21
81.0352  4.725070495e+21
78.5016  5.6611094662e+21
75.9117  6.7800156092e+21
73.3137  8.1170458831e+21
70.7704  9.7137483707e+21
68.2851  1.1618914746e+22
64.3733  1.3891250753e+22
60.689  1.6599754377e+22
57.3828  1.9818855005e+22
53.911  2.3657684467e+22
49.5327  2.8224113148e+22
45.4907  3.3650495624e+22
41.6122  4.0096019057e+22
37.6486  4.7745713975e+22
33.3275  5.6817557148e+22
29.2892  6.7568122366e+22
25.574  8.0297532661e+22
21.9954  9.5357913607e+22
18.9218  1.1316590028e+23
15.6795  1.3420146739e+23
12.2532  1.5903678762e+23
9.9361  1.8833369818e+23
8.73  2.2286686395e+23
8.9277  2.6354561117e+23
11.8387  3.1142965597e+23
18.3928  3.677560657e+23
29.637  4.33967379e+23
55.0832  5.1174876184e+23
100.3203  6.0306735512e+23
168.2176  7.102114541e+23
261.9036  8.3584599877e+23
384.7852  9.8260427439e+23
540.5683  1.1549739059e+24
733.2803  1.3567581312e+24
967.2943  1.5928580496e+24
1247.3557  1.8689588131e+24
1578.611  2.191693633e+24
1966.6389  2.5687601205e+24
2417.484  3.0091233357e+24
2937.6936  3.5231714228e+24
3534.3569  4.1230291703e+24
4215.1483  4.8226944602e+24
4988.3732  5.6385263104e+24
5863.018  6.5894630619e+24
6848.8046  7.6974992271e+24
7956.2476  8.9881867703e+24
9196.7181  1.049115989e+25
10582.5108  1.2240853848e+25
12126.9173  1.4277186472e+25
80.5616  5.3662276541e+21
78.0227  6.4313459516e+21
75.4477  7.7053989957e+21
72.8928  9.2283545792e+21
70.4308  1.1048201341e+22
67.2715  1.3221490838e+22
63.4633  1.581463396e+22
59.9599  1.8907535747e+22
56.6593  2.2594110125e+22
52.602  2.6975663757e+22
48.4122  3.2200737192e+22
44.622  3.8416154007e+22
40.5443  4.5802063488e+22
36.2011  5.457513705e+22
31.9869  6.49872218e+22
28.0729  7.7335008341e+22
24.4415  9.1967722109e+22
21.0612  1.092938639e+23
18.2627  1.2979271574e+23
14.1397  1.5403136427e+23
11.2509  1.8266310839e+23
9.4389  2.164667387e+23
8.71  2.5634308919e+23
10.5335  3.0334656482e+23
15.7019  3.5871485964e+23
24.9214  4.2389036507e+23
46.1665  5.0055686721e+23
87.0871  5.9067782142e+23
150.5934  6.9654692583e+23
239.8586  8.2084167781e+23
358.3373  9.6667670142e+23
509.7862  1.1376792761e+24
698.2862  1.3374335957e+24
928.267  1.5720478164e+24
1204.5336  1.8466985674e+24
1532.2948  2.1680567897e+24
1917.1945  2.5438606067e+24
2365.346  2.9831385561e+24
2883.3681  3.4963679418e+24
3478.4255  4.0957512069e+24
4158.2712  4.7954277699e+24
4931.2937  5.6119008151e+24
5806.5667  6.5642230153e+24
6793.904  7.6746608114e+24
7903.9176  8.9689913899e+24
9148.0811  1.0477151726e+25
10538.7985  1.2233920882e+25
12089.4768  1.4279634295e+25
13814.6064  1.6661162181e+25
15729.8459  1.9432837143e+25
77.9905  7.0089504053e+21
75.4381  8.4001253245e+21
72.9237  1.0064194607e+22
70.5273  1.2053361083e+22
67.0021  1.4430303792e+22
63.2733  1.7268885992e+22
59.9011  2.0655848437e+22
56.5346  2.4695556894e+22
52.2237  2.9510674448e+22
48.1104  3.5233520009e+22
44.3048  4.205810572e+22
40.2908  5.0176201153e+22
35.8256  5.9823103331e+22
31.6977  7.1281811657e+22
27.9342  8.488126929e+22
24.1121  1.0100899049e+23
20.8452  1.2012110643e+23
17.2396  1.4275116918e+23
13.5205  1.6952517975e+23
10.9315  2.0118382271e+23
9.4825  2.3858038646e+23
9.3873  2.8273206687e+23
12.4742  3.3481546343e+23
19.2416  3.9620775813e+23
32.365  4.6852553096e+23
63.5729  5.5365272172e+23
116.4349  6.5378856125e+23
194.0905  7.7149756267e+23
299.9592  9.097755766e+23
437.7596  1.0721197424e+24
611.5315  1.2625981406e+24
825.6593  1.4859484422e+24
1084.8982  1.7468520434e+24
1394.4019  2.0532869439e+24
1759.7536  2.4120144554e+24
2186.999  2.8317476437e+24
2682.6821  3.3225934455e+24
3253.8848  3.8963442365e+24
3908.2689  4.5666846587e+24
4654.122  5.3495525968e+24
5500.407  6.2634158628e+24
6456.8154  7.3298296361e+24
7533.8255  8.5736790403e+24
8742.7648  1.0024046774e+25
10095.8767  1.1714600999e+25
11606.394  1.368444307e+25
13288.6164  1.5978998703e+25
15157.9954  1.8650950916e+25
17231.2252  2.1761517951e+25
19526.3407  2.5381664839e+25
75.7594  8.8707028568e+21
73.2752  1.0631408614e+22
70.9207  1.2737496299e+22
67.2722  1.5255035121e+22
63.5866  1.8263353237e+22
60.2846  2.1855933834e+22
56.8862  2.6142558178e+22
52.4809  3.1255314194e+22
48.4146  3.7349447349e+22
44.5877  4.4592423761e+22
40.3404  5.3229790052e+22
36.0371  6.3504254584e+22
32.0086  7.5713615153e+22
28.1048  9.0216042878e+22
24.1843  1.0742785644e+23
21.1327  1.2783950358e+23
17.119  1.5202827532e+23
13.3464  1.8066944849e+23
10.6631  2.1455530562e+23
9.3261  2.5462327562e+23
9.9447  3.0195330162e+23
13.5205  3.5783277213e+23
21.1587  4.2375082091e+23
39.2122  5.0145044388e+23
77.3541  5.9297762513e+23
138.632  7.0071672593e+23
226.3671  8.2745114784e+23
344.1738  9.7642660276e+23
495.9796  1.1514347141e+24
686.0486  1.356901549e+24
919.0052  1.5979757717e+24
1199.8618  1.8806534972e+24
1534.048  2.2108596174e+24
1927.442  2.5986912884e+24
2386.4063  3.0527057951e+24
2917.8246  3.5839306115e+24
3529.1428  4.2051573295e+24
4228.4136  4.9313106743e+24
5024.3444  5.7797102712e+24
5926.3487  6.7705275053e+24
6944.6027  7.9271357013e+24
8090.1052  9.2768156332e+24
9374.7436  1.0851062535e+25
10811.3638  1.2686684198e+25
12413.8463  1.4826291889e+25
14197.1885  1.7319373261e+25
16177.5926  2.0223420233e+25
18372.5613  2.3605109753e+25
20801  2.7541921157e+25
23483.3273  3.2123669562e+25
73.8638  1.0951485008e+22
71.5277  1.312519582e+22
67.9508  1.5725304073e+22
64.2721  1.8833376692e+22
60.981  2.2547349675e+22
57.6017  2.6982634363e+22
53.187  3.2274763183e+22
49.1254  3.8586807647e+22
45.3143  4.6110428826e+22
40.9909  5.5052375014e+22
36.6849  6.5715790187e+22
32.6814  7.8400314301e+22
28.6283  9.3473598955e+22
24.7468  1.1137783071e+23
21.8022  1.3262698327e+23
17.342  1.5782654763e+23
13.7589  1.8768922879e+23
10.9461  2.2304870184e+23
9.4785  2.6488309335e+23
10.0709  3.1434972299e+23
14.0793  3.7278185385e+23
22.1602  4.4176885449e+23
43.3744  5.2314916161e+23
85.5761  6.1907462207e+23
151.942  7.3207114213e+23
245.9325  8.6508237769e+23
371.3114  1.021544627e+24
532.1667  1.2054649417e+24
732.9342  1.4215243384e+24
978.4225  1.6751870976e+24
1273.8412  1.9728095947e+24
1624.8306  2.321794441e+24
2037.4949  2.7294563178e+24
2518.438  3.2082608498e+24
3074.8023  3.7687725866e+24
3714.3113  4.4246056932e+24
4445.3144  5.1915522586e+24
5276.8376  6.0880378695e+24
6218.636  7.1354447792e+24
7281.2523  8.3586759325e+24
8476.079  9.7865872856e+24
9815.4263  1.1452858806e+25
11312.5942  1.3396373501e+25
12981.9519  1.5662573085e+25
14839.0218  1.8304064061e+25
16900.571  2.1381942298e+25
19184.7099  2.4967185473e+25
21710.9982  2.9142110807e+25
24500.5587  3.4002371799e+25
27576.2007  3.9658851312e+25
72.2992  1.325129686e+22
68.9539  1.5881486942e+22
65.2518  1.9027617928e+22
61.922  2.2788385798e+22
58.6022  2.7282293107e+22
54.2461  3.2648987579e+22
50.1503  3.9052463451e+22
46.4086  4.6690037253e+22
42.1049  5.5793618879e+22
37.7404  6.6613373767e+22
33.7467  7.9516106127e+22
29.6301  9.4864380304e+22
25.6714  1.1310305474e+23
22.6363  1.3476717516e+23
18.1007  1.6047864975e+23
14.3988  1.9097012264e+23
11.3952  2.2710396684e+23
9.7499  2.6988892922e+23
10.1506  3.2050854296e+23
14.0522  3.8036316482e+23
22.0942  4.5106604316e+23
44.2235  5.3454031393e+23
87.8657  6.3301048555e+23
156.2912  7.4908029271e+23
253.0619  8.8580608198e+23
382.0507  1.046749677e+24
547.4633  1.2360689986e+24
753.8611  1.4586125794e+24
1006.1875  1.7200444495e+24
1309.7961  2.0269763881e+24
1670.4812  2.3870996096e+24
2094.5115  2.8093712736e+24
2588.6667  3.3026421445e+24
3160.2769  3.8819956283e+24
3817.2661  4.5602148298e+24
4568.1985  5.3537728888e+24
5422.3293  6.281778233e+24
6389.6594  7.3665258221e+24
7480.9945  8.6338881829e+24
8708.009  1.0113997878e+25
10083.3152  1.1841770616e+25
11620.5374  1.3857959156e+25
13334.3926  1.6209611936e+25
15240.7768  1.8951713432e+25
17356.8587  2.2147917514e+25
19701.18  2.587215018e+25
22293.7641  3.0210294422e+25
25156.2327  3.5261954076e+25
28311.9317  4.1142869876e+25
31786.067  4.7987210087e+25
70.2256  1.5770138412e+22
66.4793  1.890028198e+22
63.0742  2.2644437865e+22
59.8518  2.7120062437e+22
55.6155  3.2468183532e+22
51.4588  3.8854993483e+22
47.7835  4.6475658983e+22
43.4551  5.5565003012e+22
39.0273  6.6399017509e+22
34.9494  7.927542002e+22
30.9216  9.463073787e+22
26.9212  1.1289645259e+23
23.6494  1.3460198249e+23
19.3454  1.6038407623e+23
15.2535  1.909828559e+23
11.9897  2.2727022859e+23
10.0999  2.7027248946e+23
10.1599  3.2119013064e+23
13.4374  3.8143165443e+23
20.9452  4.5266360111e+23
42.0093  5.3680586954e+23
84.778  6.3614715046e+23
152.5841  7.5333479272e+23
249.0575  8.9146745579e+23
378.1449  1.0541824447e+24
544.1314  1.2457186239e+24
751.6636  1.4710242628e+24
1005.7763  1.735869516e+24
1311.9206  2.0469950473e+24
1675.9947  2.4122694205e+24
2104.3781  2.8408458164e+24
2603.9684  3.3433839951e+24
3182.2212  3.9304170976e+24
3847.1942  4.6198956238e+24
4607.5938  5.4270325247e+24
5472.8269  6.3714321983e+24
6453.0558  7.4758352524e+24
7559.2588  8.7667745321e+24
8803.2941  1.0275040482e+25
10197.9708  1.2036493343e+25
11757.1233  1.4092685691e+25
13495.6936  1.6492116681e+25
15429.8187  1.9290777841e+25
17576.9254  2.2554105242e+25
19955.8324  2.6357852248e+25
22586.8599  3.0789996908e+25
25491.9488  3.5952747081e+25
28694.7876  4.1964639562e+25
32220.9501  4.896341539e+25
36098.0437  5.7108745889e+25
67.9259  1.8508009664e+22
64.423  2.2181580935e+22
61.2302  2.6575763883e+22
57.2806  3.182840661e+22
53.0522  3.8105020951e+22
49.2473  4.5600652074e+22
45.0464  5.4544349779e+22
40.6051  6.5211704923e+22
36.4382  7.7926624716e+22
32.4334  9.3038513774e+22
28.3041  1.1105968542e+23
24.9815  1.3249653117e+23
20.9399  1.5797038223e+23
16.5037  1.8822853391e+23
12.9446  2.2413960172e+23
10.7479  2.667268655e+23
10.1076  3.1719479666e+23
12.5977  3.769523061e+23
19.1772  4.4765242777e+23
37.4828  5.3125103186e+23
77.3897  6.30001333e+23
142.2654  7.4658936408e+23
235.7784  8.8412208313e+23
361.9174  1.0462361113e+24
525.0135  1.2372002302e+24
729.7631  1.4619892183e+24
981.2542  1.7264104196e+24
1284.9943  2.0372357514e+24
1646.942  2.402376132e+24
2073.5407  2.8310661949e+24
2571.7553  3.3340482151e+24
3149.1127  3.9238326053e+24
3813.7456  4.612781177e+24
4574.4398  5.4219608362e+24
5440.6858  6.3692256714e+24
6422.7343  7.4775836216e+24
7531.6568  8.7737233171e+24
8779.4105  1.0288784e+25
10178.9088  1.2058901677e+25
11744.0973  1.4126162326e+25
13490.0357  1.6539332513e+25
15432.9863  1.9355331383e+25
17590.5092  2.2639871216e+25
19981.5651  2.6469748513e+25
22626.6262  3.0933868263e+25
25547.7954  3.6135482483e+25
28768.9344  4.2194543449e+25
32315.8028  4.9250167263e+25
36216.2068  5.746400834e+25
40500.1597  6.7023458717e+25
65.9612  2.1464910616e+22
62.7788  2.5725383806e+22
59.238  3.0821595983e+22
54.9214  3.6913418317e+22
50.8895  4.4192805364e+22
46.9258  5.2885963352e+22
42.5263  6.3258535838e+22
38.2841  7.5630142988e+22
34.2987  9.0376440499e+22
29.944  1.0790265503e+23
26.4826  1.2880294877e+23
22.7695  1.5366461603e+23
18.0336  1.8320825395e+23
14.097  2.183005482e+23
11.7984  2.599488872e+23
10.4586  3.0934003336e+23
11.8354  3.6787088844e+23
17.0921  4.371754556e+23
31.6493  5.1917086297e+23
67.034  6.1612545706e+23
127.0359  7.3065243354e+23
215.3359  8.658669548e+23
335.9374  1.0253723568e+24
493.1879  1.2133862593e+24
691.802  1.4348594386e+24
936.8875  1.6955614603e+24
1233.9731  2.0022274688e+24
1589.0393  2.3627112857e+24
2008.5523  2.7861877033e+24
2499.5006  3.2833667112e+24
3069.4351  3.8667068057e+24
3726.5129  4.5507171044e+24
4479.5443  5.3497343828e+24
5338.0445  6.2881912657e+24
6312.289  7.3867942697e+24
7413.3742  8.6722271587e+24
8653.282  1.0175442427e+25
10044.9507  1.1932554224e+25
11602.3507  1.3985471767e+25
13340.5665  1.6383004828e+25
15275.8853  1.918171108e+25
17425.8924  2.2447603261e+25
19809.5738  2.6256892061e+25
22447.4273  3.0698643246e+25
25361.5816  3.5875965559e+25
28575.9251  4.1908606903e+25
32116.2448  4.8935683527e+25
36010.3745  5.7118537181e+25
40288.3568  6.6644648725e+25
44982.6151  7.7731348571e+25
64.3271  2.4640841269e+22
61.1372  2.9531690594e+22
56.8651  3.5381934164e+22
52.7442  4.2375097558e+22
49.1486  5.073153677e+22
44.6571  6.0710927317e+22
40.2963  7.2618217161e+22
36.3742  8.6820317205e+22
32.0168  1.0374846486e+23
28.0377  1.2386784378e+23
24.8781  1.4786052792e+23
19.8564  1.7640070718e+23
15.9056  2.1031559765e+23
12.8056  2.5060011911e+23
10.7874  2.9841071235e+23
11.4323  3.5510973218e+23
15.2634  4.2230076479e+23
25.6066  5.0185957913e+23
55.1262  5.9598696004e+23
108.6663  7.0728687673e+23
189.8966  8.3875917116e+23
302.8106  9.939799226e+23
451.7463  1.1770856136e+24
641.4093  1.3929178997e+24
876.8977  1.6471600698e+24
1163.7303  1.9464353498e+24
1507.8764  2.2984754107e+24
1915.7894  2.7122961188e+24
2394.4434  3.1984297615e+24
2951.3724  3.7691709695e+24
3594.7137  4.4388215881e+24
4333.2552  5.2240374923e+24
5176.4858  6.141276715e+24
6134.651  7.2185869122e+24
7218.8127  8.4797383199e+24
8440.9142  9.9553628098e+24
9813.8495  1.1680992582e+25
11351.5397  1.3698085206e+25
13069.0139  1.6054750753e+25
14982.4979  1.8807020848e+25
17109.5086  2.2019821393e+25
19468.9565  2.5768932314e+25
22081.2561  3.0141840376e+25
24968.445  3.524078944e+25
28154.3113  4.1184144137e+25
31664.5324  4.8109370169e+25
35526.8229  5.6176167314e+25
39771.0949  6.5569749315e+25
44429.6304  7.6505336547e+25
49537.2666  8.9232415451e+25
62.9174  2.8035801621e+22
59.1014  3.3600501298e+22
54.8584  4.0256778427e+22
51.0124  4.8213444332e+22
46.796  5.7721215169e+22
42.4011  6.907554397e+22
38.2664  8.2623393748e+22
34.0934  9.8782227576e+22
29.9699  1.1804269779e+23
26.6574  1.4093408004e+23
22.2559  1.6823242288e+23
17.768  2.0070480461e+23
13.8754  2.3929241332e+23
11.4054  2.8512724663e+23
10.7763  3.3952507716e+23
13.374  4.0403596194e+23
20.4386  4.8048442571e+23
43.0516  5.710046767e+23
88.8774  6.7810071898e+23
161.5543  8.0473529086e+23
265.0441  9.5432154585e+23
403.6526  1.1309282675e+24
582.052  1.3392618537e+24
805.3057  1.5848310325e+24
1078.8949  1.8741021239e+24
1408.7491  2.2146108869e+24
1801.2784  2.615154245e+24
2263.4093  3.0859902507e+24
2802.6236  3.6391023064e+24
3427.0015  4.2884789698e+24
4145.2673  5.0503925625e+24
4966.8402  5.943793769e+24
5901.8885  6.9874081735e+24
6961.3893  8.2131477756e+24
8157.1921  9.6480578217e+24
9502.088  1.1326990575e+25
11009.8849  1.3290373782e+25
12695.4883  1.5585376946e+25
14574.988  1.8266738635e+25
16665.7526  2.1398210387e+25
18986.5308  2.5053663451e+25
21557.5608  2.9319318544e+25
24400.688  3.4294716161e+25
27539.4919  4.0096187096e+25
30999.423  4.6858403996e+25
34807.9501  5.4737772282e+25
38994.7186  6.3915994811e+25
43591.7218  7.4603803665e+25
48633.4844  8.7046071804e+25
54157.2608  1.0152665936e+26
61.4875  3.1649791674e+22
57.132  3.7931815919e+22
53.0803  4.5446128771e+22
49.2825  5.4428458641e+22
44.9048  6.5161840562e+22
40.6545  7.797981331e+22
36.6539  9.3274065598e+22
32.1257  1.115158741e+23
28.4501  1.3325913931e+23
24.8089  1.5910136379e+23
19.8811  1.8991863364e+23
15.5419  2.2657690833e+23
12.8645  2.7013870098e+23
11.0144  3.2188193076e+23
11.9099  3.8329198164e+23
16.7827  4.5611872266e+23
32.0922  5.4242187121e+23
69.2635  6.4461074831e+23
132.25  7.6551213979e+23
224.9626  9.0847069945e+23
351.6548  1.0773395576e+24
516.9443  1.2767119895e+24
725.8372  1.5119010771e+24
983.7541  1.7891256578e+24
1296.5594  2.1156856008e+24
1670.5934  2.5000880715e+24
2112.7065  2.9522639719e+24
2630.2987  3.4837936814e+24
3231.36  4.1082053381e+24
3924.5169  4.841290712e+24
4719.0814  5.7014197288e+24
5625.1046  6.7099859345e+24
6653.4355  7.8881287583e+24
7815.7833  9.2718738561e+24
9124.7861  1.0891752775e+25
10594.0847  1.2787110453e+25
12238.402  1.5003586027e+25
14073.6293  1.7594429443e+25
16116.9188  2.0621435412e+25
18386.7839  2.4156573445e+25
20903.2069  2.8283237255e+25
23687.7558  3.3098761951e+25
26763.7088  3.8715519417e+25
30156.1899  4.5264836214e+25
33892.3143  5.2898745136e+25
38001.3447  6.179381324e+25
42514.86  7.2155166017e+25
47466.9374  8.4220700231e+25
52894.3472  9.8266854498e+25
58836.7641  1.1461408029e+26
59.5851  3.5482811427e+22
55.3673  4.2525634455e+22
51.5874  5.0949985196e+22
47.282  6.1020140483e+22
42.9312  7.3053412948e+22
38.8669  8.7423735337e+22
34.5356  1.0457023271e+23
30.6146  1.2502125678e+23
27.0608  1.493977894e+23
22.4272  1.7836969505e+23
18.0624  2.1291916021e+23
14.3106  2.5401701834e+23
11.874  3.0285446061e+23
11.4573  3.6086417151e+23
14.4653  4.2971142578e+23
23.3833  5.1135801433e+23
51.2463  6.0811310129e+23
103.7235  7.2267779395e+23
184.658  8.5822122246e+23
298.2331  1.0184931025e+24
448.9936  1.2078132065e+24
641.8688  1.4313310885e+24
882.1983  1.6950032836e+24
1175.7599  2.0058017755e+24
1528.8008  2.3719105005e+24
1948.072  2.8028669037e+24
2440.8648  3.3098045913e+24
3015.0522  3.905706411e+24
3679.1333  4.6057388565e+24
4442.281  5.4276061961e+24
5314.3957  6.3919030869e+24
6306.1615  7.5226139889e+24
7429.1081  8.8434384695e+24
8695.6783  1.0394765153e+25
10119.3001  1.2210823181e+25
11714.4648  1.4335722446e+25
13496.8117  1.6820629318e+25
15483.2194  1.9725242697e+25
17691.9041  2.3118841085e+25
20142.5255  2.7082110021e+25
22856.3017  3.1708542805e+25
25856.1318  3.7107262533e+25
29166.7293  4.3404250142e+25
32814.7647  5.0746736794e+25
36829.0199  5.9305167558e+25
41240.5539  6.9277493044e+25
46082.8818  8.0893680933e+25
