# R0=8.178 kpc
# V0[km/s]  rho0[GeV/cm3]  Rc[kpc]  chi2
218.0  0.3305  17.7970  100000.0000
218.0  0.3305  18.3055  100000.0000
218.0  0.3305  18.8139  100000.0000
218.0  0.3305  19.3224  100000.0000
218.0  0.3305  19.8308  100000.0000
218.0  0.3305  20.3393  100000.0000
218.0  0.3305  20.8478  100000.0000
218.0  0.3305  21.3562  100000.0000
218.0  0.3305  21.8647  100000.0000
218.0  0.3305  22.3731  100000.0000
218.0  0.3305  22.8816  100000.0000
218.0  0.3305  23.3901  100000.0000
218.0  0.3305  23.8985  100000.0000
218.0  0.3305  24.4070  100000.0000
218.0  0.3305  24.9154  100000.0000
218.0  0.3305  25.4239  100000.0000
218.0  0.3305  25.9323  100000.0000
218.0  0.3305  26.4408  100000.0000
218.0  0.3305  26.9493  100000.0000
218.0  0.3305  27.4577  100000.0000
218.0  0.3305  27.9662  100000.0000
218.0  0.3305  28.4746  100000.0000
218.0  0.3305  28.9831  100000.0000
218.0  0.3305  29.4915  100000.0000
218.0  0.3305  30.0000  100000.0000
218.0  0.3424  0.0010  66.2506
218.0  0.3424  0.5095  64.3861
218.0  0.3424  1.0179  62.3119
218.0  0.3424  1.5264  61.2952
218.0  0.3424  2.0348  59.8728
218.0  0.3424  2.5433  59.2188
218.0  0.3424  3.0517  59.7141
218.0  0.3424  3.5602  59.2049
218.0  0.3424  4.0687  60.5979
218.0  0.3424  4.5771  59.5999
218.0  0.3424  5.0856  60.5673
218.0  0.3424  5.5940  59.9512
218.0  0.3424  6.1025  59.5440
218.0  0.3424  6.6109  62.5042
218.0  0.3424  7.1194  62.2819
218.0  0.3424  7.6279  64.0703
218.0  0.3424  8.1363  67.3140
218.0  0.3424  8.6448  68.3334
218.0  0.3424  9.1532  68.9169
218.0  0.3424  9.6617  72.9042
218.0  0.3424  10.1702  80.8921
218.0  0.3424  10.6786  81.9850
218.0  0.3424  11.1871  92.0721
218.0  0.3424  11.6955  100.1469
218.0  0.3424  12.2040  114.9203
218.0  0.3424  12.7124  129.0203
218.0  0.3424  13.2209  146.7329
218.0  0.3424  13.7294  157.6703
218.0  0.3424  14.2378  174.7087
218.0  0.3424  14.7463  203.4611
218.0  0.3424  15.2547  100000.0000
218.0  0.3424  15.7632  100000.0000
218.0  0.3424  16.2716  100000.0000
218.0  0.3424  16.7801  100000.0000
218.0  0.3424  17.2886  100000.0000
218.0  0.3424  17.7970  100000.0000
218.0  0.3424  18.3055  100000.0000
218.0  0.3424  18.8139  100000.0000
218.0  0.3424  19.3224  100000.0000
218.0  0.3424  19.8308  100000.0000
218.0  0.3424  20.3393  100000.0000
218.0  0.3424  20.8478  100000.0000
218.0  0.3424  21.3562  100000.0000
218.0  0.3424  21.8647  100000.0000
218.0  0.3424  22.3731  100000.0000
218.0  0.3424  22.8816  100000.0000
218.0  0.3424  23.3901  100000.0000
218.0  0.3424  23.8985  100000.0000
218.0  0.3424  24.4070  100000.0000
218.0  0.3424  24.9154  100000.0000
218.0  0.3424  25.4239  100000.0000
218.0  0.3424  25.9323  100000.0000
218.0  0.3424  26.4408  100000.0000
218.0  0.3424  26.9493  100000.0000
218.0  0.3424  27.4577  100000.0000
218.0  0.3424  27.9662  100000.0000
218.0  0.3424  28.4746  100000.0000
218.0  0.3424  28.9831  100000.0000
218.0  0.3424  29.4915  100000.0000
218.0  0.3424  30.0000  100000.0000
218.0  0.3542  0.0010  64.8407
218.0  0.3542  0.5095  62.9853
218.0  0.3542  1.0179  61.3748
218.0  0.3542  1.5264  61.3758
218.0  0.3542  2.0348  59.3597
218.0  0.3542  2.5433  59.3530
218.0  0.3542  3.0517  58.5045
218.0  0.3542  3.5602  58.1870
218.0  0.3542  4.0687  58.2298
218.0  0.3542  4.5771  59.9699
218.0  0.3542  5.0856  58.9765
218.0  0.3542  5.5940  59.7506
218.0  0.3542  6.1025  61.1037
218.0  0.3542  6.6109  61.0854
218.0  0.3542  7.1194  61.4704
218.0  0.3542  7.6279  62.3048
218.0  0.3542  8.1363  63.5885
218.0  0.3542  8.6448  64.9294
218.0  0.3542  9.1532  65.3732
218.0  0.3542  9.6617  71.7434
218.0  0.3542  10.1702  72.5013
218.0  0.3542  10.6786  80.9664
218.0  0.3542  11.1871  86.6253
218.0  0.3542  11.6955  89.2873
218.0  0.3542  12.2040  107.5460
218.0  0.3542  12.7124  109.2925
218.0  0.3542  13.2209  120.7509
218.0  0.3542  13.7294  136.6093
218.0  0.3542  14.2378  156.2302
218.0  0.3542  14.7463  168.8259
218.0  0.3542  15.2547  187.8848
218.0  0.3542  15.7632  219.3190
218.0  0.3542  16.2716  100000.0000
218.0  0.3542  16.7801  100000.0000
218.0  0.3542  17.2886  100000.0000
218.0  0.3542  17.7970  100000.0000
218.0  0.3542  18.3055  100000.0000
218.0  0.3542  18.8139  100000.0000
218.0  0.3542  19.3224  100000.0000
218.0  0.3542  19.8308  100000.0000
218.0  0.3542  20.3393  100000.0000
218.0  0.3542  20.8478  100000.0000
218.0  0.3542  21.3562  100000.0000
218.0  0.3542  21.8647  100000.0000
218.0  0.3542  22.3731  100000.0000
218.0  0.3542  22.8816  100000.0000
218.0  0.3542  23.3901  100000.0000
218.0  0.3542  23.8985  100000.0000
218.0  0.3542  24.4070  100000.0000
218.0  0.3542  24.9154  100000.0000
218.0  0.3542  25.4239  100000.0000
218.0  0.3542  25.9323  100000.0000
218.0  0.3542  26.4408  100000.0000
218.0  0.3542  26.9493  100000.0000
218.0  0.3542  27.4577  100000.0000
218.0  0.3542  27.9662  100000.0000
218.0  0.3542  28.4746  100000.0000
218.0  0.3542  28.9831  100000.0000
218.0  0.3542  29.4915  100000.0000
218.0  0.3542  30.0000  100000.0000
218.0  0.3661  0.0010  64.7203
218.0  0.3661  0.5095  63.2461
218.0  0.3661  1.0179  61.4047
218.0  0.3661  1.5264  59.4529
218.0  0.3661  2.0348  59.5287
218.0  0.3661  2.5433  56.6140
218.0  0.3661  3.0517  58.7357
218.0  0.3661  3.5602  56.7101
218.0  0.3661  4.0687  56.3811
218.0  0.3661  4.5771  56.9151
218.0  0.3661  5.0856  58.9820
218.0  0.3661  5.5940  57.1267
218.0  0.3661  6.1025  59.1371
218.0  0.3661  6.6109  59.9284
218.0  0.3661  7.1194  60.5006
218.0  0.3661  7.6279  61.5276
218.0  0.3661  8.1363  63.0090
218.0  0.3661  8.6448  65.2150
218.0  0.3661  9.1532  66.3835
218.0  0.3661  9.6617  68.0038
218.0  0.3661  10.1702  71.4636
218.0  0.3661  10.6786  72.4697
218.0  0.3661  11.1871  78.9252
218.0  0.3661  11.6955  82.4438
218.0  0.3661  12.2040  92.0999
218.0  0.3661  12.7124  98.9966
218.0  0.3661  13.2209  110.1997
218.0  0.3661  13.7294  120.6740
218.0  0.3661  14.2378  131.4840
218.0  0.3661  14.7463  148.8461
218.0  0.3661  15.2547  163.6503
218.0  0.3661  15.7632  184.1281
218.0  0.3661  16.2716  198.4805
218.0  0.3661  16.7801  232.1926
218.0  0.3661  17.2886  100000.0000
218.0  0.3661  17.7970  100000.0000
218.0  0.3661  18.3055  100000.0000
218.0  0.3661  18.8139  100000.0000
218.0  0.3661  19.3224  100000.0000
218.0  0.3661  19.8308  100000.0000
218.0  0.3661  20.3393  100000.0000
218.0  0.3661  20.8478  100000.0000
218.0  0.3661  21.3562  100000.0000
218.0  0.3661  21.8647  100000.0000
218.0  0.3661  22.3731  100000.0000
218.0  0.3661  22.8816  100000.0000
218.0  0.3661  23.3901  100000.0000
218.0  0.3661  23.8985  100000.0000
218.0  0.3661  24.4070  100000.0000
218.0  0.3661  24.9154  100000.0000
218.0  0.3661  25.4239  100000.0000
218.0  0.3661  25.9323  100000.0000
218.0  0.3661  26.4408  100000.0000
218.0  0.3661  26.9493  100000.0000
218.0  0.3661  27.4577  100000.0000
218.0  0.3661  27.9662  100000.0000
218.0  0.3661  28.4746  100000.0000
218.0  0.3661  28.9831  100000.0000
218.0  0.3661  29.4915  100000.0000
218.0  0.3661  30.0000  100000.0000
218.0  0.3780  0.0010  64.5242
218.0  0.3780  0.5095  60.7121
218.0  0.3780  1.0179  61.0663
218.0  0.3780  1.5264  60.3186
218.0  0.3780  2.0348  57.3447
218.0  0.3780  2.5433  56.4434
218.0  0.3780  3.0517  54.9830
218.0  0.3780  3.5602  56.2408
218.0  0.3780  4.0687  55.7131
218.0  0.3780  4.5771  54.3272
218.0  0.3780  5.0856  55.2931
218.0  0.3780  5.5940  57.6607
218.0  0.3780  6.1025  56.8190
218.0  0.3780  6.6109  58.9054
218.0  0.3780  7.1194  58.0759
218.0  0.3780  7.6279  60.7193
218.0  0.3780  8.1363  61.3227
218.0  0.3780  8.6448  61.6510
218.0  0.3780  9.1532  63.5611
218.0  0.3780  9.6617  65.2488
218.0  0.3780  10.1702  70.6980
218.0  0.3780  10.6786  72.5695
218.0  0.3780  11.1871  76.9229
218.0  0.3780  11.6955  83.8109
218.0  0.3780  12.2040  86.3133
218.0  0.3780  12.7124  93.9858
218.0  0.3780  13.2209  98.3198
218.0  0.3780  13.7294  105.7507
218.0  0.3780  14.2378  118.1102
218.0  0.3780  14.7463  137.8209
218.0  0.3780  15.2547  157.0033
218.0  0.3780  15.7632  158.7088
218.0  0.3780  16.2716  184.1697
218.0  0.3780  16.7801  214.8314
218.0  0.3780  17.2886  226.6865
218.0  0.3780  17.7970  242.4589
218.0  0.3780  18.3055  100000.0000
218.0  0.3780  18.8139  100000.0000
218.0  0.3780  19.3224  100000.0000
218.0  0.3780  19.8308  100000.0000
218.0  0.3780  20.3393  100000.0000
218.0  0.3780  20.8478  100000.0000
218.0  0.3780  21.3562  100000.0000
218.0  0.3780  21.8647  100000.0000
218.0  0.3780  22.3731  100000.0000
218.0  0.3780  22.8816  100000.0000
218.0  0.3780  23.3901  100000.0000
218.0  0.3780  23.8985  100000.0000
218.0  0.3780  24.4070  100000.0000
218.0  0.3780  24.9154  100000.0000
218.0  0.3780  25.4239  100000.0000
218.0  0.3780  25.9323  100000.0000
218.0  0.3780  26.4408  100000.0000
218.0  0.3780  26.9493  100000.0000
218.0  0.3780  27.4577  100000.0000
218.0  0.3780  27.9662  100000.0000
218.0  0.3780  28.4746  100000.0000
218.0  0.3780  28.9831  100000.0000
218.0  0.3780  29.4915  100000.0000
218.0  0.3780  30.0000  100000.0000
218.0  0.3898  0.0010  63.6943
218.0  0.3898  0.5095  61.6944
218.0  0.3898  1.0179  60.2925
218.0  0.3898  1.5264  57.7409
218.0  0.3898  2.0348  57.1247
218.0  0.3898  2.5433  55.5260
218.0  0.3898  3.0517  56.0260
218.0  0.3898  3.5602  55.6377
218.0  0.3898  4.0687  53.9152
218.0  0.3898  4.5771  56.1126
218.0  0.3898  5.0856  55.7661
218.0  0.3898  5.5940  55.5256
218.0  0.3898  6.1025  56.0521
218.0  0.3898  6.6109  55.3250
218.0  0.3898  7.1194  58.7893
218.0  0.3898  7.6279  59.4422
218.0  0.3898  8.1363  60.5551
218.0  0.3898  8.6448  61.5168
218.0  0.3898  9.1532  62.0977
218.0  0.3898  9.6617  63.1217
218.0  0.3898  10.1702  64.5889
218.0  0.3898  10.6786  71.1351
218.0  0.3898  11.1871  73.6038
218.0  0.3898  11.6955  77.1824
218.0  0.3898  12.2040  79.1072
218.0  0.3898  12.7124  91.6658
218.0  0.3898  13.2209  97.8831
218.0  0.3898  13.7294  97.9401
218.0  0.3898  14.2378  113.8235
218.0  0.3898  14.7463  120.3432
218.0  0.3898  15.2547  133.0020
218.0  0.3898  15.7632  146.0913
218.0  0.3898  16.2716  166.2760
218.0  0.3898  16.7801  183.7898
218.0  0.3898  17.2886  200.5348
218.0  0.3898  17.7970  220.6110
218.0  0.3898  18.3055  262.7291
218.0  0.3898  18.8139  100000.0000
218.0  0.3898  19.3224  100000.0000
218.0  0.3898  19.8308  100000.0000
218.0  0.3898  20.3393  100000.0000
218.0  0.3898  20.8478  100000.0000
218.0  0.3898  21.3562  100000.0000
218.0  0.3898  21.8647  100000.0000
218.0  0.3898  22.3731  100000.0000
218.0  0.3898  22.8816  100000.0000
218.0  0.3898  23.3901  100000.0000
218.0  0.3898  23.8985  100000.0000
218.0  0.3898  24.4070  100000.0000
218.0  0.3898  24.9154  100000.0000
218.0  0.3898  25.4239  100000.0000
218.0  0.3898  25.9323  100000.0000
218.0  0.3898  26.4408  100000.0000
218.0  0.3898  26.9493  100000.0000
218.0  0.3898  27.4577  100000.0000
218.0  0.3898  27.9662  100000.0000
218.0  0.3898  28.4746  100000.0000
218.0  0.3898  28.9831  100000.0000
218.0  0.3898  29.4915  100000.0000
218.0  0.3898  30.0000  100000.0000
218.0  0.4017  0.0010  62.1529
218.0  0.4017  0.5095  61.2479
218.0  0.4017  1.0179  58.0116
218.0  0.4017  1.5264  58.5911
218.0  0.4017  2.0348  55.8395
218.0  0.4017  2.5433  55.2007
218.0  0.4017  3.0517  54.9352
218.0  0.4017  3.5602  53.1111
218.0  0.4017  4.0687  52.6496
218.0  0.4017  4.5771  51.7905
218.0  0.4017  5.0856  53.4850
218.0  0.4017  5.5940  53.6395
218.0  0.4017  6.1025  53.7894
218.0  0.4017  6.6109  55.2771
218.0  0.4017  7.1194  54.6415
218.0  0.4017  7.6279  59.0466
218.0  0.4017  8.1363  58.6933
218.0  0.4017  8.6448  60.0542
218.0  0.4017  9.1532  61.3540
218.0  0.4017  9.6617  62.1786
218.0  0.4017  10.1702  63.4463
218.0  0.4017  10.6786  65.1577
218.0  0.4017  11.1871  72.4662
218.0  0.4017  11.6955  75.9828
218.0  0.4017  12.2040  80.0584
218.0  0.4017  12.7124  82.3240
218.0  0.4017  13.2209  91.4487
218.0  0.4017  13.7294  99.8288
218.0  0.4017  14.2378  103.5277
218.0  0.4017  14.7463  113.4842
218.0  0.4017  15.2547  128.0600
218.0  0.4017  15.7632  132.2649
218.0  0.4017  16.2716  148.7892
218.0  0.4017  16.7801  170.4462
218.0  0.4017  17.2886  196.3621
218.0  0.4017  17.7970  201.9673
218.0  0.4017  18.3055  235.8718
218.0  0.4017  18.8139  249.9833
218.0  0.4017  19.3224  268.2848
218.0  0.4017  19.8308  100000.0000
218.0  0.4017  20.3393  100000.0000
218.0  0.4017  20.8478  100000.0000
218.0  0.4017  21.3562  100000.0000
218.0  0.4017  21.8647  100000.0000
218.0  0.4017  22.3731  100000.0000
218.0  0.4017  22.8816  100000.0000
218.0  0.4017  23.3901  100000.0000
218.0  0.4017  23.8985  100000.0000
218.0  0.4017  24.4070  100000.0000
218.0  0.4017  24.9154  100000.0000
218.0  0.4017  25.4239  100000.0000
218.0  0.4017  25.9323  100000.0000
218.0  0.4017  26.4408  100000.0000
218.0  0.4017  26.9493  100000.0000
218.0  0.4017  27.4577  100000.0000
218.0  0.4017  27.9662  100000.0000
218.0  0.4017  28.4746  100000.0000
218.0  0.4017  28.9831  100000.0000
218.0  0.4017  29.4915  100000.0000
218.0  0.4017  30.0000  100000.0000
218.0  0.4136  0.0010  62.8022
218.0  0.4136  0.5095  59.9082
218.0  0.4136  1.0179  58.2034
218.0  0.4136  1.5264  57.4678
218.0  0.4136  2.0348  54.3999
218.0  0.4136  2.5433  54.1639
218.0  0.4136  3.0517  52.1260
218.0  0.4136  3.5602  52.1924
218.0  0.4136  4.0687  50.9558
218.0  0.4136  4.5771  52.6672
218.0  0.4136  5.0856  52.4771
218.0  0.4136  5.5940  52.5338
218.0  0.4136  6.1025  52.5196
218.0  0.4136  6.6109  51.9013
218.0  0.4136  7.1194  56.6857
218.0  0.4136  7.6279  55.4483
218.0  0.4136  8.1363  58.3033
218.0  0.4136  8.6448  59.4244
218.0  0.4136  9.1532  61.5498
218.0  0.4136  9.6617  61.3289
218.0  0.4136  10.1702  63.8519
218.0  0.4136  10.6786  66.0953
218.0  0.4136  11.1871  68.6495
218.0  0.4136  11.6955  73.3576
218.0  0.4136  12.2040  75.9521
218.0  0.4136  12.7124  79.0228
218.0  0.4136  13.2209  84.8874
218.0  0.4136  13.7294  95.0184
218.0  0.4136  14.2378  94.8073
218.0  0.4136  14.7463  108.1885
218.0  0.4136  15.2547  119.0300
218.0  0.4136  15.7632  134.5944
218.0  0.4136  16.2716  139.4079
218.0  0.4136  16.7801  157.0130
218.0  0.4136  17.2886  178.6029
218.0  0.4136  17.7970  183.6284
218.0  0.4136  18.3055  213.5328
218.0  0.4136  18.8139  223.0868
218.0  0.4136  19.3224  242.4546
218.0  0.4136  19.8308  283.7590
218.0  0.4136  20.3393  100000.0000
218.0  0.4136  20.8478  100000.0000
218.0  0.4136  21.3562  100000.0000
218.0  0.4136  21.8647  100000.0000
218.0  0.4136  22.3731  100000.0000
218.0  0.4136  22.8816  100000.0000
218.0  0.4136  23.3901  100000.0000
218.0  0.4136  23.8985  100000.0000
218.0  0.4136  24.4070  100000.0000
218.0  0.4136  24.9154  100000.0000
218.0  0.4136  25.4239  100000.0000
218.0  0.4136  25.9323  100000.0000
218.0  0.4136  26.4408  100000.0000
218.0  0.4136  26.9493  100000.0000
218.0  0.4136  27.4577  100000.0000
218.0  0.4136  27.9662  100000.0000
218.0  0.4136  28.4746  100000.0000
218.0  0.4136  28.9831  100000.0000
218.0  0.4136  29.4915  100000.0000
218.0  0.4136  30.0000  100000.0000
218.0  0.4254  0.0010  61.8416
218.0  0.4254  0.5095  59.1817
218.0  0.4254  1.0179  57.5524
218.0  0.4254  1.5264  56.0220
218.0  0.4254  2.0348  55.3753
218.0  0.4254  2.5433  53.2629
218.0  0.4254  3.0517  51.7327
218.0  0.4254  3.5602  52.8045
218.0  0.4254  4.0687  50.5826
218.0  0.4254  4.5771  50.9486
218.0  0.4254  5.0856  50.3364
218.0  0.4254  5.5940  53.4284
218.0  0.4254  6.1025  49.8978
218.0  0.4254  6.6109  52.1893
218.0  0.4254  7.1194  53.6366
218.0  0.4254  7.6279  54.9254
218.0  0.4254  8.1363  56.2325
218.0  0.4254  8.6448  56.6718
218.0  0.4254  9.1532  59.1686
218.0  0.4254  9.6617  60.5523
218.0  0.4254  10.1702  63.0233
218.0  0.4254  10.6786  63.2831
218.0  0.4254  11.1871  68.8007
218.0  0.4254  11.6955  68.9411
218.0  0.4254  12.2040  73.8726
218.0  0.4254  12.7124  79.0481
218.0  0.4254  13.2209  83.9961
218.0  0.4254  13.7294  86.8803
218.0  0.4254  14.2378  97.8864
218.0  0.4254  14.7463  97.9075
218.0  0.4254  15.2547  112.0316
218.0  0.4254  15.7632  123.6557
218.0  0.4254  16.2716  140.0826
218.0  0.4254  16.7801  139.5818
218.0  0.4254  17.2886  161.6801
218.0  0.4254  17.7970  170.0198
218.0  0.4254  18.3055  192.2826
218.0  0.4254  18.8139  206.5813
218.0  0.4254  19.3224  226.4119
218.0  0.4254  19.8308  249.8104
218.0  0.4254  20.3393  297.1684
218.0  0.4254  20.8478  100000.0000
218.0  0.4254  21.3562  100000.0000
218.0  0.4254  21.8647  100000.0000
218.0  0.4254  22.3731  100000.0000
218.0  0.4254  22.8816  100000.0000
218.0  0.4254  23.3901  100000.0000
218.0  0.4254  23.8985  100000.0000
218.0  0.4254  24.4070  100000.0000
218.0  0.4254  24.9154  100000.0000
218.0  0.4254  25.4239  100000.0000
218.0  0.4254  25.9323  100000.0000
218.0  0.4254  26.4408  100000.0000
218.0  0.4254  26.9493  100000.0000
218.0  0.4254  27.4577  100000.0000
218.0  0.4254  27.9662  100000.0000
218.0  0.4254  28.4746  100000.0000
218.0  0.4254  28.9831  100000.0000
218.0  0.4254  29.4915  100000.0000
218.0  0.4254  30.0000  100000.0000
218.0  0.4373  0.0010  60.8236
218.0  0.4373  0.5095  58.5088
218.0  0.4373  1.0179  57.2331
218.0  0.4373  1.5264  54.3966
218.0  0.4373  2.0348  54.3495
218.0  0.4373  2.5433  52.3323
218.0  0.4373  3.0517  52.6849
218.0  0.4373  3.5602  49.7817
218.0  0.4373  4.0687  49.9838
218.0  0.4373  4.5771  49.2684
218.0  0.4373  5.0856  51.0057
218.0  0.4373  5.5940  51.2617
218.0  0.4373  6.1025  50.8430
218.0  0.4373  6.6109  51.7049
218.0  0.4373  7.1194  51.4332
218.0  0.4373  7.6279  53.1044
218.0  0.4373  8.1363  52.7409
218.0  0.4373  8.6448  58.5090
218.0  0.4373  9.1532  58.3628
218.0  0.4373  9.6617  57.7355
218.0  0.4373  10.1702  60.3942
218.0  0.4373  10.6786  62.1189
218.0  0.4373  11.1871  64.9942
218.0  0.4373  11.6955  68.3566
218.0  0.4373  12.2040  73.9627
218.0  0.4373  12.7124  75.8186
218.0  0.4373  13.2209  80.1595
218.0  0.4373  13.7294  85.2268
218.0  0.4373  14.2378  88.3871
218.0  0.4373  14.7463  100.1529
218.0  0.4373  15.2547  100.4008
218.0  0.4373  15.7632  115.1668
218.0  0.4373  16.2716  127.4818
218.0  0.4373  16.7801  137.0481
218.0  0.4373  17.2886  144.5598
218.0  0.4373  17.7970  167.5649
218.0  0.4373  18.3055  176.4853
218.0  0.4373  18.8139  193.2526
218.0  0.4373  19.3224  214.7167
218.0  0.4373  19.8308  225.0846
218.0  0.4373  20.3393  259.8210
218.0  0.4373  20.8478  276.5449
218.0  0.4373  21.3562  297.7474
218.0  0.4373  21.8647  100000.0000
218.0  0.4373  22.3731  100000.0000
218.0  0.4373  22.8816  100000.0000
218.0  0.4373  23.3901  100000.0000
218.0  0.4373  23.8985  100000.0000
218.0  0.4373  24.4070  100000.0000
218.0  0.4373  24.9154  100000.0000
218.0  0.4373  25.4239  100000.0000
218.0  0.4373  25.9323  100000.0000
218.0  0.4373  26.4408  100000.0000
218.0  0.4373  26.9493  100000.0000
218.0  0.4373  27.4577  100000.0000
218.0  0.4373  27.9662  100000.0000
218.0  0.4373  28.4746  100000.0000
218.0  0.4373  28.9831  100000.0000
218.0  0.4373  29.4915  100000.0000
218.0  0.4373  30.0000  100000.0000
218.0  0.4492  0.0010  59.8393
218.0  0.4492  0.5095  58.8733
218.0  0.4492  1.0179  56.0693
218.0  0.4492  1.5264  54.9315
218.0  0.4492  2.0348  53.6783
218.0  0.4492  2.5433  51.8429
218.0  0.4492  3.0517  50.2342
218.0  0.4492  3.5602  49.5901
218.0  0.4492  4.0687  50.2054
218.0  0.4492  4.5771  48.1606
218.0  0.4492  5.0856  48.9479
218.0  0.4492  5.5940  48.5623
218.0  0.4492  6.1025  49.6096
218.0  0.4492  6.6109  49.0998
218.0  0.4492  7.1194  52.1262
218.0  0.4492  7.6279  52.3648
218.0  0.4492  8.1363  55.2891
218.0  0.4492  8.6448  55.0044
218.0  0.4492  9.1532  58.1638
218.0  0.4492  9.6617  60.5942
218.0  0.4492  10.1702  61.0249
218.0  0.4492  10.6786  63.1965
218.0  0.4492  11.1871  62.2580
218.0  0.4492  11.6955  64.1292
218.0  0.4492  12.2040  67.7039
218.0  0.4492  12.7124  73.7204
218.0  0.4492  13.2209  75.7852
218.0  0.4492  13.7294  80.4720
218.0  0.4492  14.2378  88.7120
218.0  0.4492  14.7463  89.4886
218.0  0.4492  15.2547  106.5440
218.0  0.4492  15.7632  112.5190
218.0  0.4492  16.2716  117.6985
218.0  0.4492  16.7801  130.6230
218.0  0.4492  17.2886  148.4527
218.0  0.4492  17.7970  148.7351
218.0  0.4492  18.3055  172.5320
218.0  0.4492  18.8139  181.9747
218.0  0.4492  19.3224  199.4293
218.0  0.4492  19.8308  221.6821
218.0  0.4492  20.3393  232.6674
218.0  0.4492  20.8478  268.4452
218.0  0.4492  21.3562  285.9320
218.0  0.4492  21.8647  307.9853
218.0  0.4492  22.3731  100000.0000
218.0  0.4492  22.8816  100000.0000
218.0  0.4492  23.3901  100000.0000
218.0  0.4492  23.8985  100000.0000
218.0  0.4492  24.4070  100000.0000
218.0  0.4492  24.9154  100000.0000
218.0  0.4492  25.4239  100000.0000
218.0  0.4492  25.9323  100000.0000
218.0  0.4492  26.4408  100000.0000
218.0  0.4492  26.9493  100000.0000
218.0  0.4492  27.4577  100000.0000
218.0  0.4492  27.9662  100000.0000
218.0  0.4492  28.4746  100000.0000
218.0  0.4492  28.9831  100000.0000
